species	folder	labels_path	download_dir	downloaded_file_count	target_species_count	raw_focal_id_count	mapped_focal_id_count	unmapped_focal_id_count	ambiguous_focal_id_count	label_gene_count	final_gene_count_in_matrix	matrix_column_count	download_link_count	used_string_aliases	notes
fgraminearum	G.zeae	/Users/jiehuang/work/2025禾谷镰刀菌/程序/ProGATE_v2/data/processed/essential_gene/fgraminearum/labels.standard.tsv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/ProGATE_v2/data/processed/OR/Download/InParanoid8/G.zeae	167	167	10818	1031	573	9214	14145	14145	167	167	True	
