Target	Species	Regime	Model	Feature_Setting	ESM2_Dim	Label_Regime	Split_Version	Runs	Seed_List	AUROC_mean	AUROC_std	AUPRC_mean	AUPRC_std	MCC_mean	MCC_std	F1_mean	F1_std	Precision_mean	Precision_std	Recall_mean	Recall_std	Specificity_mean	Specificity_std
fgraminearum_oldlabel	fgraminearum	oldlabel	MLP	ORT_EXP_SUB		oldlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.6537452431289641	0.019167585746357244	0.07579038474724108	0.007306780844706949	0.1033002990173503	0.013481734893268971	0.12728540866717628	0.006350001644390637	0.07341435923344872	0.0031841130335156613	0.4795454545454545	0.04788933524023975	0.7528372093023256	0.01379318774335031
fgraminearum_oldlabel	fgraminearum	oldlabel	N2V_MLP	N2V		oldlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.7363752642706131	0.012609474574857952	0.14329403758681303	0.016159177895819797	0.13942389997455512	0.016593343604269045	0.13801557735660533	0.015229025622229091	0.07713933099824097	0.010214344171547611	0.6795454545454545	0.05202510519208907	0.6582325581395349	0.06782499032909803
fgraminearum_oldlabel	fgraminearum	oldlabel	NB	ORT_EXP_SUB		oldlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.5524915433403806	0.0925522877961034	0.05406401773976758	0.01103829327325887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
fgraminearum_oldlabel	fgraminearum	oldlabel	SVM	ORT_EXP_SUB		oldlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.6525264270613109	7.796654932172242e-05	0.07254476938713579	3.928188298490923e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
human	human	standard	CC	NETWORK		standard	frozen_protocol_v1_seed20260409_test20_val10	1	nan	0.5880315064375738	0.0	0.1142215257683042	0.0	0.0012909906353963	0.0	0.1020134228187919	0.0	0.1	0.0	0.1041095890410958	0.0	0.8972046889089269	0.0
human	human	standard	DC	NETWORK		standard	frozen_protocol_v1_seed20260409_test20_val10	1	nan	0.8162728361969934	0.0	0.3247210354003561	0.0	0.2867307375363697	0.0	0.358768406961178	0.0	0.3507853403141361	0.0	0.3671232876712328	0.0	0.9254583709047188	0.0
human	human	standard	GAT	ORT_EXP_SUB		standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.8861230859180388	0.02675504421460241	0.48221668712712223	0.08365892283942504	0.45317447518842746	0.055822325337035086	0.49011230498777614	0.04174146051502248	0.3666927384328275	0.029820304996697293	0.7572602739726028	0.12704295997757958	0.855004508566276	0.03215273396670898
human	human	standard	GCN	ORT_EXP_SUB		standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.8964795302856249	0.006242516195642287	0.5848613812646267	0.021854185619584163	0.38498424292999706	0.08512428744539294	0.40438016232783813	0.08289270971046432	0.2662187178763598	0.06963461752623795	0.9002739726027397	0.03349196008753122	0.6914938382927562	0.1360931440027676
human	human	standard	GIN	ORT_EXP_SUB		standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.9085502180169721	0.0014721584422307326	0.6012382066126593	0.003697082310532203	0.5044931507414112	0.0220009138827541	0.5345230930817311	0.028012663493242974	0.40104846382799986	0.03876342302283123	0.8115068493150683	0.03449879723550072	0.8639615269011122	0.02817657943290114
human	human	standard	GraphSAGE	ORT_EXP_SUB		standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029.0,1030.0,1031.0,1032.0,1033.0	0.916848615108432	0.001274001661994012	0.6494303250920587	0.004705350566866862	0.5366610490020924	0.007749793652366967	0.566880448530512	0.011923340397398332	0.4359208514041665	0.020481202117780005	0.8136986301369863	0.0275611536218286	0.8836789900811542	0.014291515063054245
