ncbi_anchor_proteins_total	bridge_resolved_count	bridge_unresolved_count	bridge_ambiguous_count	high_confidence_candidates_total	high_confidence_candidates_resolved_rows	high_confidence_candidates_protocolized_unique_genes	high_confidence_candidates_unresolved_rows	high_confidence_candidates_unified_map_resolved_rows	yeast_none_candidates_resolved_unique_genes	source_anchor_ncbi_proteome	source_legacy_ph1_proteome	source_legacy_mapping_tab
13312	13092	220	0	1056	1048	1045	8	111	11506	/data276/jiehuang/fungi/Fusarium/fusarium-protein/ncbi_dataset/data/GCF_000240135.3/protein.faa	/home/jiehuang/software/fungi/EPGAT/data/essential_genes/fgraminearum/Orthologs/229533.fasta	/home/jiehuang/software/fungi/EPGAT/data/essential_genes/fgraminearum/PPI/mapping.tab
