species	folder	labels_path	download_dir	downloaded_file_count	target_species_count	raw_focal_id_count	mapped_focal_id_count	unmapped_focal_id_count	ambiguous_focal_id_count	label_gene_count	final_gene_count_in_matrix	matrix_column_count	download_link_count	used_string_aliases	notes
human	H.sapiens	/Users/jiehuang/work/2025禾谷镰刀菌/程序/ProGATE_v2/data/processed/essential_gene/human/labels.standard.tsv	/Users/jiehuang/work/2025禾谷镰刀菌/程序/ProGATE_v2/data/processed/OR/Download/InParanoid8/H.sapiens	162	162	20155	16796	1907	1452	18458	18458	162	162	True	
