source_layer	source_node	target_layer	target_node	count
Layer2_Orthogroup	OG0000288	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02653	1
Layer2_Orthogroup	OG0000288	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02655	1
Layer2_Orthogroup	OG0000310	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24207	2
Layer2_Orthogroup	OG0000313	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17847	1
Layer2_Orthogroup	OG0000313	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17849	1
Layer2_Orthogroup	OG0000316	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06509	1
Layer2_Orthogroup	OG0000316	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06511	1
Layer2_Orthogroup	OG0000317	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06541	1
Layer2_Orthogroup	OG0000317	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06543	1
Layer2_Orthogroup	OG0000321	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04697	1
Layer2_Orthogroup	OG0000321	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04699	1
Layer2_Orthogroup	OG0000323	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03419	1
Layer2_Orthogroup	OG0000323	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03421	1
Layer2_Orthogroup	OG0000335	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23703	1
Layer2_Orthogroup	OG0000335	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23705	1
Layer2_Orthogroup	OG0000343	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18713	1
Layer2_Orthogroup	OG0000347	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00717	1
Layer2_Orthogroup	OG0000347	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00719	1
Layer2_Orthogroup	OG0000354	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19345	2
Layer2_Orthogroup	OG0000355	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19837	1
Layer2_Orthogroup	OG0000355	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19839	1
Layer2_Orthogroup	OG0000356	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01701	1
Layer2_Orthogroup	OG0000356	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01703	1
Layer2_Orthogroup	OG0000366	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06247	1
Layer2_Orthogroup	OG0000378	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03341	1
Layer2_Orthogroup	OG0000392	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G05883	1
Layer2_Orthogroup	OG0000392	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G05885	1
Layer2_Orthogroup	OG0000394	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01755	1
Layer2_Orthogroup	OG0000394	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01757	1
Layer2_Orthogroup	OG0000397	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04589	1
Layer2_Orthogroup	OG0000397	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04591	1
Layer2_Orthogroup	OG0000447	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02545	1
Layer2_Orthogroup	OG0000455	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G28129	1
Layer2_Orthogroup	OG0000455	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G28131	1
Layer2_Orthogroup	OG0000457	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17431	1
Layer2_Orthogroup	OG0000470	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G12245	1
Layer2_Orthogroup	OG0000471	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14345	1
Layer2_Orthogroup	OG0000475	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01955	1
Layer2_Orthogroup	OG0000492	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G25023	1
Layer2_Orthogroup	OG0000494	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10085	1
Layer2_Orthogroup	OG0000495	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01339	1
Layer2_Orthogroup	OG0000499	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20855	1
Layer2_Orthogroup	OG0000503	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26047	1
Layer2_Orthogroup	OG0000514	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02095	1
Layer2_Orthogroup	OG0000519	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G05011	1
Layer2_Orthogroup	OG0000528	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10683	1
Layer2_Orthogroup	OG0000530	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06647	1
Layer2_Orthogroup	OG0000531	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02957	1
Layer2_Orthogroup	OG0000533	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03333	1
Layer2_Orthogroup	OG0000546	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27527	1
Layer2_Orthogroup	OG0000548	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06943	1
Layer2_Orthogroup	OG0000550	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24777	1
Layer2_Orthogroup	OG0000551	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24013	1
Layer2_Orthogroup	OG0000552	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10061	1
Layer2_Orthogroup	OG0000559	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10301	1
Layer2_Orthogroup	OG0000563	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17391	1
Layer2_Orthogroup	OG0000566	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17791	1
Layer2_Orthogroup	OG0000569	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00805	1
Layer2_Orthogroup	OG0000572	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26125	1
Layer2_Orthogroup	OG0000584	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02595	1
Layer2_Orthogroup	OG0000598	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24551	1
Layer2_Orthogroup	OG0000609	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07003	1
Layer2_Orthogroup	OG0000616	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26091	1
Layer2_Orthogroup	OG0000642	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18111	1
Layer2_Orthogroup	OG0000646	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24119	1
Layer2_Orthogroup	OG0000653	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24337	1
Layer2_Orthogroup	OG0000657	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23899	1
Layer2_Orthogroup	OG0000660	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22901	1
Layer2_Orthogroup	OG0000669	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G16701	1
Layer2_Orthogroup	OG0000676	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17569	1
Layer2_Orthogroup	OG0000678	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17815	1
Layer2_Orthogroup	OG0000684	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06103	1
Layer2_Orthogroup	OG0000694	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02771	1
Layer2_Orthogroup	OG0000712	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24303	1
Layer2_Orthogroup	OG0000718	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19623	1
Layer2_Orthogroup	OG0000740	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17947	1
Layer2_Orthogroup	OG0000742	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03745	1
Layer2_Orthogroup	OG0000752	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27431	1
Layer2_Orthogroup	OG0000756	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G05757	1
Layer2_Orthogroup	OG0000760	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19355	1
Layer2_Orthogroup	OG0000772	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04893	1
Layer2_Orthogroup	OG0000773	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27365	1
Layer2_Orthogroup	OG0000775	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G16617	1
Layer2_Orthogroup	OG0000779	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03165	1
Layer2_Orthogroup	OG0000781	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07141	1
Layer2_Orthogroup	OG0000783	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03197	1
Layer2_Orthogroup	OG0000789	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01439	1
Layer2_Orthogroup	OG0000794	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02011	1
Layer2_Orthogroup	OG0000807	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23507	1
Layer2_Orthogroup	OG0000814	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01633	1
Layer2_Orthogroup	OG0000824	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G09193	1
Layer2_Orthogroup	OG0000829	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23219	1
Layer2_Orthogroup	OG0000836	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10593	1
Layer2_Orthogroup	OG0000838	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02115	1
Layer2_Orthogroup	OG0000844	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03683	1
Layer2_Orthogroup	OG0000847	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24477	1
Layer2_Orthogroup	OG0000849	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24891	1
Layer2_Orthogroup	OG0000851	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24957	1
Layer2_Orthogroup	OG0000855	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G09887	1
Layer2_Orthogroup	OG0000859	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01285	1
Layer2_Orthogroup	OG0000863	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27415	1
Layer2_Orthogroup	OG0000864	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27227	1
Layer2_Orthogroup	OG0000873	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07697	1
Layer2_Orthogroup	OG0000893	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26457	1
Layer2_Orthogroup	OG0000906	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00841	1
Layer2_Orthogroup	OG0000914	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26955	1
Layer2_Orthogroup	OG0000930	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17185	1
Layer2_Orthogroup	OG0000932	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06357	1
Layer2_Orthogroup	OG0000939	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14577	1
Layer2_Orthogroup	OG0000955	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02561	1
Layer2_Orthogroup	OG0000957	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02569	1
Layer2_Orthogroup	OG0000962	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02743	1
Layer2_Orthogroup	OG0000966	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18925	1
Layer2_Orthogroup	OG0000975	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04531	1
Layer2_Orthogroup	OG0000978	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04743	2
Layer2_Orthogroup	OG0000979	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22713	1
Layer2_Orthogroup	OG0000990	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26573	1
Layer2_Orthogroup	OG0000993	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G15193	1
Layer2_Orthogroup	OG0001003	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G12881	1
Layer2_Orthogroup	OG0001012	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14675	1
Layer2_Orthogroup	OG0001016	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06255	1
Layer2_Orthogroup	OG0001022	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23309	1
Layer2_Orthogroup	OG0001024	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14347	1
Layer2_Orthogroup	OG0001028	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20179	1
Layer2_Orthogroup	OG0001037	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G28235	1
Layer2_Orthogroup	OG0001039	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04711	1
Layer2_Orthogroup	OG0001039	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04713	1
Layer2_Orthogroup	OG0001044	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03055	1
Layer2_Orthogroup	OG0001045	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03075	1
Layer2_Orthogroup	OG0001046	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18171	1
Layer2_Orthogroup	OG0001050	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17883	1
Layer2_Orthogroup	OG0001053	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03233	1
Layer2_Orthogroup	OG0001059	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03465	1
Layer2_Orthogroup	OG0001079	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02937	1
Layer2_Orthogroup	OG0001081	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17277	1
Layer2_Orthogroup	OG0001088	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01397	1
Layer2_Orthogroup	OG0001089	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01435	1
Layer2_Orthogroup	OG0001092	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03281	1
Layer2_Orthogroup	OG0001093	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03297	1
Layer2_Orthogroup	OG0001094	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03347	1
Layer2_Orthogroup	OG0001096	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02001	1
Layer2_Orthogroup	OG0001103	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04019	1
Layer2_Orthogroup	OG0001104	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04037	1
Layer2_Orthogroup	OG0001107	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23329	1
Layer2_Orthogroup	OG0001113	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23279	1
Layer2_Orthogroup	OG0001115	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07071	1
Layer2_Orthogroup	OG0001116	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07083	1
Layer2_Orthogroup	OG0001118	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G09673	1
Layer2_Orthogroup	OG0001119	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G09687	1
Layer2_Orthogroup	OG0001123	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23567	1
Layer2_Orthogroup	OG0001126	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23605	1
Layer2_Orthogroup	OG0001129	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23735	1
Layer2_Orthogroup	OG0001144	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22627	1
Layer2_Orthogroup	OG0001145	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22635	1
Layer2_Orthogroup	OG0001146	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22651	1
Layer2_Orthogroup	OG0001150	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14907	1
Layer2_Orthogroup	OG0001151	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14913	1
Layer2_Orthogroup	OG0001169	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07471	1
Layer2_Orthogroup	OG0001176	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G05279	1
Layer2_Orthogroup	OG0001177	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23163	1
Layer2_Orthogroup	OG0001179	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23225	1
Layer2_Orthogroup	OG0001183	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18053	1
Layer2_Orthogroup	OG0001185	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18113	1
Layer2_Orthogroup	OG0001188	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18163	1
Layer2_Orthogroup	OG0001191	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18237	1
Layer2_Orthogroup	OG0001195	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02301	1
Layer2_Orthogroup	OG0001198	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10441	1
Layer2_Orthogroup	OG0001199	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10483	1
Layer2_Orthogroup	OG0001200	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10495	1
Layer2_Orthogroup	OG0001201	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10513	1
Layer2_Orthogroup	OG0001206	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02049	1
Layer2_Orthogroup	OG0001207	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02051	1
Layer2_Orthogroup	OG0001209	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02181	1
Layer2_Orthogroup	OG0001210	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02187	1
Layer2_Orthogroup	OG0001211	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02089	1
Layer2_Orthogroup	OG0001213	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24057	1
Layer2_Orthogroup	OG0001217	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24237	1
Layer2_Orthogroup	OG0001226	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27691	1
Layer2_Orthogroup	OG0001235	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07041	1
Layer2_Orthogroup	OG0001252	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24887	1
Layer2_Orthogroup	OG0001259	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G24009	1
Layer2_Orthogroup	OG0001264	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G09931	1
Layer2_Orthogroup	OG0001265	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10065	1
Layer2_Orthogroup	OG0001266	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10081	1
Layer2_Orthogroup	OG0001268	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01257	1
Layer2_Orthogroup	OG0001269	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01305	1
Layer2_Orthogroup	OG0001272	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22791	1
Layer2_Orthogroup	OG0001273	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22837	1
Layer2_Orthogroup	OG0001275	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22911	1
Layer2_Orthogroup	OG0001282	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G22959	1
Layer2_Orthogroup	OG0001285	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27407	1
Layer2_Orthogroup	OG0001288	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27107	1
Layer2_Orthogroup	OG0001294	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07633	1
Layer2_Orthogroup	OG0001304	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G16791	1
Layer2_Orthogroup	OG0001315	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18397	1
Layer2_Orthogroup	OG0001317	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G18477	1
Layer2_Orthogroup	OG0001325	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10651	1
Layer2_Orthogroup	OG0001329	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G10723	1
Layer2_Orthogroup	OG0001332	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17451	1
Layer2_Orthogroup	OG0001336	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G17851	1
Layer2_Orthogroup	OG0001337	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G25925	1
Layer2_Orthogroup	OG0001339	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26067	1
Layer2_Orthogroup	OG0001340	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00771	1
Layer2_Orthogroup	OG0001342	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00979	1
Layer2_Orthogroup	OG0001344	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01013	1
Layer2_Orthogroup	OG0001345	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01033	1
Layer2_Orthogroup	OG0001347	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01095	1
Layer2_Orthogroup	OG0001350	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01045	1
Layer2_Orthogroup	OG0001361	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27043	1
Layer2_Orthogroup	OG0001362	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26993	1
Layer2_Orthogroup	OG0001368	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07971	1
Layer2_Orthogroup	OG0001369	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G08011	1
Layer2_Orthogroup	OG0001371	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G08125	1
Layer2_Orthogroup	OG0001376	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26111	1
Layer2_Orthogroup	OG0001377	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G05951	1
Layer2_Orthogroup	OG0001378	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G05985	1
Layer2_Orthogroup	OG0001380	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06013	1
Layer2_Orthogroup	OG0001387	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G06547	1
Layer2_Orthogroup	OG0001397	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14649	1
Layer2_Orthogroup	OG0001408	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19301	1
Layer2_Orthogroup	OG0001410	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19417	1
Layer2_Orthogroup	OG0001412	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19463	1
Layer2_Orthogroup	OG0001417	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19717	1
Layer2_Orthogroup	OG0001419	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19751	1
Layer2_Orthogroup	OG0001421	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G19953	1
Layer2_Orthogroup	OG0001422	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G08337	1
Layer2_Orthogroup	OG0001426	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01705	1
Layer2_Orthogroup	OG0001427	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01733	1
Layer2_Orthogroup	OG0001432	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G25827	1
Layer2_Orthogroup	OG0001438	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02581	1
Layer2_Orthogroup	OG0001439	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G02817	1
Layer2_Orthogroup	OG0001443	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20305	1
Layer2_Orthogroup	OG0001444	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20307	1
Layer2_Orthogroup	OG0001445	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20397	1
Layer2_Orthogroup	OG0001447	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20515	1
Layer2_Orthogroup	OG0001451	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20541	1
Layer2_Orthogroup	OG0001457	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04631	1
Layer2_Orthogroup	OG0001458	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04647	1
Layer2_Orthogroup	OG0001460	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G04709	1
Layer2_Orthogroup	OG0001465	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G26865	1
Layer2_Orthogroup	OG0001467	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G14965	1
Layer2_Orthogroup	OG0001469	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G03595	1
Layer2_Orthogroup	OG0001471	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07989	1
Layer2_Orthogroup	OG0001472	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G16845	1
Layer2_Orthogroup	OG0001473	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01161	1
Layer2_Orthogroup	OG0001474	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G20387	1
Layer2_Orthogroup	OG0001483	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G27003	1
Layer2_Orthogroup	OG0001485	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G23343	1
Layer2_Orthogroup	OG0001487	Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G07895	1
