layer	node	count
Layer2_Orthogroup	OG0002424	1
Layer2_Orthogroup	OG0002425	1
Layer2_Orthogroup	OG0002426	1
Layer2_Orthogroup	OG0002427	1
Layer2_Orthogroup	OG0002429	1
Layer2_Orthogroup	OG0002430	1
Layer2_Orthogroup	OG0002439	1
Layer2_Orthogroup	OG0002440	1
Layer2_Orthogroup	OG0002441	1
Layer2_Orthogroup	OG0002444	1
Layer2_Orthogroup	OG0002446	1
Layer2_Orthogroup	OG0002448	1
Layer2_Orthogroup	OG0002449	1
Layer2_Orthogroup	OG0002451	1
Layer2_Orthogroup	OG0002457	1
Layer2_Orthogroup	OG0002462	1
Layer2_Orthogroup	OG0002464	1
Layer2_Orthogroup	OG0002467	1
Layer2_Orthogroup	OG0002468	1
Layer2_Orthogroup	OG0002469	1
Layer2_Orthogroup	OG0002472	1
Layer2_Orthogroup	OG0002475	1
Layer2_Orthogroup	OG0002476	1
Layer2_Orthogroup	OG0002477	1
Layer2_Orthogroup	OG0002478	1
Layer2_Orthogroup	OG0002479	1
Layer2_Orthogroup	OG0002484	1
Layer2_Orthogroup	OG0002485	1
Layer2_Orthogroup	OG0002489	1
Layer2_Orthogroup	OG0002490	1
Layer2_Orthogroup	OG0002492	1
Layer2_Orthogroup	OG0002494	1
Layer2_Orthogroup	OG0002497	1
Layer2_Orthogroup	OG0002498	1
Layer2_Orthogroup	OG0002500	1
Layer2_Orthogroup	OG0002501	1
Layer2_Orthogroup	OG0002502	1
Layer2_Orthogroup	OG0002503	1
Layer2_Orthogroup	OG0002504	1
Layer2_Orthogroup	OG0002506	1
Layer2_Orthogroup	OG0002507	1
Layer2_Orthogroup	OG0002509	1
Layer2_Orthogroup	OG0002510	1
Layer2_Orthogroup	OG0002511	1
Layer2_Orthogroup	OG0002512	1
Layer2_Orthogroup	OG0002513	1
Layer2_Orthogroup	OG0002515	1
Layer2_Orthogroup	OG0002518	1
Layer2_Orthogroup	OG0002519	1
Layer2_Orthogroup	OG0002521	1
Layer2_Orthogroup	OG0002526	1
Layer2_Orthogroup	OG0002527	1
Layer2_Orthogroup	OG0002529	1
Layer2_Orthogroup	OG0002530	1
Layer2_Orthogroup	OG0002531	1
Layer2_Orthogroup	OG0002532	1
Layer2_Orthogroup	OG0002533	1
Layer2_Orthogroup	OG0002536	1
Layer2_Orthogroup	OG0002537	1
Layer2_Orthogroup	OG0002544	1
Layer2_Orthogroup	OG0002550	1
Layer2_Orthogroup	OG0002552	1
Layer2_Orthogroup	OG0002558	1
Layer2_Orthogroup	OG0002559	1
Layer2_Orthogroup	OG0002562	1
Layer2_Orthogroup	OG0002564	1
Layer2_Orthogroup	OG0002568	1
Layer2_Orthogroup	OG0002569	1
Layer2_Orthogroup	OG0002571	1
Layer2_Orthogroup	OG0002574	1
Layer2_Orthogroup	OG0002576	1
Layer2_Orthogroup	OG0002582	1
Layer2_Orthogroup	OG0002587	1
Layer2_Orthogroup	OG0002588	1
Layer2_Orthogroup	OG0002594	1
Layer2_Orthogroup	OG0002595	1
Layer2_Orthogroup	OG0002602	1
Layer2_Orthogroup	OG0002603	1
Layer2_Orthogroup	OG0002604	1
Layer2_Orthogroup	OG0002607	1
Layer2_Orthogroup	OG0002608	1
Layer2_Orthogroup	OG0002614	1
Layer2_Orthogroup	OG0002615	1
Layer2_Orthogroup	OG0002619	1
Layer2_Orthogroup	OG0002621	1
Layer2_Orthogroup	OG0002623	1
Layer2_Orthogroup	OG0002625	1
Layer2_Orthogroup	OG0002626	1
Layer2_Orthogroup	OG0002627	1
Layer2_Orthogroup	OG0002628	1
Layer2_Orthogroup	OG0002629	1
Layer2_Orthogroup	OG0002632	1
Layer2_Orthogroup	OG0002633	1
Layer2_Orthogroup	OG0002636	1
Layer2_Orthogroup	OG0002637	1
Layer2_Orthogroup	OG0002638	1
Layer2_Orthogroup	OG0002639	1
Layer2_Orthogroup	OG0002643	1
Layer2_Orthogroup	OG0002645	1
Layer2_Orthogroup	OG0002646	1
Layer2_Orthogroup	OG0002650	1
Layer2_Orthogroup	OG0002651	1
Layer2_Orthogroup	OG0002652	1
Layer2_Orthogroup	OG0002653	1
Layer2_Orthogroup	OG0002654	1
Layer2_Orthogroup	OG0002655	1
Layer2_Orthogroup	OG0002658	1
Layer2_Orthogroup	OG0002659	1
Layer2_Orthogroup	OG0002660	1
Layer2_Orthogroup	OG0002667	1
Layer2_Orthogroup	OG0002669	1
Layer2_Orthogroup	OG0002672	1
Layer2_Orthogroup	OG0002673	1
Layer2_Orthogroup	OG0002674	1
Layer2_Orthogroup	OG0002676	1
Layer2_Orthogroup	OG0002678	1
Layer2_Orthogroup	OG0002681	1
Layer2_Orthogroup	OG0002682	1
Layer2_Orthogroup	OG0002683	1
Layer2_Orthogroup	OG0002686	1
Layer2_Orthogroup	OG0002687	1
Layer2_Orthogroup	OG0002688	1
Layer2_Orthogroup	OG0002690	1
Layer2_Orthogroup	OG0002691	1
Layer2_Orthogroup	OG0002693	1
Layer2_Orthogroup	OG0002694	1
Layer2_Orthogroup	OG0002696	1
Layer2_Orthogroup	OG0002698	1
Layer2_Orthogroup	OG0002699	1
Layer2_Orthogroup	OG0002700	1
Layer2_Orthogroup	OG0002702	1
Layer2_Orthogroup	OG0002703	1
Layer2_Orthogroup	OG0002705	1
Layer2_Orthogroup	OG0002707	1
Layer2_Orthogroup	OG0002708	1
Layer2_Orthogroup	OG0002709	1
Layer2_Orthogroup	OG0002710	1
Layer2_Orthogroup	OG0002711	1
Layer2_Orthogroup	OG0002712	1
Layer2_Orthogroup	OG0002714	1
Layer2_Orthogroup	OG0002717	1
Layer2_Orthogroup	OG0002718	1
Layer2_Orthogroup	OG0002719	1
Layer2_Orthogroup	OG0002721	1
Layer2_Orthogroup	OG0002726	1
Layer2_Orthogroup	OG0002727	1
Layer2_Orthogroup	OG0002732	1
Layer2_Orthogroup	OG0002733	1
Layer2_Orthogroup	OG0002734	1
Layer2_Orthogroup	OG0002737	1
Layer2_Orthogroup	OG0002738	1
Layer2_Orthogroup	OG0002740	1
Layer2_Orthogroup	OG0002741	1
Layer2_Orthogroup	OG0002742	1
Layer2_Orthogroup	OG0002743	1
Layer2_Orthogroup	OG0002744	1
Layer2_Orthogroup	OG0002746	1
Layer2_Orthogroup	OG0002748	1
Layer2_Orthogroup	OG0002749	1
Layer2_Orthogroup	OG0002750	1
Layer2_Orthogroup	OG0002752	1
Layer2_Orthogroup	OG0002755	1
Layer2_Orthogroup	OG0002756	1
Layer2_Orthogroup	OG0002757	1
Layer2_Orthogroup	OG0002758	1
Layer2_Orthogroup	OG0002761	1
Layer2_Orthogroup	OG0002763	1
Layer2_Orthogroup	OG0002768	1
Layer2_Orthogroup	OG0002772	1
Layer2_Orthogroup	OG0002776	1
Layer2_Orthogroup	OG0002777	1
Layer2_Orthogroup	OG0002778	1
Layer2_Orthogroup	OG0002779	1
Layer2_Orthogroup	OG0002780	1
Layer2_Orthogroup	OG0002782	1
Layer2_Orthogroup	OG0002783	1
Layer2_Orthogroup	OG0002784	1
Layer2_Orthogroup	OG0002786	1
Layer2_Orthogroup	OG0002789	1
Layer2_Orthogroup	OG0002796	1
Layer2_Orthogroup	OG0002800	1
Layer2_Orthogroup	OG0002802	1
Layer2_Orthogroup	OG0002807	1
Layer2_Orthogroup	OG0002813	1
Layer2_Orthogroup	OG0002814	1
Layer2_Orthogroup	OG0002816	1
Layer2_Orthogroup	OG0002818	1
Layer2_Orthogroup	OG0002821	1
Layer2_Orthogroup	OG0002822	1
Layer2_Orthogroup	OG0002824	1
Layer2_Orthogroup	OG0002825	1
Layer2_Orthogroup	OG0002827	1
Layer2_Orthogroup	OG0002828	1
Layer2_Orthogroup	OG0002834	1
Layer2_Orthogroup	OG0002835	1
Layer2_Orthogroup	OG0002837	1
Layer2_Orthogroup	OG0002838	1
Layer2_Orthogroup	OG0002839	1
Layer2_Orthogroup	OG0002843	1
Layer2_Orthogroup	OG0002845	1
Layer2_Orthogroup	OG0002848	1
Layer2_Orthogroup	OG0002850	1
Layer2_Orthogroup	OG0002852	1
Layer2_Orthogroup	OG0002854	1
Layer2_Orthogroup	OG0002855	1
Layer2_Orthogroup	OG0002859	1
Layer2_Orthogroup	OG0002860	1
Layer2_Orthogroup	OG0002861	1
Layer2_Orthogroup	OG0002862	1
Layer2_Orthogroup	OG0002863	1
Layer2_Orthogroup	OG0002865	1
Layer2_Orthogroup	OG0002868	1
Layer2_Orthogroup	OG0002870	1
Layer2_Orthogroup	OG0002871	1
Layer2_Orthogroup	OG0002872	1
Layer2_Orthogroup	OG0002873	1
Layer2_Orthogroup	OG0002874	1
Layer2_Orthogroup	OG0002875	1
Layer2_Orthogroup	OG0002880	1
Layer2_Orthogroup	OG0002884	1
Layer2_Orthogroup	OG0002885	1
Layer2_Orthogroup	OG0002888	1
Layer2_Orthogroup	OG0002889	1
Layer2_Orthogroup	OG0002891	1
Layer2_Orthogroup	OG0002892	1
Layer2_Orthogroup	OG0002893	1
Layer2_Orthogroup	OG0002895	1
Layer2_Orthogroup	OG0002898	1
Layer2_Orthogroup	OG0002899	1
Layer2_Orthogroup	OG0002902	1
Layer2_Orthogroup	OG0002903	1
Layer2_Orthogroup	OG0002905	1
Layer2_Orthogroup	OG0002911	1
Layer2_Orthogroup	OG0002914	1
Layer2_Orthogroup	OG0002916	1
Layer2_Orthogroup	OG0002917	1
Layer2_Orthogroup	OG0002921	1
Layer2_Orthogroup	OG0002928	1
Layer2_Orthogroup	OG0002929	1
Layer2_Orthogroup	OG0002930	1
Layer2_Orthogroup	OG0002934	1
Layer2_Orthogroup	OG0002936	1
Layer2_Orthogroup	OG0002938	1
Layer2_Orthogroup	OG0002943	1
Layer2_Orthogroup	OG0002945	1
Layer2_Orthogroup	OG0002950	1
Layer2_Orthogroup	OG0002951	1
Layer2_Orthogroup	OG0002952	1
Layer2_Orthogroup	OG0002954	1
Layer2_Orthogroup	OG0002956	1
Layer2_Orthogroup	OG0002957	1
Layer2_Orthogroup	OG0002958	1
Layer2_Orthogroup	OG0002962	1
Layer2_Orthogroup	OG0002964	1
Layer2_Orthogroup	OG0002969	1
Layer2_Orthogroup	OG0002971	1
Layer2_Orthogroup	OG0002980	1
Layer2_Orthogroup	OG0002981	1
Layer2_Orthogroup	OG0002983	1
Layer2_Orthogroup	OG0002997	1
Layer2_Orthogroup	OG0003001	1
Layer2_Orthogroup	OG0003002	1
Layer2_Orthogroup	OG0003003	1
Layer2_Orthogroup	OG0003004	1
Layer2_Orthogroup	OG0003005	1
Layer2_Orthogroup	OG0003009	1
Layer2_Orthogroup	OG0003010	1
Layer2_Orthogroup	OG0003011	1
Layer2_Orthogroup	OG0003012	1
Layer2_Orthogroup	OG0003014	1
Layer2_Orthogroup	OG0003017	1
Layer2_Orthogroup	OG0003022	1
Layer2_Orthogroup	OG0003025	1
Layer2_Orthogroup	OG0003027	1
Layer2_Orthogroup	OG0003029	1
Layer2_Orthogroup	OG0003030	1
Layer2_Orthogroup	OG0003032	1
Layer2_Orthogroup	OG0003034	1
Layer2_Orthogroup	OG0003035	1
Layer2_Orthogroup	OG0003037	1
Layer2_Orthogroup	OG0003038	1
Layer2_Orthogroup	OG0003039	1
Layer2_Orthogroup	OG0003040	1
Layer2_Orthogroup	OG0003041	1
Layer2_Orthogroup	OG0003044	1
Layer2_Orthogroup	OG0003045	1
Layer2_Orthogroup	OG0003046	1
Layer2_Orthogroup	OG0003048	1
Layer2_Orthogroup	OG0003049	1
Layer2_Orthogroup	OG0003050	1
Layer2_Orthogroup	OG0003052	1
Layer2_Orthogroup	OG0003053	1
Layer2_Orthogroup	OG0003056	1
Layer2_Orthogroup	OG0003058	1
Layer2_Orthogroup	OG0003059	1
Layer2_Orthogroup	OG0003061	1
Layer2_Orthogroup	OG0003062	1
Layer2_Orthogroup	OG0003063	1
Layer2_Orthogroup	OG0003066	1
Layer2_Orthogroup	OG0003069	1
Layer2_Orthogroup	OG0003070	1
Layer2_Orthogroup	OG0003071	1
Layer2_Orthogroup	OG0003072	1
Layer2_Orthogroup	OG0003074	1
Layer2_Orthogroup	OG0003077	1
Layer2_Orthogroup	OG0003078	1
Layer2_Orthogroup	OG0003084	1
Layer2_Orthogroup	OG0003086	1
Layer2_Orthogroup	OG0003089	1
Layer2_Orthogroup	OG0003094	1
Layer2_Orthogroup	OG0003095	1
Layer2_Orthogroup	OG0003096	1
Layer2_Orthogroup	OG0003097	1
Layer2_Orthogroup	OG0003102	1
Layer2_Orthogroup	OG0003104	1
Layer2_Orthogroup	OG0003107	1
Layer2_Orthogroup	OG0003109	1
Layer2_Orthogroup	OG0003111	1
Layer2_Orthogroup	OG0003113	1
Layer2_Orthogroup	OG0003116	1
Layer2_Orthogroup	OG0003118	1
Layer2_Orthogroup	OG0003119	1
Layer2_Orthogroup	OG0003122	1
Layer2_Orthogroup	OG0003123	1
Layer2_Orthogroup	OG0003126	1
Layer2_Orthogroup	OG0003127	1
Layer2_Orthogroup	OG0003132	1
Layer2_Orthogroup	OG0003133	1
Layer2_Orthogroup	OG0003137	1
Layer2_Orthogroup	OG0003139	1
Layer2_Orthogroup	OG0003141	1
Layer2_Orthogroup	OG0003144	1
Layer2_Orthogroup	OG0003146	1
Layer2_Orthogroup	OG0003147	1
Layer2_Orthogroup	OG0003148	1
Layer2_Orthogroup	OG0003153	1
Layer2_Orthogroup	OG0003156	1
Layer2_Orthogroup	OG0003157	1
Layer2_Orthogroup	OG0003161	1
Layer2_Orthogroup	OG0003162	1
Layer2_Orthogroup	OG0003165	1
Layer2_Orthogroup	OG0003167	1
Layer2_Orthogroup	OG0003168	1
Layer2_Orthogroup	OG0003169	1
Layer2_Orthogroup	OG0003172	1
Layer2_Orthogroup	OG0003173	1
Layer2_Orthogroup	OG0003174	1
Layer2_Orthogroup	OG0003176	1
Layer2_Orthogroup	OG0003177	1
Layer2_Orthogroup	OG0003178	1
Layer2_Orthogroup	OG0003179	1
Layer2_Orthogroup	OG0003180	1
Layer2_Orthogroup	OG0003181	1
Layer2_Orthogroup	OG0003182	1
Layer2_Orthogroup	OG0003183	1
Layer2_Orthogroup	OG0003184	1
Layer2_Orthogroup	OG0003185	1
Layer2_Orthogroup	OG0003188	1
Layer2_Orthogroup	OG0003189	1
Layer2_Orthogroup	OG0003191	1
Layer2_Orthogroup	OG0003192	1
Layer2_Orthogroup	OG0003195	1
Layer2_Orthogroup	OG0003197	1
Layer2_Orthogroup	OG0003198	1
Layer2_Orthogroup	OG0003199	1
Layer2_Orthogroup	OG0003203	1
Layer2_Orthogroup	OG0003204	1
Layer2_Orthogroup	OG0003205	1
Layer2_Orthogroup	OG0003206	1
Layer2_Orthogroup	OG0003207	1
Layer2_Orthogroup	OG0003210	1
Layer2_Orthogroup	OG0003212	1
Layer2_Orthogroup	OG0003216	1
Layer2_Orthogroup	OG0003220	1
Layer2_Orthogroup	OG0003227	1
Layer2_Orthogroup	OG0003229	1
Layer2_Orthogroup	OG0003232	1
Layer2_Orthogroup	OG0003233	1
Layer2_Orthogroup	OG0003234	1
Layer2_Orthogroup	OG0003238	1
Layer2_Orthogroup	OG0003243	1
Layer2_Orthogroup	OG0003246	1
Layer2_Orthogroup	OG0003247	1
Layer2_Orthogroup	OG0003251	1
Layer2_Orthogroup	OG0003270	1
Layer2_Orthogroup	OG0003276	1
Layer2_Orthogroup	OG0003299	1
Layer2_Orthogroup	OG0003309	1
Layer2_Orthogroup	OG0003340	1
Layer2_Orthogroup	OG0003360	1
Layer2_Orthogroup	OG0003361	1
Layer2_Orthogroup	OG0003366	1
Layer2_Orthogroup	OG0003367	1
Layer2_Orthogroup	OG0003374	1
Layer2_Orthogroup	OG0003385	1
Layer2_Orthogroup	OG0003404	1
Layer2_Orthogroup	OG0003405	1
Layer2_Orthogroup	OG0003419	1
Layer2_Orthogroup	OG0003421	1
Layer2_Orthogroup	OG0003426	1
Layer2_Orthogroup	OG0003478	1
Layer2_Orthogroup	OG0003481	1
Layer2_Orthogroup	OG0003482	1
Layer2_Orthogroup	OG0003490	1
Layer2_Orthogroup	OG0003495	1
Layer2_Orthogroup	OG0003499	1
Layer2_Orthogroup	OG0003529	1
Layer2_Orthogroup	OG0003533	1
Layer2_Orthogroup	OG0003578	1
Layer2_Orthogroup	OG0003611	1
Layer2_Orthogroup	OG0003612	1
Layer2_Orthogroup	OG0003618	1
Layer2_Orthogroup	OG0003623	1
Layer2_Orthogroup	OG0003632	1
Layer2_Orthogroup	OG0003639	1
Layer2_Orthogroup	OG0003642	1
Layer2_Orthogroup	OG0003670	1
Layer2_Orthogroup	OG0003674	1
Layer2_Orthogroup	OG0003676	1
Layer2_Orthogroup	OG0003685	1
Layer2_Orthogroup	OG0003687	1
Layer2_Orthogroup	OG0003696	1
Layer2_Orthogroup	OG0003698	1
Layer2_Orthogroup	OG0003700	1
Layer2_Orthogroup	OG0003701	1
Layer2_Orthogroup	OG0003706	1
Layer2_Orthogroup	OG0003718	1
Layer2_Orthogroup	OG0003726	1
Layer2_Orthogroup	OG0003731	1
Layer2_Orthogroup	OG0003735	1
Layer2_Orthogroup	OG0003736	1
Layer2_Orthogroup	OG0003740	1
Layer2_Orthogroup	OG0003750	1
Layer2_Orthogroup	OG0003751	1
Layer2_Orthogroup	OG0003753	1
Layer2_Orthogroup	OG0003768	1
Layer2_Orthogroup	OG0003783	1
Layer2_Orthogroup	OG0003786	1
Layer2_Orthogroup	OG0003794	1
Layer2_Orthogroup	OG0003797	1
Layer2_Orthogroup	OG0003808	1
Layer2_Orthogroup	OG0003809	1
Layer2_Orthogroup	OG0003814	1
Layer2_Orthogroup	OG0003822	1
Layer2_Orthogroup	OG0003831	1
Layer2_Orthogroup	OG0003837	1
Layer2_Orthogroup	OG0003838	1
Layer2_Orthogroup	OG0003849	1
Layer2_Orthogroup	OG0003850	1
Layer2_Orthogroup	OG0003867	1
Layer2_Orthogroup	OG0003871	1
Layer2_Orthogroup	OG0003873	1
Layer2_Orthogroup	OG0003875	1
Layer2_Orthogroup	OG0003878	1
Layer2_Orthogroup	OG0003897	1
Layer2_Orthogroup	OG0003910	1
Layer2_Orthogroup	OG0003912	1
Layer2_Orthogroup	OG0003922	1
Layer2_Orthogroup	OG0003924	1
Layer2_Orthogroup	OG0003928	1
Layer2_Orthogroup	OG0003934	1
Layer2_Orthogroup	OG0003942	1
Layer2_Orthogroup	OG0003945	1
Layer2_Orthogroup	OG0003959	1
Layer2_Orthogroup	OG0003961	1
Layer2_Orthogroup	OG0003966	1
Layer2_Orthogroup	OG0003971	1
Layer2_Orthogroup	OG0003977	1
Layer2_Orthogroup	OG0003984	1
Layer2_Orthogroup	OG0003994	1
Layer2_Orthogroup	OG0004023	1
Layer2_Orthogroup	OG0004026	1
Layer2_Orthogroup	OG0004039	1
Layer2_Orthogroup	OG0004058	1
Layer2_Orthogroup	OG0004070	1
Layer2_Orthogroup	OG0004077	1
Layer2_Orthogroup	OG0004079	1
Layer2_Orthogroup	OG0004081	1
Layer2_Orthogroup	OG0004085	1
Layer2_Orthogroup	OG0004102	1
Layer2_Orthogroup	OG0004118	1
Layer2_Orthogroup	OG0004127	1
Layer2_Orthogroup	OG0004129	1
Layer2_Orthogroup	OG0004136	1
Layer2_Orthogroup	OG0004151	1
Layer2_Orthogroup	OG0004165	1
Layer2_Orthogroup	OG0004171	1
Layer2_Orthogroup	OG0004174	1
Layer2_Orthogroup	OG0004185	1
Layer2_Orthogroup	OG0004189	1
Layer2_Orthogroup	OG0004199	1
Layer2_Orthogroup	OG0004200	1
Layer2_Orthogroup	OG0004205	1
Layer2_Orthogroup	OG0004207	1
Layer2_Orthogroup	OG0004210	1
Layer2_Orthogroup	OG0004219	1
Layer2_Orthogroup	OG0004222	1
Layer2_Orthogroup	OG0004227	1
Layer2_Orthogroup	OG0004230	1
Layer2_Orthogroup	OG0004231	1
Layer2_Orthogroup	OG0004233	1
Layer2_Orthogroup	OG0004234	1
Layer2_Orthogroup	OG0004236	1
Layer2_Orthogroup	OG0004237	1
Layer2_Orthogroup	OG0004241	1
Layer2_Orthogroup	OG0004251	1
Layer2_Orthogroup	OG0004879	1
Layer2_Orthogroup	OG0004940	1
Layer2_Orthogroup	OG0005019	1
Layer2_Orthogroup	OG0005090	1
Layer2_Orthogroup	OG0005098	1
Layer2_Orthogroup	OG0005107	1
Layer2_Orthogroup	OG0005200	1
Layer2_Orthogroup	OG0005206	1
Layer2_Orthogroup	OG0005524	1
Layer2_Orthogroup	OG0005893	1
Layer2_Orthogroup	OG0006781	1
Layer2_Orthogroup	OG0007411	1
Layer2_Orthogroup	OG0007755	1
Layer2_Orthogroup	OG0007915	1
Layer2_Orthogroup	OG0007950	1
Layer2_Orthogroup	OG0008546	1
Layer2_Orthogroup	OG0008944	1
Layer2_Orthogroup	OG0009850	1
Layer2_Orthogroup	OG0009962	1
Layer2_Orthogroup	OG0010042	1
Layer2_Orthogroup	OG0010046	1
Layer2_Orthogroup	OG0010063	2
Layer2_Orthogroup	OG0010224	1
Layer2_Orthogroup	OG0010267	1
Layer2_Orthogroup	OG0010281	1
Layer2_Orthogroup	OG0010473	1
Layer2_Orthogroup	OG0010496	1
Layer2_Orthogroup	OG0010527	1
Layer2_Orthogroup	OG0010604	1
Layer2_Orthogroup	OG0010607	1
Layer2_Orthogroup	OG0010682	1
Layer2_Orthogroup	OG0010689	1
Layer2_Orthogroup	OG0010692	1
Layer2_Orthogroup	OG0010769	1
Layer2_Orthogroup	OG0010784	1
Layer2_Orthogroup	OG0010792	1
Layer2_Orthogroup	OG0010807	1
Layer2_Orthogroup	OG0010808	1
Layer2_Orthogroup	OG0010846	1
Layer2_Orthogroup	OG0010851	1
Layer2_Orthogroup	OG0010894	1
Layer2_Orthogroup	OG0010897	1
Layer2_Orthogroup	OG0010942	1
Layer2_Orthogroup	OG0010954	1
Layer2_Orthogroup	OG0010971	1
Layer2_Orthogroup	OG0011012	1
Layer2_Orthogroup	OG0011063	1
Layer2_Orthogroup	OG0011066	1
Layer2_Orthogroup	OG0011080	1
Layer2_Orthogroup	OG0011084	1
Layer2_Orthogroup	OG0011107	1
Layer2_Orthogroup	OG0011176	1
Layer2_Orthogroup	OG0012109	1
Layer2_Orthogroup	OG0012121	1
Layer2_Orthogroup	OG0012360	1
Layer2_Orthogroup	OG0012362	1
Layer2_Orthogroup	OG0012521	1
Layer2_Orthogroup	OG0013212	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00017	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00461	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00463	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00465	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00513	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00709	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00717	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00719	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00721	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00771	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00779	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00783	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00785	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00787	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00793	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00797	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00805	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00813	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00815	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00841	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00853	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00857	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00861	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00863	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00865	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00879	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00885	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00895	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00925	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00927	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00931	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00945	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00959	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00961	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00963	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00967	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00969	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00979	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00983	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G00989	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01013	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01033	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01045	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01091	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01095	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01107	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01109	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01117	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01131	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01133	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01161	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01163	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01181	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01201	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01203	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01223	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01245	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01247	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01257	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01267	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01277	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01285	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01289	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01291	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01293	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01295	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01297	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01299	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01305	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01339	1
Layer3_MappedFusariumGene	fgraminearum::FGRAMPH1_01G01385	1
