fusion_method	threshold	metric	mean	sd	n	split_used
Gated	0.1	F1	0.4108890079526148	0.027446120798803965	5	test
Gated	0.11	F1	0.4151666787345626	0.025849552213310745	5	test
Gated	0.12	F1	0.4180754686989179	0.02377157968340865	5	test
Gated	0.13	F1	0.4213771250927323	0.023644641211404516	5	test
Gated	0.14	F1	0.42535510335583593	0.02244847579342948	5	test
Gated	0.15	F1	0.4280902543937456	0.02165480069944821	5	test
Gated	0.16	F1	0.43232032244983554	0.02071388033912857	5	test
Gated	0.17	F1	0.4363470652257968	0.02144382508525893	5	test
Gated	0.18	F1	0.44011463637071485	0.021883949179827996	5	test
Gated	0.19	F1	0.4420133367058542	0.020863380046228838	5	test
Gated	0.2	F1	0.4455092494604781	0.020008592274030713	5	test
Gated	0.21	F1	0.4478190725129756	0.01974901970214554	5	test
Gated	0.22	F1	0.44949584819530825	0.019546540039795397	5	test
Gated	0.23	F1	0.4514578272145327	0.01970920404112357	5	test
Gated	0.24	F1	0.4551363576199502	0.020618422109859365	5	test
Gated	0.25	F1	0.45992519405676563	0.021192876101954812	5	test
Gated	0.26	F1	0.46159354390827934	0.020323286566416448	5	test
Gated	0.27	F1	0.4635058884363385	0.020339096152202477	5	test
Gated	0.28	F1	0.46558262713678805	0.022501789050431337	5	test
Gated	0.29	F1	0.46719824523583975	0.02190953362923506	5	test
Gated	0.3	F1	0.4704397247258411	0.02128725170218002	5	test
Gated	0.31	F1	0.4730423452838255	0.020721969501812754	5	test
Gated	0.32	F1	0.47537285704671495	0.021046492248892306	5	test
Gated	0.33	F1	0.47749104986812857	0.019865074911900316	5	test
Gated	0.34	F1	0.4788307802505523	0.01991969517368772	5	test
Gated	0.35	F1	0.47990385291561555	0.019400638640275674	5	test
Gated	0.36	F1	0.48233101543820955	0.01802493713672024	5	test
Gated	0.37	F1	0.4833053702360831	0.01709930551308935	5	test
Gated	0.38	F1	0.4850605870580191	0.0161016827259013	5	test
Gated	0.39	F1	0.4877525914323216	0.013326333257283152	5	test
Gated	0.4	F1	0.48930311307325186	0.014415674031603203	5	test
Gated	0.41	F1	0.49105982872635734	0.013522269988831272	5	test
Gated	0.42	F1	0.49417973793580316	0.013371490031702082	5	test
Gated	0.43	F1	0.49380308346054935	0.012322229015954346	5	test
Gated	0.44	F1	0.4964594536511197	0.012073462471446654	5	test
Gated	0.45	F1	0.49849425658681235	0.012597812338076945	5	test
Gated	0.46	F1	0.5005050493036514	0.011853533784053155	5	test
Gated	0.47	F1	0.5023380743234143	0.012883875665277328	5	test
Gated	0.48	F1	0.5062516969028152	0.013252231087774936	5	test
Gated	0.49	F1	0.5090774070868052	0.010979819690048779	5	test
Gated	0.5	F1	0.511865197789678	0.012299467101521949	5	test
Gated	0.51	F1	0.5146255757481091	0.012307257415819244	5	test
Gated	0.52	F1	0.5175329518704201	0.011705855734632169	5	test
Gated	0.53	F1	0.5193906021106078	0.011873676226948498	5	test
Gated	0.54	F1	0.522495837924345	0.010473222811357551	5	test
Gated	0.55	F1	0.5227650414854124	0.01408678799006401	5	test
Gated	0.56	F1	0.525852892064192	0.013249290212045226	5	test
Gated	0.57	F1	0.5284981033165626	0.012293973034417625	5	test
Gated	0.58	F1	0.5308655800794985	0.013346204324217145	5	test
Gated	0.59	F1	0.5336714951528572	0.014557063896570858	5	test
Gated	0.6	F1	0.536027666860145	0.015027484419741858	5	test
Gated	0.61	F1	0.5398774700642441	0.014319153474085612	5	test
Gated	0.62	F1	0.5407932252095109	0.011059871895161149	5	test
Gated	0.63	F1	0.5442770151228402	0.010491088282393613	5	test
Gated	0.64	F1	0.5457754246202262	0.011046530376464593	5	test
Gated	0.65	F1	0.5482436477059736	0.010557480182448451	5	test
Gated	0.66	F1	0.5502974125289748	0.013086970396227512	5	test
Gated	0.67	F1	0.5502126713070633	0.009429682538021138	5	test
Gated	0.68	F1	0.5517898375056312	0.009099619960037015	5	test
Gated	0.69	F1	0.5525265289617617	0.009371813053049868	5	test
Gated	0.7	F1	0.5521476734062813	0.010279804465791987	5	test
Gated	0.71	F1	0.5538195162333446	0.01017808239479417	5	test
Gated	0.72	F1	0.554612817220054	0.010092643281005361	5	test
Gated	0.73	F1	0.556911773844327	0.012954257941098883	5	test
Gated	0.74	F1	0.5589823250046295	0.00957785319028723	5	test
Gated	0.75	F1	0.5553221522744792	0.011452346676790714	5	test
Gated	0.76	F1	0.5506524601940677	0.006407926420231951	5	test
Gated	0.77	F1	0.5527932719747135	0.005078849681691274	5	test
Gated	0.78	F1	0.5474298486017437	0.006127884553551498	5	test
Gated	0.79	F1	0.5469458877423378	0.006631733223587858	5	test
Gated	0.8	F1	0.5414472584261864	0.004215439170383982	5	test
Gated	0.81	F1	0.5382714961210754	0.005759974226285717	5	test
Gated	0.82	F1	0.5312127160572142	0.010319014791010842	5	test
Gated	0.83	F1	0.5270161990924624	0.01927950317883134	5	test
Gated	0.84	F1	0.5194690835853398	0.023613551589426657	5	test
Gated	0.85	F1	0.5194424829320188	0.02648290020311341	5	test
Gated	0.86	F1	0.5089102950131849	0.024703132659713956	5	test
Gated	0.87	F1	0.5021255137027731	0.02270293791771537	5	test
Gated	0.88	F1	0.4961436117534982	0.027954139933664555	5	test
Gated	0.89	F1	0.47730189161509795	0.03660558100126427	5	test
Gated	0.9	F1	0.45341121800844525	0.06002216891112144	5	test
Gated	0.91	F1	0.430045595449753	0.07003225024206816	5	test
Gated	0.92	F1	0.41328977352929447	0.07072131461640756	5	test
Gated	0.93	F1	0.38066913002479374	0.08346171510767077	5	test
Gated	0.94	F1	0.33473297825647536	0.09433370265156918	5	test
Gated	0.95	F1	0.2738749617816585	0.08608552611532094	5	test
Gated	0.96	F1	0.205651925182035	0.07947728627315495	5	test
Gated	0.97	F1	0.12107127521449261	0.06838111907627188	5	test
Gated	0.98	F1	0.050694599990465106	0.04715750701864563	5	test
Gated	0.99	F1	0.0018181818181818182	0.0040655781409087086	5	test
Gated	1.0	F1	0.0	0.0	5	test
Gated+WBCE	0.0	F1	0.16768759571209801	0.0	5	test
Gated+WBCE	0.01	F1	0.3626710297352226	0.03497699120066624	5	test
Gated+WBCE	0.02	F1	0.3892366407963955	0.03048630443580603	5	test
Gated+WBCE	0.03	F1	0.40543893124482305	0.025599762425608227	5	test
Gated+WBCE	0.04	F1	0.41832926112964125	0.025536905607441783	5	test
Gated+WBCE	0.05	F1	0.431378557370169	0.02463226257565859	5	test
Gated+WBCE	0.06	F1	0.43903423109284156	0.023247226977940818	5	test
Gated+WBCE	0.07	F1	0.44514623263813125	0.022030292182824606	5	test
Gated+WBCE	0.08	F1	0.4511480226627211	0.023108117470914697	5	test
Gated+WBCE	0.09	F1	0.45944163780249686	0.023578880808202585	5	test
Gated+WBCE	0.1	F1	0.46394925349323035	0.021847395286515903	5	test
Gated+WBCE	0.11	F1	0.4710470951602656	0.022191339388650276	5	test
Gated+WBCE	0.12	F1	0.47478812120310565	0.022044528145438863	5	test
Gated+WBCE	0.13	F1	0.4799564561504156	0.02413018412354328	5	test
Gated+WBCE	0.14	F1	0.484928502962223	0.02278010701595473	5	test
Gated+WBCE	0.15	F1	0.4888417346739457	0.023696130988836252	5	test
Gated+WBCE	0.16	F1	0.49165470006531836	0.022737184554136054	5	test
Gated+WBCE	0.17	F1	0.49670858594669853	0.020028762533608867	5	test
Gated+WBCE	0.18	F1	0.5013455439589685	0.019571276104601132	5	test
Gated+WBCE	0.19	F1	0.505002046929363	0.020534700458340324	5	test
Gated+WBCE	0.2	F1	0.5088956715821281	0.020538835146533912	5	test
Gated+WBCE	0.21	F1	0.513230451394805	0.0213326843056409	5	test
Gated+WBCE	0.22	F1	0.5181127337807077	0.01996412344854424	5	test
Gated+WBCE	0.23	F1	0.5207922478943628	0.018879440020475032	5	test
Gated+WBCE	0.24	F1	0.5212564358209367	0.018270887241901172	5	test
Gated+WBCE	0.25	F1	0.5254930852537194	0.01779423510341674	5	test
Gated+WBCE	0.26	F1	0.5256870763946699	0.016949022910087676	5	test
Gated+WBCE	0.27	F1	0.5286317296037483	0.019658603262915967	5	test
Gated+WBCE	0.28	F1	0.5306004287679144	0.017338875277643644	5	test
Gated+WBCE	0.29	F1	0.5337912974417209	0.015110055051717964	5	test
Gated+WBCE	0.3	F1	0.537746009054062	0.016573051273519233	5	test
Gated+WBCE	0.31	F1	0.5406133862331312	0.017592289874089555	5	test
Gated+WBCE	0.32	F1	0.5431935171351672	0.01880147137837724	5	test
Gated+WBCE	0.33	F1	0.5453404112194205	0.01849904829466921	5	test
Gated+WBCE	0.34	F1	0.545630548401952	0.01684700116359029	5	test
Gated+WBCE	0.35	F1	0.5463465684399952	0.016193465008964226	5	test
Gated+WBCE	0.36	F1	0.5466088233700009	0.011549454274508052	5	test
Gated+WBCE	0.37	F1	0.5472673273560241	0.01180654634836816	5	test
Gated+WBCE	0.38	F1	0.548973413111175	0.011964059280892612	5	test
Gated+WBCE	0.39	F1	0.5482091894077008	0.01236863756928553	5	test
Gated+WBCE	0.4	F1	0.5462723957640255	0.013710177396391219	5	test
Gated+WBCE	0.41	F1	0.5490121148543208	0.013386808788282063	5	test
Gated+WBCE	0.42	F1	0.5519946056256755	0.012937873886035556	5	test
Gated+WBCE	0.43	F1	0.5522397349095781	0.013657187368901067	5	test
Gated+WBCE	0.44	F1	0.5541643236682888	0.013416043804588372	5	test
Gated+WBCE	0.45	F1	0.5539368176035971	0.014670203121571657	5	test
Gated+WBCE	0.46	F1	0.5512542650507213	0.018886406041050335	5	test
Gated+WBCE	0.47	F1	0.55057912739719	0.015708233437843888	5	test
Gated+WBCE	0.48	F1	0.5510287766436784	0.013331154870779209	5	test
Gated+WBCE	0.49	F1	0.5485964871400594	0.011322735213363189	5	test
Gated+WBCE	0.5	F1	0.5492651184756447	0.012930229958498877	5	test
Gated+WBCE	0.51	F1	0.5496975460230971	0.01400309738029353	5	test
Gated+WBCE	0.52	F1	0.5514436391004753	0.012396800377571624	5	test
Gated+WBCE	0.53	F1	0.5549113059689886	0.013416285386311769	5	test
Gated+WBCE	0.54	F1	0.5520163930737506	0.013860841172184482	5	test
Gated+WBCE	0.55	F1	0.5510611264685068	0.01238774717227043	5	test
Gated+WBCE	0.56	F1	0.548932427894628	0.012153072034691606	5	test
Gated+WBCE	0.57	F1	0.5508846097574366	0.010113976962820011	5	test
Gated+WBCE	0.58	F1	0.5507053402819448	0.011370982283267583	5	test
Gated+WBCE	0.59	F1	0.5469672568359192	0.010354752518629882	5	test
Gated+WBCE	0.6	F1	0.544560288887065	0.014919025021178388	5	test
Gated+WBCE	0.61	F1	0.5378166640290334	0.008114512317174973	5	test
Gated+WBCE	0.62	F1	0.5332707830759358	0.008070056894284158	5	test
Gated+WBCE	0.63	F1	0.5254883846065722	0.010986607023562734	5	test
Gated+WBCE	0.64	F1	0.5222101605753754	0.015374162926803582	5	test
Gated+WBCE	0.65	F1	0.5138707769068351	0.015996044691786025	5	test
Gated+WBCE	0.66	F1	0.5091183562750315	0.012758517151286801	5	test
Gated+WBCE	0.67	F1	0.5088075564991283	0.010656249490301228	5	test
Gated+WBCE	0.68	F1	0.5079283885818968	0.011906009745207457	5	test
Gated+WBCE	0.69	F1	0.503067386703675	0.001929023458989673	5	test
Gated+WBCE	0.7	F1	0.4954624222665459	0.007295999039703999	5	test
Gated+WBCE	0.71	F1	0.4945687309119823	0.00972257716382724	5	test
Gated+WBCE	0.72	F1	0.4812646065271314	0.025616834774711855	5	test
Gated+WBCE	0.73	F1	0.47375774630565826	0.03124227496316457	5	test
Gated+WBCE	0.74	F1	0.46062008859525694	0.033969217908773615	5	test
Gated+WBCE	0.75	F1	0.45872907293208937	0.04124198423169474	5	test
Gated+WBCE	0.76	F1	0.45353697991570374	0.05211678968967762	5	test
Gated+WBCE	0.77	F1	0.44722076200051264	0.06537140525202753	5	test
Gated+WBCE	0.78	F1	0.436984946336998	0.07504591957488149	5	test
Gated+WBCE	0.79	F1	0.42584350902989804	0.08522187641998046	5	test
Gated+WBCE	0.8	F1	0.4114214691647926	0.09606430281303623	5	test
Gated+WBCE	0.81	F1	0.3837894699376484	0.10356769980995456	5	test
Gated+WBCE	0.82	F1	0.35988253302452383	0.11207806330197444	5	test
Gated+WBCE	0.83	F1	0.3413484538564476	0.12018665496895209	5	test
Gated+WBCE	0.84	F1	0.309688812543844	0.11476362993398632	5	test
Gated+WBCE	0.85	F1	0.2679599993301777	0.11346904336667708	5	test
Gated+WBCE	0.86	F1	0.23497013537265482	0.10442457125761026	5	test
Gated+WBCE	0.87	F1	0.18429994502939423	0.0992227490697596	5	test
Gated+WBCE	0.88	F1	0.13852990113447142	0.0809026026912938	5	test
Gated+WBCE	0.89	F1	0.09421399434575714	0.07212762931173934	5	test
Gated+WBCE	0.9	F1	0.07487794055439707	0.0645032236211557	5	test
Gated+WBCE	0.91	F1	0.043555129157761927	0.04401036577261447	5	test
Gated+WBCE	0.92	F1	0.023029292688735416	0.032542789570505104	5	test
Gated+WBCE	0.93	F1	0.0072235872235872235	0.011749508033689751	5	test
Gated+WBCE	0.94	F1	0.0	0.0	5	test
Gated+WBCE	0.95	F1	0.0	0.0	5	test
Gated+WBCE	0.96	F1	0.0	0.0	5	test
Gated+WBCE	0.97	F1	0.0	0.0	5	test
Gated+WBCE	0.98	F1	0.0	0.0	5	test
Gated+WBCE	0.99	F1	0.0	0.0	5	test
Gated+WBCE	1.0	F1	0.0	0.0	5	test
Residual gated	0.0	F1	0.16768759571209801	0.0	5	test
Residual gated	0.01	F1	0.4173343629833771	0.08724466916878482	5	test
Residual gated	0.02	F1	0.4364915827008943	0.08203431772749104	5	test
Residual gated	0.03	F1	0.4461764221140605	0.07408629175048916	5	test
Residual gated	0.04	F1	0.45364844851808506	0.06862225630167676	5	test
Residual gated	0.05	F1	0.4591833151328871	0.06674775011473892	5	test
Residual gated	0.06	F1	0.4641165633588069	0.06412549987152455	5	test
Residual gated	0.07	F1	0.4677999880565261	0.06250004257920093	5	test
Residual gated	0.08	F1	0.4695109430173476	0.05857063383630782	5	test
Residual gated	0.09	F1	0.47422205308483034	0.05644161095883187	5	test
Residual gated	0.1	F1	0.47904580891729054	0.05559312619770268	5	test
Residual gated	0.11	F1	0.4826803792017432	0.05497743947772677	5	test
Residual gated	0.12	F1	0.48604118849434963	0.05252273214903241	5	test
Residual gated	0.13	F1	0.4869787924038104	0.052883341513825594	5	test
Residual gated	0.14	F1	0.49041014494332186	0.051768449317479814	5	test
Residual gated	0.15	F1	0.4922669038414839	0.049576451331826324	5	test
Residual gated	0.16	F1	0.4952804223804784	0.04873496131497614	5	test
Residual gated	0.17	F1	0.4970470004546062	0.04592939460417423	5	test
Residual gated	0.18	F1	0.4990081431512605	0.043000645959586185	5	test
Residual gated	0.19	F1	0.49956222410679685	0.042788023104874374	5	test
Residual gated	0.2	F1	0.5004945525390511	0.04171031871498468	5	test
Residual gated	0.21	F1	0.5019306233702581	0.042261494919978694	5	test
Residual gated	0.22	F1	0.5012042600561631	0.0435759641185846	5	test
Residual gated	0.23	F1	0.5020044279505069	0.041890811103605985	5	test
Residual gated	0.24	F1	0.502892715249496	0.03921928039293354	5	test
Residual gated	0.25	F1	0.5035543177243569	0.03831121409352273	5	test
Residual gated	0.26	F1	0.5063802325842733	0.037652921116064504	5	test
Residual gated	0.27	F1	0.5058478109627959	0.03696154287837207	5	test
Residual gated	0.28	F1	0.5079874376072325	0.03625869482359347	5	test
Residual gated	0.29	F1	0.5096700019571244	0.03700238210604144	5	test
Residual gated	0.3	F1	0.5110613333710321	0.03671665249407115	5	test
Residual gated	0.31	F1	0.5116368847592907	0.03477356384724112	5	test
Residual gated	0.32	F1	0.5136236335434469	0.03377462087960775	5	test
Residual gated	0.33	F1	0.5145441522975398	0.030366788797292404	5	test
Residual gated	0.34	F1	0.515371801700516	0.030899901817886506	5	test
Residual gated	0.35	F1	0.5178137336162232	0.029280900444310243	5	test
Residual gated	0.36	F1	0.5184238322515469	0.027658765092375675	5	test
Residual gated	0.37	F1	0.5208889162499877	0.02622720622249997	5	test
Residual gated	0.38	F1	0.5204179924734817	0.025039781608814288	5	test
Residual gated	0.39	F1	0.5211153935840225	0.023704341256303517	5	test
Residual gated	0.4	F1	0.5237551274376192	0.020749051739076867	5	test
Residual gated	0.41	F1	0.5241287847343433	0.01826384771120034	5	test
Residual gated	0.42	F1	0.5248356143220604	0.01799460419646333	5	test
Residual gated	0.43	F1	0.5256273770452208	0.018246889921826305	5	test
Residual gated	0.44	F1	0.5261935961668589	0.01809647058400227	5	test
Residual gated	0.45	F1	0.5283583808225507	0.01802511909082739	5	test
Residual gated	0.46	F1	0.5291781299726681	0.016373591296275854	5	test
Residual gated	0.47	F1	0.529430734289892	0.014104469863961907	5	test
Residual gated	0.48	F1	0.5318180674838524	0.012920916736207587	5	test
Residual gated	0.49	F1	0.533904094067303	0.013549231137985555	5	test
Residual gated	0.5	F1	0.5332864870294024	0.014536031397001733	5	test
Residual gated	0.51	F1	0.5325756228031603	0.014289888351969926	5	test
Residual gated	0.52	F1	0.5313615748000086	0.01636541971833775	5	test
Residual gated	0.53	F1	0.5317919719346129	0.016164144043737564	5	test
Residual gated	0.54	F1	0.5335827808556689	0.013994288109032846	5	test
Residual gated	0.55	F1	0.534727255185238	0.012824191742944574	5	test
Residual gated	0.56	F1	0.5360907396874056	0.011158215224999421	5	test
Residual gated	0.57	F1	0.5365089432185931	0.012421687078058036	5	test
Residual gated	0.58	F1	0.537568004727004	0.014271031239852202	5	test
Residual gated	0.59	F1	0.5383073231395449	0.013681569409807475	5	test
Residual gated	0.6	F1	0.5392406564145976	0.01575176864120624	5	test
Residual gated	0.61	F1	0.5389813409370459	0.014948409097843954	5	test
Residual gated	0.62	F1	0.5391021123173922	0.01376317169377781	5	test
Residual gated	0.63	F1	0.5363647326233363	0.014447810443739334	5	test
Residual gated	0.64	F1	0.5368915091807261	0.015790192522049547	5	test
Residual gated	0.65	F1	0.5385707359010368	0.017772757969830973	5	test
Residual gated	0.66	F1	0.534861540409292	0.01791608752312901	5	test
Residual gated	0.67	F1	0.5363903126696489	0.018708088139603167	5	test
Residual gated	0.68	F1	0.5372312825626822	0.01704930834434339	5	test
Residual gated	0.69	F1	0.5353840864144999	0.019850221824733182	5	test
Residual gated	0.7	F1	0.5323425415801968	0.021232330051287666	5	test
Residual gated	0.71	F1	0.5271471007158869	0.018580143157094626	5	test
Residual gated	0.72	F1	0.5254785943328769	0.018273248786446924	5	test
Residual gated	0.73	F1	0.525401892760992	0.015293521435040227	5	test
Residual gated	0.74	F1	0.5229200864545287	0.01054816465246999	5	test
Residual gated	0.75	F1	0.523031295305557	0.011561787593874096	5	test
Residual gated	0.76	F1	0.5235615956297969	0.010996096997647104	5	test
Residual gated	0.77	F1	0.5216473242448891	0.010774999302942567	5	test
Residual gated	0.78	F1	0.5188304013349778	0.008445883854689732	5	test
Residual gated	0.79	F1	0.5173038024338895	0.01261537540172515	5	test
Residual gated	0.8	F1	0.5158159746170989	0.014550781975224154	5	test
Residual gated	0.81	F1	0.513223633016201	0.014570976782213009	5	test
Residual gated	0.82	F1	0.5140048993465578	0.014046524177382164	5	test
Residual gated	0.83	F1	0.5127520163473075	0.014236510915271571	5	test
Residual gated	0.84	F1	0.5094477221705175	0.017559334288179684	5	test
Residual gated	0.85	F1	0.5065629637125368	0.0200517112890053	5	test
Residual gated	0.86	F1	0.5068962467351813	0.017167280170913363	5	test
Residual gated	0.87	F1	0.4963814103168038	0.018467134918503998	5	test
Residual gated	0.88	F1	0.49076639702888886	0.02458991038089076	5	test
Residual gated	0.89	F1	0.48351211708796854	0.03067266067882845	5	test
Residual gated	0.9	F1	0.47089610299882834	0.0381272920954484	5	test
Residual gated	0.91	F1	0.46550021663704755	0.03864358782185785	5	test
Residual gated	0.92	F1	0.4546679141796578	0.03486922975176837	5	test
Residual gated	0.93	F1	0.4437937047868508	0.038746475107081374	5	test
Residual gated	0.94	F1	0.4135592061133485	0.05194551882383117	5	test
Residual gated	0.95	F1	0.3920726370140599	0.06326274417590066	5	test
Residual gated	0.96	F1	0.35733688006306435	0.08232120631291351	5	test
Residual gated	0.97	F1	0.31541436076609475	0.09284519987940093	5	test
Residual gated	0.98	F1	0.25684678870363703	0.09856959962399069	5	test
Residual gated	0.99	F1	0.13732229728005246	0.11091701271518165	5	test
Residual gated	1.0	F1	0.0	0.0	5	test
Residual gated+WBCE	0.0	F1	0.16768759571209801	0.0	5	test
Residual gated+WBCE	0.01	F1	0.3639094111534475	0.0069880424416529615	5	test
Residual gated+WBCE	0.02	F1	0.38892925682523305	0.006625178394716943	5	test
Residual gated+WBCE	0.03	F1	0.4052190697444379	0.005489472585792445	5	test
Residual gated+WBCE	0.04	F1	0.4191119244953754	0.0056390380623856946	5	test
Residual gated+WBCE	0.05	F1	0.429569732347365	0.006267404207316473	5	test
Residual gated+WBCE	0.06	F1	0.4375615924368333	0.0055534850322483675	5	test
Residual gated+WBCE	0.07	F1	0.4466587062278216	0.006550458303721466	5	test
Residual gated+WBCE	0.08	F1	0.45405805644882824	0.007265374345356001	5	test
Residual gated+WBCE	0.09	F1	0.46044058245895414	0.006450198603048418	5	test
Residual gated+WBCE	0.1	F1	0.4653128874908477	0.005897010612422196	5	test
Residual gated+WBCE	0.11	F1	0.46915943031286733	0.0067453284693493	5	test
Residual gated+WBCE	0.12	F1	0.4723078804453135	0.008058843081196698	5	test
Residual gated+WBCE	0.13	F1	0.47408871292351507	0.006552375227962538	5	test
Residual gated+WBCE	0.14	F1	0.4782093971757903	0.005746169632612887	5	test
Residual gated+WBCE	0.15	F1	0.4815041549881027	0.0074264013672177024	5	test
Residual gated+WBCE	0.16	F1	0.4845197278803419	0.006838494510158722	5	test
Residual gated+WBCE	0.17	F1	0.48694853864388443	0.0066078639520053255	5	test
Residual gated+WBCE	0.18	F1	0.49023849716954987	0.006058151591298425	5	test
Residual gated+WBCE	0.19	F1	0.4913830329993402	0.005840756744834778	5	test
Residual gated+WBCE	0.2	F1	0.49558154491840717	0.005975456158898876	5	test
Residual gated+WBCE	0.21	F1	0.4986744951601948	0.0048665549942777196	5	test
Residual gated+WBCE	0.22	F1	0.5019435155816192	0.0029126726329105563	5	test
Residual gated+WBCE	0.23	F1	0.5049127894196095	0.001972934959104264	5	test
Residual gated+WBCE	0.24	F1	0.5075654309971345	0.0031307637263763622	5	test
Residual gated+WBCE	0.25	F1	0.5094828369063233	0.0035886387104267815	5	test
Residual gated+WBCE	0.26	F1	0.5112045586445404	0.005521007895478266	5	test
Residual gated+WBCE	0.27	F1	0.5130265108439562	0.004853137945241021	5	test
Residual gated+WBCE	0.28	F1	0.5154705581512075	0.005498729340597505	5	test
Residual gated+WBCE	0.29	F1	0.5161669170577994	0.005575368231907419	5	test
Residual gated+WBCE	0.3	F1	0.5184529647768704	0.006239792992184466	5	test
Residual gated+WBCE	0.31	F1	0.5193289754166504	0.004344024052594076	5	test
Residual gated+WBCE	0.32	F1	0.521849008459672	0.002074334435754932	5	test
Residual gated+WBCE	0.33	F1	0.5236637171276765	0.0030476239373486186	5	test
Residual gated+WBCE	0.34	F1	0.5221800604913107	0.00173700245492791	5	test
Residual gated+WBCE	0.35	F1	0.5220483237933686	0.0023211191381806665	5	test
Residual gated+WBCE	0.36	F1	0.5237119283937174	0.0033016564469054645	5	test
Residual gated+WBCE	0.37	F1	0.5239904408530859	0.004995008520817634	5	test
Residual gated+WBCE	0.38	F1	0.5244087939620329	0.007077774423861284	5	test
Residual gated+WBCE	0.39	F1	0.5245416503782601	0.005529099216496716	5	test
Residual gated+WBCE	0.4	F1	0.5270577360052457	0.00740384042309092	5	test
Residual gated+WBCE	0.41	F1	0.5296193806564442	0.0066828956508942754	5	test
Residual gated+WBCE	0.42	F1	0.5290200100427233	0.006947099454344587	5	test
Residual gated+WBCE	0.43	F1	0.5317164350508292	0.004450530788490457	5	test
Residual gated+WBCE	0.44	F1	0.5320085069885284	0.005261118319309345	5	test
Residual gated+WBCE	0.45	F1	0.5328969843149315	0.00675586796733134	5	test
Residual gated+WBCE	0.46	F1	0.5323900114742444	0.006116787390815661	5	test
Residual gated+WBCE	0.47	F1	0.5333376554472363	0.0037096734925281764	5	test
Residual gated+WBCE	0.48	F1	0.5340292302375814	0.003376337688485796	5	test
Residual gated+WBCE	0.49	F1	0.535135640242708	0.0048838864804337185	5	test
Residual gated+WBCE	0.5	F1	0.5359474174706683	0.002552746236889181	5	test
Residual gated+WBCE	0.51	F1	0.5329356086120611	0.004728099705455637	5	test
Residual gated+WBCE	0.52	F1	0.5296401279714047	0.004499296539313405	5	test
Residual gated+WBCE	0.53	F1	0.5269084574665379	0.0031566460195515023	5	test
Residual gated+WBCE	0.54	F1	0.5262921721621455	0.0040035443715459775	5	test
Residual gated+WBCE	0.55	F1	0.5240132641609784	0.005114589453531202	5	test
Residual gated+WBCE	0.56	F1	0.5225295778320125	0.005896958812891322	5	test
Residual gated+WBCE	0.57	F1	0.5236580348401282	0.004879909699600279	5	test
Residual gated+WBCE	0.58	F1	0.5201060657627888	0.00728431284762978	5	test
Residual gated+WBCE	0.59	F1	0.5197861528507184	0.005460237659610349	5	test
Residual gated+WBCE	0.6	F1	0.5176682675133176	0.004893984788734927	5	test
Residual gated+WBCE	0.61	F1	0.5189040052013724	0.002646724359904326	5	test
Residual gated+WBCE	0.62	F1	0.515776611503216	0.00470368301644504	5	test
Residual gated+WBCE	0.63	F1	0.5175414132354396	0.004912877289449234	5	test
Residual gated+WBCE	0.64	F1	0.513134699442749	0.00953233091774427	5	test
Residual gated+WBCE	0.65	F1	0.5102492843601542	0.011589993540163853	5	test
Residual gated+WBCE	0.66	F1	0.5075398168611046	0.011069306792470205	5	test
Residual gated+WBCE	0.67	F1	0.5052068771453856	0.008367934730898986	5	test
Residual gated+WBCE	0.68	F1	0.4953696878640425	0.01072956082014716	5	test
Residual gated+WBCE	0.69	F1	0.49580926750642684	0.009116790590628338	5	test
Residual gated+WBCE	0.7	F1	0.4894334752871137	0.011969190441667927	5	test
Residual gated+WBCE	0.71	F1	0.49146176021245863	0.011536952913726427	5	test
Residual gated+WBCE	0.72	F1	0.48636837392115195	0.0144753839930648	5	test
Residual gated+WBCE	0.73	F1	0.4879279432447734	0.015504160333507343	5	test
Residual gated+WBCE	0.74	F1	0.4757651198884153	0.019666794932373288	5	test
Residual gated+WBCE	0.75	F1	0.47329863956622953	0.025908921268460103	5	test
Residual gated+WBCE	0.76	F1	0.46316535281609256	0.030434838350213787	5	test
Residual gated+WBCE	0.77	F1	0.4517711106751663	0.029990944547612794	5	test
Residual gated+WBCE	0.78	F1	0.44374052017150667	0.03385499147593856	5	test
Residual gated+WBCE	0.79	F1	0.4332612645618378	0.033785506021806494	5	test
Residual gated+WBCE	0.8	F1	0.4240084474132595	0.038862593931365624	5	test
Residual gated+WBCE	0.81	F1	0.4004911513931376	0.041588109439839635	5	test
Residual gated+WBCE	0.82	F1	0.3702450050347738	0.039375651420236545	5	test
Residual gated+WBCE	0.83	F1	0.34283846218301534	0.03674809787391788	5	test
Residual gated+WBCE	0.84	F1	0.32467456294068864	0.041574378709761946	5	test
Residual gated+WBCE	0.85	F1	0.3024049539768214	0.054039614813166395	5	test
Residual gated+WBCE	0.86	F1	0.2711965397618441	0.06455345982705857	5	test
Residual gated+WBCE	0.87	F1	0.23341465006322534	0.05526975641890073	5	test
Residual gated+WBCE	0.88	F1	0.19619122592030142	0.06112830150812104	5	test
Residual gated+WBCE	0.89	F1	0.1562145454892399	0.05683554455042079	5	test
Residual gated+WBCE	0.9	F1	0.12211758788085263	0.06221509203634263	5	test
Residual gated+WBCE	0.91	F1	0.09823148827772762	0.04797906668187298	5	test
Residual gated+WBCE	0.92	F1	0.07076078804111333	0.045531612438381205	5	test
