regime	positive_count	negative_count	total_count	lethal_positive_count	high_confidence_yeast_transfer_component_count	train_count	val_count	test_count	train_positive_count	val_positive_count	test_positive_count	train_negative_count	val_negative_count	test_negative_count	split_seed	split_version	source_lethal_positive_list	source_yeast_transfer_table	source_protocolized_bridge	source_protocolized_high_transfer_candidates	source_master_evidence_mirror	virulence_rows_in_mirror	protocolized_positive_overlap_with_lethal	protocolized_positive_only_yeast_transfer_count	none_total_resolved_unique_genes	virulence_excluded_from_none	historical_materialized_positive_count	historical_materialized_negative_count	delta_vs_historical_positive_count	delta_vs_historical_negative_count	bridge_high_confidence_protocolized_unique_genes	bridge_high_confidence_unresolved_rows	bridge_resolved_total
newlabel	1097	10868	11965	77	1020	8375	1197	2393	768	110	219	7607	1087	2174	20260409	frozen_protocol_v1_seed20260409_test20_val10	data/interim/protocol_refactor/fgraminearum_label_materialization/lethal_positive_gene_list.tsv	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	data/processed/essential_gene/fgraminearum/bridge/high_confidence_yeast_transfer_candidates.tsv	data/interim/protocol_refactor/master_evidence_table.preliminary.tsv	1842	25	1020	11506	595	1096	10270	1	598	1045	8	13092
