Gene,GSM77298,GSM77299,GSM77300,GSM77301,GSM77302,GSM77303,GSM77304,GSM77305,GSM77306,GSM77307,GSM77308,GSM77309,GSM77310,GSM77311,GSM77312,GSM77313,GSM77314,GSM77315,GSM77316,GSM77317,GSM77318,GSM77319,GSM77320,GSM77321,GSM77322,GSM77323,GSM77324,GSM77325,GSM77326,GSM77327,GSM77328,GSM77329,GSM77330,GSM77331,GSM77332,GSM77333
S000004262,0.933030605,0.646242797,0.657207727,0.660292506,0.632996678,0.498910666,0.561213374,0.501567423,0.990314841,0.758968592,1.065068603,1.043654799,0.810562611,0.585227311,0.567720056,0.602739751,0.740245283,0.447959185,0.630940318,0.692224622,0.650285721,1.217301726,1.139485002,1.141012907,1.069597125,0.678106487,0.583710432,0.530425966,0.450413197,0.549369752,0.565312862,0.867737889,0.668131888,1.381889701,1.288169861,1.163900256
S000006052,25.19977379,16.04046249,34.22587967,30.59280014,29.16610718,31.55991173,33.59263229,37.94775391,76.0242157,55.48991394,42.72374725,40.69948959,37.31228638,16.46136475,29.31828499,32.4429245,28.21962166,28.27040672,34.34175491,39.14471054,46.75771332,38.93614578,43.04828262,29.04667473,30.77533722,14.11360931,31.86538506,22.7971611,22.04958534,29.66281509,29.80461121,47.05932999,50.32527542,34.09153366,38.10110855,36.73132324
S000002394,1.993189692,1.410404563,1.695800185,1.445444345,1.602693677,1.458605647,1.315276265,2.011494398,3.314769983,2.264574051,2.568493128,1.907614112,1.501722336,1.084090948,1.594808102,1.768264771,2.215161562,1.583673358,1.948432684,2.340172768,2.612571478,1.871266723,1.959227562,2.079443932,1.728937864,1.855621338,1.859728456,1.749493003,1.72727263,1.884453773,1.796926498,2.91470933,1.9362638,1.744094491,1.732052565,1.670124412
S000004754,7.820658207,4.566473961,6.746879101,6.552306175,6.017957687,6.455337524,7.14842844,7.340648174,19.00847435,10.10650253,6.34703207,7.853806496,7.935706615,4.710227489,5.205417633,7.192922115,6.439241886,5.237754822,6.836197376,13.85745049,16.18514252,9.297631264,9.339056015,8.759681702,8.908424377,5.355029583,6.585973263,4.793103695,5.369834423,5.42331934,7.339187622,16.72187805,11.69120979,7.41437006,8.819008827,9.243775368
S000003556,0.4933787486666667,0.433526029,0.5429436263333333,0.4701912303333333,0.4837261636666667,0.4557008046666667,0.46189957866666664,0.47544411799999997,0.3898305096666667,0.5355007746666667,0.46537291033333333,0.5817258756666667,0.5767317613333334,0.48787880966666664,0.45447705199999994,0.4767884313333333,0.3641768893333333,0.4047618906666666,0.42568247500000006,0.3545716306666667,0.7051428356666666,0.863027791,0.8190271756666666,0.5974842903333333,0.564916561,0.42287969566666667,0.5150829653333333,0.376605829,0.340564728,0.39005602899999997,0.42663740099999997,0.39761020733333335,0.7216117483333333,0.7345800800000001,0.6932928563333333,0.5608574746666667
S000002260,0.920544803,0.51560688,0.52553916,0.361079842,0.397306442,0.327886701,0.362946898,0.320794165,0.518159807,0.890134573,0.735159874,0.610152245,0.568312347,0.420454562,0.358916461,0.347031981,0.303232998,0.400000006,0.467138499,0.413606912,0.505142868,0.910401642,0.664163113,0.938431025,0.433455437,0.48402369,0.411764741,0.467545658,0.536157012,0.474789947,0.40834251,0.558714449,0.624175847,0.802165329,0.488372058,0.766597509
S000002802,5.118047714,6.77225399,8.287173271,6.302587032,6.983165264,7.019608021,7.501625061,6.67502594,3.3886199,6.169282913,3.218036413,4.214213371,5.078071117,5.879545689,6.611737728,8.210045815,5.847268581,6.057142258,6.248735905,4.721382618,8.403428078,5.558187485,4.348712444,5.321748257,3.774114847,5.918343544,5.943439484,6.056795597,6.477272511,5.703781605,9.164654732,4.777503014,6.572527409,4.976377964,3.64711833,4.287343979
S000004347,22.45743561,16.48323631,21.22134018,30.19685173,28.29517555,29.67211151,30.97399521,34.38871384,46.48063278,28.14237785,33.96232986,20.84365463,26.26980782,16.71704483,26.57336235,29.30707932,32.01003265,23.0357132,21.60161591,38.1263504,56.95999908,31.64366722,32.47961426,30.83416176,27.11721611,12.3230772,25.44117737,13.47565937,23.80268669,26.0336132,21.45664215,53.49690628,34.41648483,27.68110085,29.23963547,28.22095299
S000005234,2.083995581,1.354913235,1.880817175,1.37232852,1.070707083,0.958605647,1.362946868,1.419017792,2.177966118,3.445067406,1.946347117,2.267004967,1.796785355,1.369318247,1.213318229,1.307077646,1.551839471,1.03061223,1.216380119,2.358531237,2.713142872,2.308959723,2.343347549,2.180734873,1.978021979,1.8284024,1.686651707,0.935091317,0.977272689,0.82668066,1.492865086,2.822002411,2.529670477,2.279527664,2.274013996,1.837136865
S000002218,1.224744678,0.790751457,1.485811472,1.672665954,1.911335707,2.24618721,3.086673737,3.522466183,16.8401947,2.884529114,1.570776343,2.269035578,1.383467317,0.806818187,1.581264138,1.864155293,1.249721289,1.948979497,2.651162863,7.528077602,3.243428469,2.063851595,2.733905554,3.10427022,1.144078135,0.738461554,1.565610886,1.483772874,2.010330677,2.203781605,2.964874029,14.9703331,2.037362576,1.964566946,2.269969463,2.67323637
S000005783,1.856980801,2.660115719,4.601589203,4.91113615,4.600449085,4.313725471,3.965330362,2.703239441,4.330508709,3.0515697,2.560502291,3.014213085,3.427095413,4.309091091,5.249435425,5.155251503,3.842809439,4.361224174,3.452982664,2.856371403,3.028571367,2.515962839,1.869098663,2.01886797,3.294261217,2.368047476,4.912895679,4.495943069,3.642561913,4.329832077,3.524698257,2.275648832,2.798901081,2.773621798,2.868554115,3.03319478
S000002489,0.569807053,0.671676278,0.897843361,0.760404944,0.700336754,0.909586072,0.744311988,0.87356323,0.880145252,0.794843078,0.837899566,0.954314709,0.755453587,0.925000072,0.882618487,0.886986256,0.770345569,1.248979568,0.879676402,0.842332602,0.667428553,0.919670463,0.956008554,0.870903671,0.77655679,0.746745527,0.73303175,0.960446239,0.94008261,1.085084081,0.845225036,0.627935708,0.785714328,0.975393653,1.040444851,0.951244712
S000005122,47.57548141,25.11560631,43.01021576,39.38245392,38.7856369,42.18845367,51.65005112,49.96447372,81.815979,70.13565826,70.44064331,46.00203323,41.01148605,4.796591282,36.83634186,45.71803665,60.32218552,33.51020432,44.00404358,55.53239441,70.4617157,47.0514946,45.30686951,46.55709839,51.27960587,27.13254356,45.78733063,30.29614639,38.18078232,38.47794342,50.24259186,59.68603134,55.0,37.23031616,41.3953476,44.27074814
S000005686,0.557321191,0.960693598,1.068104386,1.458942652,1.297418714,1.296296239,1.343445182,1.084639549,2.395883799,1.156950712,0.932648361,1.0,1.175660253,1.379545569,1.641083479,1.522830963,0.868450403,1.251020312,1.20728004,1.808855295,0.973714232,0.974253297,0.835836947,0.883813322,0.905982912,0.736094713,1.809954762,1.330628872,0.960743785,1.190126061,1.13611424,1.929542661,1.12747252,1.004921198,1.05561173,1.034232259
S000001110,3.141884089,2.220809221,2.106697083,2.301462412,2.627385139,2.760348558,2.529793978,3.914315701,12.63438225,5.680493832,6.272830963,5.017259121,3.089552402,2.061363697,2.715575695,2.534246683,2.598662376,2.921428442,2.950454712,8.479481697,4.195428371,5.225540638,6.136266232,5.419066906,4.080586433,2.969230652,2.065610886,2.079107523,2.28305769,2.352941275,3.98682785,10.40543842,5.006593704,4.813976288,5.41152668,4.856846333
S000002644,1.822928548,2.075144529,1.83541429,1.746906757,1.952862024,2.102396488,2.059588194,1.773249745,1.285714269,1.970852137,1.21347034,1.898477077,1.452353716,2.0,1.845372438,2.022830963,1.098104835,2.026530743,1.344792604,1.048596144,2.205714226,2.038105011,1.746781111,2.376365423,1.169719219,2.41301775,2.281674147,1.920892477,2.194214821,2.178571463,1.866081238,1.908528924,2.2670331,2.241141796,2.068756342,1.985476971
S000003327,2.564131737,1.697109818,2.684449434,2.943757296,2.588103533,2.99019599,3.088840723,3.660397053,9.43946743,3.772421598,3.937214613,3.17664957,2.492537498,2.085227251,3.100451469,3.198630333,3.542920828,3.768367052,3.186046362,9.889848709,2.645714283,2.682801247,4.017167091,2.637537241,3.993895054,3.594083071,2.268099546,2.806288242,3.044421673,2.928571463,4.381998062,11.22620487,3.004395723,2.23031497,3.16683507,2.971991539
S000003137,0.516458571,0.242774561,0.284903526,0.328458965,0.289562285,0.311546832,0.443120271,0.450365722,1.307506084,0.653587461,0.81735158,0.543147206,0.383467317,0.287499994,0.312641084,0.318493158,0.508361161,0.419387728,0.329625845,0.82505399,0.556571424,0.450051486,0.627682388,0.477656394,0.754578769,0.450887561,0.210407242,0.368154168,0.284090906,0.316176474,0.42041713,0.943139672,0.398901105,0.37499997,0.531850338,0.59336096
S000003710,7.108966827,8.053178787,6.213394165,7.458942413,9.171717644,8.03485775,7.742144585,7.184952736,11.82566643,7.279148102,4.5787673,6.740101814,8.004592896,8.420454979,2.79232502,5.942922115,5.16722393,6.404081345,7.12638998,13.45248318,5.450285435,8.169927597,7.847639561,7.532274246,4.91575098,6.395266533,7.674208641,5.788033009,5.871901035,6.402311325,5.937431812,18.69221115,9.571429253,7.682086468,6.64610672,6.78423214
S000004778,0.356413156,0.369942188,0.633371174,0.520809889,0.399551064,0.509803891,0.525460422,0.520376205,0.560532689,0.439461917,0.73173517,0.65482235,0.571756601,0.472727269,0.525959313,0.477168947,0.508361161,0.479591817,0.40242666,0.556155503,0.423999965,0.522142112,0.636266112,0.330685198,0.427350432,0.475739658,0.588235319,0.490872234,0.508264482,0.50420171,0.497255772,0.59456116,0.619780242,0.627952754,0.65621841,0.567427337
S000001125,2.080590248,1.77919066,1.880817175,1.316085458,1.771043897,1.429193854,1.399783254,1.323928952,0.539951563,2.155829668,2.339040995,1.630456924,2.087256193,1.670454621,1.648984194,1.594748855,1.770345688,1.422448874,1.713852286,1.183585286,1.189714313,1.876415968,1.916309118,1.725918651,2.112332106,1.752662778,1.059954762,1.520283937,1.299586773,0.989495814,1.706915498,1.221260786,2.249450684,1.643700838,1.865520597,1.896265507
S000003803,1.1185016918,0.9784971175999999,1.1614074454,1.2112485782,0.9995510700000001,1.1947712006,1.1215600998,1.2921630130000001,2.3309927942,0.9822870238,1.1442922338,0.9114720872,1.3359357505999998,1.1270455246000002,0.8539503384,1.4221461575999998,1.3806020296,0.8893877604,1.0471182518000002,1.2423325654,2.4793142232000003,1.2654994496,1.347639428,1.5960278718,1.2612943206,0.892307736,1.169683267,1.0628803768000001,1.1280991556,0.7021008884000001,0.8897914765999999,1.6620518812,1.6375824216,1.2891731979999999,1.3718906882,1.3410787346
S000000188,19.39727592,12.07861328,17.93870735,19.41394806,17.48036003,20.11329079,16.09967422,22.56530952,40.94430923,30.30156898,26.57876778,22.60304451,19.53961182,11.81591034,17.99661446,19.42694092,22.74693489,19.28367424,21.14357948,25.89848709,32.44456863,22.8619957,21.29184532,23.77954483,20.11599541,13.61893559,19.39027214,17.72312546,20.05784988,20.93802643,23.04171371,36.47218704,26.08461571,22.80315018,21.34479141,22.01244736
S000005643,3.23439259275,4.8867051515,4.652383708,4.38301475725,3.74102133225,4.01171017825,4.2686888985,4.1656218657499995,1.9791163112499999,3.2138454265,3.01969187825,2.92131970475,3.8171645552500006,4.35369337725,4.640801279,5.113299287,3.78344493275,3.7461735382499994,3.3533871885,3.41009711125,5.0994286424999995,3.3334190635,3.2457081712499996,3.6288480942500003,4.079365138,3.0227812099999998,5.17307719575,3.995943468,3.9028924257499997,4.0236346685,4.49780494725,3.31983911425,3.65054949575,3.5531496794999997,3.257836139,3.307572402
S000001366,0.098751418,0.12601155,0.211123735,0.20584926,0.245791256,0.191721141,0.315276265,0.520376205,2.389830589,0.368834108,0.46347031,0.390862942,0.064293921,0.113636367,0.118510157,0.244292244,0.263099223,0.178571418,0.371081889,1.305615544,0.400000006,0.079299688,0.285407722,0.306852043,0.219780222,0.126627222,0.23981902,0.209939167,0.266528904,0.273109257,0.116355658,2.625463247,0.135164842,0.291338593,0.35894841,0.347510338
S000004714,6.21566391,3.22658968,6.917140007,7.6062994,9.548821449,11.19825745,12.97941399,11.68234062,17.64527893,9.966368675,14.04566288,13.67411137,10.19977093,4.271591187,6.72347641,5.823059559,9.632106781,12.07448959,8.479270935,17.82073402,11.41028595,11.42739391,15.28111553,9.299901009,9.587302208,3.65443778,6.82352972,7.203854084,8.532025337,12.26680756,15.30845261,25.34610558,15.632967,12.8316927,15.21031284,13.82261372
S000002161,0.60839951,0.338728309,0.205448359,0.179977506,0.139169469,0.070806101,0.021668471,0.113897592,0.032687653,2.542601109,1.917808294,1.38883245,0.525832415,0.337500006,0.174943566,0.16780822,0.119286507,0.051020406,0.098078862,0.206263497,0.556571424,2.099896908,1.521459222,1.442899704,0.417582422,0.268639058,0.165158376,0.153144032,0.068181813,0.088235296,0.020856202,0.107540168,1.059340715,1.381889701,1.40546,1.146265507
S000005200,0.2724177122,0.182427743,0.3566401944,0.2911136186,0.2720538812,0.314814806,0.3516792902,0.4236154656,1.1627119042,0.3334080786,0.4506849476,0.5297461576,0.2936854212,0.1870454646,0.3302482992,0.36369863579999995,0.3562987744,0.3002040772,0.36703739679999997,1.103239769,0.4425142782,0.3050463368,0.578969968,0.6401191838,0.31111111620000004,0.26177515160000003,0.33484163720000004,0.29472619180000004,0.2907024624,0.2890756338,0.4886937816,1.6981457354,0.26329670639999997,0.39055116440000004,0.5581394989999999,0.45560164160000005
S000003023,27.39046669,37.11444855,33.92054367,27.97525406,31.68911552,28.64596939,30.55254555,29.89968681,16.7009697,33.56278229,39.55023193,22.78883171,23.54649925,36.24318314,33.79345322,31.18150711,30.38573074,24.32857132,29.94236565,23.2278614,16.91657066,25.56127739,25.36266136,17.81727982,34.94139099,41.52662659,33.95362091,30.84077072,26.56921387,26.32773018,33.64983749,22.1149559,22.7142868,23.70078659,22.49241638,24.10373306
S000005226,0.240635648,0.262427747,0.280363232,0.301462322,0.305274993,0.262527227,0.475622952,0.553813994,1.671912909,0.62780273,0.539954364,0.528934002,0.20436281,0.262500018,0.293453723,0.297945201,0.354515046,0.391836733,0.461071759,2.187905073,0.302857131,0.46652934,0.578326225,0.436941415,0.336996347,0.497041434,0.334841639,0.278904676,0.395661145,0.261554629,0.644346893,3.278121233,0.44725278,0.410433084,0.484327585,0.297717839
S000000760,44.35300827,57.41386795,70.71849823,81.34083557,78.71044159,66.12635803,61.77681351,54.36259079,76.43704987,56.57063293,65.86986542,55.4964447,71.03674316,79.91590881,68.17381287,84.55593872,57.79152679,56.75,46.84832764,52.11446762,48.53028488,41.97528458,59.88090134,45.84309769,67.93284607,64.5467453,57.60520172,55.20994186,61.66942215,61.75630569,63.48628235,66.13596344,64.45604706,42.65846634,50.61779404,51.4076767
S000006434,5.936435699,4.74219656,4.558456421,4.542181969,4.415263653,4.120914936,3.529793739,4.408568382,6.886198521,4.569507122,5.589041233,4.942131519,5.479908466,4.71931839,3.743792295,3.423516035,4.57413578,2.917346716,4.335692406,6.398488045,7.678857327,5.369721889,5.52467823,6.058589935,5.803418636,6.534911633,4.935520172,3.870182753,3.886363745,3.439075708,4.669593811,7.254635334,6.174725533,4.252952576,5.290192127,6.236514091
S000004911,4.836549282,4.738728046,5.290578842,5.034870625,4.937149525,4.328976154,4.684723377,6.036572933,11.30387497,7.706278801,6.412100792,5.367512703,5.440872669,3.948863745,4.58465004,4.950913429,3.354515076,3.540816307,3.824064732,15.97408104,8.553143501,6.290421963,7.612660885,6.828202248,5.659340858,5.364497185,4.457013607,2.823529482,3.113636255,3.14915967,4.889132977,20.15698242,7.818681717,5.721456528,5.775530815,5.438796043
S000006072,0.843359888,1.31445086,1.17593646,1.004499435,1.090909123,0.955337644,0.93824482,1.379310369,1.542372942,0.82959646,0.885844767,0.896446705,0.921928883,1.161363602,1.08803606,1.139269471,1.188405752,1.281632662,1.184024215,1.369330525,1.051428556,1.037075162,0.935622275,1.181727886,0.937729001,1.056804776,0.877828062,1.265720129,1.144628167,1.035714269,1.241492867,1.430160642,0.978021979,0.866141737,0.973710775,0.867219865
S000000339,3.1350739,3.24508667,2.786606073,2.511811018,2.480359316,2.481481552,2.488623857,2.659352303,3.914043427,2.533632517,3.047945261,2.374619246,3.198622465,2.601136446,2.616252899,2.712328911,2.429208517,2.413265228,2.447927237,3.058315516,2.545142889,2.396498442,2.259656668,2.564051867,3.313797235,3.562130213,2.949095249,2.137931108,2.345041275,2.344537735,2.282107592,3.589616537,2.129670382,2.08562994,2.238624811,2.353734255
S000003539,9.930760384,8.930635452,8.21566391,9.766029358,11.2648716,9.916121483,10.40845013,11.4252882,8.571428299,11.86435127,10.77968025,9.539085388,9.469575882,8.023863792,8.090292931,9.479452133,10.38015556,8.128570557,8.294236183,9.427645683,14.63428593,10.59732246,7.225322247,9.83316803,8.609279633,7.943195343,9.969456673,6.645030975,8.802685738,8.487395287,8.439078331,10.15945625,11.68131924,8.82874012,8.735085487,7.681534767
S000003931,0.181611806,0.122543357,0.399545968,0.34308213,0.488215506,0.489106774,0.739978313,1.23093009,9.165859222,0.779148042,0.755707741,0.974619269,0.265212417,0.152272731,0.328442425,0.376712322,0.457079142,0.527550995,0.884732008,6.359611511,0.602285743,0.595262587,0.607296109,0.868917584,0.222222239,0.164497033,0.315610856,0.455375284,0.521694183,0.739495814,0.63666302,9.074165344,0.568131864,0.53937006,1.034378171,0.820539355
S000002428,0.239500567,0.083236992,0.255391598,0.276715428,0.19640854,0.202614382,0.385698766,0.586206913,4.300242424,0.32399103,0.291095883,0.463959396,0.157290474,0.134090915,0.186230242,0.364155263,0.340022296,0.340816349,0.335692614,2.800215721,0.291428566,0.225540668,0.370171666,0.494538248,0.177045181,0.101775154,0.217194587,0.248478711,0.204545438,0.292016804,0.490669608,3.173053265,0.253846169,0.216535434,0.510616779,0.405601621
S000005880,0.488081723,0.880924821,0.909194112,0.840269923,0.817059577,0.892156899,0.819068193,0.826541305,0.924939513,0.899103165,0.810502291,0.824365437,0.796785355,0.934090912,0.986455977,0.894977212,0.850613177,0.916326523,0.7057634,0.657667398,0.835428536,0.802265704,0.865879774,0.847070575,0.544566512,0.822485209,0.893665195,0.926977754,0.79648757,0.761554658,0.697036266,0.660074174,0.935164869,0.875984251,0.838220417,0.817427397
S000000371,1.965947747,2.805780172,2.654937506,1.861642361,1.151515245,1.517429233,1.569880724,1.506792068,1.696125984,0.830717504,1.187214613,1.170558333,1.619977236,2.842045546,2.185101509,1.815068483,1.906354547,1.724489808,1.775530815,1.412526965,1.036571383,1.029866099,0.984978557,1.215491652,2.253968477,2.539644957,2.248868942,2.156186819,1.896694183,1.728991747,1.210757494,1.692212462,1.045054913,1.033464551,1.044489384,1.207468867
S000005105,1.987514257,1.997687817,2.81611824,2.427446604,2.193041563,2.44989109,2.449620724,2.533960342,2.169491529,2.004484415,1.884703279,2.095431328,2.011481047,2.209090948,2.117381573,2.584474802,2.159420252,2.240816355,2.769464016,2.516198635,3.083428383,2.405767202,2.744635105,2.493545294,2.336996317,2.648520708,2.4796381,1.922921062,2.225206614,2.306722879,2.429198742,2.257107496,2.88241744,2.260826826,2.39939332,2.279045582
S000006081,2.261066914,1.343352556,3.096481085,2.289088964,2.279461384,2.495642662,2.767063618,3.592476368,11.02300262,5.422646046,3.965753317,4.231472015,3.576349258,1.785227418,2.577877998,2.482876778,1.7892977,2.818367481,3.101112127,4.812095165,4.147428513,4.755921364,3.155579567,2.78848052,3.311355591,1.62011826,2.478506804,2.520284176,2.105371952,2.757353067,2.612513781,6.862793446,4.759340763,4.120078564,4.054600239,4.060165882
S000003483,0.770715117,0.382658929,0.509648144,0.706411719,0.756453454,0.897603512,1.238353133,1.227795243,2.361985683,1.196188331,1.066210032,0.766497433,0.299655586,0.43295455,0.529345393,0.8595891,0.817168355,0.666326523,1.075834155,2.507559299,1.603428602,0.558187425,0.846566558,0.973187685,0.984126985,0.457988173,0.585972846,0.597363114,0.794421494,0.893907547,1.458836436,2.449938059,0.75604403,0.640748024,0.821031272,0.778008223
S000002598,3.451759577,3.882080793,4.584562778,4.059617519,4.696969986,4.278866768,3.713975906,4.885057449,9.193705559,6.156950951,5.851597786,4.804060936,3.206659079,4.072727203,4.277652264,5.528538704,3.554069042,4.65102005,4.640040398,6.506479263,6.414856911,5.248197556,5.137339115,5.462760448,4.63858366,5.338461876,5.841629505,5.115618706,5.03718996,4.96848774,4.466520309,9.63906002,6.749450684,4.887795448,3.144590378,4.998962402
S000001678,12.81271362,11.2959528,7.26106739,5.528684139,4.962963104,4.399782181,4.250270367,3.829676151,1.525423765,7.966367722,10.2214613,10.09035492,12.50975895,10.32841015,6.206546307,4.505708218,5.91750288,4.363265514,3.325581074,2.152267933,8.051428795,10.3542738,11.31545067,10.35551167,14.55677605,9.287573814,6.27375555,4.769776821,4.44524765,4.024159908,4.288693905,1.462299109,8.984615326,10.47342491,11.46916103,10.89937687
S000004264,0.936435878,1.253179193,1.657207727,1.600674987,1.722783446,1.318082809,1.499458194,1.889237285,3.651331902,2.424888134,1.400684953,1.249746203,0.904707313,1.531818271,1.790067792,1.778538942,1.317725778,1.345918298,1.505560994,2.221382141,3.665143013,1.767250299,1.421673775,1.351539254,1.284493327,1.660355091,2.073529482,1.523326635,1.407024741,1.241596699,1.709110856,2.683559895,3.104395628,1.65157485,1.353892684,0.99999994
S000004529,0.541430235,0.778034687,0.945516527,0.645669341,0.564534247,0.465141624,0.617551446,0.56844306,0.337772399,0.44618836,0.415525138,0.391878158,0.520091891,0.723863661,0.628668189,0.542237461,0.451505005,0.258163244,0.540950418,0.693304479,0.411428571,0.391349107,0.35085839,0.483614713,0.482295483,0.79289943,0.590497732,0.413793117,0.496900797,0.339285702,0.456641048,0.531520367,0.400000036,0.367125988,0.377148598,0.477178395
S000003427,1.847900152,1.605780244,2.047672987,1.977502942,1.896745324,1.903050065,2.153846025,2.207941532,6.755448341,3.210762501,3.278538942,2.284263849,2.022962093,1.531818271,2.379232407,2.046803713,1.843924165,2.111224413,2.043478251,3.879049778,2.434285641,2.54376936,3.079399109,2.292949438,2.860805988,2.442603588,1.582579136,1.567951441,1.721074462,1.700630188,2.63666296,4.667490482,3.128571749,2.145669222,2.356926203,2.379667759
S000004282,1.748013616,2.60346818,1.782065868,2.811023712,2.499439001,2.824618578,3.166846991,3.253918409,6.317191124,2.08295989,2.276255608,1.967512727,2.528128624,2.10340929,1.891647935,2.965753317,2.882943153,2.064285755,2.293225288,4.694384575,5.729142666,2.719876528,3.531116009,3.468719006,2.156288385,1.03195262,2.581448078,1.68458426,2.245867729,2.25,2.34028554,8.611865997,4.518681526,2.791338682,2.537916899,2.475103617
S000000364,3.049943447,3.427745581,2.834279299,2.345331907,2.496071815,2.356209278,2.746478796,2.643678188,3.174334288,3.922645807,3.743150711,2.744162321,3.026406765,3.270454407,2.802483082,2.242009163,2.042363405,2.053061247,2.257836103,3.315334797,4.125714302,4.28218317,3.277896881,3.01886797,2.589743614,3.418934822,2.65837121,1.924949408,2.074380159,1.867647171,2.450054884,4.133497715,4.22307682,3.734251976,2.730030298,2.803941727
S000004842,2.699205399,1.021965265,2.826333761,2.570303679,2.296296358,2.679738522,3.887323618,4.552769184,20.07990265,3.61098671,3.376712322,3.548223257,2.478760004,0.960227311,2.256207466,2.028538704,3.251951218,2.674489737,3.16076827,8.667386055,6.402285576,2.722965956,3.15987134,3.519364357,3.4249084,1.499408245,2.57805419,2.268762827,2.566115618,2.879201889,4.259056091,12.95673561,3.917582512,2.392716646,3.538928032,3.622406483
S000001894,1.055618644,0.7421965,0.912599325,0.889763772,1.161616206,1.040305018,1.542795062,1.706374168,6.009685516,1.56838572,2.028538704,1.458883166,1.343283653,0.851136386,1.091422081,1.034246564,1.032330036,1.301020384,1.770475149,3.100431919,1.480000019,1.878475666,2.413089991,1.723932624,1.69230783,0.831952691,1.116515875,1.395537615,1.139462829,1.156512618,1.466520429,4.996291637,1.726373792,1.278543234,1.920121193,1.731327653
S000000522,6.759364605,5.886705399,6.356413364,5.280089855,5.865319729,5.755991459,6.019501209,6.034482956,5.88014555,7.661435604,5.559360981,6.021319389,7.672790051,5.403409481,5.060947895,5.94406414,4.992196083,5.07857132,5.398382187,5.762418747,9.058285713,6.552008152,6.8551507,7.590864182,8.253968239,5.892307758,5.158370972,4.05679512,4.688016415,4.68592453,5.928649902,7.126081467,7.867033482,5.826771736,6.313447952,7.258298397
S000002648,0.128263339,0.139884397,0.287173659,0.214848146,0.232323244,0.300653607,0.190682545,0.281086743,0.656174362,0.192825124,0.252283126,0.278172582,0.262916207,0.134090915,0.086907446,0.240867585,0.12709029,0.417346954,0.371081889,0.458963275,0.146285713,0.237899065,0.172746778,0.188679248,0.117216125,0.292307705,0.228506804,0.277890474,0.257231385,0.286764711,0.114160262,0.436341137,0.243956059,0.307086617,0.309403419,0.229253098
S000001405,1.480136156,2.041618586,1.223609567,1.448818922,1.820426583,1.186274529,1.124593735,1.078369856,2.441888571,1.656950831,1.584474921,0.991878092,1.039035678,1.888636351,1.301354408,1.288812876,1.615384579,1.163265228,1.322548032,0.862850964,2.158857107,0.998970091,1.027897,1.197616696,1.639804721,1.717159867,1.130090594,1.494928956,1.3987602,1.215336084,1.197585106,1.021013498,1.282417536,1.129921317,1.00303328,0.681535184
S000003833,1.479001164,1.739884377,2.095346212,2.505061865,2.130190849,2.529411793,2.655471325,3.115987539,6.67191267,3.18497777,2.958904266,1.976649642,2.20206666,1.503409147,1.172686219,2.590182543,3.028985739,2.4265306,2.230535746,4.920086384,3.720000029,1.908341885,1.390558004,2.443892956,1.471306443,2.352662802,2.554298639,1.834685564,2.205578566,1.9800421,3.0,5.676143169,2.689011097,1.520669341,2.328614712,2.050829649
S000001308,3.765039921,2.082080841,3.320090771,2.700787544,3.244669199,3.043572903,3.827735424,3.524555922,2.927360773,3.093049526,4.309360981,2.667005062,2.934558153,1.984091043,3.330699682,2.965753317,3.759197474,2.21938777,3.682507515,3.009719372,3.428571463,2.769309759,2.944205999,2.266137123,3.84004879,2.599999905,2.219456911,3.02129817,2.829545259,2.75,4.245883465,3.096415281,2.996703625,2.662401676,2.75227499,2.906638861
S000001502,2.699205399,2.49017334,1.846765041,2.442069769,2.53310895,2.386710405,2.424701929,2.480668783,2.33171916,2.42600894,1.617579937,2.225380659,2.645235538,2.821591139,2.155756235,1.764840245,2.146042347,1.792857051,2.081900835,2.3282938,3.333714485,2.74665308,2.542918444,2.391261339,3.188034296,2.203550339,2.294117689,1.733265758,1.813016534,1.998949647,2.423710346,2.744128466,2.924175978,2.260826826,2.283114195,2.380705357
S000004432,1.776390433,1.612716675,2.017026186,2.174353361,2.638608456,2.128540277,2.526543617,2.484848499,2.162227631,2.307174921,2.227169037,1.645685315,1.911595941,1.698863745,1.673814893,2.240867615,2.356744766,1.583673358,2.118301153,2.458963156,1.963428617,2.440782547,1.816523671,1.969215512,1.307692289,1.875739694,2.331448078,1.632860065,2.003098965,1.717437029,2.223929882,1.60568583,2.285714388,2.000984192,1.846309423,1.826763391
S000002710,3.123723269,2.597687721,2.484676361,2.098987818,3.048260689,2.794117689,2.895991087,2.617554903,4.727602959,3.220852137,2.383561611,4.037563324,3.006888628,3.207954407,2.88036108,2.293379068,1.132664442,2.592857122,1.579373002,3.722462416,3.549714327,3.346034765,3.167382002,4.382323742,2.93772912,2.672189474,2.601809978,2.749493122,2.829545259,1.936974764,2.436882734,5.823238373,2.220879316,3.834645748,3.744185686,3.864107609
S000001451,1.180476785,0.564161837,0.96935302,1.145106912,1.43883276,1.761437893,2.119176626,3.794148445,12.17796707,2.802690744,2.821917772,2.716751337,1.561423779,0.826136351,1.656884909,1.680365324,1.521739125,2.0,2.368048429,7.98596096,1.873142719,1.859938264,3.18025732,2.663356781,2.164835215,1.234319568,0.757918596,1.312373281,1.617768645,1.861344576,3.388584137,13.74907303,2.15934062,1.728346467,2.421638012,2.50207448
