Target	Species	Regime	Model	Feature_Setting	ESM2_Dim	Label_Regime	Split_Version	Runs	Seed_List	AUROC_mean	AUROC_std	AUPRC_mean	AUPRC_std	MCC_mean	MCC_std	F1_mean	F1_std	Precision_mean	Precision_std	Recall_mean	Recall_std	Specificity_mean	Specificity_std
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2	1280	newlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.9176868176414494	0.0018887642673601783	0.5497912364916027	0.023021489632487978	0.5023376683637852	0.005491610367383724	0.5396852732110048	0.010461880081931314	0.43693074785803876	0.03981830601057933	0.7196347031963469	0.06304677842591123	0.9040478380864764	0.021972681204850214
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2_GATED	1280	newlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.913060536939253	0.0016355700608474226	0.5630633072860409	0.01269055139730227	0.4904845254018563	0.007972749988964665	0.511865197789678	0.011000977810410153	0.3709193452192806	0.014314682938578953	0.8273972602739725	0.015116845075111282	0.8581416743330266	0.011477808352749643
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2_GATED_RESIDUAL	1280	newlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.9053727531264046	0.003316160330155833	0.5313238900724004	0.007657261611915507	0.495559132244177	0.01080036655361021	0.5332864870294024	0.013001421730706843	0.44099468725529534	0.0475166858929832	0.7004566210045662	0.09872310855729748	0.9061637534498619	0.030983781545939438
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2_GATED_RESIDUAL_WBCE	1280	newlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.9095970225117934	0.0007505117748130347	0.5364033649216589	0.013849129521746991	0.491101265309435	0.0022225339075600216	0.5359474174706683	0.002283245645996396	0.447855614845509	0.0069457950857002215	0.667579908675799	0.011333035293142344	0.9170193192272309	0.0036405444227064383
