protocol	species	model	feature_setting	model_feature_setting	graph_condition	string_threshold	seed	test_auprc	test_mcc	val_auprc	val_mcc	test_auroc	test_accuracy	metrics_path
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_300	300.0	1032	0.594742929954417	0.5114675363484444	0.6815761173062175	0.556585073621378	0.9211541127396	0.9105725031341412	outputs/Figure4/threshold_sweep/string_thr_300/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1032/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_300	300.0	1033	0.5423660340273653	0.5023970025026331	0.6785403931156282	0.545844513901718	0.9179573456331154	0.8909318846636022	outputs/Figure4/threshold_sweep/string_thr_300/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1033/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_400	400.0	1029	0.5672269745892746	0.5169466421895599	0.6663255820235936	0.5323998769149897	0.9192616770215036	0.9059757626410364	outputs/Figure4/threshold_sweep/string_thr_400/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1029/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_400	400.0	1030	0.5761721214740263	0.5012918466971711	0.682055814547687	0.5401902290469597	0.9198392794881812	0.9151692436272462	outputs/Figure4/threshold_sweep/string_thr_400/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1030/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_400	400.0	1031	0.5462634293427665	0.501301685552399	0.6599511085039539	0.5368347558601438	0.914474927852201	0.8717091516924362	outputs/Figure4/threshold_sweep/string_thr_400/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1031/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_400	400.0	1032	0.5388428234333662	0.494567498813736	0.6590022730138573	0.5012050127181802	0.9143846118301384	0.8704554951943168	outputs/Figure4/threshold_sweep/string_thr_400/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1032/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_400	400.0	1033	0.5109245290935058	0.4647308572742423	0.6664361325124302	0.5219067156275036	0.9100683461246024	0.8353531132469704	outputs/Figure4/threshold_sweep/string_thr_400/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1033/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_500	500.0	1029	0.5775944653025161	0.4984608444665193	0.646456528259045	0.5237082251023715	0.91759398117226	0.9143334726284998	outputs/Figure4/threshold_sweep/string_thr_500/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1029/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_500	500.0	1030	0.5842210571539181	0.5301465899038463	0.6579557291928677	0.5158190829262452	0.9195368258329027	0.9126619306310072	outputs/Figure4/threshold_sweep/string_thr_500/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1030/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_500	500.0	1031	0.5835791751115313	0.5064376653687916	0.6706349850020806	0.5470104681215362	0.9217653211679752	0.9189302131216048	outputs/Figure4/threshold_sweep/string_thr_500/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1031/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_500	500.0	1032	0.5524137157159441	0.5267699701534346	0.6682413547047181	0.5655560873307268	0.9153276791302776	0.910154617634768	outputs/Figure4/threshold_sweep/string_thr_500/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1032/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_500	500.0	1033	0.5960665431678563	0.5053829350458422	0.6682105440810718	0.5344149606429119	0.9184005242530024	0.9139155871291266	outputs/Figure4/threshold_sweep/string_thr_500/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1033/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_600	600.0	1029	0.5885272040078738	0.5657704545113472	0.6522836647519527	0.5540627109189715	0.9199337962554556	0.9139155871291266	outputs/Figure4/threshold_sweep/string_thr_600/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1029/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_600	600.0	1030	0.5964394627841718	0.5381062546319818	0.6832756883254338	0.5477548617412241	0.9180224571839044	0.9206017551190974	outputs/Figure4/threshold_sweep/string_thr_600/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1030/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_600	600.0	1031	0.588007173514212	0.5266451541304241	0.6742000521976842	0.5293336516773538	0.9175855796818356	0.917258671124112	outputs/Figure4/threshold_sweep/string_thr_600/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1031/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_600	600.0	1032	0.5785179031248867	0.52484093627936	0.6747937887903808	0.5696258989793672	0.9156973447089513	0.8959465106560802	outputs/Figure4/threshold_sweep/string_thr_600/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1032/metrics.tsv
fgraminearum_newlabel	fgraminearum	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	STRING_600	600.0	1033	0.6036890115582151	0.5359551566913626	0.6741608499658834	0.5795149338411842	0.9187134797713112	0.9260342666109486	outputs/Figure4/threshold_sweep/string_thr_600/fgraminearum_newlabel/GraphSAGE/ORT_EXP_SUB_ESM2/run_1033/metrics.tsv
