species_key	comparison_level	focal_taxid	focal_scientific_name	matched_taxid	matched_scientific_name	matched_phylum	matched_class	matched_order	matched_family	matched_genus
fgraminearum	class	229533	Fusarium graminearum PH-1	655819	Beauveria bassiana (strain ARSEF 2860)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria
fgraminearum	class	229533	Fusarium graminearum PH-1	655827	Metarhizium acridum (strain CQMa 102)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium
fgraminearum	class	229533	Fusarium graminearum PH-1	655863	Grosmannia clavigera (strain kw1407 / UAMH 11150)	p__Ascomycota	c__Sordariomycetes	o__Ophiostomatales	f__Ophiostomataceae	g__Leptographium
fgraminearum	class	229533	Fusarium graminearum PH-1	771870	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Sordaria
fgraminearum	class	229533	Fusarium graminearum PH-1	983644	Cordyceps militaris (strain CM01)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Cordyceps
fgraminearum	class	229533	Fusarium graminearum PH-1	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
fgraminearum	class	229533	Fusarium graminearum PH-1	367110	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Neurospora
fgraminearum	class	229533	Fusarium graminearum PH-1	660122	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
fgraminearum	class	229533	Fusarium graminearum PH-1	98403	Drechmeria coniospora	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Drechmeria
fgraminearum	class	229533	Fusarium graminearum PH-1	1001833	Hypoxylon sp. CI-4A	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hypoxylaceae	g__Hypoxylon
fgraminearum	class	229533	Fusarium graminearum PH-1	158607	Diaporthe helianthi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe
fgraminearum	class	229533	Fusarium graminearum PH-1	1093900	Thyridium curvatum	p__Ascomycota	c__Sordariomycetes	o__unclassified Sordariomycetes order	f__Thyridiaceae	g__Thyridium
fgraminearum	class	229533	Fusarium graminearum PH-1	1230097	Cytospora leucostoma	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora
fgraminearum	class	229533	Fusarium graminearum PH-1	196109	Microdochium bolleyi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium
fgraminearum	class	229533	Fusarium graminearum PH-1	41688	Lomentospora prolificans	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Lomentospora
fgraminearum	class	229533	Fusarium graminearum PH-1	1408157	Coniochaeta ligniaria NRRL 30616	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta
fgraminearum	class	229533	Fusarium graminearum PH-1	323545	Xylaria multiplex	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae	g__Xylaria
fgraminearum	class	229533	Fusarium graminearum PH-1	1229662	Pestalotiopsis fici (strain W106-1 / CGMCC3.15140)	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Sporocadaceae	g__Pestalotiopsis
fgraminearum	class	229533	Fusarium graminearum PH-1	1283841	Stachybotrys chlorohalonata (strain IBT 40285)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Stachybotrys
fgraminearum	class	229533	Fusarium graminearum PH-1	515849	Podospora anserina (strain S / ATCC MYA-4624 / DSM 980 / FGSC 10383)	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Podosporaceae	g__Podospora
fgraminearum	class	229533	Fusarium graminearum PH-1	1141098	Pseudomassariella vexata	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Pseudomassariaceae	g__Pseudomassariella
fgraminearum	class	229533	Fusarium graminearum PH-1	2025994	Coniella lustricola	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Schizoparmaceae	g__Coniella
fgraminearum	order	229533	Fusarium graminearum PH-1	413071	Hypocrea virens (strain Gv29-8 / FGSC 10586)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma
fgraminearum	order	229533	Fusarium graminearum PH-1	655819	Beauveria bassiana (strain ARSEF 2860)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria
fgraminearum	order	229533	Fusarium graminearum PH-1	655827	Metarhizium acridum (strain CQMa 102)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium
fgraminearum	order	229533	Fusarium graminearum PH-1	983644	Cordyceps militaris (strain CM01)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Cordyceps
fgraminearum	order	229533	Fusarium graminearum PH-1	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
fgraminearum	order	229533	Fusarium graminearum PH-1	660122	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
fgraminearum	order	229533	Fusarium graminearum PH-1	98403	Drechmeria coniospora	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Drechmeria
fgraminearum	order	229533	Fusarium graminearum PH-1	1283841	Stachybotrys chlorohalonata (strain IBT 40285)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae	g__Stachybotrys
fgraminearum	family	229533	Fusarium graminearum PH-1	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
fgraminearum	family	229533	Fusarium graminearum PH-1	660122	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
fgraminearum	genus	229533	Fusarium graminearum PH-1	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
fgraminearum	genus	229533	Fusarium graminearum PH-1	660122	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1033177	Aspergillus kawachii (strain NBRC 4308)	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1064592	Naumovozyma castellii (strain ATCC 76901 / BCRC 22586 / CBS 4309 / NBRC 1992 / NRRL Y-12630)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Naumovozyma
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1071380	Tetrapisispora blattae (strain ATCC 34711 / CBS 6284 / DSM 70876 / NBRC 10599 / NRRL Y-10934 / UCD 77-7)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Tetrapisispora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1071382	Kazachstania africana (strain ATCC 22294 / BCRC 22015 / CBS 2517 / CECT 1963 / NBRC 1671 / NRRL Y-8276)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kazachstania
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1072389	Marssonina brunnea f. sp. multigermtubi (strain MB_m1)	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Drepanopezizaceae	g__Drepanopeziza
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1076872	Torulaspora delbrueckii (strain ATCC 10662 / CBS 1146 / NBRC 0425 / NCYC 2629 / NRRL Y-866)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Torulaspora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1104152	Glarea lozoyensis (strain ATCC 74030 / MF5533)	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Glarea
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1126212	Macrophomina phaseolina (strain MS6)	p__Ascomycota	c__Dothideomycetes	o__Botryosphaeriales	f__Botryosphaeriaceae	g__Macrophomina
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1170229	Penicillium digitatum (strain PHI26 / CECT 20796)	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1206466	Wickerhamomyces ciferrii (strain ATCC 14091 / BCRC 22168 / CBS 111 / JCM 3599 / NBRC 0793 / NRRL Y-1031 F-60-10)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Wickerhamomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1209962	Pneumocystis jirovecii (strain SE8)	p__Ascomycota	c__Pneumocystomycetes	o__Pneumocystales	f__Pneumocystaceae	g__Pneumocystis
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1213859	Colletotrichum fructicola (strain Nara gc5)	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum
scerevisiae	phylum	4932	Saccharomyces cerevisiae	242507	Magnaporthe oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958)	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Pyriculariaceae	g__Pyricularia
scerevisiae	phylum	4932	Saccharomyces cerevisiae	284590	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Kluyveromyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	284592	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / BCRC 21394 / JCM 1990 / NBRC 0083 / IGC 2968)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Debaryomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	284593	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Nakaseomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	294746	Meyerozyma guilliermondii (strain ATCC 6260 / CBS 566 / DSM 6381 / JCM 1539 / NBRC 10279 / NRRL Y-324)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Meyerozyma
scerevisiae	phylum	4932	Saccharomyces cerevisiae	306901	Chaetomium globosum (strain ATCC 6205 / CBS 148.51 / DSM 1962 / NBRC 6347 / NRRL 1970)	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Chaetomium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	306902	Clavispora lusitaniae (strain ATCC 42720)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Metschnikowiaceae	g__Clavispora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	322104	Scheffersomyces stipitis (strain ATCC 58785 / CBS 6054 / NBRC 10063 / NRRL Y-11545)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Scheffersomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	336722	Zymoseptoria tritici (strain CBS 115943 / IPO323)	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Mycosphaerellaceae	g__Zymoseptoria
scerevisiae	phylum	4932	Saccharomyces cerevisiae	336963	Uncinocarpus reesii (strain UAMH 1704)	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	g__Uncinocarpus
scerevisiae	phylum	4932	Saccharomyces cerevisiae	379508	Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Lodderomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	413071	Hypocrea virens (strain Gv29-8 / FGSC 10586)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma
scerevisiae	phylum	4932	Saccharomyces cerevisiae	426418	Pyrenophora tritici-repentis (strain Pt-1C-BFP)	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Pyrenophora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	436907	Vanderwaltozyma polyspora (strain ATCC 22028 / DSM 70294 / BCRC 21397 / CBS 2163 / NBRC 10782 / NRRL Y-8283 / UCD 57-17)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Vanderwaltozyma
scerevisiae	phylum	4932	Saccharomyces cerevisiae	441959	Talaromyces stipitatus (strain ATCC 10500 / CBS 375.48 / QM 6759 / NRRL 1006)	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	502780	Paracoccidioides brasiliensis (strain Pb18)	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__unclassified Onygenales family	g__Paracoccidioides
scerevisiae	phylum	4932	Saccharomyces cerevisiae	498257	Verticillium dahliae (strain VdLs.17 / ATCC MYA-4575 / FGSC 10137)	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae	g__Verticillium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	535722	Arthroderma gypseum (strain ATCC MYA-4604 / CBS 118893)	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Nannizzia
scerevisiae	phylum	4932	Saccharomyces cerevisiae	559295	Lachancea thermotolerans (strain ATCC 56472 / CBS 6340 / NRRL Y-8284)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Lachancea
scerevisiae	phylum	4932	Saccharomyces cerevisiae	559304	Pichia sorbitophila (strain ATCC MYA-4447 / BCRC 22081 / CBS 7064 / NBRC 10061 / NRRL Y-12695)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Millerozyma
scerevisiae	phylum	4932	Saccharomyces cerevisiae	559305	Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892)	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Arthrodermataceae	g__Trichophyton
scerevisiae	phylum	4932	Saccharomyces cerevisiae	559307	Zygosaccharomyces rouxii (strain ATCC 2623 / CBS 732 / NBRC 1130 / NCYC 568 / NRRL Y-229)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Zygosaccharomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	573729	Myceliophthora thermophila (strain ATCC 42464 / BCRC 31852 / DSM 1799)	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Chaetomiaceae	g__Thermothelomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	619300	Spathaspora passalidarum (strain NRRL Y-27907 / 11-Y1)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Spathaspora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	644223	Komagataella phaffii (strain GS115 / ATCC 20864)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Phaffomycetaceae	g__Komagataella
scerevisiae	phylum	4932	Saccharomyces cerevisiae	644352	Gaeumannomyces tritici (strain R3-111a-1)	p__Ascomycota	c__Sordariomycetes	o__Magnaporthales	f__Magnaporthaceae	g__Gaeumannomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	655819	Beauveria bassiana (strain ARSEF 2860)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Beauveria
scerevisiae	phylum	4932	Saccharomyces cerevisiae	655827	Metarhizium acridum (strain CQMa 102)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Metarhizium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	655863	Grosmannia clavigera (strain kw1407 / UAMH 11150)	p__Ascomycota	c__Sordariomycetes	o__Ophiostomatales	f__Ophiostomataceae	g__Leptographium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	658429	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21)	p__Ascomycota	c__Leotiomycetes	o__unclassified Leotiomycetes order	f__Pseudeurotiaceae	g__Pseudogymnoascus
scerevisiae	phylum	4932	Saccharomyces cerevisiae	756982	Arthrobotrys oligospora (strain ATCC 24927 / CBS 115.81 / DSM 1491)	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia
scerevisiae	phylum	4932	Saccharomyces cerevisiae	771870	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Sordaria
scerevisiae	phylum	4932	Saccharomyces cerevisiae	858893	Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656)	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales	f__Herpotrichiellaceae	g__Exophiala
scerevisiae	phylum	4932	Saccharomyces cerevisiae	931890	Eremothecium cymbalariae (strain CBS 270.75 / DBVPG 7215 / KCTC 17166 / NRRL Y-17582)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Eremothecium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	983644	Cordyceps militaris (strain CM01)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Cordyceps
scerevisiae	phylum	4932	Saccharomyces cerevisiae	985895	Leptosphaeria maculans (strain JN3 / isolate v23.1.3 / race Av1-4-5-6-7-8)	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Plenodomus
scerevisiae	phylum	4932	Saccharomyces cerevisiae	999810	Botryotinia fuckeliana (strain T4)	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Botrytis
scerevisiae	phylum	4932	Saccharomyces cerevisiae	227321	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus
scerevisiae	phylum	4932	Saccharomyces cerevisiae	229533	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	237561	Candida albicans (strain SC5314 / ATCC MYA-2876)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Debaryomycetaceae	g__Candida
scerevisiae	phylum	4932	Saccharomyces cerevisiae	246410	Coccidioides immitis (strain RS)	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Onygenaceae	g__Coccidioides
scerevisiae	phylum	4932	Saccharomyces cerevisiae	284591	Yarrowia lipolytica (strain CLIB 122 / E 150)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Dipodascaceae	g__Yarrowia
scerevisiae	phylum	4932	Saccharomyces cerevisiae	284811	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Eremothecium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	284812	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	p__Ascomycota	c__Schizosaccharomycetes	o__Schizosaccharomycetales	f__Schizosaccharomycetaceae	g__Schizosaccharomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	321614	Phaeosphaeria nodorum (strain SN15 / ATCC MYA-4574 / FGSC 10173)	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Phaeosphaeriaceae	g__Parastagonospora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	330879	Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100)	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus
scerevisiae	phylum	4932	Saccharomyces cerevisiae	367110	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Sordariaceae	g__Neurospora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	447093	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432)	p__Ascomycota	c__Eurotiomycetes	o__Onygenales	f__Ajellomycetaceae	g__Histoplasma
scerevisiae	phylum	4932	Saccharomyces cerevisiae	559292	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetaceae	g__Saccharomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	656061	Tuber melanosporum (strain Mel28)	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Tuberaceae	g__Tuber
scerevisiae	phylum	4932	Saccharomyces cerevisiae	660122	Fusarium vanettenii (strain ATCC MYA-4622 / CBS 123669 / FGSC 9596 / NRRL 45880 / 77-13-4)	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	665079	Sclerotinia sclerotiorum (strain ATCC 18683 / 1980 / Ss-1)	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Sclerotiniaceae	g__Sclerotinia
scerevisiae	phylum	4932	Saccharomyces cerevisiae	98403	Drechmeria coniospora	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Drechmeria
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1043005	Aureobasidium subglaciale (strain EXF-2481)	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Saccotheciaceae	g__Aureobasidium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1001833	Hypoxylon sp. CI-4A	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Hypoxylaceae	g__Hypoxylon
scerevisiae	phylum	4932	Saccharomyces cerevisiae	857342	Amorphotheca resinae ATCC 22711	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Amorphothecaceae	g__Amorphotheca
scerevisiae	phylum	4932	Saccharomyces cerevisiae	341454	Ascodesmis nigricans	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Ascodesmidaceae	g__Ascodesmis
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1157616	Hortaea werneckii EXF-2000	p__Ascomycota	c__Dothideomycetes	o__Mycosphaerellales	f__Teratosphaeriaceae	g__Hortaea
scerevisiae	phylum	4932	Saccharomyces cerevisiae	574789	Mytilinidion resinicola	p__Ascomycota	c__Dothideomycetes	o__Mytilinidiales	f__Mytilinidiaceae	g__Mytilinidion
scerevisiae	phylum	4932	Saccharomyces cerevisiae	253628	Verruconis gallopava	p__Ascomycota	c__Dothideomycetes	o__Venturiales	f__Sympoventuriaceae	g__Verruconis
scerevisiae	phylum	4932	Saccharomyces cerevisiae	158607	Diaporthe helianthi	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Diaporthaceae	g__Diaporthe
scerevisiae	phylum	4932	Saccharomyces cerevisiae	765867	Pyrenochaeta sp. DS3sAY3a	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Cucurbitariaceae	g__Pyrenochaeta
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1392247	Morchella conica CCBAS932	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Morchellaceae	g__Morchella
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1093900	Thyridium curvatum	p__Ascomycota	c__Sordariomycetes	o__unclassified Sordariomycetes order	f__Thyridiaceae	g__Thyridium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1230097	Cytospora leucostoma	p__Ascomycota	c__Sordariomycetes	o__Diaporthales	f__Valsaceae	g__Cytospora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	105696	Epicoccum nigrum	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymellaceae	g__Epicoccum
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1328760	Xylona heveae (strain CBS 132557 / TC161)	p__Ascomycota	c__Xylonomycetes	o__Xylonales	f__Xylonaceae	g__Xylona
scerevisiae	phylum	4932	Saccharomyces cerevisiae	196109	Microdochium bolleyi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Microdochiaceae	g__Microdochium
scerevisiae	phylum	4932	Saccharomyces cerevisiae	913774	Oidiodendron maius Zn	p__Ascomycota	c__Leotiomycetes	o__unclassified Leotiomycetes order	f__Myxotrichaceae	g__Oidiodendron
scerevisiae	phylum	4932	Saccharomyces cerevisiae	13370	Brettanomyces naardenensis	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Pichiaceae	g__Brettanomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	149040	Mollisia scopiformis	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Mollisiaceae	g__Mollisia
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1051890	Terfezia boudieri ATCC MYA-4762	p__Ascomycota	c__Pezizomycetes	o__Pezizales	f__Pezizaceae	g__Terfezia
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1095630	Hyaloscypha bicolor E	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Hyaloscypha
scerevisiae	phylum	4932	Saccharomyces cerevisiae	1356009	Byssochlamys spectabilis (strain No. 5 / NBRC 109023)	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Thermoascaceae	g__Paecilomyces
scerevisiae	phylum	4932	Saccharomyces cerevisiae	41688	Lomentospora prolificans	p__Ascomycota	c__Sordariomycetes	o__Microascales	f__Microascaceae	g__Lomentospora
scerevisiae	phylum	4932	Saccharomyces cerevisiae	914237	Rhynchosporium commune	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Ploettnerulaceae	g__Rhynchosporium
