taxid	uniprot_id	species_name	domain	scientific_name	kingdom	phylum	class	order	family	genus	species
243273	UP000000807	Mycoplasma genitalium (strain ATCC 33530 / DSM 19775 / NCTC 10195 / G37)	Bacteria	Mycoplasmoides genitalium G37	k__Bacteria	p__Mycoplasmatota	c__unclassified Mycoplasmatota class	o__Mycoplasmoidales	f__Mycoplasmoidaceae	g__Mycoplasmoides	s__Mycoplasmoides genitalium
85962	UP000000429	Helicobacter pylori (strain ATCC 700392 / 26695)	Bacteria	Helicobacter pylori 26695	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter pylori
122586	UP000000425	Neisseria meningitidis serogroup B (strain MC58)	Bacteria	Neisseria meningitidis MC58	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Neisseriaceae	g__Neisseria	s__Neisseria meningitidis
1635173	UP000194221	Tenacibaculum holothuriorum	Bacteria	Tenacibaculum holothuriorum	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum holothuriorum
2478470	UP000278036	Roseomonas wenyumeiae	Bacteria	Pseudoroseomonas wenyumeiae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Pseudoroseomonas	s__Pseudoroseomonas wenyumeiae
270368	UP000295361	Paucibacter toxinivorans	Bacteria	Roseateles toxinivorans	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Sphaerotilaceae	g__Roseateles	s__Roseateles toxinivorans
2069310	UP000235560	Brachybacterium sp. UMB0905	Bacteria	Brachybacterium sp. UMB0905	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Dermabacteraceae	g__Brachybacterium	s__Brachybacterium sp. UMB0905
983920	UP000004728	Novosphingobium nitrogenifigens DSM 19370	Bacteria	Novosphingobium nitrogenifigens DSM 19370	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium nitrogenifigens
2017482	UP000289812	Thalassococcus sp. S3	Bacteria	Thalassococcus sp. S3	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Thalassococcus	s__Thalassococcus sp. S3
633149	UP000002696	Brevundimonas subvibrioides (strain ATCC 15264 / DSM 4735 / LMG 14903 / NBRC 16000 / CB 81)	Bacteria	Brevundimonas subvibrioides ATCC 15264	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas subvibrioides
1759059	UP000092498	Candidatus Viadribacter manganicus	Bacteria	Candidatus Viadribacter manganicus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomonadales	f__Hyphomonadaceae	g__Candidatus Viadribacter	s__Candidatus Viadribacter manganicus
1123500	UP000051296	Weissella halotolerans DSM 20190	Bacteria	Weissella halotolerans DSM 20190	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella halotolerans
43662	UP000033511	Pseudoalteromonas piscicida	Bacteria	Pseudoalteromonas piscicida	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Pseudoalteromonadaceae	g__Pseudoalteromonas	s__Pseudoalteromonas piscicida
35623	UP000032434	Acholeplasma oculi	Bacteria	Acholeplasma oculi	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Acholeplasmatales	f__Acholeplasmataceae	g__Acholeplasma	s__Acholeplasma oculi
585501	UP000004121	Oribacterium sinus F0268	Bacteria	Oribacterium sinus F0268	k__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Oribacterium	s__Oribacterium sinus
323261	UP000006838	Nitrosococcus oceani (strain ATCC 19707 / BCRC 17464 / JCM 30415 / NCIMB 11848 / C-107)	Bacteria	Nitrosococcus oceani ATCC 19707	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Nitrosococcus	s__Nitrosococcus oceani
187490	UP000234329	Acidithiobacillus sp. SH	Bacteria	Acidithiobacillus marinus	k__Bacteria	p__Pseudomonadota	c__Acidithiobacillia	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus marinus
1144275	UP000007587	Corallococcus coralloides (strain ATCC 25202 / DSM 2259 / NBRC 100086 / M2)	Bacteria	Corallococcus coralloides DSM 2259	k__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Corallococcus	s__Corallococcus coralloides
570281	UP000528457	Pseudoteredinibacter isoporae	Bacteria	Pseudoteredinibacter isoporae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cellvibrionales	f__Cellvibrionaceae	g__Pseudoteredinibacter	s__Pseudoteredinibacter isoporae
29571	UP000190911	Halomonas subglaciescola	Bacteria	Vreelandella subglaciescola	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Vreelandella	s__Vreelandella subglaciescola
385682	UP000181976	Thermophagus xiamenensis	Bacteria	Thermophagus xiamenensis	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Marinilabiliales	f__Marinilabiliaceae	g__Thermophagus	s__Thermophagus xiamenensis
1239962	UP000010953	Mariniradius saccharolyticus AK6	Bacteria	Mariniradius saccharolyticus AK6	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Mariniradius	s__Mariniradius saccharolyticus
2689987	UP000282106	Stagnimonas aquatica	Bacteria	Stagnimonas aquatica	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Nevskiales	f__Nevskiaceae	g__Stagnimonas	s__Stagnimonas aquatica
2723083	UP000543279	Rhodanobacter sp. ANJX3	Bacteria	Rhodanobacter sp. ANJX3	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Rhodanobacteraceae	g__Rhodanobacter	s__Rhodanobacter sp. ANJX3
585503	UP000003701	Selenomonas noxia ATCC 43541	Bacteria	Selenomonas noxia ATCC 43541	k__Bacteria	p__Bacillota	c__Negativicutes	o__Selenomonadales	f__Selenomonadaceae	g__Selenomonas	s__Selenomonas noxia
1436998	UP000248168	Nitrospira lenta	Bacteria	Nitrospira lenta	k__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__Nitrospira lenta
1276221	UP000014983	Spiroplasma diminutum CUAS-1	Bacteria	Spiroplasma diminutum CUAS-1	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Entomoplasmatales	f__Spiroplasmataceae	g__Spiroplasma	s__Spiroplasma diminutum
2708082	UP000515537	Mumia sp. ZJ1417	Bacteria	Mumia sp. ZJ1417	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Propionibacteriales	f__Nocardioidaceae	g__Mumia	s__Mumia sp. ZJ1417
1303518	UP000014227	Chthonomonas calidirosea (strain DSM 23976 / ICMP 18418 / T49)	Bacteria	Chthonomonas calidirosea T49	k__Bacteria	p__Armatimonadota	c__Chthonomonadia	o__Chthonomonadales	f__Chthonomonadaceae	g__Chthonomonas	s__Chthonomonas calidirosea
2527983	UP000315700	Caulifigura coniformis	Bacteria	Caulifigura coniformis	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Planctomycetales	f__Planctomycetaceae	g__Caulifigura	s__Caulifigura coniformis
504800	UP000199152	Geodermatophilus ruber	Bacteria	Geodermatophilus ruber	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Geodermatophilales	f__Geodermatophilaceae	g__Geodermatophilus	s__Geodermatophilus ruber
240015	UP000002207	Acidobacterium capsulatum (strain ATCC 51196 / DSM 11244 / BCRC 80197 / JCM 7670 / NBRC 15755 / NCIMB 13165 / 161)	Bacteria	Acidobacterium capsulatum ATCC 51196	k__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Acidobacterium	s__Acidobacterium capsulatum
1122219	UP000036503	Megasphaera cerevisiae DSM 20462	Bacteria	Megasphaera cerevisiae DSM 20462	k__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales	f__Veillonellaceae	g__Megasphaera	s__Megasphaera cerevisiae
1993	UP000183413	Actinomadura madurae	Bacteria	Actinomadura madurae	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Streptosporangiales	f__Thermomonosporaceae	g__Actinomadura	s__Actinomadura madurae
56110	UP000010367	Oscillatoria acuminata PCC 6304	Bacteria	Oscillatoria acuminata PCC 6304	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Oscillatoriales	f__Oscillatoriaceae	g__Oscillatoria	s__Oscillatoria acuminata
1808979	UP000325755	Candidatus Methylospira mobilis	Bacteria	Candidatus Methylospira mobilis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Candidatus Methylospira	s__Candidatus Methylospira mobilis
1552121	UP000052243	Leptolyngbya sp. NIES-2104	Bacteria	Leptolyngbya sp. NIES-2104	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Leptolyngbyales	f__Leptolyngbyaceae	g__Leptolyngbya	s__Leptolyngbya sp. NIES-2104
692036	UP000464378	Tuwongella immobilis	Bacteria	Tuwongella immobilis	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Tuwongella	s__Tuwongella immobilis
911205	UP000271227	Eilatimonas milleporae	Bacteria	Eilatimonas milleporae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Kordiimonadales	f__Kordiimonadaceae	g__Eilatimonas	s__Eilatimonas milleporae
2732487	UP000503096	Usitatibacter palustris	Bacteria	Usitatibacter palustris	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Usitatibacteraceae	g__Usitatibacter	s__Usitatibacter palustris
147207	UP000283983	Collinsella intestinalis	Bacteria	Collinsella intestinalis	k__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Coriobacteriales	f__Coriobacteriaceae	g__Collinsella	s__Collinsella intestinalis
742818	UP000006069	Slackia piriformis YIT 12062	Bacteria	Slackia piriformis YIT 12062	k__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Slackia	s__Slackia piriformis
2764720	UP000515877	Olivibacter sp. SDN3	Bacteria	Olivibacter sp. SDN3	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Olivibacter	s__Olivibacter sp. SDN3
2067453	UP000234247	Uliginosibacterium sp. TH139	Bacteria	Uliginosibacterium sp. TH139	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Uliginosibacterium	s__Uliginosibacterium sp. TH139
246194	UP000002706	Carboxydothermus hydrogenoformans (strain ATCC BAA-161 / DSM 6008 / Z-2901)	Bacteria	Carboxydothermus hydrogenoformans Z-2901	k__Bacteria	p__Bacillota	c__Clostridia	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Carboxydothermus	s__Carboxydothermus hydrogenoformans
582515	UP000016960	Rubidibacter lacunae KORDI 51-2	Bacteria	Rubidibacter lacunae KORDI 51-2	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Chroococcales	f__Aphanothecaceae	g__Rubidibacter	s__Rubidibacter lacunae
589865	UP000001508	Desulfurivibrio alkaliphilus (strain DSM 19089 / UNIQEM U267 / AHT2)	Bacteria	Desulfurivibrio alkaliphilus AHT 2	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfobulbaceae	g__Desulfurivibrio	s__Desulfurivibrio alkaliphilus
1854586	UP000242444	Amycolatopsis antarctica	Bacteria	Amycolatopsis antarctica	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsis antarctica
1293054	UP000012063	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	Bacteria	Halanaerobium saccharolyticum subsp. saccharolyticum DSM 6643	k__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__Halanaerobiaceae	g__Halanaerobium	s__Halanaerobium saccharolyticum
335543	UP000001784	Syntrophobacter fumaroxidans (strain DSM 10017 / MPOB)	Bacteria	Syntrophobacter fumaroxidans MPOB	k__Bacteria	p__Thermodesulfobacteriota	c__Syntrophobacteria	o__Syntrophobacterales	f__Syntrophobacteraceae	g__Syntrophobacter	s__Syntrophobacter fumaroxidans
1985174	UP000194400	Chitinophagaceae bacterium IBVUCB2	Bacteria	Chitinophagaceae bacterium IBVUCB2	k__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__unclassified Chitinophagaceae genus	s__Chitinophagaceae bacterium IBVUCB2
1877	UP000198253	Micromonospora echinospora	Bacteria	Micromonospora echinospora	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micromonosporales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora echinospora
52770	UP000185612	Buchananella hordeovulneris	Bacteria	Buchananella hordeovulneris	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Actinomycetales	f__Actinomycetaceae	g__Buchananella	s__Buchananella hordeovulneris
1907416	UP000186911	Aeromonas sp. RU39B	Bacteria	Aeromonas sp. RU39B	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__Aeromonas sp. RU39B
2487118	UP000268059	Intestinibaculum porci	Bacteria	Intestinibaculum porci	k__Bacteria	p__Bacillota	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Intestinibaculum	s__Intestinibaculum porci
29494	UP000051221	Vibrio furnissii	Bacteria	Vibrio furnissii	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrio furnissii
43143	UP000310770	Tissierella creatinini	Bacteria	Tissierella creatinini	k__Bacteria	p__Bacillota	c__Tissierellia	o__Tissierellales	f__Tissierellaceae	g__Tissierella	s__Tissierella creatinini
56780	UP000001933	Syntrophus aciditrophicus (strain SB)	Bacteria	Syntrophus aciditrophicus SB	k__Bacteria	p__Thermodesulfobacteriota	c__Syntrophia	o__Syntrophales	f__Syntrophaceae	g__Syntrophus	s__Syntrophus aciditrophicus
272633	UP000002522	Malacoplasma penetrans (strain HF-2)	Bacteria	Malacoplasma penetrans HF-2	k__Bacteria	p__Mycoplasmatota	c__unclassified Mycoplasmatota class	o__Mycoplasmoidales	f__Mycoplasmoidaceae	g__Malacoplasma	s__Malacoplasma penetrans
658187	UP000002770	Legionella drancourtii LLAP12	Bacteria	Legionella drancourtii LLAP12	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella drancourtii
351607	UP000008221	Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B)	Bacteria	Acidothermus cellulolyticus 11B	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Acidothermales	f__Acidothermaceae	g__Acidothermus	s__Acidothermus cellulolyticus
298654	UP000002484	Frankia inefficax (strain DSM 45817 / CECT 9037 / EuI1c)	Bacteria	Pseudofrankia inefficax	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Frankiales	f__Frankiaceae	g__Pseudofrankia	s__Pseudofrankia inefficax
653733	UP000002572	Desulfurispirillum indicum (strain ATCC BAA-1389 / DSM 22839 / S5)	Bacteria	Desulfurispirillum indicum S5	k__Bacteria	p__Chrysiogenota	c__Chrysiogenia	o__Chrysiogenales	f__Chrysiogenaceae	g__Desulfurispirillum	s__Desulfurispirillum indicum
759914	UP000000332	Brachyspira pilosicoli (strain ATCC BAA-1826 / 95/1000)	Bacteria	Brachyspira pilosicoli 95/1000	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira pilosicoli
1635327	UP000501168	Zophobihabitans entericus	Bacteria	Zophobihabitans entericus	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Orbales	f__Orbaceae	g__Zophobihabitans	s__Zophobihabitans entericus
479431	UP000002218	Nakamurella multipartita (strain ATCC 700099 / DSM 44233 / CIP 104796 / JCM 9543 / NBRC 105858 / Y-104)	Bacteria	Nakamurella multipartita DSM 44233	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Nakamurellales	f__Nakamurellaceae	g__Nakamurella	s__Nakamurella multipartita
522772	UP000002012	Denitrovibrio acetiphilus (strain DSM 12809 / NBRC 114555 / N2460)	Bacteria	Denitrovibrio acetiphilus DSM 12809	k__Bacteria	p__Deferribacterota	c__Deferribacteres	o__Deferribacterales	f__Geovibrionaceae	g__Denitrovibrio	s__Denitrovibrio acetiphilus
717772	UP000005380	Thiomicrospira aerophila AL3	Bacteria	Thiomicrospira aerophila AL3	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Thiomicrospira	s__Thiomicrospira aerophila
479433	UP000000851	Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)	Bacteria	Catenulispora acidiphila DSM 44928	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Catenulisporales	f__Catenulisporaceae	g__Catenulispora	s__Catenulispora acidiphila
568816	UP000007093	Acidaminococcus intestini (strain RyC-MR95)	Bacteria	Acidaminococcus intestini RyC-MR95	k__Bacteria	p__Bacillota	c__Negativicutes	o__Acidaminococcales	f__Acidaminococcaceae	g__Acidaminococcus	s__Acidaminococcus intestini
317936	UP000010381	Nostoc sp. PCC 7107	Bacteria	Nostoc sp. PCC 7107	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Nostocales	f__Nostocaceae	g__Nostoc	s__Nostoc sp. PCC 7107
2491045	UP000267796	Desulfovibrio sp. OH1186_COT-070	Bacteria	Desulfovibrio sp. OH1186_COT-070	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfovibrio	s__Desulfovibrio sp. OH1186_COT-070
545695	UP000009222	Treponema azotonutricium (strain ATCC BAA-888 / DSM 13862 / ZAS-9)	Bacteria	Leadbettera azotonutricia ZAS-9	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Breznakiellaceae	g__Leadbettera	s__Leadbettera azotonutricia
763993	UP000276232	Pseudokineococcus lusitanus	Bacteria	Pseudokineococcus lusitanus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kineosporiales	f__Kineosporiaceae	g__Pseudokineococcus	s__Pseudokineococcus lusitanus
243164	UP000008289	Dehalococcoides mccartyi (strain ATCC BAA-2266 / KCTC 15142 / 195)	Bacteria	Dehalococcoides mccartyi 195	k__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__Dehalococcoidaceae	g__Dehalococcoides	s__Dehalococcoides mccartyi
861299	UP000019151	Gemmatirosa kalamazoonesis	Bacteria	Gemmatirosa kalamazoonensis	k__Bacteria	p__Gemmatimonadota	c__Gemmatimonadia	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatirosa	s__Gemmatirosa kalamazoonensis
2126983	UP000245974	Acinetobacter stercoris	Bacteria	Acinetobacter stercoris	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter stercoris
2174842	UP000247099	Coraliomargarita sinensis	Bacteria	Coraliomargarita sinensis	k__Bacteria	p__Verrucomicrobiota	c__Opitutia	o__Puniceicoccales	f__Coraliomargaritaceae	g__Coraliomargarita	s__Coraliomargarita sinensis
269484	UP000000435	Ehrlichia canis (strain Jake)	Bacteria	Ehrlichia canis str. Jake	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rickettsiales	f__Anaplasmataceae	g__Ehrlichia	s__Ehrlichia canis
478744	UP000199021	Lewinella agarilytica	Bacteria	Neolewinella agarilytica	k__Bacteria	p__Bacteroidota	c__Saprospiria	o__Saprospirales	f__Lewinellaceae	g__Neolewinella	s__Neolewinella agarilytica
575540	UP000008631	Isosphaera pallida (strain ATCC 43644 / DSM 9630 / IS1B)	Bacteria	Isosphaera pallida ATCC 43644	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Isosphaerales	f__Isosphaeraceae	g__Isosphaera	s__Isosphaera pallida
2088	UP000266506	Anaeroplasma bactoclasticum	Bacteria	Anaeroplasma bactoclasticum	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Anaeroplasmatales	f__Anaeroplasmataceae	g__Anaeroplasma	s__Anaeroplasma bactoclasticum
316274	UP000000787	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	Bacteria	Herpetosiphon aurantiacus DSM 785	k__Bacteria	p__Chloroflexota	c__Chloroflexia	o__Herpetosiphonales	f__Herpetosiphonaceae	g__Herpetosiphon	s__Herpetosiphon aurantiacus
2108365	UP000516361	Tepiditoga spiralis	Bacteria	Tepiditoga spiralis	k__Bacteria	p__Thermotogota	c__Thermotogae	o__Petrotogales	f__Petrotogaceae	g__Tepiditoga	s__Tepiditoga spiralis
497964	UP000005824	Chthoniobacter flavus Ellin428	Bacteria	Chthoniobacter flavus Ellin428	k__Bacteria	p__Verrucomicrobiota	c__Spartobacteria	o__Chthoniobacterales	f__Chthoniobacteraceae	g__Chthoniobacter	s__Chthoniobacter flavus
722	UP000215738	Actinobacillus seminis	Bacteria	Actinobacillus seminis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pasteurellales	f__Pasteurellaceae	g__Actinobacillus	s__Actinobacillus seminis
2530372	UP000294739	Jiangella asiatica	Bacteria	Jiangella asiatica	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Jiangellales	f__Jiangellaceae	g__Jiangella	s__Jiangella asiatica
1209778	UP000285310	Salinisphaera japonica YTM-1	Bacteria	Salinisphaera japonica YTM-1	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Salinisphaerales	f__Salinisphaeraceae	g__Salinisphaera	s__Salinisphaera japonica
2292771	UP000264589	Parvularcula marina	Bacteria	Parvularcula marina	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvularculales	f__Parvularculaceae	g__Parvularcula	s__Parvularcula marina
1891644	UP000463857	Epidermidibacterium keratini	Bacteria	Epidermidibacterium keratini	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Sporichthyales	f__Sporichthyaceae	g__Epidermidibacterium	s__Epidermidibacterium keratini
314345	UP000005297	Mariprofundus ferrooxydans PV-1	Bacteria	Mariprofundus ferrooxydans PV-1	k__Bacteria	p__Pseudomonadota	c__Zetaproteobacteria	o__Mariprofundales	f__Mariprofundaceae	g__Mariprofundus	s__Mariprofundus ferrooxydans
868864	UP000007102	Desulfurobacterium thermolithotrophum (strain DSM 11699 / BSA)	Bacteria	Desulfurobacterium thermolithotrophum DSM 11699	k__Bacteria	p__Aquificota	c__Aquificia	o__Desulfurobacteriales	f__Desulfurobacteriaceae	g__Desulfurobacterium	s__Desulfurobacterium thermolithotrophum
2161864	UP000244023	Opitutus sp. ER46	Bacteria	Opitutus sp. ER46	k__Bacteria	p__Verrucomicrobiota	c__Opitutia	o__Opitutales	f__Opitutaceae	g__Opitutus	s__Opitutus sp. ER46
745714	UP000193200	Oceanibacterium hippocampi	Bacteria	Oceanibacterium hippocampi	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sneathiellales	f__Sneathiellaceae	g__Oceanibacterium	s__Oceanibacterium hippocampi
389348	UP000069902	Candidatus Protochlamydia naegleriophila	Bacteria	Candidatus Protochlamydia naegleriophila	k__Bacteria	p__Chlamydiota	c__Chlamydiia	o__Parachlamydiales	f__Parachlamydiaceae	g__Candidatus Protochlamydia	s__Candidatus Protochlamydia naegleriophila
1868325	UP000092496	Prosthecochloris sp. CIB 2401	Bacteria	Prosthecochloris sp. CIB 2401	k__Bacteria	p__Chlorobiota	c__Chlorobiia	o__Chlorobiales	f__Chlorobiaceae	g__Prosthecochloris	s__Prosthecochloris sp. CIB 2401
523791	UP000001231	Kangiella koreensis (strain DSM 16069 / KCTC 12182 / SW-125)	Bacteria	Kangiella koreensis DSM 16069	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Kangiellales	f__Kangiellaceae	g__Kangiella	s__Kangiella koreensis
457415	UP000003380	Synergistes sp. 3_1_syn1	Bacteria	Synergistes sp. 3_1_syn1	k__Bacteria	p__Synergistota	c__Synergistia	o__Synergistales	f__Synergistaceae	g__Synergistes	s__Synergistes sp. 3_1_syn1
520764	UP000070427	Fervidicola ferrireducens	Bacteria	Fervidicola ferrireducens	k__Bacteria	p__Bacillota	c__Clostridia	o__Thermosediminibacterales	f__Thermosediminibacteraceae	g__Fervidicola	s__Fervidicola ferrireducens
485913	UP000004508	Ktedonobacter racemifer DSM 44963	Bacteria	Ktedonobacter racemifer DSM 44963	k__Bacteria	p__Chloroflexota	c__Ktedonobacteria	o__Ktedonobacterales	f__Ktedonobacteraceae	g__Ktedonobacter	s__Ktedonobacter racemifer
1266370	UP000011704	Nitrospina gracilis (strain 3/211)	Bacteria	Nitrospina gracilis 3/211	k__Bacteria	p__Nitrospinota	c__Nitrospinia	o__Nitrospinales	f__Nitrospinaceae	g__Nitrospina	s__Nitrospina gracilis
1496996	UP000317043	Stackebrandtia endophytica	Bacteria	Stackebrandtia endophytica	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Glycomycetales	f__Glycomycetaceae	g__Stackebrandtia	s__Stackebrandtia endophytica
1123071	UP000184510	Rubritalea squalenifaciens DSM 18772	Bacteria	Rubritalea squalenifaciens DSM 18772	k__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiia	o__Verrucomicrobiales	f__Rubritaleaceae	g__Rubritalea	s__Rubritalea squalenifaciens
716817	UP000216446	Rubricoccus marinus	Bacteria	Rubricoccus marinus	k__Bacteria	p__Rhodothermota	c__Rhodothermia	o__Rhodothermales	f__Rubricoccaceae	g__Rubricoccus	s__Rubricoccus marinus
2043170	UP000229730	Paremcibacter congregatus	Bacteria	Paremcibacter congregatus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Emcibacterales	f__Emcibacteraceae	g__Paremcibacter	s__Paremcibacter congregatus
1429043	UP000032233	Dethiosulfatarculus sandiegensis	Bacteria	Dethiosulfatarculus sandiegensis	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfarculia	o__Desulfarculales	f__Desulfarculaceae	g__Dethiosulfatarculus	s__Dethiosulfatarculus sandiegensis
1156937	UP000004837	Methylacidiphilum fumariolicum (strain SolV)	Bacteria	Methylacidiphilum fumariolicum SolV	k__Bacteria	p__Verrucomicrobiota	c__Methylacidiphilae	o__Methylacidiphilales	f__Methylacidiphilaceae	g__Methylacidiphilum (ex Ratnadevi et al. 2023)	s__Candidatus Methylacidiphilum fumarolicum
