graph_condition	graph_family	model	feature_setting	model_feature_setting	n_runs	test_auprc_mean	test_auprc_sd	test_auprc_sem	test_mcc_mean	test_mcc_sd	test_mcc_sem	val_auprc_mean	val_auprc_sd	val_auprc_sem	val_mcc_mean	val_mcc_sd	val_mcc_sem	test_auroc_mean	test_auroc_sd	test_auroc_sem	test_accuracy_mean	test_accuracy_sd	test_accuracy_sem	error_bar_definition	adapter_summary_path
STRING_300	STRING	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	5	0.5497912364916027	0.02302148963248798	0.010295523152309955	0.5023376683637852	0.005491610367383724	0.00245592281748252	0.6670147070321564	0.011155439106408987	0.004988864032158001	0.545309986172756	0.008298810786871273	0.003711341010370537	0.9176868176414494	0.0018887642673601783	0.0008446810590579892	0.8871709151692437	0.014205648616011987	0.006352959193975722	mean_plus_minus_sd	
STRING_700	STRING	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	5	0.5921686597706242	0.010365909410204367	0.004635775617964343	0.519342653619738	0.007906820923492524	0.003536037814169389	0.6625431415263547	0.01953993634735814	0.008738525189742349	0.5501372896852941	0.031862091648330364	0.014249160566199003	0.9179060965415264	0.002300494920595404	0.0010288126048688608	0.9190973673213539	0.0036678827007925706	0.0016403270104935418	mean_plus_minus_sd	
eFG_HIGH	eFG	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	5	0.5170740383913364	0.00653029377458702	0.002920436158604053	0.4541486739092435	0.007574576812388007	0.0033874537306586507	0.5687247468299562	0.014851384438641082	0.006641741032956803	0.4789257142190203	0.02464804434864821	0.011022940535201383	0.9040642209928039	0.0033014769729241933	0.0014764653875217458	0.8611784371082323	0.03377735171065567	0.015105690904988976	mean_plus_minus_sd	results/Figure4/summary/Figure4_eFG_HIGH_adapter_summary.tsv
eFG_HIGH_MEDIUM	eFG	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	5	0.5267824836285726	0.0055504412617616355	0.0024822327932837443	0.463978510359168	0.016433397911221715	0.007349238966158961	0.6316188704678772	0.009808145645830954	0.004386336079459318	0.5047366787051863	0.013461291068596013	0.006020072378858293	0.9050446749253316	0.0020370601645744507	0.000911001000449076	0.8993731717509401	0.00936436556317881	0.004187871593085184	mean_plus_minus_sd	results/Figure4/summary/Figure4_eFG_HIGH_MEDIUM_adapter_summary.tsv
eFG_ALL	eFG	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	5	0.5341976903557144	0.009168139991018509	0.0041001168494303394	0.4664148157577225	0.0026557059974820015	0.001187667827724728	0.6441881014678816	0.011300807697661524	0.005053874842524811	0.5113616071799102	0.021492190458009302	0.009611599769896227	0.913041633585798	0.0004393838929405129	0.00019649845056669534	0.9048892603426661	0.008187143766825541	0.0036614020008371197	mean_plus_minus_sd	results/Figure4/summary/Figure4_eFG_ALL_adapter_summary.tsv
