raw_efg_path	raw_edge_count	filtered_raw_edge_count	raw_unique_node_count	filtered_raw_unique_node_count	confidence_filter	allowed_confidence_values	observed_confidence_values	raw_id_type_top	mapped_edge_count	mapped_unique_node_count	dropped_unresolved_edge_count	dropped_self_loop_count	resolved_node_count	unresolved_node_count	mapped_nodes_in_mainline_label_space	label_node_count	label_node_coverage_ratio	mapping_rule_counts	mapping_note
data/processed/PPI/fgraminearum/eFG_ppis.txt	165608	28841	5948	3550	HIGH	HIGH	HIGH|LOW|MEDIUM	ph1_gene_id:3550	24297	3136	4544	0	3194	356	3136	11965	0.26209778520685334	exact_mainline_graph_id:3194	Direct exact graph_gene_id mapping was attempted first; protein_to_canonical_bridge served as fallback.
