raw_id	raw_id_type	mapped_graph_gene_id	mapped_canonical_gene_id	mapping_status	mapping_rule
FGRAMPH1_01G03479	ph1_gene_id	FGRAMPH1_01G03479	fgraminearum::FGRAMPH1_01G03479	resolved	exact_mainline_graph_id
FGRAMPH1_01G03483	ph1_gene_id	FGRAMPH1_01G03483	fgraminearum::FGRAMPH1_01G03483	resolved	exact_mainline_graph_id
FGRAMPH1_01G03491	ph1_gene_id	FGRAMPH1_01G03491	fgraminearum::FGRAMPH1_01G03491	resolved	exact_mainline_graph_id
FGRAMPH1_01G03493	ph1_gene_id	FGRAMPH1_01G03493	fgraminearum::FGRAMPH1_01G03493	resolved	exact_mainline_graph_id
FGRAMPH1_01G03495	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03497	ph1_gene_id	FGRAMPH1_01G03497	fgraminearum::FGRAMPH1_01G03497	resolved	exact_mainline_graph_id
FGRAMPH1_01G03499	ph1_gene_id	FGRAMPH1_01G03499	fgraminearum::FGRAMPH1_01G03499	resolved	exact_mainline_graph_id
FGRAMPH1_01G03505	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03515	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03517	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03523	ph1_gene_id	FGRAMPH1_01G03523	fgraminearum::FGRAMPH1_01G03523	resolved	exact_mainline_graph_id
FGRAMPH1_01G03529	ph1_gene_id	FGRAMPH1_01G03529	fgraminearum::FGRAMPH1_01G03529	resolved	exact_mainline_graph_id
FGRAMPH1_01G03535	ph1_gene_id	FGRAMPH1_01G03535	fgraminearum::FGRAMPH1_01G03535	resolved	exact_mainline_graph_id
FGRAMPH1_01G03539	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03549	ph1_gene_id	FGRAMPH1_01G03549	fgraminearum::FGRAMPH1_01G03549	resolved	exact_mainline_graph_id
FGRAMPH1_01G03555	ph1_gene_id	FGRAMPH1_01G03555	fgraminearum::FGRAMPH1_01G03555	resolved	exact_mainline_graph_id
FGRAMPH1_01G03557	ph1_gene_id	FGRAMPH1_01G03557	fgraminearum::FGRAMPH1_01G03557	resolved	exact_mainline_graph_id
FGRAMPH1_01G03559	ph1_gene_id	FGRAMPH1_01G03559	fgraminearum::FGRAMPH1_01G03559	resolved	exact_mainline_graph_id
FGRAMPH1_01G03561	ph1_gene_id	FGRAMPH1_01G03561	fgraminearum::FGRAMPH1_01G03561	resolved	exact_mainline_graph_id
FGRAMPH1_01G03563	ph1_gene_id	FGRAMPH1_01G03563	fgraminearum::FGRAMPH1_01G03563	resolved	exact_mainline_graph_id
FGRAMPH1_01G03565	ph1_gene_id	FGRAMPH1_01G03565	fgraminearum::FGRAMPH1_01G03565	resolved	exact_mainline_graph_id
FGRAMPH1_01G03575	ph1_gene_id	FGRAMPH1_01G03575	fgraminearum::FGRAMPH1_01G03575	resolved	exact_mainline_graph_id
FGRAMPH1_01G03595	ph1_gene_id	FGRAMPH1_01G03595	fgraminearum::FGRAMPH1_01G03595	resolved	exact_mainline_graph_id
FGRAMPH1_01G03605	ph1_gene_id	FGRAMPH1_01G03605	fgraminearum::FGRAMPH1_01G03605	resolved	exact_mainline_graph_id
FGRAMPH1_01G03607	ph1_gene_id	FGRAMPH1_01G03607	fgraminearum::FGRAMPH1_01G03607	resolved	exact_mainline_graph_id
FGRAMPH1_01G03615	ph1_gene_id	FGRAMPH1_01G03615	fgraminearum::FGRAMPH1_01G03615	resolved	exact_mainline_graph_id
FGRAMPH1_01G03623	ph1_gene_id	FGRAMPH1_01G03623	fgraminearum::FGRAMPH1_01G03623	resolved	exact_mainline_graph_id
FGRAMPH1_01G03625	ph1_gene_id	FGRAMPH1_01G03625	fgraminearum::FGRAMPH1_01G03625	resolved	exact_mainline_graph_id
FGRAMPH1_01G03637	ph1_gene_id	FGRAMPH1_01G03637	fgraminearum::FGRAMPH1_01G03637	resolved	exact_mainline_graph_id
FGRAMPH1_01G03645	ph1_gene_id	FGRAMPH1_01G03645	fgraminearum::FGRAMPH1_01G03645	resolved	exact_mainline_graph_id
FGRAMPH1_01G03665	ph1_gene_id	FGRAMPH1_01G03665	fgraminearum::FGRAMPH1_01G03665	resolved	exact_mainline_graph_id
FGRAMPH1_01G03669	ph1_gene_id	FGRAMPH1_01G03669	fgraminearum::FGRAMPH1_01G03669	resolved	exact_mainline_graph_id
FGRAMPH1_01G03677	ph1_gene_id	FGRAMPH1_01G03677	fgraminearum::FGRAMPH1_01G03677	resolved	exact_mainline_graph_id
FGRAMPH1_01G03679	ph1_gene_id	FGRAMPH1_01G03679	fgraminearum::FGRAMPH1_01G03679	resolved	exact_mainline_graph_id
FGRAMPH1_01G03683	ph1_gene_id	FGRAMPH1_01G03683	fgraminearum::FGRAMPH1_01G03683	resolved	exact_mainline_graph_id
FGRAMPH1_01G03685	ph1_gene_id	FGRAMPH1_01G03685	fgraminearum::FGRAMPH1_01G03685	resolved	exact_mainline_graph_id
FGRAMPH1_01G03687	ph1_gene_id	FGRAMPH1_01G03687	fgraminearum::FGRAMPH1_01G03687	resolved	exact_mainline_graph_id
FGRAMPH1_01G03693	ph1_gene_id	FGRAMPH1_01G03693	fgraminearum::FGRAMPH1_01G03693	resolved	exact_mainline_graph_id
FGRAMPH1_01G03695	ph1_gene_id	FGRAMPH1_01G03695	fgraminearum::FGRAMPH1_01G03695	resolved	exact_mainline_graph_id
FGRAMPH1_01G03709	ph1_gene_id	FGRAMPH1_01G03709	fgraminearum::FGRAMPH1_01G03709	resolved	exact_mainline_graph_id
FGRAMPH1_01G03721	ph1_gene_id	FGRAMPH1_01G03721	fgraminearum::FGRAMPH1_01G03721	resolved	exact_mainline_graph_id
FGRAMPH1_01G03723	ph1_gene_id	FGRAMPH1_01G03723	fgraminearum::FGRAMPH1_01G03723	resolved	exact_mainline_graph_id
FGRAMPH1_01G03729	ph1_gene_id	FGRAMPH1_01G03729	fgraminearum::FGRAMPH1_01G03729	resolved	exact_mainline_graph_id
FGRAMPH1_01G03731	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03739	ph1_gene_id	FGRAMPH1_01G03739	fgraminearum::FGRAMPH1_01G03739	resolved	exact_mainline_graph_id
FGRAMPH1_01G03747	ph1_gene_id	FGRAMPH1_01G03747	fgraminearum::FGRAMPH1_01G03747	resolved	exact_mainline_graph_id
FGRAMPH1_01G03761	ph1_gene_id	FGRAMPH1_01G03761	fgraminearum::FGRAMPH1_01G03761	resolved	exact_mainline_graph_id
FGRAMPH1_01G03785	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03797	ph1_gene_id	FGRAMPH1_01G03797	fgraminearum::FGRAMPH1_01G03797	resolved	exact_mainline_graph_id
FGRAMPH1_01G03801	ph1_gene_id	FGRAMPH1_01G03801	fgraminearum::FGRAMPH1_01G03801	resolved	exact_mainline_graph_id
FGRAMPH1_01G03803	ph1_gene_id	FGRAMPH1_01G03803	fgraminearum::FGRAMPH1_01G03803	resolved	exact_mainline_graph_id
FGRAMPH1_01G03805	ph1_gene_id	FGRAMPH1_01G03805	fgraminearum::FGRAMPH1_01G03805	resolved	exact_mainline_graph_id
FGRAMPH1_01G03817	ph1_gene_id	FGRAMPH1_01G03817	fgraminearum::FGRAMPH1_01G03817	resolved	exact_mainline_graph_id
FGRAMPH1_01G03821	ph1_gene_id	FGRAMPH1_01G03821	fgraminearum::FGRAMPH1_01G03821	resolved	exact_mainline_graph_id
FGRAMPH1_01G03831	ph1_gene_id	FGRAMPH1_01G03831	fgraminearum::FGRAMPH1_01G03831	resolved	exact_mainline_graph_id
FGRAMPH1_01G03833	ph1_gene_id	FGRAMPH1_01G03833	fgraminearum::FGRAMPH1_01G03833	resolved	exact_mainline_graph_id
FGRAMPH1_01G03855	ph1_gene_id	FGRAMPH1_01G03855	fgraminearum::FGRAMPH1_01G03855	resolved	exact_mainline_graph_id
FGRAMPH1_01G03873	ph1_gene_id	FGRAMPH1_01G03873	fgraminearum::FGRAMPH1_01G03873	resolved	exact_mainline_graph_id
FGRAMPH1_01G03885	ph1_gene_id	FGRAMPH1_01G03885	fgraminearum::FGRAMPH1_01G03885	resolved	exact_mainline_graph_id
FGRAMPH1_01G03891	ph1_gene_id	FGRAMPH1_01G03891	fgraminearum::FGRAMPH1_01G03891	resolved	exact_mainline_graph_id
FGRAMPH1_01G03899	ph1_gene_id	FGRAMPH1_01G03899	fgraminearum::FGRAMPH1_01G03899	resolved	exact_mainline_graph_id
FGRAMPH1_01G03907	ph1_gene_id	FGRAMPH1_01G03907	fgraminearum::FGRAMPH1_01G03907	resolved	exact_mainline_graph_id
FGRAMPH1_01G03911	ph1_gene_id	FGRAMPH1_01G03911	fgraminearum::FGRAMPH1_01G03911	resolved	exact_mainline_graph_id
FGRAMPH1_01G03913	ph1_gene_id	FGRAMPH1_01G03913	fgraminearum::FGRAMPH1_01G03913	resolved	exact_mainline_graph_id
FGRAMPH1_01G03917	ph1_gene_id	FGRAMPH1_01G03917	fgraminearum::FGRAMPH1_01G03917	resolved	exact_mainline_graph_id
FGRAMPH1_01G03925	ph1_gene_id	FGRAMPH1_01G03925	fgraminearum::FGRAMPH1_01G03925	resolved	exact_mainline_graph_id
FGRAMPH1_01G03939	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G03959	ph1_gene_id	FGRAMPH1_01G03959	fgraminearum::FGRAMPH1_01G03959	resolved	exact_mainline_graph_id
FGRAMPH1_01G03963	ph1_gene_id	FGRAMPH1_01G03963	fgraminearum::FGRAMPH1_01G03963	resolved	exact_mainline_graph_id
FGRAMPH1_01G03979	ph1_gene_id	FGRAMPH1_01G03979	fgraminearum::FGRAMPH1_01G03979	resolved	exact_mainline_graph_id
FGRAMPH1_01G03999	ph1_gene_id	FGRAMPH1_01G03999	fgraminearum::FGRAMPH1_01G03999	resolved	exact_mainline_graph_id
FGRAMPH1_01G04001	ph1_gene_id	FGRAMPH1_01G04001	fgraminearum::FGRAMPH1_01G04001	resolved	exact_mainline_graph_id
FGRAMPH1_01G04015	ph1_gene_id	FGRAMPH1_01G04015	fgraminearum::FGRAMPH1_01G04015	resolved	exact_mainline_graph_id
FGRAMPH1_01G04019	ph1_gene_id	FGRAMPH1_01G04019	fgraminearum::FGRAMPH1_01G04019	resolved	exact_mainline_graph_id
FGRAMPH1_01G04021	ph1_gene_id	FGRAMPH1_01G04021	fgraminearum::FGRAMPH1_01G04021	resolved	exact_mainline_graph_id
FGRAMPH1_01G04023	ph1_gene_id	FGRAMPH1_01G04023	fgraminearum::FGRAMPH1_01G04023	resolved	exact_mainline_graph_id
FGRAMPH1_01G04037	ph1_gene_id	FGRAMPH1_01G04037	fgraminearum::FGRAMPH1_01G04037	resolved	exact_mainline_graph_id
FGRAMPH1_01G04045	ph1_gene_id	FGRAMPH1_01G04045	fgraminearum::FGRAMPH1_01G04045	resolved	exact_mainline_graph_id
FGRAMPH1_01G04077	ph1_gene_id	FGRAMPH1_01G04077	fgraminearum::FGRAMPH1_01G04077	resolved	exact_mainline_graph_id
FGRAMPH1_01G04095	ph1_gene_id	FGRAMPH1_01G04095	fgraminearum::FGRAMPH1_01G04095	resolved	exact_mainline_graph_id
FGRAMPH1_01G04097	ph1_gene_id	FGRAMPH1_01G04097	fgraminearum::FGRAMPH1_01G04097	resolved	exact_mainline_graph_id
FGRAMPH1_01G04099	ph1_gene_id	FGRAMPH1_01G04099	fgraminearum::FGRAMPH1_01G04099	resolved	exact_mainline_graph_id
FGRAMPH1_01G04103	ph1_gene_id	FGRAMPH1_01G04103	fgraminearum::FGRAMPH1_01G04103	resolved	exact_mainline_graph_id
FGRAMPH1_01G04105	ph1_gene_id	FGRAMPH1_01G04105	fgraminearum::FGRAMPH1_01G04105	resolved	exact_mainline_graph_id
FGRAMPH1_01G04111	ph1_gene_id	FGRAMPH1_01G04111	fgraminearum::FGRAMPH1_01G04111	resolved	exact_mainline_graph_id
FGRAMPH1_01G04113	ph1_gene_id	FGRAMPH1_01G04113	fgraminearum::FGRAMPH1_01G04113	resolved	exact_mainline_graph_id
FGRAMPH1_01G04115	ph1_gene_id	FGRAMPH1_01G04115	fgraminearum::FGRAMPH1_01G04115	resolved	exact_mainline_graph_id
FGRAMPH1_01G04117	ph1_gene_id	FGRAMPH1_01G04117	fgraminearum::FGRAMPH1_01G04117	resolved	exact_mainline_graph_id
FGRAMPH1_01G04129	ph1_gene_id	FGRAMPH1_01G04129	fgraminearum::FGRAMPH1_01G04129	resolved	exact_mainline_graph_id
FGRAMPH1_01G04133	ph1_gene_id	FGRAMPH1_01G04133	fgraminearum::FGRAMPH1_01G04133	resolved	exact_mainline_graph_id
FGRAMPH1_01G04139	ph1_gene_id	FGRAMPH1_01G04139	fgraminearum::FGRAMPH1_01G04139	resolved	exact_mainline_graph_id
FGRAMPH1_01G04145	ph1_gene_id	FGRAMPH1_01G04145	fgraminearum::FGRAMPH1_01G04145	resolved	exact_mainline_graph_id
FGRAMPH1_01G04157	ph1_gene_id	FGRAMPH1_01G04157	fgraminearum::FGRAMPH1_01G04157	resolved	exact_mainline_graph_id
FGRAMPH1_01G04165	ph1_gene_id	FGRAMPH1_01G04165	fgraminearum::FGRAMPH1_01G04165	resolved	exact_mainline_graph_id
FGRAMPH1_01G04193	ph1_gene_id	FGRAMPH1_01G04193	fgraminearum::FGRAMPH1_01G04193	resolved	exact_mainline_graph_id
FGRAMPH1_01G04209	ph1_gene_id	FGRAMPH1_01G04209	fgraminearum::FGRAMPH1_01G04209	resolved	exact_mainline_graph_id
FGRAMPH1_01G04229	ph1_gene_id	FGRAMPH1_01G04229	fgraminearum::FGRAMPH1_01G04229	resolved	exact_mainline_graph_id
FGRAMPH1_01G04233	ph1_gene_id	FGRAMPH1_01G04233	fgraminearum::FGRAMPH1_01G04233	resolved	exact_mainline_graph_id
FGRAMPH1_01G04235	ph1_gene_id	FGRAMPH1_01G04235	fgraminearum::FGRAMPH1_01G04235	resolved	exact_mainline_graph_id
FGRAMPH1_01G04237	ph1_gene_id	FGRAMPH1_01G04237	fgraminearum::FGRAMPH1_01G04237	resolved	exact_mainline_graph_id
FGRAMPH1_01G04239	ph1_gene_id	FGRAMPH1_01G04239	fgraminearum::FGRAMPH1_01G04239	resolved	exact_mainline_graph_id
FGRAMPH1_01G04247	ph1_gene_id	FGRAMPH1_01G04247	fgraminearum::FGRAMPH1_01G04247	resolved	exact_mainline_graph_id
FGRAMPH1_01G04249	ph1_gene_id	FGRAMPH1_01G04249	fgraminearum::FGRAMPH1_01G04249	resolved	exact_mainline_graph_id
FGRAMPH1_01G04259	ph1_gene_id	FGRAMPH1_01G04259	fgraminearum::FGRAMPH1_01G04259	resolved	exact_mainline_graph_id
FGRAMPH1_01G04273	ph1_gene_id	FGRAMPH1_01G04273	fgraminearum::FGRAMPH1_01G04273	resolved	exact_mainline_graph_id
FGRAMPH1_01G04275	ph1_gene_id	FGRAMPH1_01G04275	fgraminearum::FGRAMPH1_01G04275	resolved	exact_mainline_graph_id
FGRAMPH1_01G04279	ph1_gene_id	FGRAMPH1_01G04279	fgraminearum::FGRAMPH1_01G04279	resolved	exact_mainline_graph_id
FGRAMPH1_01G04281	ph1_gene_id	FGRAMPH1_01G04281	fgraminearum::FGRAMPH1_01G04281	resolved	exact_mainline_graph_id
FGRAMPH1_01G04289	ph1_gene_id	FGRAMPH1_01G04289	fgraminearum::FGRAMPH1_01G04289	resolved	exact_mainline_graph_id
FGRAMPH1_01G04291	ph1_gene_id	FGRAMPH1_01G04291	fgraminearum::FGRAMPH1_01G04291	resolved	exact_mainline_graph_id
FGRAMPH1_01G04293	ph1_gene_id	FGRAMPH1_01G04293	fgraminearum::FGRAMPH1_01G04293	resolved	exact_mainline_graph_id
FGRAMPH1_01G04309	ph1_gene_id	FGRAMPH1_01G04309	fgraminearum::FGRAMPH1_01G04309	resolved	exact_mainline_graph_id
FGRAMPH1_01G04333	ph1_gene_id	FGRAMPH1_01G04333	fgraminearum::FGRAMPH1_01G04333	resolved	exact_mainline_graph_id
FGRAMPH1_01G04347	ph1_gene_id	FGRAMPH1_01G04347	fgraminearum::FGRAMPH1_01G04347	resolved	exact_mainline_graph_id
FGRAMPH1_01G04353	ph1_gene_id	FGRAMPH1_01G04353	fgraminearum::FGRAMPH1_01G04353	resolved	exact_mainline_graph_id
FGRAMPH1_01G04361	ph1_gene_id	FGRAMPH1_01G04361	fgraminearum::FGRAMPH1_01G04361	resolved	exact_mainline_graph_id
FGRAMPH1_01G04375	ph1_gene_id	FGRAMPH1_01G04375	fgraminearum::FGRAMPH1_01G04375	resolved	exact_mainline_graph_id
FGRAMPH1_01G04383	ph1_gene_id	FGRAMPH1_01G04383	fgraminearum::FGRAMPH1_01G04383	resolved	exact_mainline_graph_id
FGRAMPH1_01G04387	ph1_gene_id	FGRAMPH1_01G04387	fgraminearum::FGRAMPH1_01G04387	resolved	exact_mainline_graph_id
FGRAMPH1_01G04389	ph1_gene_id	FGRAMPH1_01G04389	fgraminearum::FGRAMPH1_01G04389	resolved	exact_mainline_graph_id
FGRAMPH1_01G04391	ph1_gene_id	FGRAMPH1_01G04391	fgraminearum::FGRAMPH1_01G04391	resolved	exact_mainline_graph_id
FGRAMPH1_01G04397	ph1_gene_id	FGRAMPH1_01G04397	fgraminearum::FGRAMPH1_01G04397	resolved	exact_mainline_graph_id
FGRAMPH1_01G04403	ph1_gene_id	FGRAMPH1_01G04403	fgraminearum::FGRAMPH1_01G04403	resolved	exact_mainline_graph_id
FGRAMPH1_01G04415	ph1_gene_id	FGRAMPH1_01G04415	fgraminearum::FGRAMPH1_01G04415	resolved	exact_mainline_graph_id
FGRAMPH1_01G04419	ph1_gene_id	FGRAMPH1_01G04419	fgraminearum::FGRAMPH1_01G04419	resolved	exact_mainline_graph_id
FGRAMPH1_01G04425	ph1_gene_id	FGRAMPH1_01G04425	fgraminearum::FGRAMPH1_01G04425	resolved	exact_mainline_graph_id
FGRAMPH1_01G04431	ph1_gene_id	FGRAMPH1_01G04431	fgraminearum::FGRAMPH1_01G04431	resolved	exact_mainline_graph_id
FGRAMPH1_01G04449	ph1_gene_id	FGRAMPH1_01G04449	fgraminearum::FGRAMPH1_01G04449	resolved	exact_mainline_graph_id
FGRAMPH1_01G04457	ph1_gene_id	FGRAMPH1_01G04457	fgraminearum::FGRAMPH1_01G04457	resolved	exact_mainline_graph_id
FGRAMPH1_01G04469	ph1_gene_id	FGRAMPH1_01G04469	fgraminearum::FGRAMPH1_01G04469	resolved	exact_mainline_graph_id
FGRAMPH1_01G04477	ph1_gene_id	FGRAMPH1_01G04477	fgraminearum::FGRAMPH1_01G04477	resolved	exact_mainline_graph_id
FGRAMPH1_01G04491	ph1_gene_id	FGRAMPH1_01G04491	fgraminearum::FGRAMPH1_01G04491	resolved	exact_mainline_graph_id
FGRAMPH1_01G04495	ph1_gene_id	FGRAMPH1_01G04495	fgraminearum::FGRAMPH1_01G04495	resolved	exact_mainline_graph_id
FGRAMPH1_01G04497	ph1_gene_id	FGRAMPH1_01G04497	fgraminearum::FGRAMPH1_01G04497	resolved	exact_mainline_graph_id
FGRAMPH1_01G04515	ph1_gene_id	FGRAMPH1_01G04515	fgraminearum::FGRAMPH1_01G04515	resolved	exact_mainline_graph_id
FGRAMPH1_01G04523	ph1_gene_id	FGRAMPH1_01G04523	fgraminearum::FGRAMPH1_01G04523	resolved	exact_mainline_graph_id
FGRAMPH1_01G04525	ph1_gene_id	FGRAMPH1_01G04525	fgraminearum::FGRAMPH1_01G04525	resolved	exact_mainline_graph_id
FGRAMPH1_01G04527	ph1_gene_id	FGRAMPH1_01G04527	fgraminearum::FGRAMPH1_01G04527	resolved	exact_mainline_graph_id
FGRAMPH1_01G04529	ph1_gene_id	FGRAMPH1_01G04529	fgraminearum::FGRAMPH1_01G04529	resolved	exact_mainline_graph_id
FGRAMPH1_01G04531	ph1_gene_id	FGRAMPH1_01G04531	fgraminearum::FGRAMPH1_01G04531	resolved	exact_mainline_graph_id
FGRAMPH1_01G04551	ph1_gene_id	FGRAMPH1_01G04551	fgraminearum::FGRAMPH1_01G04551	resolved	exact_mainline_graph_id
FGRAMPH1_01G04555	ph1_gene_id	FGRAMPH1_01G04555	fgraminearum::FGRAMPH1_01G04555	resolved	exact_mainline_graph_id
FGRAMPH1_01G04559	ph1_gene_id	FGRAMPH1_01G04559	fgraminearum::FGRAMPH1_01G04559	resolved	exact_mainline_graph_id
FGRAMPH1_01G04569	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04571	ph1_gene_id	FGRAMPH1_01G04571	fgraminearum::FGRAMPH1_01G04571	resolved	exact_mainline_graph_id
FGRAMPH1_01G04573	ph1_gene_id	FGRAMPH1_01G04573	fgraminearum::FGRAMPH1_01G04573	resolved	exact_mainline_graph_id
FGRAMPH1_01G04575	ph1_gene_id	FGRAMPH1_01G04575	fgraminearum::FGRAMPH1_01G04575	resolved	exact_mainline_graph_id
FGRAMPH1_01G04577	ph1_gene_id	FGRAMPH1_01G04577	fgraminearum::FGRAMPH1_01G04577	resolved	exact_mainline_graph_id
FGRAMPH1_01G04583	ph1_gene_id	FGRAMPH1_01G04583	fgraminearum::FGRAMPH1_01G04583	resolved	exact_mainline_graph_id
FGRAMPH1_01G04585	ph1_gene_id	FGRAMPH1_01G04585	fgraminearum::FGRAMPH1_01G04585	resolved	exact_mainline_graph_id
FGRAMPH1_01G04595	ph1_gene_id	FGRAMPH1_01G04595	fgraminearum::FGRAMPH1_01G04595	resolved	exact_mainline_graph_id
FGRAMPH1_01G04597	ph1_gene_id	FGRAMPH1_01G04597	fgraminearum::FGRAMPH1_01G04597	resolved	exact_mainline_graph_id
FGRAMPH1_01G04599	ph1_gene_id	FGRAMPH1_01G04599	fgraminearum::FGRAMPH1_01G04599	resolved	exact_mainline_graph_id
FGRAMPH1_01G04607	ph1_gene_id	FGRAMPH1_01G04607	fgraminearum::FGRAMPH1_01G04607	resolved	exact_mainline_graph_id
FGRAMPH1_01G04611	ph1_gene_id	FGRAMPH1_01G04611	fgraminearum::FGRAMPH1_01G04611	resolved	exact_mainline_graph_id
FGRAMPH1_01G04629	ph1_gene_id	FGRAMPH1_01G04629	fgraminearum::FGRAMPH1_01G04629	resolved	exact_mainline_graph_id
FGRAMPH1_01G04631	ph1_gene_id	FGRAMPH1_01G04631	fgraminearum::FGRAMPH1_01G04631	resolved	exact_mainline_graph_id
FGRAMPH1_01G04637	ph1_gene_id	FGRAMPH1_01G04637	fgraminearum::FGRAMPH1_01G04637	resolved	exact_mainline_graph_id
FGRAMPH1_01G04643	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04647	ph1_gene_id	FGRAMPH1_01G04647	fgraminearum::FGRAMPH1_01G04647	resolved	exact_mainline_graph_id
FGRAMPH1_01G04649	ph1_gene_id	FGRAMPH1_01G04649	fgraminearum::FGRAMPH1_01G04649	resolved	exact_mainline_graph_id
FGRAMPH1_01G04651	ph1_gene_id	FGRAMPH1_01G04651	fgraminearum::FGRAMPH1_01G04651	resolved	exact_mainline_graph_id
FGRAMPH1_01G04655	ph1_gene_id	FGRAMPH1_01G04655	fgraminearum::FGRAMPH1_01G04655	resolved	exact_mainline_graph_id
FGRAMPH1_01G04663	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04665	ph1_gene_id	FGRAMPH1_01G04665	fgraminearum::FGRAMPH1_01G04665	resolved	exact_mainline_graph_id
FGRAMPH1_01G04681	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04695	ph1_gene_id	FGRAMPH1_01G04695	fgraminearum::FGRAMPH1_01G04695	resolved	exact_mainline_graph_id
FGRAMPH1_01G04699	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04705	ph1_gene_id	FGRAMPH1_01G04705	fgraminearum::FGRAMPH1_01G04705	resolved	exact_mainline_graph_id
FGRAMPH1_01G04711	ph1_gene_id	FGRAMPH1_01G04711	fgraminearum::FGRAMPH1_01G04711	resolved	exact_mainline_graph_id
FGRAMPH1_01G04715	ph1_gene_id	FGRAMPH1_01G04715	fgraminearum::FGRAMPH1_01G04715	resolved	exact_mainline_graph_id
FGRAMPH1_01G04717	ph1_gene_id	FGRAMPH1_01G04717	fgraminearum::FGRAMPH1_01G04717	resolved	exact_mainline_graph_id
FGRAMPH1_01G04719	ph1_gene_id	FGRAMPH1_01G04719	fgraminearum::FGRAMPH1_01G04719	resolved	exact_mainline_graph_id
FGRAMPH1_01G04723	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04725	ph1_gene_id	FGRAMPH1_01G04725	fgraminearum::FGRAMPH1_01G04725	resolved	exact_mainline_graph_id
FGRAMPH1_01G04727	ph1_gene_id	FGRAMPH1_01G04727	fgraminearum::FGRAMPH1_01G04727	resolved	exact_mainline_graph_id
FGRAMPH1_01G04729	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04731	ph1_gene_id	FGRAMPH1_01G04731	fgraminearum::FGRAMPH1_01G04731	resolved	exact_mainline_graph_id
FGRAMPH1_01G04737	ph1_gene_id	FGRAMPH1_01G04737	fgraminearum::FGRAMPH1_01G04737	resolved	exact_mainline_graph_id
FGRAMPH1_01G04747	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04751	ph1_gene_id	FGRAMPH1_01G04751	fgraminearum::FGRAMPH1_01G04751	resolved	exact_mainline_graph_id
FGRAMPH1_01G04753	ph1_gene_id	FGRAMPH1_01G04753	fgraminearum::FGRAMPH1_01G04753	resolved	exact_mainline_graph_id
FGRAMPH1_01G04761	ph1_gene_id	FGRAMPH1_01G04761	fgraminearum::FGRAMPH1_01G04761	resolved	exact_mainline_graph_id
FGRAMPH1_01G04771	ph1_gene_id	FGRAMPH1_01G04771	fgraminearum::FGRAMPH1_01G04771	resolved	exact_mainline_graph_id
FGRAMPH1_01G04773	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04781	ph1_gene_id	FGRAMPH1_01G04781	fgraminearum::FGRAMPH1_01G04781	resolved	exact_mainline_graph_id
FGRAMPH1_01G04785	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04787	ph1_gene_id	FGRAMPH1_01G04787	fgraminearum::FGRAMPH1_01G04787	resolved	exact_mainline_graph_id
FGRAMPH1_01G04799	ph1_gene_id	FGRAMPH1_01G04799	fgraminearum::FGRAMPH1_01G04799	resolved	exact_mainline_graph_id
FGRAMPH1_01G04801	ph1_gene_id	FGRAMPH1_01G04801	fgraminearum::FGRAMPH1_01G04801	resolved	exact_mainline_graph_id
FGRAMPH1_01G04805	ph1_gene_id	FGRAMPH1_01G04805	fgraminearum::FGRAMPH1_01G04805	resolved	exact_mainline_graph_id
FGRAMPH1_01G04807	ph1_gene_id	FGRAMPH1_01G04807	fgraminearum::FGRAMPH1_01G04807	resolved	exact_mainline_graph_id
FGRAMPH1_01G04811	ph1_gene_id	FGRAMPH1_01G04811	fgraminearum::FGRAMPH1_01G04811	resolved	exact_mainline_graph_id
FGRAMPH1_01G04825	ph1_gene_id	FGRAMPH1_01G04825	fgraminearum::FGRAMPH1_01G04825	resolved	exact_mainline_graph_id
FGRAMPH1_01G04831	ph1_gene_id	FGRAMPH1_01G04831	fgraminearum::FGRAMPH1_01G04831	resolved	exact_mainline_graph_id
FGRAMPH1_01G04837	ph1_gene_id	FGRAMPH1_01G04837	fgraminearum::FGRAMPH1_01G04837	resolved	exact_mainline_graph_id
FGRAMPH1_01G04853	ph1_gene_id			unresolved	not_found
FGRAMPH1_01G04859	ph1_gene_id	FGRAMPH1_01G04859	fgraminearum::FGRAMPH1_01G04859	resolved	exact_mainline_graph_id
FGRAMPH1_01G04861	ph1_gene_id	FGRAMPH1_01G04861	fgraminearum::FGRAMPH1_01G04861	resolved	exact_mainline_graph_id
