protocol	model	feature_setting	model_feature_setting	efg_main_version	string_300_edge_count	string_700_edge_count	efg_edge_count	string_300_intersect_efg_edge_count	string_700_intersect_efg_edge_count	string_300_only_edge_count	string_700_only_edge_count	efg_only_vs_string_300_edge_count	efg_only_vs_string_700_edge_count	string_300_overlap_ratio	string_700_overlap_ratio	efg_overlap_ratio_vs_string_300	efg_overlap_ratio_vs_string_700	string_300_node_overlap_with_efg	string_700_node_overlap_with_efg	efg_adapter_summary_path
fgraminearum_newlabel	GraphSAGE	ORT_EXP_SUB_ESM2	GraphSAGE + ORT_EXP_SUB_ESM2	eFG_ALL	362023	60548	123958	16225	6725	345798	53823	107733	117233	0.0448175944622303	0.11106890401004162	0.1308911082786105	0.0542522467287307	5027	3067	results/Figure4/summary/Figure4_eFG_adapter_summary.tsv
