Target	Species	Regime	Model	Feature_Setting	ESM2_Dim	Label_Regime	Split_Version	Runs	Seed_List	AUROC_mean	AUROC_std	AUPRC_mean	AUPRC_std	MCC_mean	MCC_std	F1_mean	F1_std	Precision_mean	Precision_std	Recall_mean	Recall_std	Specificity_mean	Specificity_std
fgraminearum	fgraminearum	oldlabel	GIN	ORT		old440	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.750247357293869	0.0492756977046232	0.15944497302482033	0.013734073034699186	0.1770170291651904	0.019728174787712494	0.1860929195348774	0.01539419107453964	0.13270993554958202	0.03472681029740966	0.4727272727272728	0.20812524042623792	0.8466976744186047	0.09579390171756061
fgraminearum	fgraminearum	newlabel	GIN	ORT		new_label	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.8563498464627625	0.004803130982642756	0.4558747250377581	0.018445425859887	0.4200763157986655	0.015606116977851952	0.45825513211255886	0.01946257786865498	0.33728672903338835	0.0265087080304938	0.7242009132420091	0.05097821273772736	0.8540938362465502	0.029264953436315744
fgraminearum	fgraminearum	oldlabel	GIN	EXP		old440	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.7489154334038055	0.023583794429145932	0.10932427608935402	0.016455510336419756	0.14371567440685148	0.04753443543237725	0.14878848586032603	0.03018942877017945	0.09048260650772089	0.014824781325479482	0.5454545454545455	0.21259416970306488	0.769953488372093	0.10075651108871934
fgraminearum	fgraminearum	newlabel	GIN	EXP		new_label	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.8480810995870668	0.010854938731957474	0.44129559737098056	0.010961787135379706	0.390151611406817	0.021810992140285066	0.4313758248200502	0.018745041791228857	0.31161317815096207	0.020143217992364258	0.7077625570776255	0.05356302574836596	0.8410303587856486	0.022911701540363327
fgraminearum	fgraminearum	oldlabel	GIN	SUB		old440	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.7615697674418606	0.028520586167007263	0.17092168330563837	0.041503861777506236	0.19855545486703577	0.022181129992531818	0.20437448875701475	0.01673447482214474	0.1372516401934019	0.025505310943328394	0.5045454545454545	0.14982772476226827	0.8581395348837209	0.05920036834989843
fgraminearum	fgraminearum	newlabel	GIN	SUB		new_label	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.8559413239908759	0.004033961519781778	0.47640005580381384	0.013856085746271818	0.43196246661221505	0.020414233994786826	0.4675061347432317	0.024005227251960786	0.3438905995472931	0.03115268621398565	0.7406392694063927	0.04740069140588488	0.8546458141674332	0.02994194043447769
fgraminearum	fgraminearum	oldlabel	GIN	ORT_EXP		old440	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.7838905919661734	0.017883379365247958	0.17385723452883628	0.023911683161501707	0.20525477298947678	0.023269235465152725	0.21317393767491982	0.019781057364995185	0.1378666377547501	0.019475986559400922	0.5068181818181818	0.10305258226140576	0.8650232558139536	0.04167960931129041
fgraminearum	fgraminearum	newlabel	GIN	ORT_EXP		new_label	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.8555388925995471	0.013875127753590406	0.4605551856330951	0.018297124292366688	0.40862227444709776	0.008033978154461519	0.4456458060270062	0.0118921464870283	0.3270772977174065	0.03130358557397668	0.7232876712328766	0.09006436957763748	0.8455381784728612	0.03878427820618
fgraminearum	fgraminearum	oldlabel	GIN	ORT_SUB		old440	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.780784355179704	0.01840535161988948	0.16791294718726338	0.015700302507453714	0.19402787128775623	0.014213506196709769	0.19500127290408864	0.02396209233601987	0.12031466087669765	0.022988786336428976	0.5681818181818181	0.08654287620299897	0.8177674418604651	0.061647403673347714
fgraminearum	fgraminearum	newlabel	GIN	ORT_SUB		new_label	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.8588957080986166	0.005328168759885202	0.46273640026291574	0.019427308885421345	0.41842304334329317	0.024600379090169544	0.44995271714730345	0.029713833166247736	0.32081352713112843	0.035376888343376885	0.7662100456621005	0.0379187935927428	0.8322907083716652	0.036046360630608454
fgraminearum	fgraminearum	oldlabel	GIN	EXP_SUB		old440	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.7071754756871036	0.040088613154182336	0.12523000592081615	0.005026536345410184	0.11542576877606456	0.07618512885397882	0.13059268669744656	0.07887854024648977	0.13043470274164118	0.10365823057044896	0.2590909090909091	0.1839926786182645	0.909953488372093	0.08130817923688033
fgraminearum	fgraminearum	newlabel	GIN	EXP_SUB		new_label	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.8509878052366489	0.007167685234721981	0.4577676287053306	0.016448464598697143	0.39612987006893496	0.015579195829764803	0.4291384907798963	0.01516042160934628	0.29939469415176123	0.015352520537229863	0.7598173515981735	0.021917808219178075	0.8200551977920882	0.016067520106436622
fgraminearum	fgraminearum	oldlabel	GIN	ORT_EXP_SUB		old440	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.6723662790697673	0.05461153920975087	0.1452464143841418	0.020195801346323334	0.146260801415798	0.025552203058978734	0.15760443615637226	0.02204045585037785	0.19596508029203233	0.06287346028984142	0.22727272727272724	0.2020044185753543	0.9412093023255815	0.074090906406351
fgraminearum	fgraminearum	newlabel	GIN	ORT_EXP_SUB		new_label	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.8593657714878619	0.006417562085953139	0.4655219451656434	0.01366444500169131	0.40405024135551704	0.017198863431088975	0.4345319330371183	0.021798414380267916	0.30378671669298163	0.02708274035409835	0.7726027397260274	0.03541683914094121	0.8187672493100276	0.028998547642826934
