protocol	species	regime	model	feature_setting	feature_contract_group	label_regime	split_version	graph_source	graph_contract	threshold_strategy	evaluation_contract	label_manifest	split_manifest	config_used	is_deterministic	require_true_node2vec	embedding_method	embedding_backend	fallback_used	esm2_dim	n_runs	seed_list	run_ids	test_auroc_mean	test_auroc_std	test_auprc_mean	test_auprc_std	test_mcc_mean	test_mcc_std	test_f1_mean	test_f1_std	test_precision_mean	test_precision_std	test_recall_mean	test_recall_std	test_accuracy_mean	test_accuracy_std	test_specificity_mean	test_specificity_std	val_auroc_mean	val_auroc_std	val_auprc_mean	val_auprc_std	val_mcc_mean	val_mcc_std	val_f1_mean	val_f1_std	val_precision_mean	val_precision_std	val_recall_mean	val_recall_std	val_accuracy_mean	val_accuracy_std	val_specificity_mean	val_specificity_std	target	feature_label	AUROC_mean	AUROC_std	AUPRC_mean	AUPRC_std	MCC_mean	MCC_std	F1_mean	F1_std
fgraminearum_oldlabel	fgraminearum	oldlabel	GCN	ORT_EXP	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.7844080338266385	0.0014703899121488687	0.18780700373898726	0.007799465562538455	0.1633995736079325	0.004287459434243287	0.15263702772182106	0.0024945759280186144	0.08572748961311587	0.0014818602325791755	0.6954545454545455	0.008503766788122622	0.6963360142984808	0.004061954665724206	0.696372093023256	0.0041953385241970875	0.7597505285412263	0.002322904475091191	0.17252873844081193	0.004435682717909499	0.15434618258912178	0.005545123287855765	0.14644819052464678	0.002930863166339078	0.0819048782647814	0.001681497455189214	0.6909090909090908	0.011134044285378127	0.6832886505808758	0.00274571787233908	0.6829767441860465	0.0025236576681396537	fgraminearum	ortholog+expression	0.7844080338266385	0.0014703899121488687	0.18780700373898726	0.007799465562538455	0.1633995736079325	0.004287459434243287	0.15263702772182106	0.0024945759280186144
fgraminearum_oldlabel	fgraminearum	oldlabel	GCN	ORT_SUB	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.7972457716701904	0.0022200307001375105	0.20507726423537953	0.011269055870877377	0.17832992330127587	0.002384883923774774	0.16653489781166658	0.0024104331104676494	0.09499417339858487	0.0016820584821870173	0.675	0.009090909090909127	0.7342269883824843	0.007430783380156339	0.7366511627906976	0.008063565742425798	0.7988752642706131	0.009867099114104876	0.1785915912402028	0.011563720685396664	0.17713897675253745	0.018659414082328164	0.16431857505857658	0.010694212539285833	0.09334031142465937	0.00626839126233737	0.6863636363636363	0.036363636363636376	0.7251117068811439	0.010008936550491539	0.7266976744186047	0.009602595646931273	fgraminearum	ortholog+subloc	0.7972457716701904	0.0022200307001375105	0.20507726423537953	0.011269055870877377	0.17832992330127587	0.002384883923774774	0.16653489781166658	0.0024104331104676494
fgraminearum_oldlabel	fgraminearum	oldlabel	GCN	EXP_SUB	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.7709038054968287	0.005421601638902866	0.13183170609123426	0.005260211085688	0.16106231622822934	0.004230924654600557	0.146131794236731	0.004592612985183197	0.08106250120626225	0.0030338229699907278	0.7431818181818182	0.018463723646899896	0.6578194816800715	0.020543183970885226	0.6543255813953488	0.022118027466165473	0.7477463002114165	0.004842971774252051	0.1415903092974924	0.006921290646863276	0.14515218882659692	0.010515029158719243	0.1392405851164519	0.006630926977765125	0.07734321455441381	0.0040946056868234	0.7	0.026504326794751384	0.6588025022341376	0.02261777196880914	0.6571162790697674	0.024140207007715107	fgraminearum	expression+subloc	0.7709038054968287	0.005421601638902866	0.13183170609123426	0.005260211085688	0.16106231622822934	0.004230924654600557	0.146131794236731	0.004592612985183197
fgraminearum_oldlabel	fgraminearum	oldlabel	GCN	ORT_EXP_SUB	ort_exp_sub_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.7987822410147991	0.0056633833392680565	0.19609122301759066	0.016229636277232937	0.18086095635482466	0.004966182618584773	0.16596237201732625	0.005475452521803265	0.09422537773677975	0.0037942382388862117	0.6977272727272726	0.017007533576245213	0.7236818588025022	0.016703462366335776	0.7247441860465116	0.01803883797533173	0.7814376321353066	0.013302516432802166	0.1715706959780807	0.006664637397442952	0.17158406662176087	0.01632417628220939	0.15901956907102927	0.01039356827500607	0.08979608099150947	0.006306500462095688	0.6954545454545455	0.023177361425421778	0.7099195710455763	0.01539163548998103	0.7105116279069768	0.015481037442020269	fgraminearum	ortholog+expression+subloc	0.7987822410147991	0.0056633833392680565	0.19609122301759066	0.016229636277232937	0.18086095635482466	0.004966182618584773	0.16596237201732625	0.005475452521803265
fgraminearum_oldlabel	fgraminearum	oldlabel	GAT	ORT	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.707683932346723	0.026577732511340303	0.0946776895521089	0.029850458921668162	0.11209647733037728	0.043122339346797385	0.11949212530976157	0.029754428267310836	0.06577182237571119	0.018782375607997615	0.7704545454545455	0.1284442831904072	0.5055406613047364	0.19781869524914628	0.4946976744186046	0.21079439229915525	0.7158900634249471	0.03661390987295224	0.08524219888396892	0.02149080191519696	0.11170002053723763	0.05724762637721476	0.11920953595066694	0.03087212677590769	0.0653220629545574	0.0188378306213824	0.7818181818181819	0.12162807418417863	0.5002680965147452	0.18856536595053267	0.4887441860465115	0.1999169973789001	fgraminearum	ortholog	0.707683932346723	0.026577732511340303	0.0946776895521089	0.029850458921668162	0.11209647733037728	0.043122339346797385	0.11949212530976157	0.029754428267310836
fgraminearum_oldlabel	fgraminearum	oldlabel	GAT	EXP	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.7224947145877378	0.03385168354682603	0.08299941498468615	0.017164271209449307	0.13305032734397568	0.022563080488238473	0.1258600576772039	0.013050019746073293	0.06857883446298645	0.007708125854689002	0.775	0.03692744729379984	0.5710455764075067	0.05962427377004871	0.5626976744186047	0.06277960280962729	0.7127188160676531	0.016952294416124756	0.09089402267230404	0.013420470068908487	0.12306342545399418	0.014856658624734398	0.12085019706377868	0.00540537003879711	0.06579946280822654	0.0032169083158811425	0.7500000000000001	0.08503766788122598	0.5701519213583557	0.05228607604531137	0.5627906976744186	0.05764740552687978	fgraminearum	expression	0.7224947145877378	0.03385168354682603	0.08299941498468615	0.017164271209449307	0.13305032734397568	0.022563080488238473	0.1258600576772039	0.013050019746073293
fgraminearum_oldlabel	fgraminearum	oldlabel	GAT	SUB	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.7906855179704018	0.007226045390067364	0.18076569132379955	0.019688443870285347	0.16833198788259587	0.01981838263220162	0.1537299156984951	0.017397949777641836	0.0862303779123678	0.011537942732427838	0.7272727272727273	0.04601921984390131	0.6798033958891867	0.049018099556830015	0.6778604651162791	0.052479958316278344	0.7773361522198732	0.00284808695459601	0.22704389239047895	0.023039567609017854	0.14570612389721385	0.028489962416724867	0.1425787818353849	0.019858015768673843	0.07991597395980005	0.012625638544199515	0.6772727272727272	0.048532173872869594	0.6736371760500448	0.048318235210684374	0.6734883720930233	0.05092375449934297	fgraminearum	subloc	0.7906855179704018	0.007226045390067364	0.18076569132379955	0.019688443870285347	0.16833198788259587	0.01981838263220162	0.1537299156984951	0.017397949777641836
fgraminearum_oldlabel	fgraminearum	oldlabel	GAT	ORT_EXP	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.711977801268499	0.07279976178399335	0.12046778142068011	0.04822073267710248	0.12035748396894785	0.06999683690099269	0.12944960984947035	0.04458240439551074	0.07248704888846406	0.027549925829233043	0.7636363636363637	0.1852516715664985	0.5152815013404826	0.2731184987996392	0.5051162790697674	0.29069134876838554	0.720938689217759	0.05852050250984218	0.15264074849393566	0.05767220344350734	0.11820592950277051	0.07527258124207366	0.12599732537850736	0.04709218943252951	0.07023332584825098	0.028560906586115067	0.7681818181818182	0.21193714957954124	0.5063449508489722	0.2695472218693999	0.4956279069767441	0.2872520785393951	fgraminearum	ortholog+expression	0.711977801268499	0.07279976178399335	0.12046778142068011	0.04822073267710248	0.12035748396894785	0.06999683690099269	0.12944960984947035	0.04458240439551074
fgraminearum_oldlabel	fgraminearum	oldlabel	GAT	ORT_SUB	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.732933932346723	0.08617883300800094	0.12553705657906472	0.03212709205252766	0.14007450432895202	0.03790882145165875	0.14442377739192272	0.019184859912012832	0.08427590798119862	0.008639420502202523	0.575	0.1874965564422076	0.7380697050938337	0.07555450465914189	0.7447441860465116	0.08600421336226928	0.7489978858350951	0.06314072695282662	0.1545170240271545	0.05059667096224305	0.1396897551767363	0.030053506756132754	0.14411080574931467	0.012521574133536476	0.0838608095257859	0.005567422476225522	0.5818181818181818	0.17344349116671737	0.7319034852546917	0.0734690985492954	0.738046511627907	0.08337831704574164	fgraminearum	ortholog+subloc	0.732933932346723	0.08617883300800094	0.12553705657906472	0.03212709205252766	0.14007450432895202	0.03790882145165875	0.14442377739192272	0.019184859912012832
fgraminearum_oldlabel	fgraminearum	oldlabel	GAT	EXP_SUB	feature_contract	old440	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_oldlabel.tsv	results/frozen_protocol/splits/fgraminearum_oldlabel_split.tsv	configs/frozen_protocol.yaml	False						5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.7544978858350951	0.06570131355589905	0.12907815036095444	0.04031038341679151	0.1555788011712851	0.035819585883653894	0.1453120570673187	0.028494685756887513	0.08120647517649822	0.017730996014974888	0.7568181818181818	0.0994821301283604	0.6150134048257373	0.1760034505099669	0.6092093023255815	0.1872570847586819	0.7400845665961946	0.061774753879473406	0.1663585027402247	0.05910206761985274	0.1303314519107736	0.0165719938905604	0.1310141477566844	0.01889534826118578	0.07299250778060765	0.01218569310925004	0.7045454545454545	0.1401003182492949	0.6064343163538874	0.17220396571797472	0.6024186046511628	0.18495643443596244	fgraminearum	expression+subloc	0.7544978858350951	0.06570131355589905	0.12907815036095444	0.04031038341679151	0.1555788011712851	0.035819585883653894	0.1453120570673187	0.028494685756887513
