raw_protein1	raw_protein2	mapped_A	mapped_B	keep_edge	drop_reason	combined_score	coexpression	experimental	database
7227.FBpp0070001	7227.FBpp0085706	FBgn0031085		False	unmapped_B	232	233	0	0
7227.FBpp0070001	7227.FBpp0080936	FBgn0031085		False	unmapped_B	224	225	0	0
7227.FBpp0070001	7227.FBpp0070660	FBgn0031085		False	unmapped_B	224	225	0	0
7227.FBpp0070001	7227.FBpp0073547	FBgn0031085	FBgn0052643	True		175	175	0	0
7227.FBpp0070001	7227.FBpp0080028	FBgn0031085	FBgn0032492	True		277	277	0	0
7227.FBpp0070001	7227.FBpp0309067	FBgn0031085	FBgn0034122	True		228	229	0	0
7227.FBpp0070001	7227.FBpp0080543	FBgn0031085		False	unmapped_B	390	391	0	0
7227.FBpp0070001	7227.FBpp0310140	FBgn0031085	FBgn0029817	True		388	389	0	0
7227.FBpp0070001	7227.FBpp0085425	FBgn0031085	FBgn0033020	True		284	285	0	0
7227.FBpp0070001	7227.FBpp0070685	FBgn0031085	FBgn0029730	True		210	210	0	0
7227.FBpp0070001	7227.FBpp0079405	FBgn0031085	FBgn0032111	True		410	411	0	0
7227.FBpp0070001	7227.FBpp0288420	FBgn0031085		False	unmapped_B	169	169	0	0
7227.FBpp0070001	7227.FBpp0071730	FBgn0031085	FBgn0034721	True		371	371	0	0
7227.FBpp0070001	7227.FBpp0072352	FBgn0031085	FBgn0050429	True		201	201	0	0
7227.FBpp0070001	7227.FBpp0080093	FBgn0031085	FBgn0032530	True		179	180	0	0
7227.FBpp0070001	7227.FBpp0309553	FBgn0031085	FBgn0031746	True		175	176	0	0
7227.FBpp0070001	7227.FBpp0086296	FBgn0031085	FBgn0034121	True		475	475	0	0
7227.FBpp0070001	7227.FBpp0311068	FBgn0031085	FBgn0051907	True		165	166	0	0
7227.FBpp0070001	7227.FBpp0303348	FBgn0031085	FBgn0030191	True		470	470	0	0
7227.FBpp0070001	7227.FBpp0085699	FBgn0031085	FBgn0034423	True		198	198	0	0
7227.FBpp0070001	7227.FBpp0423085	FBgn0031085	FBgn0028935	True		229	230	0	0
7227.FBpp0070001	7227.FBpp0071883	FBgn0031085		False	unmapped_B	381	381	0	0
7227.FBpp0070001	7227.FBpp0071876	FBgn0031085	FBgn0034820	True		200	200	0	0
7227.FBpp0070001	7227.FBpp0292096	FBgn0031085		False	unmapped_B	163	163	0	0
7227.FBpp0070001	7227.FBpp0289333	FBgn0031085		False	unmapped_B	221	221	0	0
7227.FBpp0070001	7227.FBpp0086892	FBgn0031085	FBgn0033794	True		400	400	0	0
7227.FBpp0070001	7227.FBpp0085093	FBgn0031085	FBgn0039812	True		226	227	0	0
7227.FBpp0070001	7227.FBpp0072604	FBgn0031085		False	unmapped_B	319	320	0	0
7227.FBpp0070001	7227.FBpp0076576	FBgn0031085		False	unmapped_B	361	361	0	0
7227.FBpp0070001	7227.FBpp0081329	FBgn0031085	FBgn0037579	True		203	203	0	0
7227.FBpp0070001	7227.FBpp0073466	FBgn0031085		False	unmapped_B	197	197	0	0
7227.FBpp0070001	7227.FBpp0312146	FBgn0031085	FBgn0037037	True		154	155	0	0
7227.FBpp0070001	7227.FBpp0110553	FBgn0031085		False	unmapped_B	200	200	0	0
7227.FBpp0070001	7227.FBpp0290501	FBgn0031085		False	unmapped_B	209	209	0	0
7227.FBpp0070001	7227.FBpp0088116	FBgn0031085	FBgn0033149	True		201	201	0	0
7227.FBpp0070001	7227.FBpp0071025	FBgn0031085	FBgn0029951	True		222	222	0	0
7227.FBpp0070001	7227.FBpp0310409	FBgn0031085		False	unmapped_B	209	209	0	0
7227.FBpp0070001	7227.FBpp0077949	FBgn0031085		False	unmapped_B	240	241	0	0
7227.FBpp0070001	7227.FBpp0084951	FBgn0031085	FBgn0051029	True		202	202	0	0
7227.FBpp0070001	7227.FBpp0076143	FBgn0031085		False	unmapped_B	175	175	0	0
7227.FBpp0070001	7227.FBpp0075397	FBgn0031085		False	unmapped_B	267	267	0	0
7227.FBpp0070001	7227.FBpp0086235	FBgn0031085	FBgn0034132	True		491	491	0	0
7227.FBpp0070001	7227.FBpp0086215	FBgn0031085		False	unmapped_B	264	264	0	0
7227.FBpp0070001	7227.FBpp0071952	FBgn0031085	FBgn0050412	True		800	800	0	0
7227.FBpp0070001	7227.FBpp0087741	FBgn0031085	FBgn0033364	True		374	374	0	0
7227.FBpp0070001	7227.FBpp0310412	FBgn0031085	FBgn0032968	True		280	280	0	0
7227.FBpp0070001	7227.FBpp0074391	FBgn0031085	FBgn0030936	True		273	273	0	0
