raw_id	mapped_gene_id	mapping_status	mapping_method	mapping_evidence
YLL055W	S000003978	mapped	alias_bridge	STRING aliases bridge
YLL056C	S000003979	mapped	alias_bridge	STRING aliases bridge
YLL057C	S000003980	mapped	alias_bridge	STRING aliases bridge
YLL058W	S000003981	mapped	alias_bridge	STRING aliases bridge
YLL059C		unmapped	none	no evidence found
YLL060C	S000003983	mapped	alias_bridge	STRING aliases bridge
YLL061W	S000003984	mapped	alias_bridge	STRING aliases bridge
YLL062C	S000003985	mapped	alias_bridge	STRING aliases bridge
YLL063C	S000003986	mapped	alias_bridge	STRING aliases bridge
YLL064C		unmapped	none	no evidence found
YLL065W		unmapped	none	no evidence found
YLL066C		unmapped	none	no evidence found
YLL066W-A		unmapped	none	no evidence found
YLL066W-B		unmapped	none	no evidence found
YLL067C		unmapped	none	no evidence found
YLL067W-A		unmapped	none	no evidence found
YLR001C	S000003991	mapped	alias_bridge	STRING aliases bridge
YLR002C	S000003992	mapped	alias_bridge	STRING aliases bridge
YLR003C	S000003993	mapped	alias_bridge	STRING aliases bridge
YLR004C	S000003994	mapped	alias_bridge	STRING aliases bridge
YLR005W	S000003995	mapped	alias_bridge	STRING aliases bridge
YLR006C	S000003996	mapped	alias_bridge	STRING aliases bridge
YLR007W	S000003997	mapped	alias_bridge	STRING aliases bridge
YLR008C	S000003998	mapped	alias_bridge	STRING aliases bridge
YLR009W	S000003999	mapped	alias_bridge	STRING aliases bridge
YLR010C	S000004000	mapped	alias_bridge	STRING aliases bridge
YLR011W	S000004001	mapped	alias_bridge	STRING aliases bridge
YLR012C	S000004002	mapped	alias_bridge	STRING aliases bridge
YLR013W	S000004003	mapped	alias_bridge	STRING aliases bridge
YLR014C	S000004004	mapped	alias_bridge	STRING aliases bridge
YLR015W	S000004005	mapped	alias_bridge	STRING aliases bridge
YLR016C	S000004006	mapped	alias_bridge	STRING aliases bridge
YLR017W	S000004007	mapped	alias_bridge	STRING aliases bridge
YLR018C	S000004008	mapped	alias_bridge	STRING aliases bridge
YLR019W	S000004009	mapped	alias_bridge	STRING aliases bridge
YLR020C	S000004010	mapped	alias_bridge	STRING aliases bridge
YLR021W	S000004011	mapped	alias_bridge	STRING aliases bridge
YLR022C	S000004012	mapped	alias_bridge	STRING aliases bridge
YLR023C	S000004013	mapped	alias_bridge	STRING aliases bridge
YLR024C	S000004014	mapped	alias_bridge	STRING aliases bridge
YLR025W	S000004015	mapped	alias_bridge	STRING aliases bridge
YLR026C	S000004016	mapped	alias_bridge	STRING aliases bridge
YLR027C	S000004017	mapped	alias_bridge	STRING aliases bridge
YLR028C	S000004018	mapped	alias_bridge	STRING aliases bridge
YLR029C	S000004019	mapped	alias_bridge	STRING aliases bridge
YLR030W	S000004020	mapped	alias_bridge	STRING aliases bridge
YLR031W	S000004021	mapped	alias_bridge	STRING aliases bridge
YLR032W	S000004022	mapped	alias_bridge	STRING aliases bridge
YLR033W	S000004023	mapped	alias_bridge	STRING aliases bridge
YLR034C	S000004024	mapped	alias_bridge	STRING aliases bridge
YLR035C	S000004025	mapped	alias_bridge	STRING aliases bridge
