Gene,Cytoplasm,Nucleus,Mitochondrion,Cell membrane,Cytoskeleton,Ribosome,Endoplasmic reticulum,Secreted,Vacuole,Peroxisome,Golgi,Endosome,Lysosome
S000003765,1,1,1,1,1,0,1,1,1,0,1,1,1
S000006288,1,1,1,0,0,0,0,0,0,1,0,0,0
S000006436,1,1,1,1,1,1,1,1,0,0,0,0,0
S000003052,1,1,1,1,1,0,1,1,1,1,1,0,0
S000005760,1,1,1,0,0,1,0,0,0,1,0,0,0
S000005389,1,1,1,0,0,0,0,0,0,0,0,0,0
S000006361,1,1,1,1,1,0,1,1,1,0,1,0,0
S000003663,1,1,1,1,1,1,1,1,1,1,0,0,0
S000028538,1,1,1,1,1,1,0,1,0,0,0,0,0
S000000240,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002830,1,1,1,1,1,1,1,1,1,1,0,1,0
S000002265,1,1,1,1,0,1,1,0,0,0,0,0,0
S000002772,1,1,0,0,1,1,0,0,0,0,0,0,0
S000003848,1,1,1,1,0,1,1,1,1,1,1,1,1
S000000155,1,1,1,0,0,0,0,0,0,1,0,0,0
S000000241,1,1,1,1,0,1,1,1,1,1,1,0,1
S000003514,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003405,1,1,1,0,0,1,0,0,1,0,0,0,0
S000001521,1,1,1,1,1,1,1,1,1,1,0,1,0
S000001729,1,1,0,1,1,0,1,1,1,0,1,1,1
S000002938,1,1,1,0,1,0,0,0,0,0,0,0,0
S000000864,1,1,1,1,1,1,1,1,1,1,0,1,0
S000005428,1,1,1,1,1,1,1,1,1,1,0,1,1
S000000931,1,1,1,1,1,1,1,1,1,1,0,1,1
S000001335,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003531,1,1,1,1,0,0,0,1,0,0,0,0,0
S000000128,1,1,1,1,1,1,1,1,1,1,1,1,0
S000006211,1,1,1,1,1,1,0,1,0,0,1,0,0
S000004653,0,0,0,0,0,0,0,0,0,0,0,0,0
S000006050,1,1,1,1,1,1,1,1,1,0,0,0,0
S000006318,1,1,1,1,1,0,1,0,0,0,1,0,0
S000000541,1,1,1,1,0,0,0,0,0,0,0,1,0
S000005738,1,1,1,1,1,0,1,1,1,1,1,1,1
S000005654,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003298,1,1,1,1,1,0,1,0,1,0,1,0,0
S000005264,1,1,1,1,0,0,1,1,1,0,1,0,0
S000001054,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004972,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006396,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000849,1,1,0,1,1,0,1,0,1,0,1,1,1
S000005350,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000203,1,1,1,0,0,0,1,0,0,0,0,0,0
S000004642,1,1,1,1,1,1,1,1,1,0,0,0,1
S000000999,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006183,1,1,1,1,1,1,1,1,1,1,0,0,0
S000004125,1,1,0,0,1,1,0,0,0,0,0,0,0
S000005927,1,1,1,1,1,1,1,1,1,0,1,1,1
S000004968,1,1,0,1,0,0,0,0,0,0,0,0,0
S000001749,1,1,1,0,1,1,0,0,0,0,0,0,0
S000004762,1,1,0,1,1,1,1,0,1,1,1,0,0
S000005716,1,1,1,1,1,0,1,1,1,0,1,0,0
S000006186,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003702,1,1,1,1,1,1,1,1,0,1,0,0,0
S000004428,1,1,1,1,1,1,1,0,0,0,1,0,0
S000004701,1,1,1,1,1,1,0,1,1,1,0,0,0
S000004007,1,1,1,1,1,1,1,1,1,1,1,0,1
S000000372,1,1,1,1,1,0,1,0,1,1,1,1,1
S000002475,1,1,1,1,1,0,1,1,1,1,0,0,0
S000000757,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004390,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000370,1,1,1,1,1,1,1,1,0,1,0,0,0
S000002179,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005611,1,1,1,1,0,1,1,1,1,0,1,0,1
S000002183,1,1,1,1,0,0,1,1,0,1,1,0,0
S000005279,1,1,1,1,0,0,0,0,0,1,0,0,0
S000005534,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004305,1,1,0,1,1,0,1,0,0,0,0,0,0
S000005000,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001383,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004171,1,1,1,1,1,0,1,1,1,1,1,1,1
S000001668,1,1,1,1,1,1,1,1,1,1,1,1,0
S000000882,1,1,1,0,0,0,0,0,0,0,0,0,0
S000000751,1,1,1,0,1,0,0,0,0,1,0,1,0
S000001444,1,1,0,0,1,1,0,1,0,0,0,0,0
S000004396,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004834,1,0,1,1,0,0,1,0,1,0,1,1,0
S000001658,1,1,1,1,0,1,1,1,1,1,1,1,1
S000003812,1,1,1,1,1,1,1,1,1,1,1,0,0
S000002154,0,0,0,0,0,0,0,0,0,0,0,0,0
S000002230,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004322,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006189,1,1,0,1,1,0,1,1,1,0,1,1,1
S000006104,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005943,1,1,1,1,1,1,0,0,0,0,0,0,0
S000005577,1,1,1,1,1,1,1,0,0,0,0,0,0
S000003213,1,1,1,1,1,1,1,0,1,0,0,0,0
S000002819,1,1,1,1,0,0,1,1,1,1,1,1,1
S000002996,1,1,1,1,1,1,0,1,1,0,0,0,0
S000001046,1,1,1,1,1,0,1,0,1,0,0,0,0
S000001359,1,1,1,1,1,0,1,0,1,0,0,0,1
S000001463,1,1,1,1,0,1,1,1,0,0,0,0,0
S000000374,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003652,1,1,1,1,0,1,1,1,1,0,0,0,0
S000002295,0,0,0,0,0,0,0,0,0,0,0,0,0
S000028667,1,1,1,1,0,1,1,0,0,1,1,0,0
S000002342,1,1,1,1,0,0,0,0,1,1,1,1,0
S000003592,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001633,1,1,1,1,1,1,1,1,1,1,1,0,0
S000006007,1,1,1,1,1,1,1,1,1,0,1,0,0
S000006036,1,1,1,1,1,0,1,1,1,0,0,1,0
S000002602,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002287,1,1,1,0,0,0,0,0,0,0,0,0,0
S000002593,1,1,1,1,0,1,1,0,1,0,0,0,0
S000000803,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003470,1,1,0,1,1,0,0,0,1,1,0,0,0
S000003854,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005277,1,1,1,1,1,1,0,1,1,1,0,1,0
S000005173,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002251,1,1,1,1,1,1,1,1,1,0,1,0,0
S000000491,1,1,1,1,1,0,1,0,0,0,1,0,0
S000001017,1,1,1,1,1,1,1,1,0,1,0,0,0
S000007421,0,0,0,0,0,0,0,0,0,0,0,0,0
S000001446,1,1,1,1,0,0,1,1,1,0,0,0,0
S000003908,1,1,1,1,0,1,1,1,0,0,0,0,0
S000005479,1,0,1,1,0,0,0,0,1,1,0,0,0
S000005653,1,1,1,1,1,0,1,1,1,0,0,0,0
S000006297,1,1,1,1,1,0,1,0,1,1,0,0,0
S000002978,1,1,1,1,0,0,1,0,1,1,1,0,1
S000001242,1,1,1,1,0,1,0,0,0,0,0,0,0
S000004980,1,1,0,0,0,0,0,0,0,0,0,0,0
S000004616,1,1,0,0,0,1,0,0,0,0,0,0,0
S000003309,1,1,1,1,1,1,1,0,1,1,1,1,1
S000004685,1,1,1,1,1,1,1,1,1,0,0,1,1
S000005378,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004875,1,1,1,0,0,0,0,1,0,0,0,0,0
S000001132,1,1,0,1,1,1,1,0,0,0,0,0,0
S000000898,1,1,0,1,1,0,1,0,1,0,1,0,0
S000004425,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002253,1,1,0,1,0,0,1,1,0,0,0,0,0
S000004887,1,1,1,1,1,0,1,1,1,0,1,1,1
S000007395,0,0,0,0,0,0,0,0,0,0,0,0,0
S000003830,1,1,1,1,1,1,1,1,0,0,0,0,0
S000028856,1,1,1,0,1,0,0,1,0,1,0,0,0
S000000622,1,1,1,1,1,1,1,1,1,0,1,1,1
S000005898,1,1,1,1,1,1,1,1,1,1,0,1,0
S000005948,1,1,1,0,0,0,0,0,0,0,0,0,0
S000006358,1,1,1,1,1,1,1,1,1,0,0,1,1
S000003639,1,1,1,1,0,1,0,1,0,1,0,0,0
S000002662,1,1,1,0,1,0,0,0,1,1,1,0,0
S000003089,1,1,0,1,1,1,1,1,1,1,0,1,0
S000000111,1,1,1,1,1,1,1,1,1,1,0,0,1
S000000963,1,1,0,1,0,0,1,0,0,0,0,0,0
S000003933,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005618,1,1,1,1,1,0,1,0,1,0,1,0,0
S000000232,1,1,1,1,1,1,1,1,1,0,0,1,1
S000000563,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002293,0,0,0,0,0,0,0,0,0,0,0,0,0
S000000619,1,1,1,1,0,1,1,1,1,0,0,1,1
S000004290,1,1,1,1,1,1,1,1,1,1,1,0,1
S000003594,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002968,1,1,1,1,1,0,1,1,1,1,1,1,0
S000007616,1,1,1,0,0,0,0,0,0,0,0,0,0
S000001327,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005859,1,1,1,1,1,1,1,1,1,0,1,1,1
S000004307,1,1,0,0,1,0,0,0,0,0,0,0,0
S000004807,1,1,1,1,0,1,1,0,0,0,0,0,0
S000000623,1,1,1,1,1,0,0,1,1,1,0,0,0
S000000859,1,1,1,1,1,1,0,0,0,1,1,0,0
S000002818,1,1,1,1,1,0,1,1,1,0,1,0,0
S000005690,1,1,1,1,0,1,1,0,1,1,0,1,1
S000006269,1,1,1,1,1,1,1,1,1,1,1,0,0
S000005295,1,1,1,1,0,0,0,1,0,1,1,0,0
S000002922,1,1,1,0,0,1,0,0,0,0,0,0,0
S000006058,1,1,1,0,1,0,1,0,0,0,1,0,0
S000004140,1,1,0,0,1,1,0,0,0,0,0,0,0
S000002534,1,1,1,1,1,1,1,1,1,1,1,1,0
S000005639,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000230,1,1,1,1,0,0,0,1,0,1,0,0,0
S000003595,1,1,0,1,0,1,1,0,1,0,1,1,1
S000002316,1,1,1,0,0,0,1,0,0,1,0,0,0
S000005450,1,1,1,1,1,1,1,1,1,0,0,0,0
S000005821,1,1,0,0,0,1,0,1,0,0,0,0,0
S000006070,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004002,1,1,1,0,0,0,0,0,0,0,0,0,0
S000007376,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005754,1,1,1,1,1,0,1,0,1,1,1,1,1
S000006231,1,0,1,1,0,0,1,1,0,1,1,0,0
S000000124,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000604,1,1,1,1,1,1,1,1,1,1,1,0,0
S000005511,1,1,1,1,1,1,1,1,1,1,0,0,0
S000004707,1,1,1,1,0,1,1,1,1,1,1,0,0
S000001123,1,1,0,1,1,1,1,1,0,0,0,0,0
S000006389,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003300,1,1,1,1,1,0,1,1,1,0,1,1,0
S000002292,1,1,1,1,1,1,1,1,1,1,0,1,1
S000004526,1,1,1,1,1,1,1,1,0,0,0,0,0
S000001050,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002823,1,1,1,0,0,0,0,1,1,0,1,1,1
S000005186,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006146,1,1,0,0,1,0,0,0,0,0,0,0,0
S000004974,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001874,1,1,1,1,1,0,0,1,1,0,0,0,0
S000004438,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006300,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001481,1,1,1,0,0,1,0,0,0,1,0,0,0
S000003876,1,1,1,0,1,1,0,0,0,0,1,0,0
S000005227,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004755,1,1,1,1,1,0,1,0,1,1,0,1,1
S000002844,1,1,1,1,1,1,1,1,1,0,0,1,0
S000028688,0,0,0,0,0,0,0,0,0,0,0,0,0
S000006339,1,1,1,1,1,1,1,1,1,0,0,0,0
S000001201,1,1,0,1,1,0,1,1,0,0,0,1,0
S000003613,1,1,1,1,0,0,0,1,0,0,1,0,1
S000000337,1,1,1,1,1,1,1,1,0,0,1,0,0
S000000552,1,1,1,0,0,0,1,1,1,0,0,0,1
S000000555,1,1,1,0,1,0,0,1,0,0,0,0,0
S000003701,1,1,1,1,1,1,0,1,1,1,1,1,1
S000004598,1,1,1,1,0,1,0,1,1,0,1,0,0
S000003564,1,0,1,1,0,0,0,1,1,1,0,0,0
S000001800,1,1,0,1,0,0,1,0,0,0,0,0,0
S000001717,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004191,1,1,1,1,0,1,1,1,1,1,1,1,1
S000001735,1,1,1,1,1,0,1,0,1,0,1,1,0
S000000323,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003466,1,1,1,1,1,1,1,1,1,1,0,0,1
S000005676,1,1,1,0,0,1,1,0,0,0,0,0,0
S000004619,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001318,1,1,1,1,0,0,0,1,1,0,0,0,0
S000007232,1,1,1,0,1,1,0,0,0,0,1,0,0
S000005152,1,1,1,1,0,0,1,0,0,1,0,0,0
S000002912,1,0,1,1,0,1,1,1,1,0,1,0,0
S000006275,1,1,0,1,1,0,1,0,0,1,0,0,0
S000002563,0,1,0,0,1,0,0,0,0,0,0,0,0
S000002878,1,1,1,1,1,1,1,0,1,1,1,0,1
S000003361,1,1,1,0,1,1,0,0,0,0,0,0,0
S000007549,1,1,1,1,0,0,1,0,1,1,0,0,0
S000002237,1,1,1,1,1,1,0,1,0,0,0,0,0
S000001375,1,1,1,1,1,1,1,1,1,0,0,0,0
S000006032,1,1,1,1,1,1,1,1,1,1,0,1,1
S000005135,1,1,1,1,0,0,0,1,1,1,0,0,0
S000003975,1,1,1,1,1,0,1,1,1,1,1,0,0
S000004399,1,1,1,1,0,0,0,0,0,0,0,0,0
S000005043,1,1,0,0,0,0,1,0,1,0,0,0,0
S000004846,1,1,1,1,1,1,1,1,1,1,0,1,0
S000002562,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004261,1,1,1,0,1,1,0,0,0,0,0,0,0
S000004559,1,1,1,1,1,1,1,0,1,1,1,0,0
S000005374,1,0,1,1,0,0,1,1,1,0,0,0,0
S000000893,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000855,1,1,1,1,0,1,1,1,1,1,1,0,1
S000004194,1,1,1,0,0,1,0,0,0,0,1,0,0
S000001804,1,1,1,0,0,1,1,0,0,1,1,1,0
S000004500,1,1,1,1,1,1,0,0,0,0,0,0,0
S000004876,1,1,1,1,1,1,1,0,1,0,0,1,0
S000004627,1,1,1,1,1,0,0,0,0,0,0,0,0
S000005269,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004465,1,1,1,1,0,0,0,0,1,0,0,0,0
S000028576,1,0,1,1,0,1,1,1,0,0,1,0,0
S000007349,0,0,0,0,0,0,0,0,0,0,0,0,0
S000006055,1,1,1,1,1,0,0,1,1,1,0,0,0
S000002281,1,1,1,1,0,0,1,1,1,0,0,1,1
S000002800,1,1,1,1,1,1,1,1,0,0,1,0,0
S000005800,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003228,1,1,1,1,0,1,1,1,1,0,1,1,0
S000004864,1,1,1,1,0,1,1,1,1,1,0,0,0
S000004515,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004696,1,1,1,1,1,0,0,0,1,0,1,0,0
S000028635,1,1,1,1,0,0,0,0,0,1,0,0,0
S000005061,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000250,1,1,1,1,1,0,1,0,0,0,0,0,0
S000005630,1,1,1,1,0,0,1,1,1,1,1,1,1
S000002642,1,1,1,1,1,1,1,1,1,1,0,0,1
S000003754,1,1,1,0,0,0,0,0,1,1,0,0,0
S000005035,1,1,0,0,1,1,0,1,0,0,1,0,0
S000005532,1,1,1,0,1,1,0,0,0,1,0,0,0
S000005512,1,1,1,1,1,1,1,1,1,1,0,1,1
S000004819,0,1,0,0,0,0,0,0,0,0,0,0,0
S000000560,1,1,1,1,1,1,1,1,0,1,1,0,0
S000000482,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003966,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005016,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000874,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002435,1,1,1,1,1,0,0,1,1,0,0,0,0
S000005832,1,1,1,0,0,0,0,0,0,0,0,0,0
S000005757,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002288,1,1,1,1,0,1,1,1,1,1,1,0,1
S000000018,1,1,1,1,1,1,1,1,1,1,0,0,1
S000000499,1,1,1,1,0,1,1,0,1,1,0,0,1
S000003834,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001634,1,1,1,1,0,1,0,0,0,1,0,0,0
S000004769,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006282,1,1,1,1,1,1,0,0,0,0,0,0,0
S000004045,1,1,1,1,1,1,1,1,1,1,0,0,0
S000028584,1,1,1,0,0,0,0,0,0,0,0,0,0
S000004319,1,1,1,1,0,1,1,0,0,1,0,0,0
S000028597,1,1,1,0,0,0,0,0,0,0,0,0,0
S000003011,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002210,1,1,1,1,0,0,1,1,1,1,1,0,0
S000005141,1,1,1,1,1,1,1,1,1,1,0,1,1
S000028523,1,1,1,1,0,0,0,1,1,0,0,0,0
S000003788,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004087,1,1,1,1,0,0,0,0,1,1,0,0,0
S000003527,1,1,1,1,0,0,1,0,1,1,1,1,0
S000004896,1,1,1,1,0,0,1,0,0,0,0,0,0
S000005278,1,1,1,1,0,1,0,1,1,1,0,0,0
S000005540,1,1,1,1,1,1,1,1,1,1,1,1,0
S000005341,1,1,1,1,0,1,0,1,1,1,0,0,0
S000004189,1,1,1,1,1,1,1,1,1,0,1,1,1
S000003518,1,1,1,1,0,1,1,1,1,1,0,0,0
S000001030,1,1,1,1,0,1,0,0,0,0,0,0,0
S000004415,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005793,1,1,1,1,1,1,1,1,1,0,1,1,0
S000005958,1,1,1,1,0,1,1,0,1,1,0,0,0
S000004329,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000157,1,1,1,1,1,1,1,1,1,0,1,1,0
S000004303,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002212,1,1,1,1,1,0,1,0,1,0,0,0,0
S000002411,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002135,1,1,1,0,1,1,0,0,1,0,0,0,0
S000003842,1,1,0,1,1,1,1,0,0,0,0,0,0
S000003004,1,1,0,0,1,0,0,0,0,1,0,0,0
S000005500,1,1,1,1,1,1,1,1,1,1,1,0,0
S000003112,1,1,0,1,0,1,1,1,1,1,0,0,0
S000002277,1,1,1,1,1,0,1,1,1,1,0,1,1
S000003433,1,1,1,1,1,1,0,1,1,0,1,1,0
S000001713,1,1,1,1,0,0,1,1,0,1,1,0,0
S000005960,1,1,0,0,0,0,0,0,0,1,0,0,0
S000006150,1,1,0,0,0,0,0,0,0,0,0,0,0
S000001204,1,1,1,1,1,0,1,1,1,0,1,1,1
S000006329,1,1,1,1,0,1,0,0,1,0,1,1,0
S000001004,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003267,1,1,1,0,0,0,0,0,0,0,0,0,0
S000002753,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006175,1,1,1,1,0,1,1,0,1,0,0,0,0
S000005181,1,0,1,1,1,0,1,0,1,0,1,0,0
S000004013,1,1,1,1,0,1,1,1,0,1,1,0,0
S000001273,1,1,1,1,0,0,1,1,1,1,0,0,0
S000004797,1,1,1,0,0,0,0,1,0,1,1,0,0
S000000964,1,1,1,1,1,1,1,0,1,0,0,0,1
S000003809,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003453,1,1,1,1,1,1,0,0,0,0,1,0,0
S000004551,1,1,1,1,1,1,1,1,1,1,0,0,0
S000004637,1,0,1,1,0,0,1,0,1,1,1,0,0
S000003631,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004216,1,1,0,0,0,1,1,0,0,1,0,0,0
S000004918,1,1,1,1,1,1,1,1,1,1,1,1,0
S000000996,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000596,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000422,1,1,1,1,1,1,1,1,1,1,0,0,1
S000006037,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003000,1,1,1,1,1,1,1,1,1,0,1,1,1
S000006336,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002712,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004838,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005342,1,1,1,1,0,0,1,1,0,0,1,0,0
S000002128,1,1,1,1,1,1,1,1,1,0,1,0,0
S000028535,1,1,1,0,0,0,0,1,1,0,1,0,0
S000004587,1,1,1,0,0,1,1,0,0,1,0,0,0
S000000922,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001249,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004545,1,1,1,1,0,1,1,0,0,1,0,0,0
S000005882,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005878,1,1,1,1,1,1,1,0,0,0,0,0,0
S000004924,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001577,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004843,1,1,1,1,1,1,1,1,1,0,0,0,1
S000004044,1,1,1,1,0,0,0,0,0,1,0,0,0
S000003025,1,1,1,0,0,1,0,0,0,1,0,0,0
S000005306,1,1,1,1,1,1,0,0,0,0,0,0,0
S000001517,1,1,1,1,0,0,1,1,1,0,1,1,1
S000006301,1,1,1,1,0,0,1,0,1,1,1,1,1
S000000865,1,1,1,0,0,0,0,0,0,0,0,0,0
S000003391,1,1,1,1,1,1,1,1,1,1,0,1,1
S000001744,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003583,1,1,1,1,1,1,0,0,1,0,0,0,0
S000007547,1,1,1,1,1,0,1,0,0,1,0,0,0
S000000437,1,1,1,1,0,1,0,1,0,0,0,0,0
S000003255,1,1,1,1,1,1,1,1,1,1,1,0,0
S000003675,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001695,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006378,1,1,1,0,1,1,0,0,0,0,0,0,0
S000002362,1,1,1,1,0,0,0,0,0,0,0,0,0
S000004733,1,1,1,1,0,0,1,0,1,1,1,0,0
S000004136,1,1,1,1,0,1,1,1,1,1,1,0,1
S000003128,1,1,1,1,1,0,1,1,1,1,1,0,1
S000001687,1,1,1,1,1,1,1,1,1,0,1,1,0
S000003465,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001942,1,1,0,0,1,1,0,0,0,0,0,0,0
S000001456,1,1,1,1,1,1,1,1,1,0,0,0,0
S000001774,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000416,1,1,1,1,1,1,1,0,0,0,0,0,0
S000000220,1,1,1,1,1,0,0,1,0,1,0,0,0
S000002689,1,1,1,1,1,0,0,1,1,1,1,0,0
S000000979,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003382,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001282,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002206,1,1,1,1,0,1,0,1,0,0,0,0,0
S000000478,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000419,1,1,1,0,1,1,0,0,0,0,0,0,0
S000005610,1,1,1,1,0,0,1,0,1,1,0,0,0
S000000280,1,1,1,1,0,1,1,0,0,0,0,1,0
S000000847,1,1,1,1,0,1,1,0,1,0,0,0,0
S000005604,1,1,1,1,0,1,0,0,0,0,0,0,0
S000000007,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001766,1,1,1,1,1,1,1,1,1,1,1,0,0
S000005048,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005993,1,1,1,0,0,1,1,0,0,1,0,1,0
S000004623,1,1,1,1,1,1,1,1,1,1,1,1,1
S000007273,1,1,1,1,0,1,1,0,0,0,1,0,0
S000001945,1,1,1,0,0,1,0,0,0,0,0,0,0
S000002810,1,1,1,1,1,0,1,1,1,1,1,0,0
S000005106,0,0,0,0,0,0,0,0,0,0,0,0,0
S000028630,1,1,1,1,0,1,0,0,0,0,1,1,0
S000001471,1,1,1,1,0,1,0,0,0,1,0,0,0
S000006272,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000897,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000067,0,0,0,0,0,0,0,0,0,0,0,0,0
S000001093,1,1,1,1,0,1,1,1,1,1,0,0,0
S000001854,1,0,1,1,0,0,1,0,1,0,0,0,0
S000000228,1,1,1,1,1,1,1,1,1,1,1,0,1
S000000355,1,1,1,1,1,1,0,1,1,1,0,0,0
S000003722,1,1,0,1,1,0,1,1,1,0,1,1,1
S000005537,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004295,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001609,1,1,1,1,1,1,1,1,1,1,1,1,0
S000000742,1,1,1,1,1,1,1,1,1,0,1,0,1
S000004476,1,1,1,1,1,1,1,0,1,1,0,0,0
S000004353,1,1,1,1,1,0,1,1,1,0,1,1,0
S000004850,1,1,0,1,1,0,1,0,1,0,1,1,0
S000000965,1,1,1,0,1,0,1,0,0,0,0,0,0
S000002315,1,1,1,1,1,1,0,1,1,0,0,0,0
S000001211,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004995,1,1,0,0,0,1,0,0,0,0,0,0,0
S000006356,1,1,1,1,0,1,1,0,1,1,0,0,0
S000005021,1,1,1,1,1,1,1,1,1,0,0,1,0
S000004300,1,1,0,1,1,0,1,1,1,0,1,1,1
S000000054,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002209,1,1,1,1,0,1,0,1,0,0,0,0,0
S000002639,1,1,1,1,0,1,1,0,1,1,0,0,0
S000006322,1,1,1,1,1,0,1,1,1,1,0,0,0
S000005266,1,1,1,1,1,1,1,1,1,0,1,0,0
S000000071,1,1,1,1,1,0,0,1,0,0,1,1,0
S000003838,1,1,1,1,1,1,1,1,1,1,0,1,1
S000004815,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005055,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003865,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000467,1,1,1,1,1,1,0,1,1,1,0,0,1
S000002970,1,1,1,1,0,0,1,1,1,1,1,1,1
S000004223,1,1,1,1,1,1,0,0,0,1,1,0,0
S000000540,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000925,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000985,1,1,1,0,0,0,1,0,0,0,0,0,0
S000000435,1,1,0,0,1,1,0,0,1,1,0,0,0
S000001492,1,1,1,1,1,1,0,1,0,0,0,0,0
S000003165,1,1,1,1,1,1,1,1,1,0,0,0,0
S000028524,1,1,1,1,0,0,1,0,0,0,0,0,0
S000004796,1,1,1,1,0,0,1,0,1,0,0,0,0
S000028552,1,1,1,0,0,0,0,1,0,0,0,0,0
