Gene,Cytoplasm,Nucleus,Mitochondrion,Cell membrane,Cytoskeleton,Ribosome,Endoplasmic reticulum,Secreted,Vacuole,Peroxisome,Golgi,Endosome,Lysosome
S000002238,1,1,1,1,1,1,1,1,1,1,1,1,1
S000007245,1,1,1,1,0,0,1,0,0,1,0,0,1
S000005103,1,1,1,1,1,1,1,1,1,1,0,1,1
S000004437,1,1,0,0,1,1,1,0,0,1,1,0,0
S000003866,1,1,1,1,0,1,1,1,1,1,0,0,0
S000005597,1,1,1,1,0,1,1,1,1,1,0,1,1
S000000047,1,1,1,1,1,1,0,0,1,0,0,0,1
S000002684,1,1,1,1,1,0,1,1,1,1,1,1,0
S000003302,1,1,1,1,1,0,1,1,1,0,1,1,0
S000000923,1,1,0,0,0,0,0,0,0,0,0,0,0
S000004025,1,1,1,0,0,0,0,0,0,0,0,0,0
S000004668,1,1,1,1,0,1,1,1,1,1,1,0,0
S000000941,1,1,0,0,1,0,0,1,0,0,0,0,0
S000003589,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000626,1,1,0,1,1,0,0,0,1,0,1,1,0
S000001699,1,1,1,1,1,1,1,1,1,1,1,0,1
S000005066,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000258,1,1,1,1,1,1,1,1,1,1,0,0,0
S000004857,1,1,1,1,1,1,1,1,1,1,1,0,1
S000003858,1,1,1,1,0,1,1,0,0,0,1,1,0
S000000755,1,1,1,1,0,0,0,0,0,1,0,0,0
S000005533,1,1,1,1,1,1,1,0,1,1,0,0,0
S000002542,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000503,1,1,1,1,1,1,0,1,1,1,0,0,0
S000000749,1,1,1,1,1,0,0,0,0,1,1,0,0
S000005409,1,1,1,1,0,1,1,1,1,1,0,0,0
S000002655,1,1,1,1,1,1,0,1,1,0,0,0,0
S000003969,1,1,0,1,1,0,0,0,0,0,0,0,0
S000005060,1,1,1,1,1,0,1,0,1,1,0,1,0
S000000507,1,1,1,1,1,1,1,1,1,0,1,1,1
S000001596,1,1,1,1,1,1,1,1,1,1,0,0,0
S000006266,1,1,1,1,1,1,1,1,1,1,0,0,0
S000000955,1,1,1,1,0,1,0,0,0,0,1,0,0
S000003196,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000076,1,1,1,1,0,0,1,0,1,0,1,1,1
S000002337,1,1,1,1,1,1,1,1,0,1,0,0,0
S000003816,1,1,1,0,0,1,0,0,1,0,0,0,1
S000002340,1,1,1,1,1,1,1,0,0,0,0,0,0
S000004384,1,1,1,1,1,0,1,0,1,1,1,1,1
S000004745,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002333,1,1,1,1,0,1,0,1,0,1,0,0,0
S000001613,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003440,1,1,1,1,1,1,1,1,1,1,1,0,0
S000004622,1,1,1,1,1,1,0,1,1,1,0,0,0
S000004639,1,1,1,1,1,0,1,1,0,0,0,0,0
S000000005,1,1,1,1,1,1,1,1,1,0,1,1,1
S000001045,1,1,1,0,1,1,0,0,0,0,0,0,0
S000001610,1,1,1,1,0,1,1,1,0,1,0,0,0
S000006089,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000354,1,1,1,1,0,0,0,0,0,0,0,0,0
S000006221,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001346,1,1,1,1,0,1,0,0,1,0,0,0,0
S000005163,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003426,1,1,1,1,1,1,1,1,1,1,0,0,0
S000001236,1,1,1,1,0,1,1,0,1,1,0,0,1
S000003064,1,1,1,1,1,1,0,1,0,1,0,0,0
S000001453,1,0,1,1,1,0,1,0,1,1,1,1,1
S000005435,1,0,1,1,0,0,1,1,1,0,0,0,0
S000006328,1,1,1,1,0,0,1,1,1,1,1,1,1
S000003815,1,1,1,1,0,0,1,0,1,0,1,0,0
S000004209,1,1,0,1,1,0,0,0,0,0,0,0,0
S000005441,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006208,1,1,1,1,0,0,0,0,0,1,0,1,0
S000002613,1,1,1,1,0,0,1,1,1,0,1,1,0
S000003174,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001307,1,1,1,1,0,1,0,1,1,1,0,0,0
S000002631,1,1,1,1,0,1,0,0,0,0,0,0,0
S000003616,1,1,1,1,1,1,1,1,1,1,1,1,0
S000005781,1,1,1,1,1,0,1,0,1,0,1,1,1
S000000515,1,1,1,1,1,1,1,1,1,1,0,1,0
S000006099,1,1,1,1,1,1,1,1,1,0,0,0,0
S000003394,1,1,1,1,1,1,1,1,1,0,1,1,1
S000001401,1,1,1,1,1,1,1,0,1,0,0,0,1
S000001531,1,1,1,1,1,1,1,1,1,1,0,1,0
S000007344,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005088,1,1,1,0,0,0,0,0,0,0,0,0,0
S000002729,1,1,1,1,1,0,1,1,1,0,0,0,0
S000004648,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005824,1,1,1,1,1,0,1,0,0,1,1,0,0
S000004817,1,1,1,1,1,0,1,0,1,1,1,1,1
S000000696,1,1,0,0,0,0,0,0,0,0,0,0,0
S000000850,1,1,1,1,0,1,1,0,0,1,0,0,0
S000028854,1,1,1,0,1,0,0,0,0,0,1,0,0
S000005985,1,1,1,0,1,0,0,0,0,0,0,0,0
S000007360,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005209,1,1,1,1,1,0,1,1,1,1,1,1,1
S000006121,1,1,1,1,1,0,1,0,0,0,1,0,0
S000005713,1,1,1,1,1,1,1,1,0,0,0,0,0
S000005790,1,1,1,1,1,1,0,0,0,0,0,0,0
S000001653,1,1,1,0,0,1,0,0,0,0,0,0,0
S000002647,1,1,0,1,0,0,0,0,0,0,1,0,0
S000005737,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005498,1,1,1,1,1,0,1,0,1,0,1,1,1
S000003801,1,1,1,1,1,0,1,1,1,1,1,1,1
S000003649,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004018,1,1,1,1,1,1,1,1,1,0,0,0,1
S000004278,1,1,1,0,1,1,0,0,0,0,0,0,0
S000002214,1,1,1,1,1,1,1,1,1,0,0,0,0
S000003147,1,1,1,1,1,1,1,1,1,1,0,1,1
S000005078,1,1,1,1,0,1,0,1,1,1,0,0,0
S000004760,1,1,1,1,0,0,1,1,0,1,0,0,0
S000005349,1,1,0,0,0,0,1,1,1,0,1,0,0
S000001929,1,1,1,1,0,1,1,1,1,1,0,1,0
S000000034,1,1,1,1,1,1,1,0,1,1,0,1,0
S000004570,1,1,1,1,1,1,1,1,0,1,0,0,0
S000000285,1,1,1,1,1,1,1,1,1,0,0,0,0
S000004417,1,1,1,1,1,1,1,1,0,0,0,0,0
S000000932,1,1,1,1,0,1,0,1,1,1,0,0,0
S000003447,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001230,1,1,1,1,1,1,0,0,0,1,1,0,0
S000003978,1,1,1,1,0,1,1,1,1,1,1,0,0
S000002397,1,1,1,1,0,0,0,0,1,1,0,0,0
S000005640,1,1,1,0,0,0,0,0,0,0,0,0,0
S000007353,0,0,0,0,0,0,0,0,0,0,0,0,0
S000006082,1,1,1,1,1,1,0,0,0,1,1,1,0
S000003101,1,1,1,1,1,0,0,0,0,0,0,0,0
S000004410,1,1,1,1,1,1,1,1,1,0,0,0,0
S000006048,1,1,1,1,1,1,1,1,1,1,0,1,1
S000004869,1,1,1,1,0,1,1,1,1,1,1,0,0
S000002133,1,1,1,1,1,1,1,1,1,1,1,0,1
S000000300,1,1,1,0,0,0,1,1,0,0,0,0,0
S000000993,1,1,1,1,0,1,0,1,0,1,0,0,0
S000001099,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003968,1,1,1,1,1,1,1,0,0,0,0,0,0
S000000178,1,1,1,1,0,1,1,1,1,1,1,0,0
S000002233,1,1,1,1,1,1,1,1,1,0,0,0,0
S000002336,1,1,1,0,0,0,0,0,0,0,0,0,0
S000002957,1,1,1,0,0,1,1,0,0,0,0,0,0
S000003716,1,1,1,1,1,1,0,0,1,0,0,1,0
S000004372,1,1,1,1,1,0,1,1,1,1,1,1,1
S000005797,1,0,1,1,0,0,1,0,0,1,0,0,0
S000002734,1,1,1,1,1,0,1,1,1,0,1,1,1
S000000187,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004724,1,1,1,0,0,1,0,1,0,1,0,0,0
S000005242,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005245,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005681,1,1,1,1,0,1,1,1,1,1,1,0,1
S000004861,1,1,1,1,1,1,1,1,1,1,1,0,1
S000001520,1,1,1,1,0,1,1,1,0,0,0,0,0
S000007367,0,0,0,0,0,0,0,0,0,0,0,0,0
S000003770,1,1,1,1,1,0,1,0,0,0,0,0,0
S000000779,1,1,1,1,1,1,1,0,1,1,1,0,0
S000001715,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005196,1,1,1,0,0,1,0,0,0,0,0,0,0
S000006155,1,1,1,1,1,1,1,1,1,0,1,1,1
S000006342,1,1,1,1,1,1,1,1,1,1,0,1,0
S000004651,1,1,1,1,1,1,0,1,0,0,0,0,0
S000005214,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003669,1,1,1,1,1,1,1,1,1,1,1,1,1
S000001603,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000434,1,1,1,1,1,1,1,1,1,1,0,1,0
S000001364,1,1,1,0,0,1,1,0,0,0,0,0,0
S000004400,1,1,1,1,0,0,0,1,0,0,0,1,0
S000003906,0,0,0,0,0,0,0,0,0,0,0,0,0
S000002140,1,1,1,1,0,0,0,1,0,0,0,0,0
S000004562,1,1,1,1,0,0,0,0,1,1,0,0,0
S000000836,1,1,0,0,1,0,0,0,0,0,0,0,0
S000005485,1,1,1,0,1,1,0,0,1,0,0,0,0
S000004524,1,1,1,1,0,0,1,1,1,1,1,0,0
S000003750,1,1,1,1,0,1,0,1,0,1,0,0,0
S000002704,1,1,1,1,0,1,0,0,0,0,0,0,0
S000000656,1,1,1,0,0,1,0,0,0,0,0,0,0
S000003220,1,1,1,1,1,1,0,0,0,0,0,0,0
S000028806,0,0,1,0,0,0,0,1,0,0,0,0,0
S000003717,1,1,1,1,1,0,0,0,0,1,0,0,0
S000001662,1,1,1,1,1,0,1,0,1,0,1,1,0
S000003457,1,1,1,1,1,1,1,1,1,0,1,0,1
S000003677,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005887,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028526,1,1,1,1,0,1,1,1,0,0,1,0,0
S000002528,1,1,1,0,1,1,0,0,0,0,0,0,0
S000003412,1,1,1,1,1,1,1,1,1,0,0,0,1
S000000237,1,1,0,1,0,1,0,0,0,1,0,0,0
S000028519,1,1,1,1,0,0,1,1,1,0,1,1,1
S000003638,1,1,1,1,0,1,1,1,0,0,1,0,0
S000001731,1,1,1,0,0,1,1,0,0,0,0,0,0
S000003723,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005273,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000556,1,1,0,1,1,0,1,0,0,0,0,0,0
S000005026,1,1,1,1,1,1,1,1,0,0,0,0,0
S000006076,1,1,1,1,1,0,0,0,1,0,0,1,0
S000004142,1,1,1,1,0,1,1,0,0,0,0,0,0
S000003341,1,1,1,1,1,1,1,1,1,0,0,0,0
S000000045,1,1,0,1,1,0,0,0,0,0,0,0,0
S000001286,1,1,0,0,0,0,0,0,1,0,0,0,0
S000003948,1,1,0,1,0,0,1,1,1,0,0,0,0
S000005961,1,1,1,1,1,1,1,1,0,0,0,0,0
S000001220,1,1,0,1,0,1,0,0,0,0,0,0,0
S000003824,1,1,1,1,1,1,0,1,0,1,0,0,0
S000004597,1,1,1,1,1,1,1,1,1,0,1,1,0
S000002670,1,1,0,0,1,0,1,1,1,1,1,0,0
S000004910,1,1,1,1,1,1,0,0,0,0,1,0,0
S000003476,1,1,1,1,1,1,1,1,1,1,0,0,0
S000001148,1,1,1,1,0,1,1,0,1,1,0,0,0
S000002390,1,1,1,1,1,0,0,0,0,1,0,0,0
S000002606,1,1,1,0,1,1,1,0,0,1,0,0,0
S000001616,1,1,1,1,0,1,0,0,1,1,0,0,0
S000004900,1,1,1,1,0,1,0,1,0,0,0,0,0
S000003924,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000420,1,1,1,1,1,1,1,1,1,1,0,0,0
S000003461,1,1,1,1,1,1,1,1,1,1,1,1,0
S000001253,1,1,0,0,0,0,0,0,0,0,0,0,0
S000000664,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005322,1,1,1,1,0,1,1,1,1,0,1,1,1
S000001575,1,1,1,1,1,0,1,1,1,0,1,1,0
S000003950,1,1,1,1,0,0,1,1,1,1,0,0,0
S000007496,1,1,1,1,1,1,0,1,1,0,0,0,0
S000003442,1,0,1,0,0,1,0,0,0,0,0,0,0
S000001615,1,1,1,1,1,1,0,0,0,1,0,0,0
S000004155,1,1,1,1,0,1,0,0,0,0,0,0,0
S000000148,1,1,1,1,1,1,1,0,1,1,0,0,0
S000004683,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002442,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005225,1,1,1,1,0,1,1,1,1,1,0,0,0
S000003475,1,1,1,1,0,1,1,1,1,1,0,0,0
S000002159,1,1,1,1,0,0,0,0,1,0,0,1,1
S000028849,1,1,1,0,0,0,0,1,1,0,0,0,0
S000002197,1,1,1,1,1,0,1,1,0,0,0,0,0
S000002386,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003534,0,0,0,0,0,0,0,0,0,0,0,0,0
S000004244,1,1,0,1,1,0,0,0,0,1,0,0,0
S000000766,1,1,1,1,1,1,1,1,1,0,1,0,0
S000005447,1,1,1,0,0,0,1,1,1,0,0,0,0
S000000835,1,1,1,1,0,0,1,0,0,0,0,0,0
S000001102,1,1,1,1,1,1,1,1,1,0,1,1,1
S000000037,1,1,1,1,1,1,1,1,1,1,0,0,1
S000001478,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000217,1,1,1,1,0,0,1,1,0,1,0,0,0
S000000336,1,1,1,1,0,1,1,1,1,1,0,1,0
S000004520,1,1,1,1,1,1,1,1,0,1,0,0,0
S000002351,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004932,1,1,0,1,1,0,0,0,0,1,0,0,0
S000003795,1,1,1,1,0,1,0,0,0,1,1,0,0
S000005390,1,1,1,1,1,1,1,1,1,0,1,0,0
S000001858,1,1,1,1,1,1,1,0,0,0,0,0,0
S000005666,1,1,1,1,1,1,1,1,1,1,0,1,0
S000000175,1,1,1,1,1,1,1,0,1,0,1,1,0
S000000266,1,1,1,1,0,1,1,0,0,0,0,0,0
S000002328,1,1,0,0,0,0,0,0,1,0,0,0,0
S000002674,1,1,1,1,0,1,1,0,1,0,0,0,1
S000000373,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002828,1,1,1,1,1,0,0,1,1,0,0,0,0
S000004800,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005938,1,1,1,0,1,1,0,1,0,1,0,0,0
S000002225,1,1,1,1,0,1,1,1,1,1,1,0,0
S000005039,1,0,1,1,0,0,1,0,0,0,1,0,0
S000000414,1,1,1,1,1,1,1,1,1,1,1,1,0
S000002565,1,1,1,1,1,1,1,1,1,1,1,0,0
S000001416,1,1,0,0,0,0,1,0,0,0,0,0,0
S000005449,1,1,1,1,0,1,0,1,1,0,0,0,0
S000004618,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005756,1,1,1,1,1,1,1,1,1,1,0,1,0
S000003901,1,1,1,0,1,1,0,0,0,0,0,0,0
S000003685,1,1,1,0,1,1,1,0,0,1,0,0,0
S000004671,1,1,1,1,1,1,1,0,1,0,1,0,0
S000000297,1,1,1,1,0,1,1,1,1,0,1,0,0
S000005635,1,1,1,1,1,0,1,1,1,1,1,1,1
S000007606,1,1,0,1,1,0,0,0,0,0,1,0,0
S000005403,1,1,1,1,0,1,1,0,1,0,0,0,0
S000001400,1,1,1,1,1,1,0,1,1,1,1,1,0
S000005991,1,1,1,1,1,0,0,1,1,0,1,1,1
S000004224,1,1,1,1,1,1,0,1,0,0,0,0,0
S000004452,1,1,1,0,0,0,0,0,0,0,0,0,0
S000007380,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005606,1,1,1,0,1,1,0,0,0,1,0,1,0
S000005434,1,1,1,1,0,0,1,1,0,0,1,1,0
S000000249,1,1,1,1,1,1,1,1,0,0,1,0,0
S000028557,1,0,0,0,0,0,0,0,0,0,0,0,0
S000004488,1,1,1,1,0,1,1,0,1,1,0,0,0
S000000608,1,1,0,0,0,0,0,1,0,0,0,0,0
S000001866,1,1,1,1,0,1,0,0,0,1,0,0,0
S000003761,1,1,1,1,0,1,1,1,1,1,1,1,1
S000004788,1,1,0,0,1,0,0,0,0,0,0,0,0
S000001077,1,1,1,0,1,0,1,0,0,1,1,0,0
S000029675,0,0,0,0,0,0,0,0,0,0,0,0,0
S000006087,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000487,1,1,1,1,0,0,1,0,1,0,0,0,0
S000005554,1,1,1,1,1,1,1,1,1,1,0,0,1
S000003083,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004970,1,1,1,1,1,1,1,1,1,1,0,0,1
S000002339,1,0,1,1,0,0,1,0,1,0,0,1,1
S000005215,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004722,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005275,1,1,1,1,1,0,0,1,0,1,0,0,0
S000003694,1,1,1,1,1,1,1,1,1,1,1,1,0
S000003200,1,1,1,1,1,0,1,0,1,1,0,0,0
S000000776,1,1,1,1,0,1,0,0,1,1,0,0,0
S000002803,1,1,1,1,1,1,1,0,1,1,0,0,0
S000000986,1,1,1,1,1,0,0,0,0,0,0,0,0
S000003291,1,1,1,1,1,0,1,0,0,0,0,0,0
S000004028,1,1,1,1,1,1,1,1,1,1,0,1,0
S000000473,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000257,1,1,0,1,1,1,0,0,0,0,0,0,0
S000003019,1,1,1,1,0,0,1,1,1,1,1,0,0
S000004037,1,1,1,1,1,0,1,1,1,1,1,1,1
S000000387,1,1,1,1,1,1,1,1,1,1,1,1,1
S000002708,1,1,1,1,0,1,1,1,1,1,0,0,0
S000003299,1,1,1,1,1,0,0,0,0,1,1,0,0
S000005605,1,1,1,1,1,0,1,1,1,0,1,1,0
S000003602,1,1,1,1,0,0,0,0,0,1,0,0,0
S000004046,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006230,1,1,1,1,1,1,1,1,1,1,1,0,0
S000001753,1,1,1,0,0,0,0,0,0,0,0,0,0
S000005925,1,1,1,1,1,1,1,1,1,0,1,1,1
S000002164,1,1,1,1,1,1,1,1,1,1,1,1,1
S000007222,1,1,1,0,0,0,0,0,0,0,0,0,0
S000004744,1,1,0,0,0,0,0,1,0,0,0,0,0
S000001389,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005385,1,1,1,0,1,0,0,0,0,1,0,0,0
S000005010,1,1,1,1,1,1,1,1,1,0,0,0,0
S000001611,1,1,1,0,1,0,0,0,0,1,1,0,0
S000006053,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005177,1,1,0,1,1,1,1,1,1,0,1,1,0
S000005312,1,1,1,0,1,0,0,0,0,0,0,0,0
S000003768,1,1,1,0,1,0,0,0,0,1,0,0,0
S000001117,1,1,1,1,1,1,1,1,1,0,0,1,1
S000028590,1,1,1,0,0,0,0,1,0,0,0,0,0
S000000877,1,1,1,1,1,1,1,1,1,0,0,0,0
S000004660,1,1,1,1,1,1,1,1,1,1,1,0,1
S000000894,1,1,0,0,0,0,0,0,0,0,0,0,0
S000002258,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005622,1,1,1,1,1,1,1,1,1,0,0,0,1
S000005086,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003507,1,1,0,0,1,1,0,0,0,1,0,0,0
S000029726,1,1,1,0,0,1,0,0,0,0,0,0,0
S000005847,1,1,1,1,1,0,1,1,1,1,1,1,0
S000003235,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003800,1,1,1,0,1,0,0,0,0,0,0,0,0
S000002217,1,1,1,1,1,1,0,0,0,0,0,0,0
S000003385,1,1,0,0,0,0,0,0,0,0,0,0,0
S000005140,1,1,1,1,1,1,0,0,0,0,1,0,0
S000004954,1,1,1,1,1,1,1,1,1,1,1,1,1
S000028812,1,0,1,0,0,0,0,0,0,0,0,0,0
S000006061,1,1,1,1,1,1,1,1,1,1,1,1,1
S000003691,1,1,1,1,0,1,0,1,0,1,0,0,0
S000001567,1,1,1,1,1,1,1,0,0,1,0,0,0
S000003456,1,1,1,1,0,0,0,1,1,1,0,0,1
S000004649,0,0,0,0,0,0,0,0,0,0,0,0,0
S000002822,1,1,1,1,0,0,1,1,1,0,1,1,1
S000000484,1,1,1,1,1,1,0,1,1,1,1,0,1
S000005591,1,1,1,1,1,1,1,1,1,1,0,0,0
S000028662,1,1,1,0,0,0,0,0,0,0,0,0,0
S000003733,1,1,1,1,1,0,1,0,1,0,0,1,1
S000001484,1,1,1,1,1,1,1,1,1,1,1,0,0
S000005412,1,1,1,1,1,1,1,1,1,1,1,0,1
S000006166,1,1,1,0,0,0,0,0,1,0,1,1,0
S000005843,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000452,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005072,1,1,1,1,1,0,0,0,0,1,0,0,0
S000003017,1,1,1,1,1,1,1,1,1,0,0,0,0
S000002726,1,1,0,1,1,1,0,0,0,0,0,0,0
S000005034,1,1,1,1,1,1,1,1,1,0,1,1,1
S000003930,1,1,1,1,1,0,0,0,0,1,0,0,0
S000002737,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000860,1,1,1,1,1,1,1,0,0,0,1,0,0
S000004069,1,1,1,1,1,1,1,1,1,0,0,0,0
S000006168,1,1,1,0,1,0,0,0,0,1,1,0,0
S000002464,1,1,1,1,0,1,1,1,1,0,1,1,1
S000003357,1,0,1,1,0,0,1,0,1,0,0,0,0
S000003904,1,1,1,1,1,1,1,1,1,1,1,0,0
S000001339,1,1,1,1,1,1,0,0,1,1,1,0,0
S000004514,1,1,1,1,0,1,0,0,0,1,0,0,0
S000005544,1,1,1,1,1,0,1,1,1,1,1,1,1
S000028859,1,1,1,0,0,0,1,1,0,0,1,0,0
S000002518,1,1,1,1,1,1,1,1,1,1,0,0,1
S000001544,1,1,0,1,0,1,0,0,1,0,1,1,1
S000003325,1,1,0,0,0,1,0,0,0,1,1,0,0
S000005562,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000957,1,1,1,1,1,1,1,1,1,0,1,1,0
S000005208,1,1,1,1,1,0,1,1,1,1,1,1,1
S000005301,1,1,1,1,0,1,0,0,0,1,0,0,0
S000003188,1,1,1,1,1,0,0,1,1,0,0,0,0
S000002838,1,1,1,1,1,1,1,1,0,0,0,0,0
S000000566,1,1,1,1,1,1,0,1,0,0,0,0,0
S000000051,1,1,1,1,1,0,1,1,1,1,1,0,1
S000004536,1,1,1,1,1,0,1,1,1,0,1,1,1
S000001224,1,1,1,1,1,0,1,1,1,0,1,1,1
S000005393,1,1,1,1,1,1,0,1,1,0,0,0,0
S000004441,1,1,1,1,1,1,1,0,0,0,0,0,0
S000000524,0,0,0,0,0,0,0,0,0,0,0,0,0
S000002569,1,1,1,1,1,0,1,0,1,1,0,0,0
S000004521,1,1,1,1,1,0,1,1,1,0,1,0,1
S000005052,1,1,1,0,1,0,0,0,0,0,0,0,0
S000004492,1,1,1,1,0,1,1,0,1,1,0,0,0
S000001765,1,1,1,1,1,1,1,0,0,0,0,0,0
S000006153,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004110,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005723,1,1,1,1,1,1,1,1,1,1,1,1,1
S000005338,1,1,1,1,0,1,1,0,1,0,0,0,0
S000002425,1,1,1,1,0,0,1,0,0,0,1,0,0
S000005134,1,1,1,1,0,1,0,1,1,0,0,1,0
S000003130,1,1,1,0,0,1,0,0,0,0,0,0,0
S000001360,1,1,1,0,0,1,0,0,1,0,0,0,0
S000005331,1,1,1,1,1,0,1,0,0,0,1,1,0
S000000612,1,1,1,0,0,0,0,1,0,1,0,0,0
S000002341,1,1,1,1,1,1,1,1,1,1,1,0,0
S000005740,1,0,1,1,0,0,1,1,1,0,1,0,0
S000003378,1,1,1,1,1,1,1,1,1,1,0,1,1
S000003355,1,1,1,1,0,1,1,1,1,0,0,0,0
S000003285,1,1,1,1,0,0,0,1,0,0,0,0,0
S000028638,1,0,1,1,0,0,1,1,0,0,1,0,0
S000002160,1,1,1,1,1,1,1,0,0,0,0,0,0
S000002661,1,1,1,1,1,1,1,1,1,1,0,0,0
S000005168,1,1,1,1,0,1,1,1,0,0,0,0,0
S000007356,0,0,0,0,0,0,0,0,0,0,0,0,0
S000006018,1,1,1,1,1,1,1,1,1,0,0,0,1
S000001079,1,1,1,1,0,1,1,1,1,1,0,0,0
S000000184,1,1,1,1,1,1,1,0,1,1,0,0,0
S000001393,1,1,1,1,1,1,1,1,1,1,0,1,0
S000006435,1,1,1,1,1,0,1,1,1,1,1,1,1
S000002204,1,1,1,1,1,1,1,1,1,1,1,1,1
S000000483,1,1,1,0,0,1,0,0,0,0,0,0,0
S000004260,1,1,1,1,0,1,1,1,1,1,0,0,0
S000001374,1,1,1,1,1,1,0,0,0,0,0,0,0
S000002904,1,1,1,1,1,1,1,1,1,1,0,1,0
S000005448,1,1,1,1,0,0,1,1,1,1,1,0,0
S000003698,1,1,1,1,0,1,1,0,0,0,0,0,0
S000001068,1,1,1,1,0,1,1,1,1,0,1,1,1
S000007384,0,0,0,0,0,0,0,0,0,0,0,0,0
S000000750,1,1,1,1,1,1,1,1,1,0,0,0,0
S000004531,1,1,1,1,1,0,1,1,1,0,1,0,0
S000002900,1,1,1,1,0,1,1,1,1,1,1,0,0
S000000940,0,0,0,0,0,0,0,0,0,0,0,0,0
S000000944,1,1,1,1,0,1,0,0,0,0,0,0,0
S000004508,0,0,0,0,0,0,0,0,0,0,0,0,0
S000005127,1,1,1,1,1,1,1,1,1,1,1,1,1
S000006027,1,1,1,1,1,1,1,1,1,1,1,1,1
S000004231,1,1,0,1,1,0,1,1,1,0,0,0,0
S000004182,1,1,1,1,1,1,1,1,0,0,0,0,0
S000002746,1,0,1,1,0,0,1,0,0,1,0,0,0
S000001640,1,1,1,1,1,1,1,1,1,0,0,0,0
S000005514,1,1,1,1,1,1,1,1,1,1,1,0,0
S000000879,1,1,1,0,0,1,0,0,0,0,0,0,0
S000000202,1,1,1,1,1,0,1,1,1,0,1,0,0
S000000703,1,1,1,1,0,1,0,0,0,0,0,0,0
S000003871,1,1,1,1,1,0,1,1,1,1,1,1,1
S000004446,1,1,1,1,0,1,1,1,1,1,1,0,0
S000003233,1,1,1,0,1,1,1,0,0,1,0,0,0
S000002659,1,1,1,1,1,0,0,0,1,1,1,1,0
S000003471,1,1,1,1,1,1,1,0,1,1,0,0,0
S000007279,1,1,1,1,1,1,1,1,1,1,1,1,0
S000004539,1,1,1,1,1,1,1,0,1,0,0,0,0
S000004047,1,1,1,1,0,0,1,0,1,1,1,0,0
S000003178,1,1,1,1,1,0,1,1,1,1,1,1,1
S000001016,1,1,1,1,1,1,1,0,1,0,1,0,0
S000000384,1,1,0,1,1,0,1,1,1,1,1,1,0
S000001075,1,1,1,1,1,0,0,1,1,0,1,0,0
S000002474,1,1,1,0,0,0,1,0,1,1,0,0,0
