protocol	species	regime	model	feature_setting	feature_combo	label_regime	run_id	seed	is_deterministic	split_version	graph_source	label_manifest	split_manifest	config_used	val_auroc	val_auprc	val_mcc	val_f1	val_accuracy	test_auroc	test_auprc	test_mcc	test_f1	test_accuracy	train_count	val_count	test_count	feature_dim	node_count	edge_count	best_checkpoint	best_epoch	best_val_score	val_precision	val_recall	val_specificity	test_precision	test_recall	test_specificity	target	metrics_path	feature_contract_group	graph_contract	threshold_strategy	evaluation_contract	require_true_node2vec	embedding_method	embedding_backend	fallback_used
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT	ORT	newlabel	seed_1029	1029	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.7694520669204215	0.2292057005179805	0.260833430243964	0.3141762452107279	0.6851363236587511	0.786941305869413	0.2420940248259004	0.2846314271757512	0.3310208126858275	0.7031662269129287	7955	1137	2274	168	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT/run_1029/best_model.pt	58	0.2292057005179805	0.1990291262135922	0.7454545454545455	0.6786757546251218	0.2113924050632911	0.7625570776255708	0.6968369829683698	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT/run_1029/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT	ORT	newlabel	seed_1030	1030	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.7158803222094361	0.1789143123659792	0.1989880984503756	0.2689075630252101	0.6174142480211082	0.7150884911508849	0.1846129173633489	0.2061820361648401	0.2764227642276423	0.6477572559366754	7955	1137	2274	168	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT/run_1030/best_model.pt	14	0.1789143123659792	0.1649484536082474	0.7272727272727273	0.6056475170399221	0.1722972972972972	0.6986301369863014	0.6423357664233577	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT/run_1030/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT	ORT	newlabel	seed_1031	1031	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.7528458882889263	0.2076003949808744	0.2153748875508843	0.2857142857142857	0.6701846965699209	0.7683987156839872	0.2222050084252673	0.2747646806238802	0.3227053140096618	0.6917326297273527	7955	1137	2274	168	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT/run_1031/best_model.pt	102	0.2076003949808744	0.180722891566265	0.6818181818181818	0.6689386562804285	0.204656862745098	0.7625570776255708	0.6841849148418492	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT/run_1031/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT	ORT	newlabel	seed_1032	1032	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.7262901655306719	0.2246848194337448	0.1739333287618681	0.2365853658536585	0.4494283201407212	0.7483762734837627	0.2401538072466015	0.1662739211453183	0.2312276519666269	0.4327176781002638	7955	1137	2274	168	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT/run_1032/best_model.pt	14	0.2246848194337448	0.1366197183098591	0.8818181818181818	0.4031158714703018	0.1329677861549006	0.8858447488584474	0.3844282238442822	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT/run_1032/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT	ORT	newlabel	seed_1033	1033	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.8012923785075684	0.2604449612502577	0.2901273248823565	0.3452914798206278	0.7431838170624451	0.8097701340977014	0.2826271988902684	0.3279526817427897	0.3742690058479532	0.7647317502198768	7955	1137	2274	168	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT/run_1033/best_model.pt	95	0.2604449612502577	0.2291666666666666	0.7	0.747809152872444	0.2515723270440251	0.730593607305936	0.7683698296836983	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT/run_1033/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT_EXP	ORT_EXP	newlabel	seed_1029	1029	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.788412852969815	0.2836212079956406	0.2680992718110664	0.326271186440678	0.7203166226912929	0.8089791020897911	0.2913500695961598	0.3210827770948868	0.3614973262032085	0.737467018469657	7955	1137	2274	228	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT_EXP/run_1029/best_model.pt	47	0.2836212079956405	0.212707182320442	0.7	0.7224926971762414	0.2360335195530726	0.771689497716895	0.7338199513381995	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT_EXP/run_1029/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT_EXP	ORT_EXP	newlabel	seed_1030	1030	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.7778171195892716	0.2479709774317979	0.2877323441652614	0.3456221198156682	0.7502198768689534	0.8004688420046884	0.2465138021835927	0.3015785293690858	0.3504928806133625	0.7392260334212841	7955	1137	2274	228	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT_EXP/run_1030/best_model.pt	192	0.2479709774317979	0.2314814814814814	0.6818181818181818	0.7575462512171373	0.2305475504322766	0.730593607305936	0.7401459854014598	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT_EXP/run_1030/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT_EXP	ORT_EXP	newlabel	seed_1031	1031	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.7700097370983446	0.2448769430105282	0.2784518803982143	0.3165217391304348	0.6543535620052771	0.8017398260173981	0.2619930096068421	0.283085388325541	0.3205699020480855	0.6644678979771328	7955	1137	2274	228	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT_EXP/run_1031/best_model.pt	48	0.2448769430105282	0.1956989247311828	0.8272727272727273	0.6358325219084713	0.1991150442477876	0.821917808219178	0.6476885644768856	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT_EXP/run_1031/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT_EXP	ORT_EXP	newlabel	seed_1032	1032	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.7976453925821015	0.2637267180532529	0.2868666785574199	0.3333333333333333	0.7044854881266491	0.8172027241720272	0.278272781086755	0.3030241713030053	0.3425742574257426	0.7080035180299032	7955	1137	2274	228	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT_EXP/run_1032/best_model.pt	93	0.263726718053253	0.2131979695431472	0.7636363636363637	0.6981499513145083	0.2187104930467762	0.7899543378995434	0.6992700729927007	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT_EXP/run_1032/metrics.tsv								
fgraminearum_newlabel	fgraminearum	newlabel	GAT	ORT_EXP	ORT_EXP	newlabel	seed_1033	1033	False	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	configs/frozen_protocol.yaml	0.8030627600247853	0.2514471342820726	0.3196391201818747	0.3590814196242171	0.7299912049252418	0.8302291993022919	0.2912225597969046	0.3308401924156771	0.3695652173913043	0.7449428320140721	7955	1137	2274	228	12512	362023	/home/jiehuang/software/fungi/ProGATE_v2/outputs/fgraminearum_old_newlabel_benchmark/fgraminearum_newlabel/GAT/ORT_EXP/run_1033/best_model.pt	108	0.2514471342820726	0.2330623306233062	0.7818181818181819	0.7244401168451802	0.2425106990014265	0.776255707762557	0.7416058394160584	fgraminearum	/home/jiehuang/software/fungi/ProGATE_v2/outputs/Figure2b/fgraminearum_newlabel/GAT/ORT_EXP/run_1033/metrics.tsv								
