protocol	species	regime	model	feature_setting	feature_contract_group	label_regime	split_version	graph_source	graph_contract	threshold_strategy	evaluation_contract	label_manifest	split_manifest	config_used	is_deterministic	require_true_node2vec	embedding_method	embedding_backend	fallback_used	esm2_dim	n_runs	seed_list	run_ids	test_auroc_mean	test_auroc_std	test_auprc_mean	test_auprc_std	test_mcc_mean	test_mcc_std	test_f1_mean	test_f1_std	test_precision_mean	test_precision_std	test_recall_mean	test_recall_std	test_accuracy_mean	test_accuracy_std	test_specificity_mean	test_specificity_std	val_auroc_mean	val_auroc_std	val_auprc_mean	val_auprc_std	val_mcc_mean	val_mcc_std	val_f1_mean	val_f1_std	val_precision_mean	val_precision_std	val_recall_mean	val_recall_std	val_accuracy_mean	val_accuracy_std	val_specificity_mean	val_specificity_std	target
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2	ort_exp_sub_plus_esm2_species_level_pooled_contract	newlabel	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	results/Figure3a/runtime/Figure3a_runtime_config.yaml	False					1280	5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.9176868176414494	0.0018887642673601783	0.5497912364916027	0.023021489632487978	0.5023376683637852	0.005491610367383724	0.5396852732110048	0.010461880081931314	0.43693074785803876	0.03981830601057933	0.7196347031963469	0.06304677842591123	0.8871709151692437	0.014205648616011987	0.9040478380864764	0.021972681204850214	0.9391619971564774	0.0015966732589787144	0.6670147070321564	0.01115543910640904	0.545309986172756	0.008298810786871273	0.5786058076920862	0.014080807388015945	0.4722890707673869	0.0375289686141665	0.7563636363636363	0.04992556442816721	0.8982456140350876	0.012541349376638401	0.9126034958601655	0.018808692088556442	fgraminearum_newlabel
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2_GATED	ort_exp_sub_plus_esm2_species_level_pooled_contract	newlabel	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	results/Figure3c/runtime/Figure3c_runtime_config.yaml	False					1280	5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.913060536939253	0.0016355700608474226	0.5630633072860409	0.01269055139730227	0.4904845254018563	0.007972749988964665	0.511865197789678	0.011000977810410153	0.3709193452192806	0.014314682938578953	0.8273972602739725	0.015116845075111282	0.8553280401170079	0.009064937309122424	0.8581416743330266	0.011477808352749643	0.9315079033202309	0.0019317206899114449	0.6409182434216211	0.013918182362378587	0.5175050301495792	0.0092752359871051	0.5354473875843799	0.012788744318145931	0.3912888217510816	0.017991249559042806	0.8509090909090908	0.02609581835346788	0.8639933166248955	0.01042638647406698	0.8653173873045079	0.013922785216112295	fgraminearum_newlabel
