regime	positive_count	negative_count	total_count	train_count	val_count	test_count	train_positive_count	val_positive_count	test_positive_count	train_negative_count	val_negative_count	test_negative_count	split_seed	split_version	source_old440_mapping_audit	source_old_gene_list	source_negative_pool	old440_summary_positive_count	old440_summary_negative_count	old440_summary_overlap_removed	replayed_overlap_removed
oldlabel	439	10750	11189	7832	1119	2238	307	44	88	7525	1075	2150	20260409	frozen_protocol_v1_seed20260409_test20_val10	data/interim/protocol_refactor/fgraminearum_label_materialization/old440_mapping_audit.tsv	/home/jiehuang/software/fungi/EPGAT/data/essential_genes/fgraminearum/EssentialGenes/gene_list.txt	data/derived_labels/ph1_yeast_essential_ortholog_labels.tsv	439	10750	118	118
