raw_probe_id	mapped_gene_id	mapping_status	mapping_method
FGRAMPH1_01G02935	FGRAMPH1_01G02935	mapped	direct_gene_id
FGRAMPH1_01G27657	FGRAMPH1_01G27657	mapped	direct_gene_id
FGRAMPH1_01G26769	FGRAMPH1_01G26769	mapped	direct_gene_id
FGRAMPH1_01G08119	FGRAMPH1_01G08119	mapped	direct_gene_id
FGRAMPH1_01G02697	FGRAMPH1_01G02697	mapped	direct_gene_id
FGRAMPH1_01G16567	FGRAMPH1_01G16567	mapped	direct_gene_id
FGRAMPH1_01G27323	FGRAMPH1_01G27323	mapped	direct_gene_id
FGRAMPH1_01G11433	FGRAMPH1_01G11433	mapped	direct_gene_id
FGRAMPH1_01G17179	FGRAMPH1_01G17179	mapped	direct_gene_id
FGRAMPH1_01G04293	FGRAMPH1_01G04293	mapped	direct_gene_id
FGRAMPH1_01G06393	FGRAMPH1_01G06393	mapped	direct_gene_id
FGRAMPH1_01G00833	FGRAMPH1_01G00833	mapped	direct_gene_id
FGRAMPH1_01G13617	FGRAMPH1_01G13617	mapped	direct_gene_id
FGRAMPH1_01G20767	FGRAMPH1_01G20767	mapped	direct_gene_id
FGRAMPH1_01G24705	FGRAMPH1_01G24705	mapped	direct_gene_id
FGRAMPH1_01G02115	FGRAMPH1_01G02115	mapped	direct_gene_id
FGRAMPH1_01G18755	FGRAMPH1_01G18755	mapped	direct_gene_id
FGRAMPH1_01G07899	FGRAMPH1_01G07899	mapped	direct_gene_id
FGRAMPH1_01G23507	FGRAMPH1_01G23507	mapped	direct_gene_id
FGRAMPH1_01G07089	FGRAMPH1_01G07089	mapped	direct_gene_id
FGRAMPH1_01G02647	FGRAMPH1_01G02647	mapped	direct_gene_id
FGRAMPH1_01G02893	FGRAMPH1_01G02893	mapped	direct_gene_id
FGRAMPH1_01G20713	FGRAMPH1_01G20713	mapped	direct_gene_id
FGRAMPH1_01G25873	FGRAMPH1_01G25873	mapped	direct_gene_id
FGRAMPH1_01G10853	FGRAMPH1_01G10853	mapped	direct_gene_id
FGRAMPH1_01G23275	FGRAMPH1_01G23275	mapped	direct_gene_id
FGRAMPH1_01G20913	FGRAMPH1_01G20913	mapped	direct_gene_id
FGRAMPH1_01G24179	FGRAMPH1_01G24179	mapped	direct_gene_id
FGRAMPH1_01G22087	FGRAMPH1_01G22087	mapped	direct_gene_id
FGRAMPH1_01G15725	FGRAMPH1_01G15725	mapped	direct_gene_id
FGRAMPH1_01G13147	FGRAMPH1_01G13147	mapped	direct_gene_id
FGRAMPH1_01G01603	FGRAMPH1_01G01603	mapped	direct_gene_id
FGRAMPH1_01G02039	FGRAMPH1_01G02039	mapped	direct_gene_id
FGRAMPH1_01G25843	FGRAMPH1_01G25843	mapped	direct_gene_id
FGRAMPH1_01G19375	FGRAMPH1_01G19375	mapped	direct_gene_id
FGRAMPH1_01G15765	FGRAMPH1_01G15765	mapped	direct_gene_id
FGRAMPH1_01G21219	FGRAMPH1_01G21219	mapped	direct_gene_id
FGRAMPH1_01G04761	FGRAMPH1_01G04761	mapped	direct_gene_id
FGRAMPH1_01G21321	FGRAMPH1_01G21321	mapped	direct_gene_id
FGRAMPH1_01G01691	FGRAMPH1_01G01691	mapped	direct_gene_id
FGRAMPH1_01G10065	FGRAMPH1_01G10065	mapped	direct_gene_id
FGRAMPH1_01G14577	FGRAMPH1_01G14577	mapped	direct_gene_id
