Target	Species	Regime	Model	Feature_Setting	Label_Regime	Split_Version	Runs	Seed_List	AUPRC_mean	AUPRC_std	MCC_mean	MCC_std	AUROC_mean	AUROC_std	F1_mean	F1_std	Precision_mean	Precision_std	Recall_mean	Recall_std	Specificity_mean	Specificity_std	ESM2_Dim
scerevisiae	scerevisiae	standard	GraphSAGE	ESM2	standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.6343997740156352	0.004956284068600999	0.4810543555728934	0.006648888595238772	0.8610210022873778	0.0011720154167158478	0.5803032547516388	0.00545533989810431							1280.0
scerevisiae	scerevisiae	standard	GraphSAGE	ORT_ESM2	standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.5891332041383125	0.037008898587261106	0.4091744394786524	0.04702993562045916	0.8368558951965065	0.021851756041622677	0.5268632115712341	0.037288207202480605	0.407605864979893	0.05292763075843121	0.7571428571428571	0.026937401188058936	0.7395196506550219	0.058226164448861716	1280.0
scerevisiae	scerevisiae	standard	GraphSAGE	ORT_EXP_SUB	standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.6372176703023924	0.008419694212031027	0.44557361283870217	0.006528053298371188	0.8681461842378873	0.0023129363775901955	0.5538439698417483	0.0052524121684488926							
scerevisiae	scerevisiae	standard	GraphSAGE	ORT_EXP_SUB_ESM2	standard	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.6717928109741916	0.006818336058770907	0.5112040647616228	0.01651243851418992	0.8819983364524848	0.0014364188842319384	0.60477210456729	0.014918513613932063	0.5736434108527132	0.0	0.7047619047619048	0.0	0.8799126637554585	0.0	1280.0
