node_id	species	protocol	label	split	seed	baseline_pred_label	esm2_pred_label	baseline_pred_score	esm2_pred_score	transition	transition_display
FGRAMPH1_01G05983	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.6219902038574219	0.0218574497848749	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G06003	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1062692254781723	1.95545229314531e-12	TN_stable	TN_stable
FGRAMPH1_01G06013	fgraminearum	fgraminearum_newlabel	1	test	1029	0	0	0.0001063345262082	0.3826196491718292	FN_persistent	persistent_FN
FGRAMPH1_01G06017	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.473012775182724	0.2664035558700561	TN_stable	TN_stable
FGRAMPH1_01G06041	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0354362614452838	2.378632707467077e-11	TN_stable	TN_stable
FGRAMPH1_01G06053	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.4990595281124115	0.1354286223649978	TN_stable	TN_stable
FGRAMPH1_01G06055	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.5634676814079285	0.0021393226925283	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G06077	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.4077001810073852	0.9357064962387084	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G06079	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.7755557298660278	0.9170302152633668	TP_stable	TP_stable
FGRAMPH1_01G06103	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.9279695153236388	0.9239819049835204	TP_stable	TP_stable
FGRAMPH1_01G06105	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.6844370365142822	0.8545781970024109	TP_stable	TP_stable
FGRAMPH1_01G06113	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0299612246453762	0.0005276342853903	TN_stable	TN_stable
FGRAMPH1_01G06125	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.05461111292243	3.8938575535598866e-14	TN_stable	TN_stable
FGRAMPH1_01G06129	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.9118745923042296	0.9927363395690918	TP_stable	TP_stable
FGRAMPH1_01G06133	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2354914546012878	4.272291107554338e-07	TN_stable	TN_stable
FGRAMPH1_01G06135	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0112512903288006	4.737505499008421e-09	TN_stable	TN_stable
FGRAMPH1_01G06141	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.9672892689704896	0.9587449431419371	TP_stable	TP_stable
FGRAMPH1_01G06145	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.6262810826301575	0.9277990460395812	TP_stable	TP_stable
FGRAMPH1_01G06147	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0010970002040266	0.00255849189125	TN_stable	TN_stable
FGRAMPH1_01G06161	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.7615039348602295	0.9805436730384828	FP_persistent	persistent_FP
FGRAMPH1_01G06169	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.7141646146774292	0.1845375150442123	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G06173	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.3498244285583496	0.0110134556889534	TN_stable	TN_stable
FGRAMPH1_01G06183	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2051494717597961	2.703233406009531e-07	TN_stable	TN_stable
FGRAMPH1_01G06199	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0986857339739799	6.239792753673369e-13	TN_stable	TN_stable
FGRAMPH1_01G06215	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0654226318001747	3.0193245681431327e-09	TN_stable	TN_stable
FGRAMPH1_01G06223	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2265355587005615	0.0674493908882141	TN_stable	TN_stable
FGRAMPH1_01G06233	fgraminearum	fgraminearum_newlabel	1	test	1029	0	0	0.1420415937900543	0.4062941372394562	FN_persistent	persistent_FN
FGRAMPH1_01G06235	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0002353733434574	1.414064990967745e-05	TN_stable	TN_stable
FGRAMPH1_01G06241	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.001459639170207	1.458059983860949e-07	TN_stable	TN_stable
FGRAMPH1_01G06275	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0403758138418197	1.2069749644183503e-09	TN_stable	TN_stable
FGRAMPH1_01G06295	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.032363187521696	0.0003911689855158	TN_stable	TN_stable
FGRAMPH1_01G06303	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2702699303627014	0.0003309743187855	TN_stable	TN_stable
FGRAMPH1_01G06305	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0807493403553962	1.830125313517783e-07	TN_stable	TN_stable
FGRAMPH1_01G06307	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.6561816334724426	0.797666609287262	FP_persistent	persistent_FP
FGRAMPH1_01G06323	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2091498672962188	3.739437943295343e-06	TN_stable	TN_stable
FGRAMPH1_01G06329	fgraminearum	fgraminearum_newlabel	1	test	1029	0	0	0.010427520610392	0.0083587933331727	FN_persistent	persistent_FN
FGRAMPH1_01G06331	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.7652214169502258	0.9098663330078124	FP_persistent	persistent_FP
FGRAMPH1_01G06369	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.3291449546813965	0.3289006054401397	TN_stable	TN_stable
FGRAMPH1_01G06383	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.682298481464386	0.974124312400818	FP_persistent	persistent_FP
FGRAMPH1_01G06397	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0034556491300463	4.464182539934804e-15	TN_stable	TN_stable
FGRAMPH1_01G06433	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0009586561936885	1.0481072306207964e-22	TN_stable	TN_stable
FGRAMPH1_01G06445	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0133868837729096	6.679975683709928e-08	TN_stable	TN_stable
FGRAMPH1_01G06449	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2963941097259521	1.8440433624533623e-09	TN_stable	TN_stable
FGRAMPH1_01G06455	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1687502861022949	0.0002618817961774	TN_stable	TN_stable
FGRAMPH1_01G06477	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.3229654133319855	0.8170324563980103	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G06497	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0005989567143842	1.4690559737573494e-06	TN_stable	TN_stable
FGRAMPH1_01G06515	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.3754182457923889	3.354026375745889e-06	TN_stable	TN_stable
FGRAMPH1_01G06551	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0092996032908558	4.3893763623792375e-11	TN_stable	TN_stable
FGRAMPH1_01G06555	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0356002114713192	0.0138602843508124	TN_stable	TN_stable
FGRAMPH1_01G06571	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	2.3102306840883102e-06	0.1293894797563552	TN_stable	TN_stable
FGRAMPH1_01G06587	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.150607481598854	0.3047499358654022	TN_stable	TN_stable
FGRAMPH1_01G06601	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0002329325507162	1.0991107993901274e-15	TN_stable	TN_stable
FGRAMPH1_01G06649	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.067069724202156	0.0192816667258739	TN_stable	TN_stable
FGRAMPH1_01G06659	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.5034084320068359	0.0915078520774841	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G06669	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1484156399965286	0.0001855032314779	TN_stable	TN_stable
FGRAMPH1_01G06675	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.7264845371246338	0.0164152234792709	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G06677	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0007424923242069	0.003909524064511	TN_stable	TN_stable
FGRAMPH1_01G06683	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.3648966550827026	0.7717504501342773	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G06687	fgraminearum	fgraminearum_newlabel	1	test	1029	0	1	0.1447159796953201	0.8965592980384827	FN_to_TP_rescued	FN_to_TP_rescued
FGRAMPH1_01G06697	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2560058832168579	3.361448989380733e-06	TN_stable	TN_stable
FGRAMPH1_01G06701	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	2.8456795462261653e-06	0.0353541262447834	TN_stable	TN_stable
FGRAMPH1_01G06719	fgraminearum	fgraminearum_newlabel	1	test	1029	0	1	0.1860126107931137	0.6052833199501038	FN_to_TP_rescued	FN_to_TP_rescued
FGRAMPH1_01G06721	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.8501696586608887	0.7302185893058777	FP_persistent	persistent_FP
FGRAMPH1_01G06729	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.8123831152915955	0.8225036859512329	FP_persistent	persistent_FP
FGRAMPH1_01G06755	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0009483850444667	1.9994244482290924e-08	TN_stable	TN_stable
FGRAMPH1_01G06761	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2254386395215988	6.413479525235743e-08	TN_stable	TN_stable
FGRAMPH1_01G06773	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1428132057189941	9.336575749330224e-05	TN_stable	TN_stable
FGRAMPH1_01G06789	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.0758184641599655	0.5853855013847351	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G06805	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0889124125242233	8.77637459234526e-12	TN_stable	TN_stable
FGRAMPH1_01G06807	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	1.886512472992763e-05	0.0099421013146638	TN_stable	TN_stable
FGRAMPH1_01G06815	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.6470433473587036	0.947411298751831	TP_stable	TP_stable
FGRAMPH1_01G06817	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0158501435071229	1.940667895480863e-12	TN_stable	TN_stable
FGRAMPH1_01G06819	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0709731951355934	0.0211865045130252	TN_stable	TN_stable
FGRAMPH1_01G06837	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1747440844774246	0.0006543030031025	TN_stable	TN_stable
FGRAMPH1_01G06845	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1963143646717071	0.1485874652862548	TN_stable	TN_stable
FGRAMPH1_01G06849	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0044888383708894	0.0176328122615814	TN_stable	TN_stable
FGRAMPH1_01G06867	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.8191428780555725	0.0302473828196525	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G06895	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0831193104386329	0.2153508961200714	TN_stable	TN_stable
FGRAMPH1_01G06903	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2307645976543426	6.285418930929154e-05	TN_stable	TN_stable
FGRAMPH1_01G06913	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0790740177035331	0.0208631549030542	TN_stable	TN_stable
FGRAMPH1_01G06915	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.7741500735282898	0.1899976581335067	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G06921	fgraminearum	fgraminearum_newlabel	1	test	1029	0	0	0.3200136125087738	0.0152425291016697	FN_persistent	persistent_FN
FGRAMPH1_01G06935	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.4389651417732239	0.3886035680770874	TN_stable	TN_stable
FGRAMPH1_01G06941	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.8532130122184753	0.7732694745063782	FP_persistent	persistent_FP
FGRAMPH1_01G06957	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1108652576804161	2.959843641292537e-07	TN_stable	TN_stable
FGRAMPH1_01G06959	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0103687001392245	1.199106596351876e-13	TN_stable	TN_stable
FGRAMPH1_01G06981	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1116856709122657	0.3057532012462616	TN_stable	TN_stable
FGRAMPH1_01G06991	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0013164079282432	1.9513958157690855e-11	TN_stable	TN_stable
FGRAMPH1_01G07001	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0516902208328247	5.5459612596786556e-11	TN_stable	TN_stable
FGRAMPH1_01G07009	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0091959135606884	3.2711597319767804e-11	TN_stable	TN_stable
FGRAMPH1_01G07013	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0148613033816218	3.26968880031038e-14	TN_stable	TN_stable
FGRAMPH1_01G07019	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	1.0354513690913336e-08	0.0006254205945879	TN_stable	TN_stable
FGRAMPH1_01G07033	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0084418384358286	0.045339286327362	TN_stable	TN_stable
FGRAMPH1_01G07039	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0586167946457862	0.0097345141693949	TN_stable	TN_stable
FGRAMPH1_01G07041	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.9601873755455016	0.9786244034767152	TP_stable	TP_stable
FGRAMPH1_01G07079	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0595212839543819	5.67569732083939e-05	TN_stable	TN_stable
FGRAMPH1_01G07087	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0061141229234635	3.4171968366081273e-08	TN_stable	TN_stable
FGRAMPH1_01G07107	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0871035978198051	1.3782219809854726e-07	TN_stable	TN_stable
FGRAMPH1_01G07117	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	3.507287515969182e-11	0.0034358906559646	TN_stable	TN_stable
FGRAMPH1_01G07141	fgraminearum	fgraminearum_newlabel	1	test	1029	0	0	0.1494582146406173	0.000505773932673	FN_persistent	persistent_FN
FGRAMPH1_01G07149	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0946216955780983	3.211054045679533e-15	TN_stable	TN_stable
FGRAMPH1_01G07153	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.6674961447715759	0.2113535851240158	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G07155	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0935841053724289	6.9972505567506e-10	TN_stable	TN_stable
FGRAMPH1_01G07165	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0030000826809555	1.4938691611166793e-18	TN_stable	TN_stable
FGRAMPH1_01G07175	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0589916706085205	3.308227823628496e-12	TN_stable	TN_stable
FGRAMPH1_01G07177	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0718170702457428	6.228546663351354e-16	TN_stable	TN_stable
FGRAMPH1_01G07209	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.017374288290739	1.929344704831859e-12	TN_stable	TN_stable
FGRAMPH1_01G07233	fgraminearum	fgraminearum_newlabel	1	test	1029	1	0	0.6939597725868225	0.0746597126126289	TP_to_FN_regressed	TP_to_FN_regressed
FGRAMPH1_01G07239	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0092888912186026	1.2100542285268749e-17	TN_stable	TN_stable
FGRAMPH1_01G07251	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.8309342861175537	0.9281328916549684	FP_persistent	persistent_FP
FGRAMPH1_01G07267	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1928984522819519	4.781144014032179e-08	TN_stable	TN_stable
FGRAMPH1_01G07275	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0058593247085809	0.0069344267249107	TN_stable	TN_stable
FGRAMPH1_01G07285	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0003206847759429	3.6595269037320573e-09	TN_stable	TN_stable
FGRAMPH1_01G07287	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0348922125995159	7.927115319716904e-08	TN_stable	TN_stable
FGRAMPH1_01G07305	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	7.741907757008448e-05	3.51940805387585e-08	TN_stable	TN_stable
FGRAMPH1_01G07309	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.4418190419673919	0.0381763465702533	TN_stable	TN_stable
FGRAMPH1_01G07311	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0766601711511612	5.545990316296878e-12	TN_stable	TN_stable
FGRAMPH1_01G07323	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.8080262541770935	0.8523826003074646	FP_persistent	persistent_FP
FGRAMPH1_01G07327	fgraminearum	fgraminearum_newlabel	1	test	1029	0	1	0.4936581254005432	0.817238450050354	FN_to_TP_rescued	FN_to_TP_rescued
FGRAMPH1_01G07343	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.019552694633603	1.9860381144098938e-06	TN_stable	TN_stable
FGRAMPH1_01G07347	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.101540170609951	6.632549798268883e-07	TN_stable	TN_stable
FGRAMPH1_01G07381	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1108524650335311	0.3543287813663482	TN_stable	TN_stable
FGRAMPH1_01G07399	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0039997268468141	0.0001915282628033	TN_stable	TN_stable
FGRAMPH1_01G07415	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.8961637616157532	0.914007008075714	FP_persistent	persistent_FP
FGRAMPH1_01G07421	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0674765035510063	0.3363358676433563	TN_stable	TN_stable
FGRAMPH1_01G07433	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1165054440498352	3.123618341760448e-08	TN_stable	TN_stable
FGRAMPH1_01G07441	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1978975683450698	0.0003637367335613	TN_stable	TN_stable
FGRAMPH1_01G07447	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.2372758835554123	1.3376197216530272e-07	TN_stable	TN_stable
FGRAMPH1_01G07449	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.012639794498682	2.768748771919683e-13	TN_stable	TN_stable
FGRAMPH1_01G07453	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.455620676279068	0.5630884766578674	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G07481	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.5333377122879028	0.9049311876296996	FP_persistent	persistent_FP
FGRAMPH1_01G07521	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1781080961227417	1.0773866051749792e-05	TN_stable	TN_stable
FGRAMPH1_01G07527	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.191328078508377	1.9002751287189312e-05	TN_stable	TN_stable
FGRAMPH1_01G07529	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.7208626866340637	0.0766080394387245	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G07541	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0324782691895961	2.686146254643781e-19	TN_stable	TN_stable
FGRAMPH1_01G07553	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0002381145022809	2.019106437600726e-09	TN_stable	TN_stable
FGRAMPH1_01G07559	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0052104056812822	4.996073346696939e-11	TN_stable	TN_stable
FGRAMPH1_01G07563	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.4227653443813324	0.0037778245750814	TN_stable	TN_stable
FGRAMPH1_01G07565	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.862625241279602	0.9601730108261108	TP_stable	TP_stable
FGRAMPH1_01G07571	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0277314409613609	2.298879053341807e-06	TN_stable	TN_stable
FGRAMPH1_01G07601	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0199776124209165	0.0944673046469688	TN_stable	TN_stable
FGRAMPH1_01G07607	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1150044798851013	0.0024535146076232	TN_stable	TN_stable
FGRAMPH1_01G07621	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.4793114960193634	0.0107969008386135	TN_stable	TN_stable
FGRAMPH1_01G07625	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0124953463673591	9.435865422346978e-08	TN_stable	TN_stable
FGRAMPH1_01G07627	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.92951500415802	0.975494146347046	FP_persistent	persistent_FP
FGRAMPH1_01G07643	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1438661962747573	0.0005180540611036	TN_stable	TN_stable
FGRAMPH1_01G07657	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.4656659066677093	7.927569356525056e-08	TN_stable	TN_stable
FGRAMPH1_01G07667	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.4287678897380829	0.1844539940357208	TN_stable	TN_stable
FGRAMPH1_01G07671	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.36075559258461	0.1573619395494461	TN_stable	TN_stable
FGRAMPH1_01G07683	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.1712186485528946	0.6532994508743286	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G07705	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0260336250066757	8.857634244130441e-12	TN_stable	TN_stable
FGRAMPH1_01G07735	fgraminearum	fgraminearum_newlabel	0	test	1029	1	0	0.744957447052002	0.4582644999027252	FP_to_TN_corrected	FP_to_TN_corrected
FGRAMPH1_01G07749	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.6051265001296997	0.914794623851776	FP_persistent	persistent_FP
FGRAMPH1_01G07759	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0768801718950271	0.1307762414216995	TN_stable	TN_stable
FGRAMPH1_01G07789	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	1.1905951485119417e-12	4.256059131434485e-33	TN_stable	TN_stable
FGRAMPH1_01G07803	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0091546531766653	3.7240181641542974e-13	TN_stable	TN_stable
FGRAMPH1_01G07815	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0740023255348205	0.0325849503278732	TN_stable	TN_stable
FGRAMPH1_01G07821	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1134161651134491	5.623188599201967e-07	TN_stable	TN_stable
FGRAMPH1_01G07827	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.3291611969470978	0.7258283495903015	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G07829	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	2.1892017798563762e-07	0.0002516551758162	TN_stable	TN_stable
FGRAMPH1_01G07831	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0096346028149127	1.2551996775300722e-08	TN_stable	TN_stable
FGRAMPH1_01G07863	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1811582297086715	5.932602107350249e-07	TN_stable	TN_stable
FGRAMPH1_01G07867	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0597294121980667	2.884169847394702e-10	TN_stable	TN_stable
FGRAMPH1_01G07887	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1180895715951919	0.001270490582101	TN_stable	TN_stable
FGRAMPH1_01G07909	fgraminearum	fgraminearum_newlabel	1	test	1029	0	0	0.1138003766536712	3.371877904385749e-14	FN_persistent	persistent_FN
FGRAMPH1_01G07917	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.5318188667297363	0.6951016187667847	TP_stable	TP_stable
FGRAMPH1_01G07929	fgraminearum	fgraminearum_newlabel	0	test	1029	1	1	0.8746888637542725	0.6920115351676941	FP_persistent	persistent_FP
FGRAMPH1_01G07947	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.2474686801433563	0.6515256762504578	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G07949	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0401818417012691	0.0065332953818142	TN_stable	TN_stable
FGRAMPH1_01G07955	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.1332567185163498	3.359298395011478e-09	TN_stable	TN_stable
FGRAMPH1_01G07959	fgraminearum	fgraminearum_newlabel	1	test	1029	1	1	0.8550293445587158	0.9613506197929382	TP_stable	TP_stable
FGRAMPH1_01G07991	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0550333634018898	6.2795035837837085e-09	TN_stable	TN_stable
FGRAMPH1_01G08011	fgraminearum	fgraminearum_newlabel	1	test	1029	0	0	0.3268358409404754	0.0378654226660728	FN_persistent	persistent_FN
FGRAMPH1_01G08013	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.3682780861854553	0.0126010170206427	TN_stable	TN_stable
FGRAMPH1_01G08037	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0915681049227714	7.398706647343545e-10	TN_stable	TN_stable
FGRAMPH1_01G08039	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.197365790605545	1.3380604614066804e-16	TN_stable	TN_stable
FGRAMPH1_01G08041	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0213531292974948	4.8495051724328775e-11	TN_stable	TN_stable
FGRAMPH1_01G08049	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0460156239569187	2.0289594004907485e-08	TN_stable	TN_stable
FGRAMPH1_01G08073	fgraminearum	fgraminearum_newlabel	0	test	1029	0	1	0.2266712784767151	0.6514649987220764	TN_to_FP_regressed	TN_to_FP_regressed
FGRAMPH1_01G08089	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0701624378561973	1.3368285428291826e-12	TN_stable	TN_stable
FGRAMPH1_01G08149	fgraminearum	fgraminearum_newlabel	0	test	1029	0	0	0.0998947992920875	8.492561546309587e-15	TN_stable	TN_stable
