node_id	species	protocol	label	split	rescue_count	rescue_frequency	stable_rescued_ge2	confidence_tier	mean_delta_probability	std_delta_probability
FGRAMPH1_01G20541	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.3238440752029419	0.1357790017530683
FGRAMPH1_01G20641	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.062195664644241345	0.21936641134275256
FGRAMPH1_01G20657	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.09473928213119509	0.03197461755808323
FGRAMPH1_01G20717	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.10361074209213257	0.04038799787047223
FGRAMPH1_01G20833	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.07215905967605067	0.09961639262846285
FGRAMPH1_01G22477	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.0027817514488339174	0.0017454811114624555
FGRAMPH1_01G22599	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.032337721460498854	0.05573849405440324
FGRAMPH1_01G22837	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.49578586554853243	0.12626114875333036
FGRAMPH1_01G22909	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.005578422546386718	0.002220971885002144
FGRAMPH1_01G22911	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.30781877040863037	0.06618832860847283
FGRAMPH1_01G22957	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.03413047790527344	0.07777922167774018
FGRAMPH1_01G23005	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	-0.4354060262441635	0.13488072800289688
FGRAMPH1_01G23023	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.012972080707550048	0.04524719134044104
FGRAMPH1_01G23309	fgraminearum	fgraminearum_newlabel	1	test	0	0.0	False	not_rescued	0.020799469947814963	0.03350497146784757
