protocol	species	regime	model	model_variant	feature_setting	label_regime	run_id	seed	is_deterministic	split_version	graph_source	graph_contract	threshold_strategy	evaluation_contract	feature_contract_group	label_manifest	split_manifest	config_used	val_auroc	val_auprc	val_mcc	val_f1	val_precision	val_recall	val_accuracy	val_specificity	test_auroc	test_auprc	test_mcc	test_f1	test_precision	test_recall	test_accuracy	test_specificity	train_count	val_count	test_count	feature_dim	node_count	edge_count	require_true_node2vec	embedding_method	embedding_backend	fallback_used	esm2_cache_path	fusion_mode	fusion_hidden_dim	fusion_dropout	loss_type	pos_weight_mode	pos_weight_scale	best_checkpoint	target	train_fraction_tag	train_fraction	metrics_path	best_epoch	best_val_score	pos_weight	esm2_dim
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1029	1029	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train10_seed1029	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_10/split_seed_1029.tsv	configs/frozen_protocol.yaml	0.6513761467889908	0.1261157216775683	-0.1200698791731956	0.0	0.0	0.0	0.7833333333333333	0.8623853211009175	0.6046636673345852	0.1029228285786746	-0.052241753177099	0.0451467268623024	0.0446428571428571	0.045662100456621	0.8232344337651484	0.9015639374425024	837	120	2393	0	10944	724046	True								balanced_bce				fgraminearum	10	0.1	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_10/CC/NETWORK/run_1029/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1030	1030	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train10_seed1030	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_10/split_seed_1030.tsv	configs/frozen_protocol.yaml	0.6655546288573811	0.1429229950403272	0.0441540578464404	0.1111111111111111	0.1428571428571428	0.0909090909090909	0.8666666666666667	0.944954128440367	0.6046636673345852	0.1029228285786746	-0.0598530034370951	0.036697247706422	0.0368663594470046	0.0365296803652968	0.8244880902632679	0.903863845446182	837	120	2393	0	10934	724046	True								balanced_bce				fgraminearum	10	0.1	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_10/CC/NETWORK/run_1030/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1031	1031	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train10_seed1031	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_10/split_seed_1031.tsv	configs/frozen_protocol.yaml	0.5629691409507923	0.1038047200077413	-0.1009174311926605	0.0	0.0	0.0	0.8166666666666667	0.8990825688073395	0.6046636673345852	0.1029228285786746	-0.0591755019347823	0.0368663594470046	0.0372093023255813	0.0365296803652968	0.8253238612620142	0.904783808647654	837	120	2393	0	10934	724046	True								balanced_bce				fgraminearum	10	0.1	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_10/CC/NETWORK/run_1031/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1032	1032	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train10_seed1032	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_10/split_seed_1032.tsv	configs/frozen_protocol.yaml	0.603836530442035	0.1186550803859204	-0.1154500642153677	0.0	0.0	0.0	0.7916666666666666	0.8715596330275229	0.6046636673345852	0.1029228285786746	-0.0601902236550486	0.0366132723112128	0.036697247706422	0.0365296803652968	0.8240702047638947	0.903403863845446	837	120	2393	0	10930	724046	True								balanced_bce				fgraminearum	10	0.1	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_10/CC/NETWORK/run_1032/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1033	1033	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train10_seed1033	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_10/split_seed_1033.tsv	configs/frozen_protocol.yaml	0.6588824020016681	0.1394475816737146	-0.0589907740281187	0.0	0.0	0.0	0.875	0.963302752293578	0.6046636673345852	0.1029228285786746	-0.0518904330393747	0.0452488687782805	0.0448430493273542	0.045662100456621	0.8236523192645215	0.9020239190432384	837	120	2393	0	10952	724046	True								balanced_bce				fgraminearum	10	0.1	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_10/CC/NETWORK/run_1033/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1029	1029	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train20_seed1029	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_20/split_seed_1029.tsv	configs/frozen_protocol.yaml	0.5610925771476231	0.1162940561175711	0.0969366777255266	0.1621621621621621	0.2	0.1363636363636363	0.8708333333333333	0.944954128440367	0.6046636673345852	0.1029228285786746	-0.0581514368813659	0.037122969837587	0.0377358490566037	0.0365296803652968	0.8265775177601338	0.906163753449862	1674	240	2393	0	11185	724046	True								balanced_bce				fgraminearum	20	0.2	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_20/CC/NETWORK/run_1029/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1030	1030	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train20_seed1030	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_20/split_seed_1030.tsv	configs/frozen_protocol.yaml	0.5726647206005004	0.1035579273845988	-0.0096265163709651	0.0869565217391304	0.0833333333333333	0.0909090909090909	0.825	0.8990825688073395	0.6046636673345852	0.1029228285786746	-0.0584938481044762	0.037037037037037	0.0375586854460093	0.0365296803652968	0.8261596322607605	0.905703771849126	1674	240	2393	0	11152	724046	True								balanced_bce				fgraminearum	20	0.2	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_20/CC/NETWORK/run_1030/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1031	1031	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train20_seed1031	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_20/split_seed_1031.tsv	configs/frozen_protocol.yaml	0.6984987489574646	0.1375312129964196	-0.0931459029845538	0.0	0.0	0.0	0.8291666666666667	0.9128440366972476	0.6046636673345852	0.1029228285786746	-0.0625855643547776	0.0326340326340326	0.0333333333333333	0.0319634703196347	0.8265775177601338	0.906623735050598	1674	240	2393	0	11179	724046	True								balanced_bce				fgraminearum	20	0.2	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_20/CC/NETWORK/run_1031/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1032	1032	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train20_seed1032	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_20/split_seed_1032.tsv	configs/frozen_protocol.yaml	0.6354253544620518	0.1196089074662486	-0.0435375584191432	0.0476190476190476	0.05	0.0454545454545454	0.8333333333333334	0.9128440366972476	0.6046636673345852	0.1029228285786746	-0.0518904330393747	0.0452488687782805	0.0448430493273542	0.045662100456621	0.8236523192645215	0.9020239190432384	1674	240	2393	0	11146	724046	True								balanced_bce				fgraminearum	20	0.2	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_20/CC/NETWORK/run_1032/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1033	1033	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train20_seed1033	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_20/split_seed_1033.tsv	configs/frozen_protocol.yaml	0.6343828190158466	0.1181731184061457	-0.0472695733526244	0.0465116279069767	0.0476190476190476	0.0454545454545454	0.8291666666666667	0.908256880733945	0.6046636673345852	0.1029228285786746	-0.0611958861305499	0.0363636363636363	0.0361990950226244	0.0365296803652968	0.8228165482657752	0.9020239190432384	1674	240	2393	0	11179	724046	True								balanced_bce				fgraminearum	20	0.2	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_20/CC/NETWORK/run_1033/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1029	1029	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train30_seed1029	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_30/split_seed_1029.tsv	configs/frozen_protocol.yaml	0.6682468860382971	0.1245800442359984	-0.0656928559067924	0.0307692307692307	0.03125	0.0303030303030303	0.8245125348189415	0.9049079754601228	0.6046636673345852	0.1029228285786746	-0.0601902236550486	0.0366132723112128	0.036697247706422	0.0365296803652968	0.8240702047638947	0.903403863845446	2512	359	2393	0	11430	724046	True								balanced_bce				fgraminearum	30	0.3	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_30/CC/NETWORK/run_1029/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1030	1030	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train30_seed1030	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_30/split_seed_1030.tsv	configs/frozen_protocol.yaml	0.5454545454545454	0.0922868675626679	-0.1029072441407764	0.0	0.0	0.0	0.8133704735376045	0.8957055214723927	0.6046636673345852	0.1029228285786746	-0.0608616548585313	0.0364464692482915	0.0363636363636363	0.0365296803652968	0.8232344337651484	0.9024839006439742	2512	359	2393	0	11410	724046	True								balanced_bce				fgraminearum	30	0.3	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_30/CC/NETWORK/run_1030/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1031	1031	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train30_seed1031	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_30/split_seed_1031.tsv	configs/frozen_protocol.yaml	0.6081520728759993	0.1079680127346	-0.0699805947231839	0.0298507462686567	0.0294117647058823	0.0303030303030303	0.8189415041782729	0.8987730061349694	0.6046636673345852	0.1029228285786746	-0.0518904330393747	0.0452488687782805	0.0448430493273542	0.045662100456621	0.8236523192645215	0.9020239190432384	2512	359	2393	0	11417	724046	True								balanced_bce				fgraminearum	30	0.3	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_30/CC/NETWORK/run_1031/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1032	1032	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train30_seed1032	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_30/split_seed_1032.tsv	configs/frozen_protocol.yaml	0.655698085145938	0.1229940479182709	-0.0491065251326873	0.0555555555555555	0.0512820512820512	0.0606060606060606	0.8105849582172702	0.8865030674846626	0.6046636673345852	0.1029228285786746	-0.0565335777633375	0.0408163265306122	0.0405405405405405	0.0410958904109589	0.8232344337651484	0.9020239190432384	2512	359	2393	0	11371	724046	True								balanced_bce				fgraminearum	30	0.3	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_30/CC/NETWORK/run_1032/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1033	1033	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train30_seed1033	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_30/split_seed_1033.tsv	configs/frozen_protocol.yaml	0.5433630786391523	0.0929139965627698	-0.0995289179879093	0.0	0.0	0.0	0.8189415041782729	0.901840490797546	0.6046636673345852	0.1029228285786746	-0.052241753177099	0.0451467268623024	0.0446428571428571	0.045662100456621	0.8232344337651484	0.9015639374425024	2512	359	2393	0	11377	724046	True								balanced_bce				fgraminearum	30	0.3	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_30/CC/NETWORK/run_1033/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1029	1029	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train40_seed1029	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_40/split_seed_1029.tsv	configs/frozen_protocol.yaml	0.599085684430512	0.1046273417793856	-0.1097854820940983	0.0	0.0	0.0	0.8016701461377871	0.8827586206896552	0.6046636673345852	0.1029228285786746	-0.0625855643547776	0.0326340326340326	0.0333333333333333	0.0319634703196347	0.8265775177601338	0.906623735050598	3349	479	2393	0	11658	724046	True								balanced_bce				fgraminearum	40	0.4	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_40/CC/NETWORK/run_1029/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1030	1030	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train40_seed1030	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_40/split_seed_1030.tsv	configs/frozen_protocol.yaml	0.6368599791013584	0.1160364774777344	-0.0649437056010671	0.0246913580246913	0.027027027027027	0.0227272727272727	0.8350730688935282	0.9172413793103448	0.6046636673345852	0.1029228285786746	-0.052241753177099	0.0451467268623024	0.0446428571428571	0.045662100456621	0.8232344337651484	0.9015639374425024	3349	479	2393	0	11663	724046	True								balanced_bce				fgraminearum	40	0.4	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_40/CC/NETWORK/run_1030/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1031	1031	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train40_seed1031	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_40/split_seed_1031.tsv	configs/frozen_protocol.yaml	0.6185997910135841	0.1101487228608198	-0.0339213831474624	0.0652173913043478	0.0625	0.0681818181818181	0.8204592901878914	0.896551724137931	0.6046636673345852	0.1029228285786746	-0.0525919858967164	0.045045045045045	0.0444444444444444	0.045662100456621	0.8228165482657752	0.9011039558417664	3349	479	2393	0	11655	724046	True								balanced_bce				fgraminearum	40	0.4	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_40/CC/NETWORK/run_1031/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1032	1032	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train40_seed1032	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_40/split_seed_1032.tsv	configs/frozen_protocol.yaml	0.6594566353187044	0.128226701159672	-0.0528602006638554	0.0449438202247191	0.0444444444444444	0.0454545454545454	0.8225469728601252	0.9011494252873564	0.6046636673345852	0.1029228285786746	-0.0598530034370951	0.036697247706422	0.0368663594470046	0.0365296803652968	0.8244880902632679	0.903863845446182	3349	479	2393	0	11621	724046	True								balanced_bce				fgraminearum	40	0.4	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_40/CC/NETWORK/run_1032/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1033	1033	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train40_seed1033	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_40/split_seed_1033.tsv	configs/frozen_protocol.yaml	0.6105015673981191	0.1094094407020259	-0.0437462817556941	0.0476190476190476	0.05	0.0454545454545454	0.8329853862212944	0.9126436781609196	0.6046636673345852	0.1029228285786746	-0.0598530034370951	0.036697247706422	0.0368663594470046	0.0365296803652968	0.8244880902632679	0.903863845446182	3349	479	2393	0	11597	724046	True								balanced_bce				fgraminearum	40	0.4	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_40/CC/NETWORK/run_1033/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1029	1029	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train50_seed1029	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_50/split_seed_1029.tsv	configs/frozen_protocol.yaml	0.6731116310160428	0.1251385297608226	-0.079901628028412	0.018348623853211	0.0185185185185185	0.0181818181818181	0.8213689482470785	0.9025735294117648	0.6046636673345852	0.1029228285786746	-0.0591755019347823	0.0368663594470046	0.0372093023255813	0.0365296803652968	0.8253238612620142	0.904783808647654	4187	599	2393	0	11903	724046	True								balanced_bce				fgraminearum	50	0.5	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_50/CC/NETWORK/run_1029/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1030	1030	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train50_seed1030	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_50/split_seed_1030.tsv	configs/frozen_protocol.yaml	0.5904913101604279	0.1005588305156569	-0.100087657209778	0.0	0.0	0.0	0.8180300500834724	0.9007352941176472	0.6046636673345852	0.1029228285786746	-0.0611958861305499	0.0363636363636363	0.0361990950226244	0.0365296803652968	0.8228165482657752	0.9020239190432384	4187	599	2393	0	11891	724046	True								balanced_bce				fgraminearum	50	0.5	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_50/CC/NETWORK/run_1030/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1031	1031	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train50_seed1031	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_50/split_seed_1031.tsv	configs/frozen_protocol.yaml	0.6020053475935828	0.1035095244206679	-0.0738127012318024	0.0192307692307692	0.0204081632653061	0.0181818181818181	0.8297161936560935	0.9117647058823528	0.6046636673345852	0.1029228285786746	-0.0525919858967164	0.045045045045045	0.0444444444444444	0.045662100456621	0.8228165482657752	0.9011039558417664	4187	599	2393	0	11894	724046	True								balanced_bce				fgraminearum	50	0.5	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_50/CC/NETWORK/run_1031/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1032	1032	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train50_seed1032	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_50/split_seed_1032.tsv	configs/frozen_protocol.yaml	0.6880848930481284	0.1370235594520342	-0.0159052994854027	0.0747663551401869	0.0769230769230769	0.0727272727272727	0.8347245409015025	0.9117647058823528	0.6046636673345852	0.1029228285786746	-0.052241753177099	0.0451467268623024	0.0446428571428571	0.045662100456621	0.8232344337651484	0.9015639374425024	4187	599	2393	0	11861	724046	True								balanced_bce				fgraminearum	50	0.5	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_50/CC/NETWORK/run_1032/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1033	1033	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train50_seed1033	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_50/split_seed_1033.tsv	configs/frozen_protocol.yaml	0.6137533422459893	0.1078442432955741	-0.0527183271679429	0.0384615384615384	0.0408163265306122	0.0363636363636363	0.8330550918196995	0.9136029411764706	0.6046636673345852	0.1029228285786746	-0.0591755019347823	0.0368663594470046	0.0372093023255813	0.0365296803652968	0.8253238612620142	0.904783808647654	4187	599	2393	0	11835	724046	True								balanced_bce				fgraminearum	50	0.5	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_50/CC/NETWORK/run_1033/metrics.tsv				
fgraminearum_newlabel	fgraminearum	newlabel	CC	CC	NETWORK	newlabel	seed_1029	1029	True	frozen_protocol_v1_seed20260409_test20_val10_label_scarcity_train60_seed1029	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	top_k_labeled_positive_count	auroc_auprc_mcc_specificity_top_k	topology_embedding_contract	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	/home/jiehuang/software/fungi/ProGATE_v2/results/Figure2_label_scarcity/splits/fgraminearum_newlabel/train_fraction_60/split_seed_1029.tsv	configs/frozen_protocol.yaml	0.5909788064696041	0.1036992686698136	-0.0796566674192662	0.0157480314960629	0.0163934426229508	0.0151515151515151	0.8259052924791086	0.9079754601226994	0.6046636673345852	0.1029228285786746	-0.0591755019347823	0.0368663594470046	0.0372093023255813	0.0365296803652968	0.8253238612620142	0.904783808647654	5025	718	2393	0	12116	724046	True								balanced_bce				fgraminearum	60	0.6	outputs/Figure2_label_scarcity/fgraminearum_newlabel/train_fraction_60/CC/NETWORK/run_1029/metrics.tsv				
