raw_id	mapped_gene_id	mapping_status	mapping_method	mapping_evidence
FGSG_00209	FGRAMPH1_01G00567	mapped	alias_bridge	STRING aliases bridge
FGSG_00210	FGRAMPH1_01G00569	mapped	alias_bridge	STRING aliases bridge
FGSG_00211	FGRAMPH1_01G00571	mapped	alias_bridge	STRING aliases bridge
FGSG_00212	FGRAMPH1_01G00573	mapped	alias_bridge	STRING aliases bridge
FGSG_00213	FGRAMPH1_01G00575	mapped	alias_bridge	STRING aliases bridge
FGSG_00214	FGRAMPH1_01G00577	mapped	alias_bridge	STRING aliases bridge
FGSG_00215	FGRAMPH1_01G00579	mapped	alias_bridge	STRING aliases bridge
FGSG_00216	FGRAMPH1_01G00581	mapped	alias_bridge	STRING aliases bridge
FGSG_00217	FGRAMPH1_01G00583	mapped	alias_bridge	STRING aliases bridge
FGSG_00218	FGRAMPH1_01G00585	mapped	alias_bridge	STRING aliases bridge
FGSG_00219	FGRAMPH1_01G00587	mapped	alias_bridge	STRING aliases bridge
FGSG_00220	FGRAMPH1_01G00589	mapped	alias_bridge	STRING aliases bridge
FGSG_00221	FGRAMPH1_01G00591	mapped	alias_bridge	STRING aliases bridge
FGSG_00222	FGRAMPH1_01G00593	mapped	alias_bridge	STRING aliases bridge
FGSG_00225	FGRAMPH1_01G00601	mapped	alias_bridge	STRING aliases bridge
FGSG_00226	FGRAMPH1_01G00603	mapped	alias_bridge	STRING aliases bridge
FGSG_00227	FGRAMPH1_01G00605	mapped	alias_bridge	STRING aliases bridge
FGSG_00229		unmapped	none	no evidence found
FGSG_00230	FGRAMPH1_01G00613	mapped	alias_bridge	STRING aliases bridge
FGSG_00231	FGRAMPH1_01G00619	mapped	alias_bridge	STRING aliases bridge
FGSG_00233	FGRAMPH1_01G00625	mapped	alias_bridge	STRING aliases bridge
FGSG_00234	FGRAMPH1_01G00627	mapped	alias_bridge	STRING aliases bridge
FGSG_00235	FGRAMPH1_01G00629	mapped	alias_bridge	STRING aliases bridge
FGSG_00236	FGRAMPH1_01G00631	mapped	alias_bridge	STRING aliases bridge
FGSG_00237	FGRAMPH1_01G00633	mapped	alias_bridge	STRING aliases bridge
FGSG_00239	FGRAMPH1_01G00643	mapped	alias_bridge	STRING aliases bridge
FGSG_00240	FGRAMPH1_01G00647	mapped	alias_bridge	STRING aliases bridge
FGSG_00242	FGRAMPH1_01G00653	mapped	alias_bridge	STRING aliases bridge
FGSG_00243	FGRAMPH1_01G00657	mapped	alias_bridge	STRING aliases bridge
FGSG_00245	FGRAMPH1_01G00665	mapped	alias_bridge	STRING aliases bridge
FGSG_00246		unmapped	none	no evidence found
FGSG_00247	FGRAMPH1_01G00669	mapped	alias_bridge	STRING aliases bridge
FGSG_00248		unmapped	none	no evidence found
FGSG_00249	FGRAMPH1_01G00675	mapped	alias_bridge	STRING aliases bridge
FGSG_00251	FGRAMPH1_01G00679	mapped	alias_bridge	STRING aliases bridge
FGSG_00252	FGRAMPH1_01G00681	mapped	alias_bridge	STRING aliases bridge
FGSG_00253	FGRAMPH1_01G00683	mapped	alias_bridge	STRING aliases bridge
FGSG_00254	FGRAMPH1_01G00685	mapped	alias_bridge	STRING aliases bridge
FGSG_00255	FGRAMPH1_01G00689	mapped	alias_bridge	STRING aliases bridge
FGSG_00257	FGRAMPH1_01G00693	mapped	alias_bridge	STRING aliases bridge
FGSG_00258	FGRAMPH1_01G00695	mapped	alias_bridge	STRING aliases bridge
FGSG_00259	FGRAMPH1_01G00697	mapped	alias_bridge	STRING aliases bridge
FGSG_00260	FGRAMPH1_01G00699	mapped	alias_bridge	STRING aliases bridge
FGSG_00261	FGRAMPH1_01G00701	mapped	alias_bridge	STRING aliases bridge
FGSG_00262	FGRAMPH1_01G00703	mapped	alias_bridge	STRING aliases bridge
FGSG_00263	FGRAMPH1_01G00705	mapped	alias_bridge	STRING aliases bridge
FGSG_00264	FGRAMPH1_01G00707	mapped	alias_bridge	STRING aliases bridge
FGSG_00265		unmapped	none	no evidence found
FGSG_00266	FGRAMPH1_01G00711	mapped	alias_bridge	STRING aliases bridge
FGSG_00267	FGRAMPH1_01G00713	mapped	alias_bridge	STRING aliases bridge
FGSG_00268	FGRAMPH1_01G00715	mapped	alias_bridge	STRING aliases bridge
FGSG_00269	FGRAMPH1_01G00719	mapped	alias_bridge	STRING aliases bridge
FGSG_00270	FGRAMPH1_01G00721	mapped	alias_bridge	STRING aliases bridge
FGSG_00271		unmapped	none	no evidence found
FGSG_00272	FGRAMPH1_01G00731	mapped	alias_bridge	STRING aliases bridge
FGSG_00273	FGRAMPH1_01G00733	mapped	alias_bridge	STRING aliases bridge
FGSG_00274	FGRAMPH1_01G00739	mapped	alias_bridge	STRING aliases bridge
FGSG_00275	FGRAMPH1_01G00741	mapped	alias_bridge	STRING aliases bridge
FGSG_00276	FGRAMPH1_01G00743	mapped	alias_bridge	STRING aliases bridge
FGSG_00277		unmapped	none	no evidence found
FGSG_00278	FGRAMPH1_01G00747	mapped	alias_bridge	STRING aliases bridge
FGSG_00279	FGRAMPH1_01G00749	mapped	alias_bridge	STRING aliases bridge
FGSG_00280	FGRAMPH1_01G00753	mapped	alias_bridge	STRING aliases bridge
FGSG_00281	FGRAMPH1_01G00755	mapped	alias_bridge	STRING aliases bridge
FGSG_00282	FGRAMPH1_01G00759	mapped	alias_bridge	STRING aliases bridge
FGSG_00283	FGRAMPH1_01G00763	mapped	alias_bridge	STRING aliases bridge
FGSG_00284	FGRAMPH1_01G00765	mapped	alias_bridge	STRING aliases bridge
FGSG_00285	FGRAMPH1_01G00769	mapped	alias_bridge	STRING aliases bridge
FGSG_00286	FGRAMPH1_01G00771	mapped	alias_bridge	STRING aliases bridge
