Target	Species	Regime	Model	Feature_Setting	ESM2_Dim	Label_Regime	Split_Version	Runs	Seed_List	AUROC_mean	AUROC_std	AUPRC_mean	AUPRC_std	MCC_mean	MCC_std	F1_mean	F1_std	Precision_mean	Precision_std	Recall_mean	Recall_std	Specificity_mean	Specificity_std
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2_OLD_GATED_WBCE	1280	newlabel	frozen_protocol_v1_seed20260409_test20_val10	5	1029,1030,1031,1032,1033	0.9156236216304772	0.0010858602171921743	0.5803822084856056	0.006290188869620565	0.5051691321148563	0.013504624708079394	0.5492651184756447	0.01156514926076311	0.4691643908548905	0.014762482178329116	0.6648401826484018	0.03727549156522111	0.9239190432382705	0.008086261984671808
