protocol	species	regime	model	feature_setting	feature_contract_group	label_regime	split_version	graph_source	graph_contract	threshold_strategy	evaluation_contract	label_manifest	split_manifest	config_used	is_deterministic	require_true_node2vec	embedding_method	embedding_backend	fallback_used	esm2_dim	n_runs	seed_list	run_ids	test_auroc_mean	test_auroc_std	test_auprc_mean	test_auprc_std	test_mcc_mean	test_mcc_std	test_f1_mean	test_f1_std	test_precision_mean	test_precision_std	test_recall_mean	test_recall_std	test_accuracy_mean	test_accuracy_std	test_specificity_mean	test_specificity_std	val_auroc_mean	val_auroc_std	val_auprc_mean	val_auprc_std	val_mcc_mean	val_mcc_std	val_f1_mean	val_f1_std	val_precision_mean	val_precision_std	val_recall_mean	val_recall_std	val_accuracy_mean	val_accuracy_std	val_specificity_mean	val_specificity_std	target
fgraminearum_newlabel	fgraminearum	newlabel	GraphSAGE	ORT_EXP_SUB_ESM2_OLD_GATED_WBCE	ort_exp_sub_plus_esm2_species_level_pooled_contract	newlabel	frozen_protocol_v1_seed20260409_test20_val10	data/processed/PPI/fgraminearum/string.csv	undirected_symmetrized	fixed_0.5	auroc_auprc_mcc_specificity_fixed_0.5	results/frozen_protocol/labels/fgraminearum_newlabel.tsv	results/frozen_protocol/splits/fgraminearum_newlabel_split.tsv	results/Figure3cC/runtime/Figure3cC_runtime_config.yaml	False					1280	5	1029,1030,1031,1032,1033	seed_1029,seed_1030,seed_1031,seed_1032,seed_1033	0.9156236216304772	0.0010858602171921743	0.5803822084856056	0.006290188869620565	0.5051691321148563	0.013504624708079394	0.5492651184756447	0.01156514926076311	0.4691643908548905	0.014762482178329116	0.6648401826484018	0.03727549156522111	0.9002089427496867	0.004708588724113081	0.9239190432382705	0.008086261984671808	0.9306515012126788	0.0016431025600113262	0.6518797611122844	0.009713858482317761	0.5306640465537449	0.01316814741174215	0.5717855452303247	0.013031645051464355	0.4868771473248166	0.02216425848672112	0.6945454545454545	0.02196917449744467	0.9042606516290727	0.0064408806240255434	0.925482980680773	0.008590702873912606	fgraminearum_newlabel
