raw_probe_id	mapped_gene_id	mapping_status	mapping_method
A0A075B759		unmapped	none
A0A096LP55	ENSG00000233954	mapped	alias_bridge
A0A0A6YYL3	ENSG00000233917	mapped	alias_bridge
A0A0B4J2A2	ENSG00000263464	mapped	alias_bridge
A0A0B4J2D5		unmapped	none
A0A0D9SF12		unmapped	none
A0A0U1RR11		unmapped	none
A0A183	ENSG00000235942	mapped	alias_bridge
A0A1B0GTR3		unmapped	none
A0A1B0GTZ2		unmapped	none
A0A1B0GUI7		unmapped	none
A0A1W2PR19		unmapped	none
A0A2Z4LIS9		unmapped	none
A0AUZ9	ENSG00000144445	mapped	alias_bridge
A0AV02	ENSG00000221955	mapped	alias_bridge
A0AV96	ENSG00000163694	mapped	alias_bridge
A0AVF1	ENSG00000105948	mapped	alias_bridge
A0AVI2		unmapped	none
A0AVI4	ENSG00000168936	mapped	alias_bridge
A0AVK6	ENSG00000129173	mapped	alias_bridge
A0AVT1	ENSG00000033178	mapped	alias_bridge
A0FGR8	ENSG00000117868	mapped	alias_bridge
A0FGR9	ENSG00000158220	mapped	alias_bridge
A0JLT2	ENSG00000156603	mapped	alias_bridge
A0JNW5	ENSG00000111647	mapped	alias_bridge
A0MZ66	ENSG00000187164	mapped	alias_bridge
A0PG75	ENSG00000231213	mapped	alias_bridge
A0PJE2	ENSG00000102796	mapped	alias_bridge
A0PJK1	ENSG00000154025	mapped	alias_bridge
A0PJW6	ENSG00000168569	mapped	alias_bridge
A0PJW8	ENSG00000163331	mapped	alias_bridge
A0PJX0	ENSG00000157884	mapped	alias_bridge
A0PJX4	ENSG00000178343	mapped	alias_bridge
A0PJX8	ENSG00000162460	mapped	alias_bridge
A0PJY2	ENSG00000128610	mapped	alias_bridge
A0PJZ0		unmapped	none
A0PJZ3	ENSG00000172986	mapped	alias_bridge
A0PK00	ENSG00000188735	mapped	alias_bridge
A0PK05	ENSG00000187783	mapped	alias_bridge
A0PK11	ENSG00000249581	mapped	alias_bridge
A0ZSE6		unmapped	none
A1A4F0	ENSG00000174899	mapped	alias_bridge
A1A4G5	ENSG00000206535	mapped	alias_bridge
A1A4V9	ENSG00000196118	mapped	alias_bridge
A1A4Y4	ENSG00000237693	mapped	alias_bridge
A1A519	ENSG00000164334	mapped	alias_bridge
A1A580	ENSG00000186980	mapped	alias_bridge
A1A5B4	ENSG00000185101	mapped	alias_bridge
A1A5C7	ENSG00000137266	mapped	alias_bridge
A1A5D9	ENSG00000162069	mapped	alias_bridge
A1E959	ENSG00000109205	mapped	alias_bridge
A1IGU5	ENSG00000183111	mapped	alias_bridge
A1KXE4	ENSG00000152102	mapped	alias_bridge
A1KZ92	ENSG00000147485	mapped	alias_bridge
A1L020	ENSG00000254726	mapped	alias_bridge
A1L0T0	ENSG00000105135	mapped	alias_bridge
A1L157	ENSG00000110900	mapped	alias_bridge
A1L167	ENSG00000215218	mapped	alias_bridge
A1L168	ENSG00000215595	mapped	alias_bridge
A1L170	ENSG00000239887	mapped	alias_bridge
A1L188	ENSG00000224877	mapped	alias_bridge
A1L190	ENSG00000217442	mapped	alias_bridge
A1L1A6	ENSG00000216588	mapped	alias_bridge
A1L390	ENSG00000126822	mapped	alias_bridge
A1L3X0	ENSG00000164181	mapped	alias_bridge
A1L3X4		unmapped	none
A1L429		unmapped	none
A1L443	ENSG00000130950	mapped	alias_bridge
A1L453	ENSG00000185888	mapped	alias_bridge
A1L4H1	ENSG00000179954	mapped	alias_bridge
A1L4K1	ENSG00000186628	mapped	alias_bridge
A1L4L8	ENSG00000173261	mapped	alias_bridge
A1X283	ENSG00000174705	mapped	alias_bridge
A1XBS5	ENSG00000188343	mapped	alias_bridge
A1YPR0	ENSG00000184828	mapped	alias_bridge
A1Z1Q3	ENSG00000172264	mapped	alias_bridge
A2A288	ENSG00000178199	mapped	alias_bridge
A2A2V5	ENSG00000180440	mapped	alias_bridge
A2A2Y4	ENSG00000172159	mapped	alias_bridge
A2A2Z9	ENSG00000230453	mapped	alias_bridge
A2A368	ENSG00000189023	mapped	alias_bridge
A2A3K4	ENSG00000158079	mapped	alias_bridge
A2A3L6	ENSG00000187862	mapped	alias_bridge
A2A3N6		unmapped	none
A2AJT9	ENSG00000173681	mapped	alias_bridge
A2CJ06	ENSG00000232125	mapped	alias_bridge
A2IDD5	ENSG00000162004	mapped	alias_bridge
A2PYH4	ENSG00000162669	mapped	alias_bridge
A2RRD8	ENSG00000182986	mapped	alias_bridge
A2RRH5	ENSG00000184465	mapped	alias_bridge
A2RRL7	ENSG00000214128	mapped	alias_bridge
A2RRP1	ENSG00000151779	mapped	alias_bridge
A2RTX5	ENSG00000185418	mapped	alias_bridge
A2RTY3		unmapped	none
A2RU14	ENSG00000150433	mapped	alias_bridge
A2RU30	ENSG00000135426	mapped	alias_bridge
A2RU37		unmapped	none
A2RU48	ENSG00000179256	mapped	alias_bridge
A2RU49	ENSG00000188266	mapped	alias_bridge
A2RU54	ENSG00000188816	mapped	alias_bridge
A2RU67	ENSG00000084444	mapped	alias_bridge
A2RUB1	ENSG00000180336	mapped	alias_bridge
A2RUB6	ENSG00000180376	mapped	alias_bridge
A2RUC4	ENSG00000162971	mapped	alias_bridge
A2RUG3		unmapped	none
A2RUH7	ENSG00000221986	mapped	alias_bridge
A2RUQ5		unmapped	none
A2RUR9	ENSG00000170160	mapped	alias_bridge
A2RUS2	ENSG00000105339	mapped	alias_bridge
A2RUT3	ENSG00000183396	mapped	alias_bridge
A2RUU4	ENSG00000204140	mapped	alias_bridge
A2VCK2	ENSG00000222046	mapped	alias_bridge
A2VDF0	ENSG00000148803	mapped	alias_bridge
A2VDJ0	ENSG00000121210	mapped	alias_bridge
A2VEC9		unmapped	none
A3KFT3	ENSG00000162727	mapped	alias_bridge
A3KMH1	ENSG00000102763	mapped	alias_bridge
A3KN83	ENSG00000139697	mapped	alias_bridge
A3QJZ6		unmapped	none
A4D0S4	ENSG00000091128	mapped	alias_bridge
A4D0T2		unmapped	none
A4D0V7	ENSG00000106034	mapped	alias_bridge
A4D126	ENSG00000214960	mapped	alias_bridge
A4D161	ENSG00000188732	mapped	alias_bridge
A4D1B5	ENSG00000186088	mapped	alias_bridge
A4D1E1	ENSG00000182348	mapped	alias_bridge
A4D1E9	ENSG00000105793	mapped	alias_bridge
A4D1F6	ENSG00000240720	mapped	alias_bridge
A4D1P6	ENSG00000105875	mapped	alias_bridge
A4D1S0	ENSG00000188883	mapped	alias_bridge
A4D1S5	ENSG00000146955	mapped	alias_bridge
A4D1T9	ENSG00000165076	mapped	alias_bridge
A4D1U4	ENSG00000257093	mapped	alias_bridge
A4D256		unmapped	none
A4D263	ENSG00000164500	mapped	alias_bridge
A4D2B0	ENSG00000214309	mapped	alias_bridge
A4D2B8		unmapped	none
A4D2G3	ENSG00000221933	mapped	alias_bridge
A4D2H0		unmapped	none
A4D2P6	ENSG00000215045	mapped	alias_bridge
A4FU01	ENSG00000014914	mapped	alias_bridge
A4FU28	ENSG00000236761	mapped	alias_bridge
A4FU49	ENSG00000214193	mapped	alias_bridge
A4FU69	ENSG00000176927	mapped	alias_bridge
A4GXA9	ENSG00000197774	mapped	alias_bridge
A4IF30	ENSG00000151812	mapped	alias_bridge
A4QMS7	ENSG00000215217	mapped	alias_bridge
A4QN01		unmapped	none
A4QPB2	ENSG00000100068	mapped	alias_bridge
A4QPH2		unmapped	none
A4UGR9	ENSG00000163092	mapped	alias_bridge
A5A3E0	ENSG00000196604	mapped	alias_bridge
A5D6W6	ENSG00000139914	mapped	alias_bridge
A5D8T8	ENSG00000157322	mapped	alias_bridge
A5D8V6	ENSG00000167987	mapped	alias_bridge
A5D8V7	ENSG00000198003	mapped	alias_bridge
A5D8W1	ENSG00000105792	mapped	alias_bridge
A5LHX3	ENSG00000222028	mapped	alias_bridge
A5PKW4	ENSG00000059915	mapped	alias_bridge
A5PL33	ENSG00000133619	mapped	alias_bridge
A5PLK6	ENSG00000121446	mapped	alias_bridge
A5PLL1	ENSG00000189127	mapped	alias_bridge
A5PLL7	ENSG00000240849	mapped	alias_bridge
A5PLN7	ENSG00000109794	mapped	alias_bridge
A5PLN9	ENSG00000113597	mapped	alias_bridge
A5X5Y0	ENSG00000186038	mapped	alias_bridge
A5YKK6	ENSG00000125107	mapped	alias_bridge
A5YM69	ENSG00000213214	mapped	alias_bridge
A5YM72	ENSG00000172508	mapped	alias_bridge
A6BM72	ENSG00000157890	mapped	alias_bridge
A6H8M9	ENSG00000187492	mapped	alias_bridge
A6H8Z2	ENSG00000204930	mapped	alias_bridge
A6NC05	ENSG00000164241	mapped	alias_bridge
A6NC42	ENSG00000203909	mapped	alias_bridge
A6NC51	ENSG00000180061	mapped	alias_bridge
A6NC78		unmapped	none
A6NC97		unmapped	none
A6NC98	ENSG00000168071	mapped	alias_bridge
A6NCE7	ENSG00000258102	mapped	alias_bridge
A6NCF5	ENSG00000185271	mapped	alias_bridge
A6NCI4	ENSG00000175267	mapped	alias_bridge
A6NCI5		unmapped	none
A6NCI8	ENSG00000187833	mapped	alias_bridge
A6NCJ1	ENSG00000183397	mapped	alias_bridge
A6NCK2		unmapped	none
A6NCL1	ENSG00000205835	mapped	alias_bridge
A6NCL7	ENSG00000164236	mapped	alias_bridge
A6NCQ9	ENSG00000189051	mapped	alias_bridge
A6NCS4	ENSG00000180053	mapped	alias_bridge
A6NCS6	ENSG00000204128	mapped	alias_bridge
A6NCV1	ENSG00000197706	mapped	alias_bridge
A6ND01	ENSG00000183560	mapped	alias_bridge
A6ND36	ENSG00000188522	mapped	alias_bridge
A6ND48	ENSG00000189181	mapped	alias_bridge
A6ND91	ENSG00000204653	mapped	alias_bridge
A6NDA9	ENSG00000204033	mapped	alias_bridge
A6NDB9	ENSG00000187867	mapped	alias_bridge
A6NDD5	ENSG00000183379	mapped	alias_bridge
A6NDE4	ENSG00000242875	mapped	alias_bridge
A6NDE8	ENSG00000224902	mapped	alias_bridge
A6NDG6	ENSG00000184207	mapped	alias_bridge
A6NDH6	ENSG00000233412	mapped	alias_bridge
A6NDK9	ENSG00000167195	mapped	alias_bridge
A6NDL7		unmapped	none
A6NDL8	ENSG00000205327	mapped	alias_bridge
A6NDN3	ENSG00000215186	mapped	alias_bridge
A6NDP7	ENSG00000185105	mapped	alias_bridge
A6NDR6		unmapped	none
A6NDS4	ENSG00000274808	mapped	alias_bridge
A6NDU8	ENSG00000205765	mapped	alias_bridge
A6NDV4	ENSG00000137103	mapped	alias_bridge
A6NDY0	ENSG00000205022	mapped	alias_bridge
A6NDY2		unmapped	none
A6NDZ8	ENSG00000205718	mapped	alias_bridge
A6NE01	ENSG00000185958	mapped	alias_bridge
A6NE02	ENSG00000204347	mapped	alias_bridge
A6NE21		unmapped	none
A6NE52	ENSG00000179698	mapped	alias_bridge
A6NE82	ENSG00000182315	mapped	alias_bridge
A6NED2	ENSG00000166965	mapped	alias_bridge
A6NEE1	ENSG00000175985	mapped	alias_bridge
A6NEH8		unmapped	none
A6NEK1	ENSG00000205784	mapped	alias_bridge
A6NEL2	ENSG00000186212	mapped	alias_bridge
A6NEL3		unmapped	none
A6NEM1	ENSG00000197978	mapped	alias_bridge
A6NEN9	ENSG00000204165	mapped	alias_bridge
A6NEQ0	ENSG00000242389	mapped	alias_bridge
A6NEQ2	ENSG00000182103	mapped	alias_bridge
A6NER0	ENSG00000275954	mapped	alias_bridge
A6NER3	ENSG00000224659	mapped	alias_bridge
A6NET4	ENSG00000206536	mapped	alias_bridge
A6NEV1	ENSG00000206260	mapped	alias_bridge
A6NEY8		unmapped	none
A6NF34		unmapped	none
A6NF89	ENSG00000188324	mapped	alias_bridge
A6NFC5	ENSG00000204278	mapped	alias_bridge
A6NFC9		unmapped	none
A6NFD8	ENSG00000187821	mapped	alias_bridge
A6NFE2	ENSG00000165935	mapped	alias_bridge
A6NFE3	ENSG00000185055	mapped	alias_bridge
A6NFF2		unmapped	none
A6NFH5	ENSG00000197416	mapped	alias_bridge
A6NFK2	ENSG00000204928	mapped	alias_bridge
A6NFN3	ENSG00000167281	mapped	alias_bridge
A6NFN9	ENSG00000206199	mapped	alias_bridge
A6NFQ2	ENSG00000170379	mapped	alias_bridge
A6NFQ7	ENSG00000204595	mapped	alias_bridge
A6NFR6		unmapped	none
A6NFT4	ENSG00000186710	mapped	alias_bridge
A6NFU8	ENSG00000183571	mapped	alias_bridge
A6NFX1	ENSG00000205639	mapped	alias_bridge
A6NFY4	ENSG00000189362	mapped	alias_bridge
A6NFY7	ENSG00000205138	mapped	alias_bridge
A6NFZ4	ENSG00000203795	mapped	alias_bridge
A6NGA9	ENSG00000187806	mapped	alias_bridge
A6NGB0		unmapped	none
A6NGB7	ENSG00000188051	mapped	alias_bridge
A6NGB9	ENSG00000122574	mapped	alias_bridge
A6NGC4	ENSG00000185561	mapped	alias_bridge
A6NGE4	ENSG00000226372	mapped	alias_bridge
A6NGE7	ENSG00000183463	mapped	alias_bridge
A6NGG8	ENSG00000179270	mapped	alias_bridge
A6NGH7	ENSG00000203952	mapped	alias_bridge
A6NGJ6		unmapped	none
A6NGK3	ENSG00000215274	mapped	alias_bridge
A6NGN9	ENSG00000142549	mapped	alias_bridge
A6NGQ2	ENSG00000203907	mapped	alias_bridge
A6NGR9	ENSG00000204839	mapped	alias_bridge
A6NGS2	ENSG00000204978	mapped	alias_bridge
A6NGU5		unmapped	none
A6NGU7		unmapped	none
A6NGY1	ENSG00000172969	mapped	alias_bridge
A6NGY3	ENSG00000187658	mapped	alias_bridge
A6NGY5		unmapped	none
A6NGZ8	ENSG00000203870	mapped	alias_bridge
A6NH00	ENSG00000177462	mapped	alias_bridge
A6NH11	ENSG00000182327	mapped	alias_bridge
A6NH13		unmapped	none
A6NH21	ENSG00000184716	mapped	alias_bridge
A6NH52	ENSG00000166676	mapped	alias_bridge
A6NH57	ENSG00000141748	mapped	alias_bridge
A6NHA9	ENSG00000185926	mapped	alias_bridge
A6NHC0	ENSG00000203697	mapped	alias_bridge
A6NHG4	ENSG00000099974	mapped	alias_bridge
A6NHG9	ENSG00000236032	mapped	alias_bridge
A6NHJ4	ENSG00000197385	mapped	alias_bridge
A6NHL2	ENSG00000178462	mapped	alias_bridge
A6NHM9		unmapped	none
A6NHN0	ENSG00000182447	mapped	alias_bridge
A6NHQ2		unmapped	none
A6NHQ4	ENSG00000273604	mapped	alias_bridge
A6NHR9	ENSG00000101596	mapped	alias_bridge
A6NHS7	ENSG00000205693	mapped	alias_bridge
A6NHT5	ENSG00000188620	mapped	alias_bridge
A6NHX0	ENSG00000274070	mapped	alias_bridge
A6NHZ5	ENSG00000185028	mapped	alias_bridge
A6NI03	ENSG00000189253	mapped	alias_bridge
A6NI15	ENSG00000151379	mapped	alias_bridge
A6NI28	ENSG00000165895	mapped	alias_bridge
A6NI47	ENSG00000222036	mapped	alias_bridge
A6NI56		unmapped	none
A6NI61	ENSG00000187616	mapped	alias_bridge
A6NI72		unmapped	none
A6NI73	ENSG00000187116	mapped	alias_bridge
A6NI79	ENSG00000198624	mapped	alias_bridge
A6NI86	ENSG00000278662	mapped	alias_bridge
A6NI87	ENSG00000204659	mapped	alias_bridge
A6NIE6		unmapped	none
A6NIH7	ENSG00000175970	mapped	alias_bridge
A6NIJ5		unmapped	none
A6NIJ9	ENSG00000184954	mapped	alias_bridge
A6NIK2	ENSG00000204950	mapped	alias_bridge
A6NIL9		unmapped	none
A6NIM6	ENSG00000188991	mapped	alias_bridge
A6NIR3	ENSG00000172650	mapped	alias_bridge
A6NIU2		unmapped	none
A6NIV6	ENSG00000188306	mapped	alias_bridge
A6NIX2	ENSG00000142279	mapped	alias_bridge
A6NIY4		unmapped	none
A6NJ08	ENSG00000237247	mapped	alias_bridge
A6NJ46	ENSG00000165066	mapped	alias_bridge
A6NJ69	ENSG00000182700	mapped	alias_bridge
A6NJ78	ENSG00000169519	mapped	alias_bridge
A6NJB7	ENSG00000188368	mapped	alias_bridge
A6NJG2	ENSG00000187808	mapped	alias_bridge
A6NJG6	ENSG00000186103	mapped	alias_bridge
A6NJI1	ENSG00000173237	mapped	alias_bridge
A6NJI9	ENSG00000205858	mapped	alias_bridge
A6NJL1	ENSG00000197213	mapped	alias_bridge
A6NJQ4		unmapped	none
A6NJT0	ENSG00000164853	mapped	alias_bridge
A6NJV1	ENSG00000173557	mapped	alias_bridge
A6NJW4	ENSG00000204913	mapped	alias_bridge
A6NJZ3	ENSG00000205328	mapped	alias_bridge
A6NJZ7	ENSG00000183246	mapped	alias_bridge
A6NK44	ENSG00000171433	mapped	alias_bridge
A6NK53	ENSG00000159915	mapped	alias_bridge
A6NK58	ENSG00000175536	mapped	alias_bridge
A6NK59	ENSG00000239388	mapped	alias_bridge
A6NK75	ENSG00000197360	mapped	alias_bridge
A6NK89		unmapped	none
A6NK97		unmapped	none
A6NKB5	ENSG00000135749	mapped	alias_bridge
A6NKC0		unmapped	none
A6NKC9	ENSG00000183476	mapped	alias_bridge
A6NKD2	ENSG00000168757	mapped	alias_bridge
A6NKD9	ENSG00000205476	mapped	alias_bridge
A6NKF1	ENSG00000168061	mapped	alias_bridge
A6NKF2	ENSG00000205143	mapped	alias_bridge
A6NKF7	ENSG00000205116	mapped	alias_bridge
A6NKG5	ENSG00000254656	mapped	alias_bridge
A6NKK0	ENSG00000231192	mapped	alias_bridge
A6NKL6	ENSG00000206432	mapped	alias_bridge
A6NKN8	ENSG00000248485	mapped	alias_bridge
A6NKQ9	ENSG00000267631	mapped	alias_bridge
A6NKT7	ENSG00000153165	mapped	alias_bridge
A6NKU9	ENSG00000214300	mapped	alias_bridge
A6NKW6	ENSG00000145642	mapped	alias_bridge
A6NKX1		unmapped	none
A6NKX4	ENSG00000259803	mapped	alias_bridge
A6NL08	ENSG00000187857	mapped	alias_bridge
A6NL26	ENSG00000198283	mapped	alias_bridge
A6NL82	ENSG00000186973	mapped	alias_bridge
A6NL88	ENSG00000187902	mapped	alias_bridge
A6NL99		unmapped	none
A6NLC5	ENSG00000187068	mapped	alias_bridge
A6NLI5	ENSG00000214891	mapped	alias_bridge
A6NLJ0	ENSG00000205502	mapped	alias_bridge
A6NLP5	ENSG00000172425	mapped	alias_bridge
A6NLU0	ENSG00000223638	mapped	alias_bridge
A6NLU5	ENSG00000187135	mapped	alias_bridge
A6NLW8	ENSG00000258873	mapped	alias_bridge
A6NLX3	ENSG00000183318	mapped	alias_bridge
A6NM03	ENSG00000188124	mapped	alias_bridge
A6NM10	ENSG00000185176	mapped	alias_bridge
A6NM11	ENSG00000238083	mapped	alias_bridge
A6NM28	ENSG00000189420	mapped	alias_bridge
A6NM36	ENSG00000206422	mapped	alias_bridge
A6NM45	ENSG00000185758	mapped	alias_bridge
A6NM66		unmapped	none
A6NM76	ENSG00000185821	mapped	alias_bridge
A6NMB1		unmapped	none
A6NMB9		unmapped	none
A6NMD0	ENSG00000244242	mapped	alias_bridge
A6NMK7	ENSG00000187959	mapped	alias_bridge
A6NMK8	ENSG00000204767	mapped	alias_bridge
A6NML5	ENSG00000186329	mapped	alias_bridge
A6NMN3	ENSG00000172538	mapped	alias_bridge
A6NMS3	ENSG00000196098	mapped	alias_bridge
A6NMS7	ENSG00000176681	mapped	alias_bridge
A6NMT0	ENSG00000109851	mapped	alias_bridge
A6NMX2	ENSG00000175766	mapped	alias_bridge
A6NMY6		unmapped	none
A6NMZ2	ENSG00000188817	mapped	alias_bridge
A6NMZ5		unmapped	none
A6NMZ7	ENSG00000206384	mapped	alias_bridge
A6NN14	ENSG00000196350	mapped	alias_bridge
A6NN73		unmapped	none
A6NN90		unmapped	none
A6NNA2	ENSG00000177679	mapped	alias_bridge
A6NNA5	ENSG00000165606	mapped	alias_bridge
A6NNB3	ENSG00000206013	mapped	alias_bridge
A6NND4	ENSG00000171561	mapped	alias_bridge
A6NNE9	ENSG00000183654	mapped	alias_bridge
A6NNF4	ENSG00000213967	mapped	alias_bridge
A6NNH2		unmapped	none
A6NNJ1		unmapped	none
A6NNL5	ENSG00000189227	mapped	alias_bridge
A6NNM3	ENSG00000274600	mapped	alias_bridge
A6NNM8	ENSG00000213471	mapped	alias_bridge
A6NNN8	ENSG00000166558	mapped	alias_bridge
A6NNP5	ENSG00000242715	mapped	alias_bridge
A6NNS2	ENSG00000184544	mapped	alias_bridge
A6NNT2	ENSG00000205832	mapped	alias_bridge
A6NNW6	ENSG00000188316	mapped	alias_bridge
A6NNX1	ENSG00000178796	mapped	alias_bridge
A6NNY8		unmapped	none
A6NP11	ENSG00000182111	mapped	alias_bridge
A6NP61	ENSG00000189167	mapped	alias_bridge
A6PVL3	ENSG00000162456	mapped	alias_bridge
A6PVS8	ENSG00000162620	mapped	alias_bridge
A6PVY3	ENSG00000197520	mapped	alias_bridge
A6QL63	ENSG00000151136	mapped	alias_bridge
A6QL64	ENSG00000135976	mapped	alias_bridge
A6XGL0	ENSG00000250067	mapped	alias_bridge
A6ZKI3	ENSG00000134590	mapped	alias_bridge
A7E2F4	ENSG00000175265	mapped	alias_bridge
A7E2S9	ENSG00000163046	mapped	alias_bridge
A7E2U8	ENSG00000205129	mapped	alias_bridge
A7E2V4	ENSG00000214655	mapped	alias_bridge
A7E2Y1	ENSG00000078814	mapped	alias_bridge
A7KAX9	ENSG00000134909	mapped	alias_bridge
A7MBM2	ENSG00000140323	mapped	alias_bridge
A7MCY6	ENSG00000198933	mapped	alias_bridge
A7MD48	ENSG00000139767	mapped	alias_bridge
A7XYQ1	ENSG00000112320	mapped	alias_bridge
A8CG34	ENSG00000272391	mapped	alias_bridge
A8K010		unmapped	none
A8K0R7	ENSG00000022976	mapped	alias_bridge
A8K0Z3		unmapped	none
A8K2U0	ENSG00000166535	mapped	alias_bridge
A8K4G0	ENSG00000178789	mapped	alias_bridge
A8K554		unmapped	none
A8K5M9	ENSG00000188277	mapped	alias_bridge
A8K7I4	ENSG00000016490	mapped	alias_bridge
A8K830	ENSG00000214290	mapped	alias_bridge
A8K855	ENSG00000203965	mapped	alias_bridge
A8K8P3	ENSG00000198089	mapped	alias_bridge
A8K8V0	ENSG00000197162	mapped	alias_bridge
A8K979	ENSG00000196678	mapped	alias_bridge
A8MPS7	ENSG00000161179	mapped	alias_bridge
A8MPX8	ENSG00000183977	mapped	alias_bridge
A8MPY1	ENSG00000183185	mapped	alias_bridge
A8MQ03	ENSG00000197191	mapped	alias_bridge
A8MQ11		unmapped	none
A8MQ14	ENSG00000267041	mapped	alias_bridge
A8MQ27	ENSG00000214357	mapped	alias_bridge
A8MQB3		unmapped	none
A8MQT2	ENSG00000215252	mapped	alias_bridge
A8MSI8	ENSG00000232859	mapped	alias_bridge
A8MT33	ENSG00000205078	mapped	alias_bridge
A8MT70	ENSG00000169064	mapped	alias_bridge
A8MTA8	ENSG00000215187	mapped	alias_bridge
A8MTB9	ENSG00000213822	mapped	alias_bridge
A8MTJ3	ENSG00000214415	mapped	alias_bridge
A8MTJ6		unmapped	none
A8MTL0	ENSG00000214681	mapped	alias_bridge
A8MTQ0	ENSG00000214513	mapped	alias_bridge
A8MTY0	ENSG00000196081	mapped	alias_bridge
A8MTZ0	ENSG00000214413	mapped	alias_bridge
A8MTZ7	ENSG00000214700	mapped	alias_bridge
A8MU46	ENSG00000214872	mapped	alias_bridge
A8MU93		unmapped	none
A8MUH7		unmapped	none
A8MUK1	ENSG00000227140	mapped	alias_bridge
A8MUL3		unmapped	none
A8MUM7	ENSG00000249861	mapped	alias_bridge
A8MUP2	ENSG00000214756	mapped	alias_bridge
A8MUU1		unmapped	none
A8MUV8	ENSG00000214652	mapped	alias_bridge
A8MUX0	ENSG00000212657	mapped	alias_bridge
A8MUZ8	ENSG00000215372	mapped	alias_bridge
A8MV23	ENSG00000253309	mapped	alias_bridge
A8MV24	ENSG00000275489	mapped	alias_bridge
A8MV65	ENSG00000206538	mapped	alias_bridge
A8MV81	ENSG00000214511	mapped	alias_bridge
A8MVS5	ENSG00000214212	mapped	alias_bridge
A8MVU1		unmapped	none
A8MVW0	ENSG00000161682	mapped	alias_bridge
A8MVW5	ENSG00000188175	mapped	alias_bridge
A8MVX0	ENSG00000214694	mapped	alias_bridge
A8MW92	ENSG00000129292	mapped	alias_bridge
A8MWY0	ENSG00000164659	mapped	alias_bridge
A8MX76	ENSG00000214711	mapped	alias_bridge
A8MXD5	ENSG00000215203	mapped	alias_bridge
A8MXJ8		unmapped	none
A8MXK1	ENSG00000214376	mapped	alias_bridge
A8MXV4	ENSG00000213965	mapped	alias_bridge
A8MXV6	ENSG00000214819	mapped	alias_bridge
A8MXY4	ENSG00000213973	mapped	alias_bridge
A8MXZ3	ENSG00000240542	mapped	alias_bridge
A8MYA2		unmapped	none
A8MYB1		unmapped	none
A8MYJ7	ENSG00000215912	mapped	alias_bridge
A8MYP8	ENSG00000177989	mapped	alias_bridge
A8MYU2	ENSG00000215262	mapped	alias_bridge
A8MYZ5	ENSG00000214686	mapped	alias_bridge
A8MZ26	ENSG00000214360	mapped	alias_bridge
A8MZ36	ENSG00000214860	mapped	alias_bridge
A8MZ59	ENSG00000213921	mapped	alias_bridge
A8MZ97	ENSG00000237651	mapped	alias_bridge
A8MZA4	ENSG00000277322	mapped	alias_bridge
A8MZG2	ENSG00000215131	mapped	alias_bridge
A8TX70	ENSG00000172752	mapped	alias_bridge
A9QM74	ENSG00000185467	mapped	alias_bridge
A9UHW6	ENSG00000125457	mapped	alias_bridge
A9YTQ3		unmapped	none
A9Z1Z3		unmapped	none
B0I1T2	ENSG00000136286	mapped	alias_bridge
B0YJ81	ENSG00000165996	mapped	alias_bridge
B1AH88	ENSG00000100300	mapped	alias_bridge
B1AJZ9	ENSG00000142621	mapped	alias_bridge
B1AK53	ENSG00000187017	mapped	alias_bridge
B1AKI9	ENSG00000101230	mapped	alias_bridge
B1AL88	ENSG00000204442	mapped	alias_bridge
B1ANS9	ENSG00000162843	mapped	alias_bridge
B1APH4	ENSG00000243660	mapped	alias_bridge
B1ATL7	ENSG00000183631	mapped	alias_bridge
B2CW77	ENSG00000227268	mapped	alias_bridge
B2RC85	ENSG00000169402	mapped	alias_bridge
B2RD01	ENSG00000177946	mapped	alias_bridge
B2RN74	ENSG00000257115	mapped	alias_bridge
B2RNN3	ENSG00000205863	mapped	alias_bridge
B2RTY4	ENSG00000066933	mapped	alias_bridge
B2RU33	ENSG00000183206	mapped	alias_bridge
B2RUY7	ENSG00000174453	mapped	alias_bridge
B2RV13	ENSG00000231256	mapped	alias_bridge
B2RXF0	ENSG00000234224	mapped	alias_bridge
B2RXF5	ENSG00000179627	mapped	alias_bridge
B2RXH2	ENSG00000235268	mapped	alias_bridge
B2RXH4	ENSG00000233436	mapped	alias_bridge
B3EWG3	ENSG00000188100	mapped	alias_bridge
B3EWG5	ENSG00000276430	mapped	alias_bridge
B3EWG6	ENSG00000189090	mapped	alias_bridge
B3GLJ2	ENSG00000236027	mapped	alias_bridge
B3KS81	ENSG00000226763	mapped	alias_bridge
B3KU38		unmapped	none
B3SHH9	ENSG00000232258	mapped	alias_bridge
B4DJY2	ENSG00000224982	mapped	alias_bridge
B4DS77	ENSG00000237515	mapped	alias_bridge
B4DU55	ENSG00000234284	mapped	alias_bridge
B4DX44	ENSG00000234444	mapped	alias_bridge
B4DXR9	ENSG00000186777	mapped	alias_bridge
B4DYI2		unmapped	none
B5MCN3	ENSG00000214491	mapped	alias_bridge
B5ME19	ENSG00000205609	mapped	alias_bridge
B6A8C7	ENSG00000248385	mapped	alias_bridge
B6SEH8		unmapped	none
B6SEH9		unmapped	none
B7U540		unmapped	none
B7Z1M9	ENSG00000225556	mapped	alias_bridge
B7Z6K7	ENSG00000204514	mapped	alias_bridge
B7ZAP0	ENSG00000152061	mapped	alias_bridge
B7ZAQ6	ENSG00000117262	mapped	alias_bridge
