gene_id	source_ref_db	source_locus	source_gene	match_type
SPAC2C4.11c.1:pep	PomBase	SPAC2C4.11c	pno1	locus_exact
SPAC2C4.12c.1:pep	PomBase	SPAC2C4.12c	tpt1	locus_exact
SPAC2C4.13.1:pep	PomBase	SPAC2C4.13	vma16	locus_exact
SPAC2E12.02.1:pep	PomBase	SPAC2E12.02	hsf1	locus_exact
SPAC2E1P5.04c.1:pep	PomBase	SPAC2E1P5.04c	cwg2	locus_exact
SPAC2E1P5.05.1:pep	PomBase	SPAC2E1P5.05	rrp9	locus_exact
SPAC2F3.03c.1:pep	PomBase	SPAC2F3.03c	rpa49	locus_exact
SPAC2F3.04c.1:pep	PomBase	SPAC2F3.04c	rim1	locus_exact
SPAC2F3.06c.1:pep	PomBase	SPAC2F3.06c	kap104	locus_exact
SPAC2F3.09.1:pep	PomBase	SPAC2F3.09	hem1	locus_exact
SPAC2F3.10.1:pep	PomBase	SPAC2F3.10	vps54	locus_exact
SPAC2F3.14c.1:pep	PomBase	SPAC2F3.14c	saf2	locus_exact
SPAC2F3.17c.1:pep	PomBase	SPAC2F3.17c	lsm6	locus_exact
SPAC2F7.05c.1:pep	PomBase	SPAC2F7.05c	tif5	locus_exact
SPAC2F7.13c.1:pep	PomBase	SPAC2F7.13c	wrs1	locus_exact
SPAC2F7.14c.1:pep	PomBase	SPAC2F7.14c	rrp4	locus_exact
SPAC2F7.15.1:pep	PomBase	SPAC2F7.15	rsm24	locus_exact
SPAC2G11.02.1:pep	PomBase	SPAC2G11.02	urb2	locus_exact
SPAC2G11.08c.1:pep	PomBase	SPAC2G11.08c	smn1	locus_exact
SPAC2G11.11c.1:pep	PomBase	SPAC2G11.11c	prh1	locus_exact
SPAC2G11.14.1:pep	PomBase	SPAC2G11.14	taf1	locus_exact
SPAC30C2.03.1:pep	PomBase	SPAC30C2.03	SPAC30C2.03	locus_exact
SPAC30D11.03.1:pep	PomBase	SPAC30D11.03	ddx27	locus_exact
SPAC30D11.08c.1:pep	PomBase	SPAC30D11.08c	phf2	locus_exact
SPAC30D11.13.1:pep	PomBase	SPAC30D11.13	hus5	locus_exact
SPAC31A2.03.1:pep	PomBase	SPAC31A2.03	mrp11	locus_exact
SPAC31A2.04c.1:pep	PomBase	SPAC31A2.04c	pre1	locus_exact
SPAC31A2.05c.1:pep	PomBase	SPAC31A2.05c	mis4	locus_exact
SPAC31A2.07c.1:pep	PomBase	SPAC31A2.07c	dbp10	locus_exact
SPAC31A2.08.1:pep	PomBase	SPAC31A2.08	mrp20	locus_exact
SPAC31G5.01.1:pep	PomBase	SPAC31G5.01	sap49	locus_exact
SPAC31G5.02.1:pep	PomBase	SPAC31G5.02	rot1	locus_exact
SPAC31G5.05c.1:pep	PomBase	SPAC31G5.05c	SPAC31G5.05c	locus_exact
SPAC31G5.06.1:pep	PomBase	SPAC31G5.06	rrg8	locus_exact
SPAC31G5.08.1:pep	PomBase	SPAC31G5.08	hem4	locus_exact
SPAC31G5.13.1:pep	PomBase	SPAC31G5.13	rpn11	locus_exact
SPAC31G5.16c.1:pep	PomBase	SPAC31G5.16c	dpm1	locus_exact
SPAC323.01c.1:pep	PomBase	SPAC323.01c	pos5	locus_exact
SPAC323.02c.1:pep	PomBase	SPAC323.02c	pup2	locus_exact
SPAC323.06c.1:pep	PomBase	SPAC323.06c	uba5	locus_exact
SPAC323.08.1:pep	PomBase	SPAC323.08	rmp1	locus_exact
SPAC328.08c.1:pep	PomBase	SPAC328.08c	tbc1	locus_exact
SPAC32A11.04c.1:pep	PomBase	SPAC32A11.04c	tif212	locus_exact
SPAC343.01c.1:pep	PomBase	SPAC343.01c	erg8	locus_exact
SPAC343.02.1:pep	PomBase	SPAC343.02	img1	locus_exact
SPAC343.03.1:pep	PomBase	SPAC343.03	apc11	locus_exact
SPAC343.05.1:pep	PomBase	SPAC343.05	vma1	locus_exact
SPAC343.08c.1:pep	PomBase	SPAC343.08c	mrp17	locus_exact
SPAC343.13.1:pep	PomBase	SPAC343.13	gta2	locus_exact
SPAC343.14c.1:pep	PomBase	SPAC343.14c	tif222	locus_exact
SPAC343.17c.1:pep	PomBase	SPAC343.17c	wdr70	locus_exact
SPAC3A11.08.1:pep	PomBase	SPAC3A11.08	pcu4	locus_exact
SPAC3A11.12c.1:pep	PomBase	SPAC3A11.12c	rpt5	locus_exact
SPAC3A12.02.1:pep	PomBase	SPAC3A12.02	SPAC3A12.02	locus_exact
SPAC3A12.04c.1:pep	PomBase	SPAC3A12.04c	rpp1	locus_exact
SPAC3A12.05c.1:pep	PomBase	SPAC3A12.05c	taf2	locus_exact
SPAC3A12.07.1:pep	PomBase	SPAC3A12.07	rpb11	locus_exact
SPAC3A12.11c.1:pep	PomBase	SPAC3A12.11c	cwf2	locus_exact
SPAC3A12.14.1:pep	PomBase	SPAC3A12.14	cam1	locus_exact
SPAC3A12.15.1:pep	PomBase	SPAC3A12.15	vps53	locus_exact
SPAC3A12.16c.1:pep	PomBase	SPAC3A12.16c	tim17	locus_exact
SPAC3A12.18.1:pep	PomBase	SPAC3A12.18	zwf1	locus_exact
SPAC3A12.19.1:pep	PomBase	SPAC3A12.19	SPAC3A12.19	locus_exact
SPAC3C7.11c.1:pep	PomBase	SPAC3C7.11c	cnx1	locus_exact
SPAC3F10.03.1:pep	PomBase	SPAC3F10.03	grs1	locus_exact
SPAC3F10.04.1:pep	PomBase	SPAC3F10.04	gsa1	locus_exact
SPAC3F10.08c.1:pep	PomBase	SPAC3F10.08c	faf1	locus_exact
SPAC3G6.02.1:pep	PomBase	SPAC3G6.02	rpn15	locus_exact
SPAC3G6.08.1:pep	PomBase	SPAC3G6.08	erv1	locus_exact
SPAC3G6.10c.1:pep	PomBase	SPAC3G6.10c	vps51	locus_exact
SPAC3G9.06.1:pep	PomBase	SPAC3G9.06	frs2	locus_exact
SPAC3G9.08.1:pep	PomBase	SPAC3G9.08	png1	locus_exact
SPAC3G9.09c.1:pep	PomBase	SPAC3G9.09c	tif211	locus_exact
SPAC3G9.10c.1:pep	PomBase	SPAC3G9.10c	rrp41	locus_exact
SPAC3G9.12.1:pep	PomBase	SPAC3G9.12	peg1	locus_exact
SPAC3G9.13c.1:pep	PomBase	SPAC3G9.13c	msw1	locus_exact
SPAC3G9.14.1:pep	PomBase	SPAC3G9.14	sak1	locus_exact
SPAC3G9.15c.1:pep	PomBase	SPAC3G9.15c	fcf2	locus_exact
SPAC3G9.16c.1:pep	PomBase	SPAC3G9.16c	bet5	locus_exact
SPAC3H1.01c.1:pep	PomBase	SPAC3H1.01c	orc3	locus_exact
SPAC3H5.06c.1:pep	PomBase	SPAC3H5.06c	pol1	locus_exact
SPAC3H5.11.1:pep	PomBase	SPAC3H5.11	SPAC3H5.11	locus_exact
SPAC3H8.06.1:pep	PomBase	SPAC3H8.06	aur1	locus_exact
SPAC3H8.10.1:pep	PomBase	SPAC3H8.10	spo20	locus_exact
SPAC458.03.1:pep	PomBase	SPAC458.03	tel2	locus_exact
SPAC458.07.1:pep	PomBase	SPAC458.07	tfa1	locus_exact
SPAC4A8.03c.1:pep	PomBase	SPAC4A8.03c	ptc4	locus_exact
SPAC4A8.05c.1:pep	PomBase	SPAC4A8.05c	myp2	locus_exact
SPAC4A8.08c.1:pep	PomBase	SPAC4A8.08c	vrs2	locus_exact
SPAC4A8.11c.1:pep	PomBase	SPAC4A8.11c	fas2	locus_exact
SPAC4A8.12c.1:pep	PomBase	SPAC4A8.12c	sds22	locus_exact
SPAC4A8.13c.1:pep	PomBase	SPAC4A8.13c	pts1	locus_exact
SPAC4A8.15c.1:pep	PomBase	SPAC4A8.15c	cdc3	locus_exact
SPAC4A8.16c.1:pep	PomBase	SPAC4A8.16c	tif33	locus_exact
SPAC4C5.02c.1:pep	PomBase	SPAC4C5.02c	ryh1	locus_exact
SPAC4D7.04c.1:pep	PomBase	SPAC4D7.04c	rer2	locus_exact
SPAC4D7.05.1:pep	PomBase	SPAC4D7.05	sum1	locus_exact
SPAC4D7.09.1:pep	PomBase	SPAC4D7.09	tif223	locus_exact
SPAC4D7.12c.1:pep	PomBase	SPAC4D7.12c	fet5	locus_exact
SPAC4D7.13.1:pep	PomBase	SPAC4D7.13	usp104	locus_exact
SPAC4F10.03c.1:pep	PomBase	SPAC4F10.03c	trm7	locus_exact
SPAC4F10.09c.1:pep	PomBase	SPAC4F10.09c	noc1	locus_exact
SPAC4F10.10c.1:pep	PomBase	SPAC4F10.10c	mnn9	locus_exact
SPAC4F10.12.1:pep	PomBase	SPAC4F10.12	fta1	locus_exact
SPAC4F10.15c.1:pep	PomBase	SPAC4F10.15c	wsp1	locus_exact
SPAC4F8.02c.1:pep	PomBase	SPAC4F8.02c	mrpl40	locus_exact
SPAC4F8.04.1:pep	PomBase	SPAC4F8.04	SPAC4F8.04	locus_exact
SPAC4F8.05c.1:pep	PomBase	SPAC4F8.05c	mrpl28	locus_exact
SPAC4F8.06.1:pep	PomBase	SPAC4F8.06	mrps12	locus_exact
SPAC4F8.07c.1:pep	PomBase	SPAC4F8.07c	hxk2	locus_exact
SPAC4F8.12c.1:pep	PomBase	SPAC4F8.12c	spp42	locus_exact
SPAC4F8.13c.1:pep	PomBase	SPAC4F8.13c	rng2	locus_exact
SPAC4F8.14c.1:pep	PomBase	SPAC4F8.14c	hcs1	locus_exact
SPAC4G8.02c.1:pep	PomBase	SPAC4G8.02c	sss1	locus_exact
SPAC4G8.09.1:pep	PomBase	SPAC4G8.09	SPAC4G8.09	locus_exact
SPAC4G8.12c.1:pep	PomBase	SPAC4G8.12c	smp3	locus_exact
SPAC4G9.03.1:pep	PomBase	SPAC4G9.03	adk1	locus_exact
SPAC4G9.04c.1:pep	PomBase	SPAC4G9.04c	pcf11	locus_exact
SPAC4G9.08c.1:pep	PomBase	SPAC4G9.08c	rpc2	locus_exact
SPAC4G9.17c.1:pep	PomBase	SPAC4G9.17c	mrp5	locus_exact
SPAC4H3.08.1:pep	PomBase	SPAC4H3.08	SPAC4H3.08	locus_exact
SPAC4H3.09.1:pep	PomBase	SPAC4H3.09	SPAC4H3.09	locus_exact
SPAC4H3.10c.1:pep	PomBase	SPAC4H3.10c	pyk1	locus_exact
SPAC4H3.11c.1:pep	PomBase	SPAC4H3.11c	ppc89	locus_exact
SPAC56E4.02c.1:pep	PomBase	SPAC56E4.02c	alg13	locus_exact
SPAC56E4.04c.1:pep	PomBase	SPAC56E4.04c	cut6	locus_exact
SPAC56E4.05.1:pep	PomBase	SPAC56E4.05	snd2	locus_exact
SPAC56F8.03.1:pep	PomBase	SPAC56F8.03	tif52	locus_exact
SPAC56F8.04c.1:pep	PomBase	SPAC56F8.04c	ppt1	locus_exact
SPAC56F8.07.1:pep	PomBase	SPAC56F8.07	SPAC56F8.07	locus_exact
SPAC56F8.10.1:pep	PomBase	SPAC56F8.10	met9	locus_exact
SPAC56F8.11.1:pep	PomBase	SPAC56F8.11	spc3	locus_exact
SPAC57A10.05c.1:pep	PomBase	SPAC57A10.05c	pof1	locus_exact
SPAC57A10.11c.1:pep	PomBase	SPAC57A10.11c	mia40	locus_exact
SPAC57A7.06.1:pep	PomBase	SPAC57A7.06	utp14	locus_exact
SPAC57A7.10c.1:pep	PomBase	SPAC57A7.10c	sec21	locus_exact
SPAC57A7.11.1:pep	PomBase	SPAC57A7.11	mip1	locus_exact
SPAC589.04.1:pep	PomBase	SPAC589.04	mtx1	locus_exact
SPAC607.03c.1:pep	PomBase	SPAC607.03c	snu13	locus_exact
SPAC607.04.1:pep	PomBase	SPAC607.04	arg82	locus_exact
SPAC607.05.1:pep	PomBase	SPAC607.05	rpn9	locus_exact
SPAC630.03.1:pep	PomBase	SPAC630.03	arp3	locus_exact
SPAC630.08c.1:pep	PomBase	SPAC630.08c	erg25	locus_exact
SPAC630.12.1:pep	PomBase	SPAC630.12	SPAC630.12	locus_exact
SPAC637.04.1:pep	PomBase	SPAC637.04	ypp1	locus_exact
SPAC637.05c.1:pep	PomBase	SPAC637.05c	vma2	locus_exact
SPAC637.08.1:pep	PomBase	SPAC637.08	nbp35	locus_exact
SPAC637.12c.1:pep	PomBase	SPAC637.12c	mst1	locus_exact
SPAC644.04.1:pep	PomBase	SPAC644.04	pct1	locus_exact
SPAC644.05c.1:pep	PomBase	SPAC644.05c	dut1	locus_exact
SPAC644.10.1:pep	PomBase	SPAC644.10	med11	locus_exact
SPAC644.12.1:pep	PomBase	SPAC644.12	cdc5	locus_exact
SPAC644.16.1:pep	PomBase	SPAC644.16	rna15	locus_exact
SPAC644.17c.1:pep	PomBase	SPAC644.17c	mrpl9	locus_exact
SPAC644.18c.1:pep	PomBase	SPAC644.18c	bet3	locus_exact
SPAC664.05.1:pep	PomBase	SPAC664.05	rpl13	locus_exact
SPAC664.06.1:pep	PomBase	SPAC664.06	rlp7	locus_exact
SPAC664.08c.1:pep	PomBase	SPAC664.08c	bfr2	locus_exact
SPAC664.09.1:pep	PomBase	SPAC664.09	ggt1	locus_exact
SPAC664.11.1:pep	PomBase	SPAC664.11	ssc1	locus_exact
SPAC688.02c.1:pep	PomBase	SPAC688.02c	mis14	locus_exact
SPAC688.09.1:pep	PomBase	SPAC688.09	rim2	locus_exact
SPAC688.11.1:pep	PomBase	SPAC688.11	end4	locus_exact
SPAC6B12.10c.1:pep	PomBase	SPAC6B12.10c	spp1	locus_exact
SPAC6B12.11.1:pep	PomBase	SPAC6B12.11	drc1	locus_exact
SPAC6B12.13.1:pep	PomBase	SPAC6B12.13	SPAC6B12.13	locus_exact
SPAC6B12.18.1:pep	PomBase	SPAC6B12.18	gon7	locus_exact
SPAC6C3.09.1:pep	PomBase	SPAC6C3.09	rpp40	locus_exact
SPAC6F12.05c.1:pep	PomBase	SPAC6F12.05c	tnr3	locus_exact
SPAC6F12.07.1:pep	PomBase	SPAC6F12.07	tom20	locus_exact
SPAC6F12.08c.1:pep	PomBase	SPAC6F12.08c	exo84	locus_exact
SPAC6F12.11c.1:pep	PomBase	SPAC6F12.11c	sfc1	locus_exact
SPAC6F12.13c.1:pep	PomBase	SPAC6F12.13c	fps1	locus_exact
SPAC6F12.14.1:pep	PomBase	SPAC6F12.14	cut23	locus_exact
SPAC6F12.15c.1:pep	PomBase	SPAC6F12.15c	cut9	locus_exact
SPAC6F12.16c.1:pep	PomBase	SPAC6F12.16c	mtr4	locus_exact
SPAC6F12.17.1:pep	PomBase	SPAC6F12.17	rna14	locus_exact
SPAC6F6.05.1:pep	PomBase	SPAC6F6.05	ost2	locus_exact
SPAC6F6.07c.1:pep	PomBase	SPAC6F6.07c	rps13	locus_exact
SPAC6F6.08c.1:pep	PomBase	SPAC6F6.08c	cdc16	locus_exact
SPAC6F6.10c.1:pep	PomBase	SPAC6F6.10c	arc2	locus_exact
SPAC6F6.15.1:pep	PomBase	SPAC6F6.15	ypt5	locus_exact
SPAC6F6.16c.1:pep	PomBase	SPAC6F6.16c	tpz1	locus_exact
SPAC6G10.04c.1:pep	PomBase	SPAC6G10.04c	pre5	locus_exact
SPAC6G10.05c.1:pep	PomBase	SPAC6G10.05c	trs120	locus_exact
SPAC6G10.07.1:pep	PomBase	SPAC6G10.07	cbc1	locus_exact
SPAC6G10.09.1:pep	PomBase	SPAC6G10.09	gls1	locus_exact
SPAC6G9.02c.1:pep	PomBase	SPAC6G9.02c	nop9	locus_exact
SPAC6G9.06c.1:pep	PomBase	SPAC6G9.06c	pcp1	locus_exact
SPAC6G9.07c.1:pep	PomBase	SPAC6G9.07c	arc4	locus_exact
SPAC6G9.11.1:pep	PomBase	SPAC6G9.11	syb1	locus_exact
SPAC732.01.1:pep	PomBase	SPAC732.01	vma11	locus_exact
SPAC7D4.07c.1:pep	PomBase	SPAC7D4.07c	trx1	locus_exact
SPAC7D4.09c.1:pep	PomBase	SPAC7D4.09c	dfg10	locus_exact
SPAC7D4.10.1:pep	PomBase	SPAC7D4.10	vma13	locus_exact
SPAC7D4.11c.1:pep	PomBase	SPAC7D4.11c	sec39	locus_exact
SPAC806.02c.1:pep	PomBase	SPAC806.02c	SPAC806.02c	locus_exact
SPAC806.05.1:pep	PomBase	SPAC806.05	SPAC806.05	locus_exact
SPAC806.06c.1:pep	PomBase	SPAC806.06c	SPAC806.06c	locus_exact
SPAC821.08c.1:pep	PomBase	SPAC821.08c	slp1	locus_exact
SPAC821.10c.1:pep	PomBase	SPAC821.10c	sod1	locus_exact
SPAC821.12.1:pep	PomBase	SPAC821.12	orb6	locus_exact
SPAC823.04.1:pep	PomBase	SPAC823.04	rrp36	locus_exact
SPAC823.06.1:pep	PomBase	SPAC823.06	taf3	locus_exact
SPAC823.07.1:pep	PomBase	SPAC823.07	pga3	locus_exact
SPAC823.08c.1:pep	PomBase	SPAC823.08c	rrp3	locus_exact
SPAC823.11.1:pep	PomBase	SPAC823.11	sgp1	locus_exact
SPAC823.12.1:pep	PomBase	SPAC823.12	vps11	locus_exact
SPAC824.05.1:pep	PomBase	SPAC824.05	vps16	locus_exact
SPAC824.06.1:pep	PomBase	SPAC824.06	tim14	locus_exact
SPAC890.04c.1:pep	PomBase	SPAC890.04c	ytm1	locus_exact
SPAC890.06.1:pep	PomBase	SPAC890.06	nup155	locus_exact
SPAC890.08.1:pep	PomBase	SPAC890.08	rpl31	locus_exact
SPAC8C9.15c.1:pep	PomBase	SPAC8C9.15c	tif225	locus_exact
SPAC8E11.02c.1:pep	PomBase	SPAC8E11.02c	rad24	locus_exact
SPAC8F11.04.1:pep	PomBase	SPAC8F11.04	SPAC8F11.04	locus_exact
SPAC8F11.06.1:pep	PomBase	SPAC8F11.06	brr6	locus_exact
SPAC8F11.07c.1:pep	PomBase	SPAC8F11.07c	cdc24	locus_exact
SPAC9.03c.1:pep	PomBase	SPAC9.03c	brr2	locus_exact
SPAC926.03.1:pep	PomBase	SPAC926.03	rlc1	locus_exact
SPAC926.04c.1:pep	PomBase	SPAC926.04c	hsp90	locus_exact
SPAC926.08c.1:pep	PomBase	SPAC926.08c	rpf2	locus_exact
SPAC959.02.1:pep	PomBase	SPAC959.02	sec17	locus_exact
SPAC959.03c.1:pep	PomBase	SPAC959.03c	utp7	locus_exact
SPAC959.09c.1:pep	PomBase	SPAC959.09c	apc5	locus_exact
SPAC959.10.1:pep	PomBase	SPAC959.10	sen15	locus_exact
SPAC9E9.06c.1:pep	PomBase	SPAC9E9.06c	SPAC9E9.06c	locus_exact
SPAC9E9.07c.1:pep	PomBase	SPAC9E9.07c	ypt2	locus_exact
SPAC9G1.09.1:pep	PomBase	SPAC9G1.09	sid1	locus_exact
SPAC9G1.13c.1:pep	PomBase	SPAC9G1.13c	swc4	locus_exact
SPAC9G1.15c.1:pep	PomBase	SPAC9G1.15c	mzt1	locus_exact
SPACUNK4.06c.1:pep	PomBase	SPACUNK4.06c	rpb7	locus_exact
SPAP14E8.03.1:pep	PomBase	SPAP14E8.03	bos1	locus_exact
SPAP19A11.05c.1:pep	PomBase	SPAP19A11.05c	mrp7	locus_exact
SPAP27G11.03.1:pep	PomBase	SPAP27G11.03	cdc123	locus_exact
SPAP27G11.04c.1:pep	PomBase	SPAP27G11.04c	tad3	locus_exact
SPAP27G11.07c.1:pep	PomBase	SPAP27G11.07c	bud32	locus_exact
SPAP27G11.09c.1:pep	PomBase	SPAP27G11.09c	rib1	locus_exact
SPAP27G11.13c.1:pep	PomBase	SPAP27G11.13c	nop10	locus_exact
SPAP7G5.02c.1:pep	PomBase	SPAP7G5.02c	gua2	locus_exact
SPAP8A3.06.1:pep	PomBase	SPAP8A3.06	uaf2	locus_exact
SPAP8A3.08.1:pep	PomBase	SPAP8A3.08	cdc4	locus_exact
SPAP8A3.09c.1:pep	PomBase	SPAP8A3.09c	paa1	locus_exact
SPAP8A3.10.1:pep	PomBase	SPAP8A3.10	ups1	locus_exact
SPAP8A3.11c.1:pep	PomBase	SPAP8A3.11c	mtg2	locus_exact
SPAPB17E12.06.1:pep	PomBase	SPAPB17E12.06	sos7	locus_exact
SPAPB17E12.07c.1:pep	PomBase	SPAPB17E12.07c	sen2	locus_exact
SPAPB17E12.09.1:pep	PomBase	SPAPB17E12.09	SPAPB17E12.09	locus_exact
SPAPB17E12.10c.1:pep	PomBase	SPAPB17E12.10c	SPAPB17E12.10c	locus_exact
SPAPB17E12.11.1:pep	PomBase	SPAPB17E12.11	ost3	locus_exact
SPAPB1A10.02.1:pep	PomBase	SPAPB1A10.02	scm3	locus_exact
SPAPB1A10.04c.1:pep	PomBase	SPAPB1A10.04c	cwp1	locus_exact
SPAPB1A10.06c.1:pep	PomBase	SPAPB1A10.06c	dhx37	locus_exact
SPAPB1A10.11c.1:pep	PomBase	SPAPB1A10.11c	mse1	locus_exact
SPAPB1E7.01c.1:pep	PomBase	SPAPB1E7.01c	SPAPB1E7.01c	locus_exact
SPAPB1E7.02c.1:pep	PomBase	SPAPB1E7.02c	mcl1	locus_exact
SPAPB1E7.03.1:pep	PomBase	SPAPB1E7.03	rpc82	locus_exact
SPAPB1E7.09.1:pep	PomBase	SPAPB1E7.09	ogm2	locus_exact
SPAPB1E7.10.1:pep	PomBase	SPAPB1E7.10	rpc17	locus_exact
SPAPB24D3.06c.1:pep	PomBase	SPAPB24D3.06c	SPAPB24D3.06c	locus_exact
SPAPB2B4.01c.1:pep	PomBase	SPAPB2B4.01c	gpi12	locus_exact
SPAPB2B4.02.1:pep	PomBase	SPAPB2B4.02	grx5	locus_exact
SPAPB2B4.05.1:pep	PomBase	SPAPB2B4.05	vma5	locus_exact
SPAPB8E5.07c.1:pep	PomBase	SPAPB8E5.07c	rrp12	locus_exact
SPAPB8E5.09.1:pep	PomBase	SPAPB8E5.09	rvb1	locus_exact
SPAPJ698.03c.1:pep	PomBase	SPAPJ698.03c	prp12	locus_exact
SPAPYUG7.05.1:pep	PomBase	SPAPYUG7.05	SPAPYUG7.05	locus_exact
SPBC106.06.1:pep	PomBase	SPBC106.06	cct4	locus_exact
SPBC106.09.1:pep	PomBase	SPBC106.09	cut4	locus_exact
SPBC106.14c.1:pep	PomBase	SPBC106.14c	sda1	locus_exact
SPBC106.15.1:pep	PomBase	SPBC106.15	idi1	locus_exact
SPBC106.18.1:pep	PomBase	SPBC106.18	rpl2501	locus_exact
SPBC106.20.1:pep	PomBase	SPBC106.20	exo70	locus_exact
SPBC1105.03c.1:pep	PomBase	SPBC1105.03c	mrpl16	locus_exact
SPBC1105.06.1:pep	PomBase	SPBC1105.06	pmc4	locus_exact
SPBC1105.07c.1:pep	PomBase	SPBC1105.07c	pci2	locus_exact
SPBC1105.16c.1:pep	PomBase	SPBC1105.16c	rpr2	locus_exact
SPBC1105.17.1:pep	PomBase	SPBC1105.17	cnp1	locus_exact
SPBC115.01c.1:pep	PomBase	SPBC115.01c	rrp46	locus_exact
SPBC119.01.1:pep	PomBase	SPBC119.01	rpn3	locus_exact
SPBC119.02.1:pep	PomBase	SPBC119.02	ubc4	locus_exact
SPBC119.09c.1:pep	PomBase	SPBC119.09c	orm1	locus_exact
SPBC119.11c.1:pep	PomBase	SPBC119.11c	pac1	locus_exact
SPBC119.13c.1:pep	PomBase	SPBC119.13c	prp31	locus_exact
SPBC119.15.1:pep	PomBase	SPBC119.15	npa3	locus_exact
SPBC119.17.1:pep	PomBase	SPBC119.17	cym1	locus_exact
SPBC119.18.1:pep	PomBase	SPBC119.18	mdm35	locus_exact
SPBC1198.02.1:pep	PomBase	SPBC1198.02	dea2	locus_exact
SPBC1198.04c.1:pep	PomBase	SPBC1198.04c	zas1	locus_exact
SPBC1198.05.1:pep	PomBase	SPBC1198.05	SPBC1198.05	locus_exact
SPBC1198.10c.1:pep	PomBase	SPBC1198.10c	slm5	locus_exact
SPBC1198.13c.1:pep	PomBase	SPBC1198.13c	tfg2	locus_exact
SPBC11B10.01.1:pep	PomBase	SPBC11B10.01	alg2	locus_exact
SPBC11B10.03.1:pep	PomBase	SPBC11B10.03	cog8	locus_exact
SPBC11B10.04c.1:pep	PomBase	SPBC11B10.04c	mrps28	locus_exact
SPBC11B10.09.1:pep	PomBase	SPBC11B10.09	cdc2	locus_exact
SPBC11C11.03.1:pep	PomBase	SPBC11C11.03	ndc80	locus_exact
SPBC11C11.04c.1:pep	PomBase	SPBC11C11.04c	alp1	locus_exact
SPBC11C11.05.1:pep	PomBase	SPBC11C11.05	SPBC11C11.05	locus_exact
SPBC11G11.04.1:pep	PomBase	SPBC11G11.04	trs20	locus_exact
SPBC11G11.06c.1:pep	PomBase	SPBC11G11.06c	sme1	locus_exact
SPBC11G11.07.1:pep	PomBase	SPBC11G11.07	mtr10	locus_exact
SPBC1215.02c.1:pep	PomBase	SPBC1215.02c	naa25	locus_exact
SPBC1271.02.1:pep	PomBase	SPBC1271.02	stt3	locus_exact
SPBC1271.04c.1:pep	PomBase	SPBC1271.04c	dys1	locus_exact
SPBC1271.13.1:pep	PomBase	SPBC1271.13	mrpl8	locus_exact
SPBC1289.02c.1:pep	PomBase	SPBC1289.02c	uap2	locus_exact
SPBC1289.03c.1:pep	PomBase	SPBC1289.03c	spi1	locus_exact
SPBC1289.04c.1:pep	PomBase	SPBC1289.04c	pob1	locus_exact
SPBC1289.05c.1:pep	PomBase	SPBC1289.05c	vma10	locus_exact
SPBC1289.07c.1:pep	PomBase	SPBC1289.07c	rpc40	locus_exact
SPBC1289.12.1:pep	PomBase	SPBC1289.12	usp109	locus_exact
SPBC12C2.05c.1:pep	PomBase	SPBC12C2.05c	bzz1	locus_exact
SPBC12C2.06.1:pep	PomBase	SPBC12C2.06	dbp5	locus_exact
SPBC12C2.10c.1:pep	PomBase	SPBC12C2.10c	pst1	locus_exact
SPBC12C2.11.1:pep	PomBase	SPBC12C2.11	gfa1	locus_exact
SPBC12D12.01.1:pep	PomBase	SPBC12D12.01	sad1	locus_exact
SPBC12D12.03.1:pep	PomBase	SPBC12D12.03	cct1	locus_exact
SPBC12D12.08c.1:pep	PomBase	SPBC12D12.08c	ned8	locus_exact
SPBC1306.01c.1:pep	PomBase	SPBC1306.01c	mef1	locus_exact
SPBC1347.04.1:pep	PomBase	SPBC1347.04	tim54	locus_exact
SPBC1347.05c.1:pep	PomBase	SPBC1347.05c	SPBC1347.05c	locus_exact
SPBC1347.10.1:pep	PomBase	SPBC1347.10	cdc23	locus_exact
SPBC1348.06c.1:pep	PomBase	SPBC1348.06c	SPBC1348.06c	locus_exact
SPBC13A2.01c.1:pep	PomBase	SPBC13A2.01c	cbc2	locus_exact
SPBC13A2.02.1:pep	PomBase	SPBC13A2.02	nup82	locus_exact
SPBC13A2.03.1:pep	PomBase	SPBC13A2.03	SPBC13A2.03	locus_exact
SPBC13E7.01.1:pep	PomBase	SPBC13E7.01	cwf22	locus_exact
SPBC13E7.02.1:pep	PomBase	SPBC13E7.02	cwf24	locus_exact
SPBC13E7.05.1:pep	PomBase	SPBC13E7.05	gpi14	locus_exact
SPBC13E7.10c.1:pep	PomBase	SPBC13E7.10c	brf1	locus_exact
SPBC13G1.01c.1:pep	PomBase	SPBC13G1.01c	nam9	locus_exact
SPBC13G1.05.1:pep	PomBase	SPBC13G1.05	SPBC13G1.05	locus_exact
SPBC13G1.06c.1:pep	PomBase	SPBC13G1.06c	isd11	locus_exact
SPBC13G1.07.1:pep	PomBase	SPBC13G1.07	swf1	locus_exact
SPBC13G1.09.1:pep	PomBase	SPBC13G1.09	enp1	locus_exact
SPBC13G1.11.1:pep	PomBase	SPBC13G1.11	ykt6	locus_exact
SPBC146.01.1:pep	PomBase	SPBC146.01	med15	locus_exact
SPBC146.03c.1:pep	PomBase	SPBC146.03c	cut3	locus_exact
SPBC146.05c.1:pep	PomBase	SPBC146.05c	cwf25	locus_exact
SPBC146.07.1:pep	PomBase	SPBC146.07	prp2	locus_exact
