raw_string_protein_id	alias_count	matched_aliases	mapped_gene_id	mapping_status	mapping_method	evidence
4932.Q0010	17			unmapped		Ensembl_STRING; Ensembl_EMBL; SGD_ID; SGD_SYNONYM; UniProt_GN_ORFNames
4932.Q0017	17			unmapped		Ensembl_STRING; Ensembl_EMBL; SGD_ID; SGD_SYNONYM; UniProt_GN_ORFNames
4932.Q0032	17			unmapped		Ensembl_STRING; Ensembl_EMBL; SGD_ID; SGD_SYNONYM; UniProt_GN_ORFNames
4932.Q0045	49	S000007260(SGD_ID); S000007260(UniProt_DR_SGD)	S000007260	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_STRING; UniProt_DR_PDB; UniProt_DR_PDB; KEGG_EC
4932.Q0050	38	S000007261(SGD_ID); S000007261(UniProt_DR_SGD)	S000007261	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; UniProt_AC
4932.Q0055	37	S000007262(SGD_ID); S000007262(UniProt_DR_SGD)	S000007262	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; UniProt_AC
4932.Q0060	48	S000007263(SGD_ID); S000007263(UniProt_DR_SGD)	S000007263	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID
4932.Q0065	50	S000007264(SGD_ID); S000007264(UniProt_DR_SGD)	S000007264	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID
4932.Q0070	42	S000007265(SGD_ID); S000007265(UniProt_DR_SGD)	S000007265	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID
4932.Q0075	36	S000007266(SGD_ID); S000007266(UniProt_DR_SGD)	S000007266	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID
4932.Q0080	62	S000007267(SGD_ID); S000007267(UniProt_DR_SGD)	S000007267	mapped	alias_match	Ensembl_EntrezGene; UniProt_DR_GeneID; Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB
4932.Q0085	64	S000007268(SGD_ID); S000007268(UniProt_DR_SGD)	S000007268	mapped	alias_match	Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB
4932.Q0092	19			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_EMBL; SGD_ID; SGD_SYNONYM
4932.Q0105	74	S000007270(SGD_ID); S000007270(UniProt_DR_SGD)	S000007270	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB
4932.Q0110	40	S000007271(SGD_ID); S000007271(UniProt_DR_SGD)	S000007271	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; UniProt_AC
4932.Q0115	39	S000007272(SGD_ID); S000007272(UniProt_DR_SGD)	S000007272	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID
4932.Q0120	45	S000007273(SGD_ID); S000007273(UniProt_DR_SGD)	S000007273	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID
4932.Q0130	97	S000007274(SGD_ID); S000007274(UniProt_DR_SGD)	S000007274	mapped	alias_match	Ensembl_EntrezGene; UniProt_DR_GeneID; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB
4932.Q0140	50	S000007275(SGD_ID); S000007275(UniProt_DR_SGD)	S000007275	mapped	alias_match	Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB
4932.Q0142	17			unmapped		Ensembl_STRING; Ensembl_EMBL; SGD_ID; SGD_SYNONYM; UniProt_GN_ORFNames
4932.Q0143	17			unmapped		Ensembl_STRING; Ensembl_EMBL; SGD_ID; SGD_SYNONYM; UniProt_GN_ORFNames
4932.Q0144	14			unmapped		Ensembl_EMBL; SGD_ID; Ensembl; Ensembl_gene; Ensembl_translation
4932.Q0160	56	S000007279(SGD_ID); S000007279(UniProt_DR_SGD)	S000007279	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; UniProt_DE_AltName_Full; UniProt_DE_RecName_EC; Ensembl_PDB
4932.Q0182	17			unmapped		Ensembl_STRING; Ensembl_EMBL; SGD_ID; SGD_SYNONYM; UniProt_GN_ORFNames
4932.Q0250	54	S000007281(SGD_ID); S000007281(UniProt_DR_SGD)	S000007281	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_STRING; UniProt_DR_PDB; UniProt_DR_PDB; KEGG_GENEID
4932.Q0255	38	S000007282(SGD_ID); S000007282(UniProt_DR_SGD)	S000007282	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; UniProt_AC; Ensembl_protein_id
4932.Q0275	55	S000007283(SGD_ID); S000007283(UniProt_DR_SGD)	S000007283	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_EntrezGene; UniProt_DR_GeneID; Ensembl_STRING; UniProt_DR_PDB
4932.Q0297	17			unmapped		Ensembl_STRING; Ensembl_EMBL; SGD_ID; SGD_SYNONYM; UniProt_GN_ORFNames
4932.YAL001C	51	S000000001(SGD_ID); S000000001(UniProt_DR_SGD)	S000000001	mapped	alias_match	Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; KEGG_GENEID; UniProt_DR_GeneID
4932.YAL002W	49	S000000002(SGD_ID); S000000002(UniProt_DR_SGD)	S000000002	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL003W	61	S000000003(SGD_ID); S000000003(UniProt_DR_SGD)	S000000003	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB
4932.YAL004W	16			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC; UniProt_DE_RecName_Full
4932.YAL005C	48	S000000004(SGD_ID); S000000004(UniProt_DR_SGD)	S000000004	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB
4932.YAL007C	37	S000000005(SGD_ID); S000000005(UniProt_DR_SGD)	S000000005	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL008W	39	S000000006(SGD_ID); S000000006(UniProt_DR_SGD)	S000000006	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL009W	37	S000000007(SGD_ID); S000000007(UniProt_DR_SGD)	S000000007	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL010C	42	S000000008(SGD_ID); S000000008(UniProt_DR_SGD)	S000000008	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL011W	39	S000000009(SGD_ID); S000000009(UniProt_DR_SGD)	S000000009	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL012W	56	S000000010(SGD_ID); S000000010(UniProt_DR_SGD)	S000000010	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING
4932.YAL013W	41	S000000011(SGD_ID); S000000011(UniProt_DR_SGD)	S000000011	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL014C	48	S000000012(SGD_ID); S000000012(UniProt_DR_SGD)	S000000012	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL015C	55	S000000013(SGD_ID); S000000013(UniProt_DR_SGD)	S000000013	mapped	alias_match	UniProt_DE_RecName_EC; KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; KEGG_GENEID
4932.YAL016C-A	13			unmapped		Ensembl_UniProt; UniProt_AC; Ensembl_protein_id; SGD_ID; UniProt_DR_SGD
4932.YAL016C-B	14			unmapped		Ensembl_EMBL; Ensembl_UniProt; UniProt_AC; UniProt_DE_RecName_Full; SGD_ID
4932.YAL016W	41	S000000014(SGD_ID); S000000014(UniProt_DR_SGD)	S000000014	mapped	alias_match	UniProt_ID; Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL017W	45	S000000015(SGD_ID); S000000015(UniProt_DR_SGD)	S000000015	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID
4932.YAL018C	35	S000000016(SGD_ID); S000000016(UniProt_DR_SGD)	S000000016	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL019W	41	S000000017(SGD_ID); S000000017(UniProt_DR_SGD)	S000000017	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB
4932.YAL019W-A	14			unmapped		Ensembl_UniProt; UniProt_AC; Ensembl_protein_id; UniProt_DE_RecName_Full; SGD_ID
4932.YAL020C	54	S000000018(SGD_ID); S000000018(UniProt_DR_SGD)	S000000018	mapped	alias_match	Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB
4932.YAL021C	50	S000000019(SGD_ID); S000000019(UniProt_DR_SGD)	S000000019	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB
4932.YAL022C	35	S000000020(SGD_ID); S000000020(UniProt_DR_SGD)	S000000020	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL023C	43	S000000021(SGD_ID); S000000021(UniProt_DR_SGD)	S000000021	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; UniProt_DR_PDB; UniProt_DR_PDB
4932.YAL024C	45	S000000022(SGD_ID); S000000022(UniProt_DR_SGD)	S000000022	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL025C	49	S000000023(SGD_ID); S000000023(UniProt_DR_SGD)	S000000023	mapped	alias_match	Ensembl_STRING; UniProt_DR_PDB; UniProt_DR_PDB; UniProt_DR_PDB; Ensembl_PDB
4932.YAL026C	50	S000000024(SGD_ID); S000000024(UniProt_DR_SGD)	S000000024	mapped	alias_match	Ensembl_STRING; UniProt_DR_PDB; UniProt_DR_PDB; UniProt_DR_PDB; UniProt_DR_PDB
4932.YAL026C-A	13			unmapped		Ensembl_UniProt; UniProt_AC; Ensembl_protein_id; SGD_ID; UniProt_DR_SGD
4932.YAL027W	36	S000000025(SGD_ID); S000000025(UniProt_DR_SGD)	S000000025	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL028W	40	S000000026(SGD_ID); S000000026(UniProt_DR_SGD)	S000000026	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL029C	53	S000000027(SGD_ID); S000000027(UniProt_DR_SGD)	S000000027	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB
4932.YAL030W	39	S000000028(SGD_ID); S000000028(UniProt_DR_SGD)	S000000028	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID
4932.YAL031C	40	S000000029(SGD_ID); S000000029(UniProt_DR_SGD)	S000000029	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL031W-A	13			unmapped		Ensembl_UniProt; UniProt_AC; Ensembl_protein_id; SGD_ID; UniProt_DR_SGD
4932.YAL032C	66	S000000030(SGD_ID); S000000030(UniProt_DR_SGD)	S000000030	mapped	alias_match	KEGG_NCBI; Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB
4932.YAL033W	49	S000000031(SGD_ID); S000000031(UniProt_DR_SGD)	S000000031	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; UniProt_DR_PDB; UniProt_DR_PDB
4932.YAL034C	35	S000002134(SGD_ID); S000002134(UniProt_DR_SGD)	S000002134	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL034C-B	17			unmapped		Ensembl_protein_id; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC; UniProt_DE_RecName_Full
4932.YAL034W-A	47	S000000032(SGD_ID); S000000032(UniProt_DR_SGD)	S000000032	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL035W	58	S000000033(SGD_ID); S000000033(UniProt_DR_SGD)	S000000033	mapped	alias_match	UniProt_DE_RecName_EC; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB
4932.YAL036C	44	S000000034(SGD_ID); S000000034(UniProt_DR_SGD)	S000000034	mapped	alias_match	Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; KEGG_GENEID; UniProt_DR_GeneID
4932.YAL037C-A	30	S000028732(SGD_ID); S000028732(UniProt_DR_SGD)	S000028732	mapped	alias_match	Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; UniProt_AC; Ensembl_protein_id
4932.YAL037C-B	16			unmapped		Ensembl_protein_id; UniProt_DE_RecName_Full; Ensembl_UniProt; UniProt_AC; SGD_ID
4932.YAL037W	29	S000000035(SGD_ID); S000000035(UniProt_DR_SGD)	S000000035	mapped	alias_match	Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL038W	82	S000000036(SGD_ID); S000000036(UniProt_DR_SGD)	S000000036	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB; KEGG_EC
4932.YAL039C	43	S000000037(SGD_ID); S000000037(UniProt_DR_SGD)	S000000037	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID
4932.YAL040C	53	S000000038(SGD_ID); S000000038(UniProt_DR_SGD)	S000000038	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL041W	50	S000000039(SGD_ID); S000000039(UniProt_DR_SGD)	S000000039	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB
4932.YAL042C-A	16			unmapped		Ensembl_protein_id; Ensembl_UniProt; UniProt_AC; UniProt_DE_RecName_Full; SGD_ID
4932.YAL042W	38	S000000040(SGD_ID); S000000040(UniProt_DR_SGD)	S000000040	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL043C	41	S000000041(SGD_ID); S000000041(UniProt_DR_SGD)	S000000041	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL044C	38	S000000042(SGD_ID); S000000042(UniProt_DR_SGD)	S000000042	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL044W-A	34	S000007586(SGD_ID); S000007586(UniProt_DR_SGD)	S000007586	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; KEGG_NAME
4932.YAL045C	14			unmapped		Ensembl_protein_id; Ensembl_UniProt; UniProt_AC; UniProt_DE_RecName_Full; SGD_ID
4932.YAL046C	38	S000000044(SGD_ID); S000000044(UniProt_DR_SGD)	S000000044	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL047C	43	S000000045(SGD_ID); S000000045(UniProt_DR_SGD)	S000000045	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL047W-A	13			unmapped		Ensembl_UniProt; UniProt_AC; Ensembl_protein_id; SGD_ID; UniProt_DR_SGD
4932.YAL048C	40	S000000046(SGD_ID); S000000046(UniProt_DR_SGD)	S000000046	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID
4932.YAL049C	35	S000000047(SGD_ID); S000000047(UniProt_DR_SGD)	S000000047	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL051W	40	S000000048(SGD_ID); S000000048(UniProt_DR_SGD)	S000000048	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL053W	39	S000000049(SGD_ID); S000000049(UniProt_DR_SGD)	S000000049	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL054C	51	S000000050(SGD_ID); S000000050(UniProt_DR_SGD)	S000000050	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_STRING; KEGG_EC; UniProt_DE_RecName_EC
4932.YAL055W	43	S000000051(SGD_ID); S000000051(UniProt_DR_SGD)	S000000051	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB; Ensembl_STRING
4932.YAL056C-A	17			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC; UniProt_DE_RecName_Full
4932.YAL056W	40	S000000052(SGD_ID); S000000052(UniProt_DR_SGD)	S000000052	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL058W	42	S000000054(SGD_ID); S000000054(UniProt_DR_SGD)	S000000054	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; Ensembl_protein_id
4932.YAL059C-A	13			unmapped		Ensembl_UniProt; UniProt_AC; Ensembl_protein_id; SGD_ID; UniProt_DR_SGD
4932.YAL059W	39	S000000055(SGD_ID); S000000055(UniProt_DR_SGD)	S000000055	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL060W	46	S000000056(SGD_ID); S000000056(UniProt_DR_SGD)	S000000056	mapped	alias_match	KEGG_PRODUCT; SGD_SYNONYM; UniProt_DE_RecName_Full; KEGG_EC; KEGG_EC
4932.YAL061W	42	S000000057(SGD_ID); S000000057(UniProt_DR_SGD)	S000000057	mapped	alias_match	KEGG_EC; KEGG_EC; UniProt_DE_RecName_EC; KEGG_EC; Ensembl_STRING
4932.YAL062W	45	S000000058(SGD_ID); S000000058(UniProt_DR_SGD)	S000000058	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID
4932.YAL063C	36			unmapped		Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL063C-A	29			unmapped		Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; UniProt_AC; Ensembl_protein_id
4932.YAL064C-A	37	S000002140(SGD_ID); S000002140(UniProt_DR_SGD)	S000002140	mapped	alias_match	Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL064W	29			unmapped		Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL064W-B	31			unmapped		Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL065C	30	S000001817(SGD_ID); S000001817(UniProt_DR_SGD)	S000001817	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL066W	16			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC
4932.YAL067C	35	S000000062(SGD_ID); S000000062(UniProt_DR_SGD)	S000000062	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAL067W-A	31	S000028593(SGD_ID); S000028593(UniProt_DR_SGD)	S000028593	mapped	alias_match	Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAL068C	58	S000002142:['S000002142(SGD_ID)']; S000003230:['S000003230(UniProt_DR_SGD)']		ambiguous	multiple_aliases	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_EntrezGene
4932.YAL068W-A	15			unmapped		Ensembl_protein_id; UniProt_DE_RecName_Full; Ensembl_UniProt; UniProt_AC; SGD_ID
4932.YAL069W	16			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC
4932.YAR002C-A	38	S000002129(SGD_ID); S000002129(UniProt_DR_SGD)	S000002129	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR002W	38	S000000063(SGD_ID); S000000063(UniProt_DR_SGD)	S000000063	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR003W	49	S000000064(SGD_ID); S000000064(UniProt_DR_SGD)	S000000064	mapped	alias_match	Ensembl_STRING; UniProt_DR_PDB; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR007C	68	S000000065(SGD_ID); S000000065(UniProt_DR_SGD)	S000000065	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB
4932.YAR008W	45	S000000066(SGD_ID); S000000066(UniProt_DR_SGD)	S000000066	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID
4932.YAR014C	36	S000000069(SGD_ID); S000000069(UniProt_DR_SGD)	S000000069	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR015W	51	S000000070(SGD_ID); S000000070(UniProt_DR_SGD)	S000000070	mapped	alias_match	Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB
4932.YAR018C	50	S000000071(SGD_ID); S000000071(UniProt_DR_SGD)	S000000071	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID
4932.YAR019C	46	S000000072(SGD_ID); S000000072(UniProt_DR_SGD)	S000000072	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; KEGG_GENEID; UniProt_DR_GeneID
4932.YAR019W-A	15			unmapped		Ensembl_STRING; Ensembl_UniProt; UniProt_AC; Ensembl_protein_id; UniProt_DE_RecName_Full
4932.YAR020C	35	S000000073(SGD_ID); S000000073(UniProt_DR_SGD)	S000000073	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR023C	40	S000000074(SGD_ID); S000000074(UniProt_DR_SGD)	S000000074	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR027W	36	S000000075(SGD_ID); S000000075(UniProt_DR_SGD)	S000000075	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR028W	32	S000000076(SGD_ID); S000000076(UniProt_DR_SGD)	S000000076	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR029W	33	S000000077(SGD_ID); S000000077(UniProt_DR_SGD)	S000000077	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR030C	15			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC; UniProt_DE_RecName_Full
4932.YAR031W	36	S000000078(SGD_ID); S000000078(UniProt_DR_SGD)	S000000078	mapped	alias_match	Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR033W	36			unmapped		Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR035C-A	32	S000028595(SGD_ID); S000028595(UniProt_DR_SGD)	S000028595	mapped	alias_match	Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id; UniProt_AC
4932.YAR035W	39	S000000080(SGD_ID); S000000080(UniProt_DR_SGD)	S000000080	mapped	alias_match	KEGG_EC; UniProt_DE_RecName_EC; Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID
4932.YAR042W	55	S000000081(SGD_ID); S000000081(UniProt_DR_SGD)	S000000081	mapped	alias_match	Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB
4932.YAR047C	14			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC; SGD_ID
4932.YAR050W	61	S000000084(SGD_ID); S000000084(UniProt_DR_SGD)	S000000084	mapped	alias_match	Ensembl_STRING; Ensembl_PDB; UniProt_DR_PDB; Ensembl_PDB; UniProt_DR_PDB
4932.YAR053W	16			unmapped		Ensembl_STRING; Ensembl_protein_id; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC
4932.YAR060C	18			unmapped		Ensembl_protein_id; Ensembl_protein_id; Ensembl_protein_id; Ensembl_UniProt; UniProt_AC
4932.YAR064W	31			unmapped		Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
4932.YAR066W	44			unmapped		Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_EntrezGene
4932.YAR068W	31			unmapped		Ensembl_STRING; Ensembl_EntrezGene; KEGG_GENEID; UniProt_DR_GeneID; Ensembl_protein_id
